Key,Remarks,id,aptitude,growUp
60312101_26,,60312101,26,法术攻击_26|
60312101_27,,60312101,27,法术攻击_27|
60312101_28,,60312101,28,法术攻击_28|
60312101_29,,60312101,29,法术攻击_29|
60312101_30,,60312101,30,法术攻击_30|
60312201_1,,60312201,1,法术攻击_1|
60312201_2,,60312201,2,法术攻击_2|
60312201_3,,60312201,3,法术攻击_3|
60312201_4,,60312201,4,法术攻击_4|
60312201_5,,60312201,5,法术攻击_5|
60312201_6,,60312201,6,法术攻击_6|
60312201_7,,60312201,7,法术攻击_7|
60312201_8,,60312201,8,法术攻击_8|
60312201_9,,60312201,9,法术攻击_9|
60312201_10,,60312201,10,法术攻击_10|
60312201_11,,60312201,11,法术攻击_11|
60312201_12,,60312201,12,法术攻击_12|
60312201_13,,60312201,13,法术攻击_13|
60312201_14,,60312201,14,法术攻击_14|
60312201_15,,60312201,15,法术攻击_15|
60312201_16,,60312201,16,法术攻击_16|
60312201_17,,60312201,17,法术攻击_17|
60312201_18,,60312201,18,法术攻击_18|
60312201_19,,60312201,19,法术攻击_19|
60312201_20,,60312201,20,法术攻击_20|
60312201_21,,60312201,21,法术攻击_21|
60312201_22,,60312201,22,法术攻击_22|
60312201_23,,60312201,23,法术攻击_23|
60312201_24,,60312201,24,法术攻击_24|
60312201_25,,60312201,25,法术攻击_25|
60312201_26,,60312201,26,法术攻击_26|
60312201_27,,60312201,27,法术攻击_27|
60312201_28,,60312201,28,法术攻击_28|
60312201_29,,60312201,29,法术攻击_29|
60312201_30,,60312201,30,法术攻击_30|
60312301_1,,60312301,1,法术攻击_1|
60312301_2,,60312301,2,法术攻击_2|
60312301_3,,60312301,3,法术攻击_3|
60312301_4,,60312301,4,法术攻击_4|
60312301_5,,60312301,5,法术攻击_5|
60312301_6,,60312301,6,法术攻击_6|
60312301_7,,60312301,7,法术攻击_7|
60312301_8,,60312301,8,法术攻击_8|
60312301_9,,60312301,9,法术攻击_9|
60312301_10,,60312301,10,法术攻击_10|
60312301_11,,60312301,11,法术攻击_11|
60312301_12,,60312301,12,法术攻击_12|
60312301_13,,60312301,13,法术攻击_13|
60312301_14,,60312301,14,法术攻击_14|
60312301_15,,60312301,15,法术攻击_15|
60312301_16,,60312301,16,法术攻击_16|
60312301_17,,60312301,17,法术攻击_17|
60312301_18,,60312301,18,法术攻击_18|
60312301_19,,60312301,19,法术攻击_19|
60312301_20,,60312301,20,法术攻击_20|
60312301_21,,60312301,21,法术攻击_21|
60312301_22,,60312301,22,法术攻击_22|
60312301_23,,60312301,23,法术攻击_23|
60312301_24,,60312301,24,法术攻击_24|
60312301_25,,60312301,25,法术攻击_25|
60312301_26,,60312301,26,法术攻击_26|
60312301_27,,60312301,27,法术攻击_27|
60312301_28,,60312301,28,法术攻击_28|
60312301_29,,60312301,29,法术攻击_29|
60312301_30,,60312301,30,法术攻击_30|
60312102_1,,60312102,1,暴击_1|
60312102_2,,60312102,2,暴击_1|
60312102_3,,60312102,3,暴击_1|
60312102_4,,60312102,4,暴击_1|
60312102_5,,60312102,5,暴击_1|
60312102_6,,60312102,6,暴击_1|
60312102_7,,60312102,7,暴击_1|
60312102_8,,60312102,8,暴击_1|
60312102_9,,60312102,9,暴击_1|
60312102_10,,60312102,10,暴击_1|
60312102_11,,60312102,11,暴击_1|
60312102_12,,60312102,12,暴击_1|
60312102_13,,60312102,13,暴击_1|
60312102_14,,60312102,14,暴击_1|
60312102_15,,60312102,15,暴击_1|
60312102_16,,60312102,16,暴击_1|
60312102_17,,60312102,17,暴击_2|
60312102_18,,60312102,18,暴击_2|
60312102_19,,60312102,19,暴击_2|
60312102_20,,60312102,20,暴击_2|
60312102_21,,60312102,21,暴击_2|
60312102_22,,60312102,22,暴击_2|
60312102_23,,60312102,23,暴击_2|
60312102_24,,60312102,24,暴击_2|
60312102_25,,60312102,25,暴击_2|
60312102_26,,60312102,26,暴击_2|
60312102_27,,60312102,27,暴击_3|
60312102_28,,60312102,28,暴击_3|
60312102_29,,60312102,29,暴击_3|
60312102_30,,60312102,30,暴击_3|
60312202_1,,60312202,1,暴击_1|
60312202_2,,60312202,2,暴击_1|
60312202_3,,60312202,3,暴击_1|
60312202_4,,60312202,4,暴击_1|
60312202_5,,60312202,5,暴击_1|
60312202_6,,60312202,6,暴击_1|
60312202_7,,60312202,7,暴击_1|
60312202_8,,60312202,8,暴击_1|
60312202_9,,60312202,9,暴击_1|
60312202_10,,60312202,10,暴击_1|
60312202_11,,60312202,11,暴击_1|
60312202_12,,60312202,12,暴击_1|
60312202_13,,60312202,13,暴击_1|
60312202_14,,60312202,14,暴击_1|
60312202_15,,60312202,15,暴击_1|
60312202_16,,60312202,16,暴击_1|
60312202_17,,60312202,17,暴击_2|
60312202_18,,60312202,18,暴击_2|
60312202_19,,60312202,19,暴击_2|
60312202_20,,60312202,20,暴击_2|
60312202_21,,60312202,21,暴击_2|
60312202_22,,60312202,22,暴击_2|
60312202_23,,60312202,23,暴击_2|
60312202_24,,60312202,24,暴击_2|
60312202_25,,60312202,25,暴击_2|
60312202_26,,60312202,26,暴击_2|
60312202_27,,60312202,27,暴击_3|
60312202_28,,60312202,28,暴击_3|
60312202_29,,60312202,29,暴击_3|
60312202_30,,60312202,30,暴击_3|
60312302_1,,60312302,1,暴击_1|
60312302_2,,60312302,2,暴击_1|
60312302_3,,60312302,3,暴击_1|
60312302_4,,60312302,4,暴击_1|
60312302_5,,60312302,5,暴击_1|
60312302_6,,60312302,6,暴击_1|
60312302_7,,60312302,7,暴击_1|
60312302_8,,60312302,8,暴击_1|
60312302_9,,60312302,9,暴击_1|
60312302_10,,60312302,10,暴击_1|
60312302_11,,60312302,11,暴击_1|
60312302_12,,60312302,12,暴击_1|
60312302_13,,60312302,13,暴击_1|
60312302_14,,60312302,14,暴击_1|
60312302_15,,60312302,15,暴击_1|
60312302_16,,60312302,16,暴击_1|
60312302_17,,60312302,17,暴击_2|
60312302_18,,60312302,18,暴击_2|
60312302_19,,60312302,19,暴击_2|
60312302_20,,60312302,20,暴击_2|
60312302_21,,60312302,21,暴击_2|
60312302_22,,60312302,22,暴击_2|
60312302_23,,60312302,23,暴击_2|
60312302_24,,60312302,24,暴击_2|
60312302_25,,60312302,25,暴击_2|
60312302_26,,60312302,26,暴击_2|
60312302_27,,60312302,27,暴击_3|
60312302_28,,60312302,28,暴击_3|
60312302_29,,60312302,29,暴击_3|
60312302_30,,60312302,30,暴击_3|
60313101_1,,60313101,1,法术攻击_1|
60313101_2,,60313101,2,法术攻击_2|
60313101_3,,60313101,3,法术攻击_3|
60313101_4,,60313101,4,法术攻击_4|
60313101_5,,60313101,5,法术攻击_5|
60313101_6,,60313101,6,法术攻击_6|
60313101_7,,60313101,7,法术攻击_7|
60313101_8,,60313101,8,法术攻击_8|
60313101_9,,60313101,9,法术攻击_9|
60313101_10,,60313101,10,法术攻击_10|
60313101_11,,60313101,11,法术攻击_11|
60313101_12,,60313101,12,法术攻击_12|
60313101_13,,60313101,13,法术攻击_13|
60313101_14,,60313101,14,法术攻击_14|
60313101_15,,60313101,15,法术攻击_15|
60313101_16,,60313101,16,法术攻击_16|
60313101_17,,60313101,17,法术攻击_17|
60313101_18,,60313101,18,法术攻击_18|
60313101_19,,60313101,19,法术攻击_19|
60313101_20,,60313101,20,法术攻击_20|
60313101_21,,60313101,21,法术攻击_21|
60313101_22,,60313101,22,法术攻击_22|
60313101_23,,60313101,23,法术攻击_23|
60313101_24,,60313101,24,法术攻击_24|
60313101_25,,60313101,25,法术攻击_25|
60313101_26,,60313101,26,法术攻击_26|
60313101_27,,60313101,27,法术攻击_27|
60313101_28,,60313101,28,法术攻击_28|
60313101_29,,60313101,29,法术攻击_29|
60313101_30,,60313101,30,法术攻击_30|
60313102_1,,60313102,1,暴击_1|
60313102_2,,60313102,2,暴击_1|
60313102_3,,60313102,3,暴击_1|
60313102_4,,60313102,4,暴击_1|
60313102_5,,60313102,5,暴击_1|
60313102_6,,60313102,6,暴击_1|
60313102_7,,60313102,7,暴击_1|
60313102_8,,60313102,8,暴击_1|
60313102_9,,60313102,9,暴击_1|
60313102_10,,60313102,10,暴击_1|
60313102_11,,60313102,11,暴击_1|
60313102_12,,60313102,12,暴击_1|
60313102_13,,60313102,13,暴击_1|
60313102_14,,60313102,14,暴击_1|
60313102_15,,60313102,15,暴击_1|
60313102_16,,60313102,16,暴击_1|
60313102_17,,60313102,17,暴击_2|
60313102_18,,60313102,18,暴击_2|
60313102_19,,60313102,19,暴击_2|
60313102_20,,60313102,20,暴击_2|
60313102_21,,60313102,21,暴击_2|
60313102_22,,60313102,22,暴击_2|
60313102_23,,60313102,23,暴击_2|
60313102_24,,60313102,24,暴击_2|
60313102_25,,60313102,25,暴击_2|
60313102_26,,60313102,26,暴击_2|
60313102_27,,60313102,27,暴击_3|
60313102_28,,60313102,28,暴击_3|
60313102_29,,60313102,29,暴击_3|
60313102_30,,60313102,30,暴击_3|
60313103_1,,60313103,1,暴击伤害_1|
60313103_2,,60313103,2,暴击伤害_1|
60313103_3,,60313103,3,暴击伤害_1|
60313103_4,,60313103,4,暴击伤害_1|
60313103_5,,60313103,5,暴击伤害_1|
60313103_6,,60313103,6,暴击伤害_1|
60313103_7,,60313103,7,暴击伤害_1|
60313103_8,,60313103,8,暴击伤害_1|
60313103_9,,60313103,9,暴击伤害_1|
60313103_10,,60313103,10,暴击伤害_1|
60313103_11,,60313103,11,暴击伤害_1|
60313103_12,,60313103,12,暴击伤害_1|
60313103_13,,60313103,13,暴击伤害_1|
60313103_14,,60313103,14,暴击伤害_1|
60313103_15,,60313103,15,暴击伤害_1|
60313103_16,,60313103,16,暴击伤害_1|
60313103_17,,60313103,17,暴击伤害_2|
60313103_18,,60313103,18,暴击伤害_2|
60313103_19,,60313103,19,暴击伤害_2|
60313103_20,,60313103,20,暴击伤害_2|
60313103_21,,60313103,21,暴击伤害_2|
60313103_22,,60313103,22,暴击伤害_2|
60313103_23,,60313103,23,暴击伤害_2|
60313103_24,,60313103,24,暴击伤害_2|
60313103_25,,60313103,25,暴击伤害_2|
60313103_26,,60313103,26,暴击伤害_2|
60313103_27,,60313103,27,暴击伤害_3|
60313103_28,,60313103,28,暴击伤害_3|
60313103_29,,60313103,29,暴击伤害_3|
60313103_30,,60313103,30,暴击伤害_3|
60340101_1,,60340101,1,生命_8|
60340101_2,,60340101,2,生命_16|
60340101_3,,60340101,3,生命_24|
60340101_4,,60340101,4,生命_32|
60340101_5,,60340101,5,生命_40|
60340101_6,,60340101,6,生命_48|
60340101_7,,60340101,7,生命_56|
60340101_8,,60340101,8,生命_64|
60340101_9,,60340101,9,生命_72|
60340101_10,,60340101,10,生命_80|
60340101_11,,60340101,11,生命_88|
60340101_12,,60340101,12,生命_96|
60340101_13,,60340101,13,生命_104|
60340101_14,,60340101,14,生命_112|
60340101_15,,60340101,15,生命_120|
60340101_16,,60340101,16,生命_128|
60340101_17,,60340101,17,生命_136|
60340101_18,,60340101,18,生命_144|
60340101_19,,60340101,19,生命_152|
60340101_20,,60340101,20,生命_160|
60340101_21,,60340101,21,生命_168|
60340101_22,,60340101,22,生命_176|
60340101_23,,60340101,23,生命_184|
60340101_24,,60340101,24,生命_192|
60340101_25,,60340101,25,生命_200|
60340101_26,,60340101,26,生命_208|
60340101_27,,60340101,27,生命_216|
60340101_28,,60340101,28,生命_224|
60340101_29,,60340101,29,生命_232|
60340101_30,,60340101,30,生命_240|
60340201_1,,60340201,1,生命_8|
60340201_2,,60340201,2,生命_16|
60340201_3,,60340201,3,生命_24|
60340201_4,,60340201,4,生命_32|
60340201_5,,60340201,5,生命_40|
60340201_6,,60340201,6,生命_48|
60340201_7,,60340201,7,生命_56|
60340201_8,,60340201,8,生命_64|
60340201_9,,60340201,9,生命_72|
60340201_10,,60340201,10,生命_80|
60340201_11,,60340201,11,生命_88|
60340201_12,,60340201,12,生命_96|
60340201_13,,60340201,13,生命_104|
60340201_14,,60340201,14,生命_112|
60340201_15,,60340201,15,生命_120|
60340201_16,,60340201,16,生命_128|
60340201_17,,60340201,17,生命_136|
60340201_18,,60340201,18,生命_144|
60340201_19,,60340201,19,生命_152|
60340201_20,,60340201,20,生命_160|
60340201_21,,60340201,21,生命_168|
60340201_22,,60340201,22,生命_176|
60340201_23,,60340201,23,生命_184|
60340201_24,,60340201,24,生命_192|
60340201_25,,60340201,25,生命_200|
60340201_26,,60340201,26,生命_208|
60340201_27,,60340201,27,生命_216|
60340201_28,,60340201,28,生命_224|
60340201_29,,60340201,29,生命_232|
60340201_30,,60340201,30,生命_240|
60341101_1,,60341101,1,生命_8|
60341101_2,,60341101,2,生命_16|
60341101_3,,60341101,3,生命_24|
60341101_4,,60341101,4,生命_32|
60341101_5,,60341101,5,生命_40|
60341101_6,,60341101,6,生命_48|
60341101_7,,60341101,7,生命_56|
60341101_8,,60341101,8,生命_64|
60341101_9,,60341101,9,生命_72|
60341101_10,,60341101,10,生命_80|
60341101_11,,60341101,11,生命_88|
60341101_12,,60341101,12,生命_96|
60341101_13,,60341101,13,生命_104|
60341101_14,,60341101,14,生命_112|
60341101_15,,60341101,15,生命_120|
60341101_16,,60341101,16,生命_128|
60341101_17,,60341101,17,生命_136|
60341101_18,,60341101,18,生命_144|
60341101_19,,60341101,19,生命_152|
60341101_20,,60341101,20,生命_160|
60341101_21,,60341101,21,生命_168|
60341101_22,,60341101,22,生命_176|
60341101_23,,60341101,23,生命_184|
60341101_24,,60341101,24,生命_192|
60341101_25,,60341101,25,生命_200|
60341101_26,,60341101,26,生命_208|
60341101_27,,60341101,27,生命_216|
60341101_28,,60341101,28,生命_224|
60341101_29,,60341101,29,生命_232|
60341101_30,,60341101,30,生命_240|
60341201_1,,60341201,1,生命_8|
60341201_2,,60341201,2,生命_16|
60341201_3,,60341201,3,生命_24|
60341201_4,,60341201,4,生命_32|
60341201_5,,60341201,5,生命_40|
60341201_6,,60341201,6,生命_48|
60341201_7,,60341201,7,生命_56|
60341201_8,,60341201,8,生命_64|
60341201_9,,60341201,9,生命_72|
60341201_10,,60341201,10,生命_80|
60341201_11,,60341201,11,生命_88|
60341201_12,,60341201,12,生命_96|
60341201_13,,60341201,13,生命_104|
60341201_14,,60341201,14,生命_112|
60341201_15,,60341201,15,生命_120|
60341201_16,,60341201,16,生命_128|
60341201_17,,60341201,17,生命_136|
60341201_18,,60341201,18,生命_144|
60341201_19,,60341201,19,生命_152|
60341201_20,,60341201,20,生命_160|
60341201_21,,60341201,21,生命_168|
60341201_22,,60341201,22,生命_176|
60341201_23,,60341201,23,生命_184|
60341201_24,,60341201,24,生命_192|
60341201_25,,60341201,25,生命_200|
60341201_26,,60341201,26,生命_208|
60341201_27,,60341201,27,生命_216|
60341201_28,,60341201,28,生命_224|
60341201_29,,60341201,29,生命_232|
60341201_30,,60341201,30,生命_240|
60341102_1,,60341102,1,韧性_1|
60341102_2,,60341102,2,韧性_1|
60341102_3,,60341102,3,韧性_1|
60341102_4,,60341102,4,韧性_1|
60341102_5,,60341102,5,韧性_1|
60341102_6,,60341102,6,韧性_1|
60341102_7,,60341102,7,韧性_1|
60341102_8,,60341102,8,韧性_1|
60341102_9,,60341102,9,韧性_1|
60341102_10,,60341102,10,韧性_1|
60341102_11,,60341102,11,韧性_1|
60341102_12,,60341102,12,韧性_1|
60341102_13,,60341102,13,韧性_1|
60341102_14,,60341102,14,韧性_1|
60341102_15,,60341102,15,韧性_1|
60341102_16,,60341102,16,韧性_1|
60341102_17,,60341102,17,韧性_2|
60341102_18,,60341102,18,韧性_2|
60341102_19,,60341102,19,韧性_2|
60341102_20,,60341102,20,韧性_2|
60341102_21,,60341102,21,韧性_2|
60341102_22,,60341102,22,韧性_2|
60341102_23,,60341102,23,韧性_2|
60341102_24,,60341102,24,韧性_2|
60341102_25,,60341102,25,韧性_2|
60341102_26,,60341102,26,韧性_2|
60341102_27,,60341102,27,韧性_3|
60341102_28,,60341102,28,韧性_3|
60341102_29,,60341102,29,韧性_3|
60341102_30,,60341102,30,韧性_3|
60341202_1,,60341202,1,韧性_1|
60341202_2,,60341202,2,韧性_1|
60341202_3,,60341202,3,韧性_1|
60341202_4,,60341202,4,韧性_1|
60341202_5,,60341202,5,韧性_1|
60341202_6,,60341202,6,韧性_1|
60341202_7,,60341202,7,韧性_1|
60341202_8,,60341202,8,韧性_1|
60341202_9,,60341202,9,韧性_1|
60341202_10,,60341202,10,韧性_1|
60341202_11,,60341202,11,韧性_1|
60341202_12,,60341202,12,韧性_1|
60341202_13,,60341202,13,韧性_1|
60341202_14,,60341202,14,韧性_1|
60341202_15,,60341202,15,韧性_1|
60341202_16,,60341202,16,韧性_1|
60341202_17,,60341202,17,韧性_2|
60341202_18,,60341202,18,韧性_2|
60341202_19,,60341202,19,韧性_2|
60341202_20,,60341202,20,韧性_2|
60341202_21,,60341202,21,韧性_2|
60341202_22,,60341202,22,韧性_2|
60341202_23,,60341202,23,韧性_2|
60341202_24,,60341202,24,韧性_2|
60341202_25,,60341202,25,韧性_2|
60341202_26,,60341202,26,韧性_2|
60341202_27,,60341202,27,韧性_3|
60341202_28,,60341202,28,韧性_3|
60341202_29,,60341202,29,韧性_3|
60341202_30,,60341202,30,韧性_3|
60342101_1,,60342101,1,生命_8|
60342101_2,,60342101,2,生命_16|
60342101_3,,60342101,3,生命_24|
60342101_4,,60342101,4,生命_32|
60342101_5,,60342101,5,生命_40|
60342101_6,,60342101,6,生命_48|
60342101_7,,60342101,7,生命_56|
60342101_8,,60342101,8,生命_64|
60342101_9,,60342101,9,生命_72|
60342101_10,,60342101,10,生命_80|
60342101_11,,60342101,11,生命_88|
60342101_12,,60342101,12,生命_96|
60342101_13,,60342101,13,生命_104|
60342101_14,,60342101,14,生命_112|
60342101_15,,60342101,15,生命_120|
60342101_16,,60342101,16,生命_128|
60342101_17,,60342101,17,生命_136|
60342101_18,,60342101,18,生命_144|
60342101_19,,60342101,19,生命_152|
60342101_20,,60342101,20,生命_160|
60342101_21,,60342101,21,生命_168|
60342101_22,,60342101,22,生命_176|
60342101_23,,60342101,23,生命_184|
60342101_24,,60342101,24,生命_192|
60342101_25,,60342101,25,生命_200|
60342101_26,,60342101,26,生命_208|
60342101_27,,60342101,27,生命_216|
60342101_28,,60342101,28,生命_224|
60342101_29,,60342101,29,生命_232|
60342101_30,,60342101,30,生命_240|
60342201_1,,60342201,1,生命_8|
60342201_2,,60342201,2,生命_16|
60342201_3,,60342201,3,生命_24|
60342201_4,,60342201,4,生命_32|
60342201_5,,60342201,5,生命_40|
60342201_6,,60342201,6,生命_48|
60342201_7,,60342201,7,生命_56|
60342201_8,,60342201,8,生命_64|
60342201_9,,60342201,9,生命_72|
60342201_10,,60342201,10,生命_80|
60342201_11,,60342201,11,生命_88|
60342201_12,,60342201,12,生命_96|
60342201_13,,60342201,13,生命_104|
60342201_14,,60342201,14,生命_112|
60342201_15,,60342201,15,生命_120|
60342201_16,,60342201,16,生命_128|
60342201_17,,60342201,17,生命_136|
60342201_18,,60342201,18,生命_144|
60342201_19,,60342201,19,生命_152|
60342201_20,,60342201,20,生命_160|
60342201_21,,60342201,21,生命_168|
60342201_22,,60342201,22,生命_176|
60342201_23,,60342201,23,生命_184|
60342201_24,,60342201,24,生命_192|
60342201_25,,60342201,25,生命_200|
60342201_26,,60342201,26,生命_208|
60342201_27,,60342201,27,生命_216|
60342201_28,,60342201,28,生命_224|
60342201_29,,60342201,29,生命_232|
60342201_30,,60342201,30,生命_240|
60342301_1,,60342301,1,生命_8|
60342301_2,,60342301,2,生命_16|
60342301_3,,60342301,3,生命_24|
60342301_4,,60342301,4,生命_32|
60342301_5,,60342301,5,生命_40|
60342301_6,,60342301,6,生命_48|
60342301_7,,60342301,7,生命_56|
60342301_8,,60342301,8,生命_64|
60342301_9,,60342301,9,生命_72|
60342301_10,,60342301,10,生命_80|
60342301_11,,60342301,11,生命_88|
60342301_12,,60342301,12,生命_96|
60342301_13,,60342301,13,生命_104|
60342301_14,,60342301,14,生命_112|
60342301_15,,60342301,15,生命_120|
60342301_16,,60342301,16,生命_128|
60342301_17,,60342301,17,生命_136|
60342301_18,,60342301,18,生命_144|
60342301_19,,60342301,19,生命_152|
60342301_20,,60342301,20,生命_160|
60342301_21,,60342301,21,生命_168|
60342301_22,,60342301,22,生命_176|
60342301_23,,60342301,23,生命_184|
60342301_24,,60342301,24,生命_192|
60342301_25,,60342301,25,生命_200|
60342301_26,,60342301,26,生命_208|
60342301_27,,60342301,27,生命_216|
60342301_28,,60342301,28,生命_224|
60342301_29,,60342301,29,生命_232|
60342301_30,,60342301,30,生命_240|
60342102_1,,60342102,1,韧性_1|
60342102_2,,60342102,2,韧性_1|
60342102_3,,60342102,3,韧性_1|
60342102_4,,60342102,4,韧性_1|
60342102_5,,60342102,5,韧性_1|
60342102_6,,60342102,6,韧性_1|
60342102_7,,60342102,7,韧性_1|
60342102_8,,60342102,8,韧性_1|
60342102_9,,60342102,9,韧性_1|
60342102_10,,60342102,10,韧性_1|
60342102_11,,60342102,11,韧性_1|
60342102_12,,60342102,12,韧性_1|
60342102_13,,60342102,13,韧性_1|
60342102_14,,60342102,14,韧性_1|
60342102_15,,60342102,15,韧性_1|
60342102_16,,60342102,16,韧性_1|
60342102_17,,60342102,17,韧性_2|
60342102_18,,60342102,18,韧性_2|
60342102_19,,60342102,19,韧性_2|
60342102_20,,60342102,20,韧性_2|
60342102_21,,60342102,21,韧性_2|
60342102_22,,60342102,22,韧性_2|
60342102_23,,60342102,23,韧性_2|
60342102_24,,60342102,24,韧性_2|
60342102_25,,60342102,25,韧性_2|
60342102_26,,60342102,26,韧性_2|
60342102_27,,60342102,27,韧性_3|
60342102_28,,60342102,28,韧性_3|
60342102_29,,60342102,29,韧性_3|
60342102_30,,60342102,30,韧性_3|
60342202_1,,60342202,1,韧性_1|
60342202_2,,60342202,2,韧性_1|
60342202_3,,60342202,3,韧性_1|
60342202_4,,60342202,4,韧性_1|
60342202_5,,60342202,5,韧性_1|
60342202_6,,60342202,6,韧性_1|
60342202_7,,60342202,7,韧性_1|
60342202_8,,60342202,8,韧性_1|
60342202_9,,60342202,9,韧性_1|
60342202_10,,60342202,10,韧性_1|
60342202_11,,60342202,11,韧性_1|
60342202_12,,60342202,12,韧性_1|
60342202_13,,60342202,13,韧性_1|
60342202_14,,60342202,14,韧性_1|
60342202_15,,60342202,15,韧性_1|
60342202_16,,60342202,16,韧性_1|
60342202_17,,60342202,17,韧性_2|
60342202_18,,60342202,18,韧性_2|
60342202_19,,60342202,19,韧性_2|
60342202_20,,60342202,20,韧性_2|
60342202_21,,60342202,21,韧性_2|
60342202_22,,60342202,22,韧性_2|
60342202_23,,60342202,23,韧性_2|
60342202_24,,60342202,24,韧性_2|
60342202_25,,60342202,25,韧性_2|
60342202_26,,60342202,26,韧性_2|
60342202_27,,60342202,27,韧性_3|
60342202_28,,60342202,28,韧性_3|
60342202_29,,60342202,29,韧性_3|
60342202_30,,60342202,30,韧性_3|
60342302_1,,60342302,1,韧性_1|
60342302_2,,60342302,2,韧性_1|
60342302_3,,60342302,3,韧性_1|
60342302_4,,60342302,4,韧性_1|
60342302_5,,60342302,5,韧性_1|
60342302_6,,60342302,6,韧性_1|
60342302_7,,60342302,7,韧性_1|
60342302_8,,60342302,8,韧性_1|
60342302_9,,60342302,9,韧性_1|
60342302_10,,60342302,10,韧性_1|
60342302_11,,60342302,11,韧性_1|
60342302_12,,60342302,12,韧性_1|
60342302_13,,60342302,13,韧性_1|
60342302_14,,60342302,14,韧性_1|
60342302_15,,60342302,15,韧性_1|
60342302_16,,60342302,16,韧性_1|
60342302_17,,60342302,17,韧性_2|
60342302_18,,60342302,18,韧性_2|
60342302_19,,60342302,19,韧性_2|
60342302_20,,60342302,20,韧性_2|
60342302_21,,60342302,21,韧性_2|
60342302_22,,60342302,22,韧性_2|
60342302_23,,60342302,23,韧性_2|
60342302_24,,60342302,24,韧性_2|
60342302_25,,60342302,25,韧性_2|
60342302_26,,60342302,26,韧性_2|
60342302_27,,60342302,27,韧性_3|
60342302_28,,60342302,28,韧性_3|
60342302_29,,60342302,29,韧性_3|
60342302_30,,60342302,30,韧性_3|
60343101_1,,60343101,1,生命_8|
60343101_2,,60343101,2,生命_16|
60343101_3,,60343101,3,生命_24|
60343101_4,,60343101,4,生命_32|
60343101_5,,60343101,5,生命_40|
60343101_6,,60343101,6,生命_48|
60343101_7,,60343101,7,生命_56|
60343101_8,,60343101,8,生命_64|
60343101_9,,60343101,9,生命_72|
60343101_10,,60343101,10,生命_80|
60343101_11,,60343101,11,生命_88|
60343101_12,,60343101,12,生命_96|
60343101_13,,60343101,13,生命_104|
60343101_14,,60343101,14,生命_112|
60343101_15,,60343101,15,生命_120|
60343101_16,,60343101,16,生命_128|
60343101_17,,60343101,17,生命_136|
60343101_18,,60343101,18,生命_144|
60343101_19,,60343101,19,生命_152|
60343101_20,,60343101,20,生命_160|
60343101_21,,60343101,21,生命_168|
60343101_22,,60343101,22,生命_176|
60343101_23,,60343101,23,生命_184|
60343101_24,,60343101,24,生命_192|
60343101_25,,60343101,25,生命_200|
60343101_26,,60343101,26,生命_208|
60343101_27,,60343101,27,生命_216|
60343101_28,,60343101,28,生命_224|
60343101_29,,60343101,29,生命_232|
60343101_30,,60343101,30,生命_240|
60343102_1,,60343102,1,韧性_1|
60343102_2,,60343102,2,韧性_1|
60343102_3,,60343102,3,韧性_1|
60343102_4,,60343102,4,韧性_1|
60343102_5,,60343102,5,韧性_1|
60343102_6,,60343102,6,韧性_1|
60343102_7,,60343102,7,韧性_1|
60343102_8,,60343102,8,韧性_1|
60343102_9,,60343102,9,韧性_1|
60343102_10,,60343102,10,韧性_1|
60343102_11,,60343102,11,韧性_1|
60343102_12,,60343102,12,韧性_1|
60343102_13,,60343102,13,韧性_1|
60343102_14,,60343102,14,韧性_1|
60343102_15,,60343102,15,韧性_1|
60343102_16,,60343102,16,韧性_1|
60343102_17,,60343102,17,韧性_2|
60343102_18,,60343102,18,韧性_2|
60343102_19,,60343102,19,韧性_2|
60343102_20,,60343102,20,韧性_2|
60343102_21,,60343102,21,韧性_2|
60343102_22,,60343102,22,韧性_2|
60343102_23,,60343102,23,韧性_2|
60343102_24,,60343102,24,韧性_2|
60343102_25,,60343102,25,韧性_2|
60343102_26,,60343102,26,韧性_2|
60343102_27,,60343102,27,韧性_3|
60343102_28,,60343102,28,韧性_3|
60343102_29,,60343102,29,韧性_3|
60343102_30,,60343102,30,韧性_3|
60343103_1,,60343103,1,暴伤减免_1|
60343103_2,,60343103,2,暴伤减免_1|
60343103_3,,60343103,3,暴伤减免_1|
60343103_4,,60343103,4,暴伤减免_1|
60343103_5,,60343103,5,暴伤减免_1|
60343103_6,,60343103,6,暴伤减免_1|
60343103_7,,60343103,7,暴伤减免_1|
60343103_8,,60343103,8,暴伤减免_1|
60343103_9,,60343103,9,暴伤减免_1|
60343103_10,,60343103,10,暴伤减免_1|
60343103_11,,60343103,11,暴伤减免_1|
60343103_12,,60343103,12,暴伤减免_1|
60343103_13,,60343103,13,暴伤减免_1|
60343103_14,,60343103,14,暴伤减免_1|
60343103_15,,60343103,15,暴伤减免_1|
60343103_16,,60343103,16,暴伤减免_1|
60343103_17,,60343103,17,暴伤减免_2|
60343103_18,,60343103,18,暴伤减免_2|
60343103_19,,60343103,19,暴伤减免_2|
60343103_20,,60343103,20,暴伤减免_2|
60343103_21,,60343103,21,暴伤减免_2|
60343103_22,,60343103,22,暴伤减免_2|
60343103_23,,60343103,23,暴伤减免_2|
60343103_24,,60343103,24,暴伤减免_2|
60343103_25,,60343103,25,暴伤减免_2|
60343103_26,,60343103,26,暴伤减免_2|
60343103_27,,60343103,27,暴伤减免_3|
