key,Remarks,roleId,nextRoleId,roleType,sex,modelId,camp,name,imageId,atlas,battleIcon,heroTitle,herName,positionType,careerType,soulStoneId,volumeRadius,goodAt,bustImage,summonFlag,summonNumber,risingNumber,title,titleIcon,transform,heroDesc,heroIllustrate,order,group,starLevel,energy,life,intelligence,HeroRating,attack,physiqueDef,spiritDef,exemptPhysiqueDef,exemptSpiritDef,hit,dodge,critical,toughness,lifeReceive,energyReceive,attackVampire,criticalHurt,energyPerSecond,energyTrans,energyTransFactor,attackEnergy,beatenEnergy,struckEnergy,attackDistance,attackSpeed,moveSpeed,viewRange,lifeGrowUp,attackGrowUp,physicqueDefGrowUp,spiritDefGrowUp,attackType,attrData,precentAttrData,growUp,attrDesc,attackId,skillId01,skillId02,skillId03,skillId04,skillId05,dieSkillId,qualityId,nameIcon,upNeedCoin,voice,reactionTime,attackHurt,cutHurt,cutCritHurt,resist,addCure,cutCure,doHurt,hardStraight,actionName,soundName,canShow,statInfo,sortNum,physiqueAttack,spiritAttack,pAttackGrowUp,sAttackGrowUp,ff1,ff2
202001_2,,202001_2,202001_3,,-1,202001,1,姜子牙,head_org/Head_org_JiangZiYa,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_JiangZiYa,,,1,5,704001,1,,,1,30,30,太公望,JiaoBiao_SheShou_01,21,中排物理射手，控制型英雄，拥有小范围群体攻击与眩晕敌方的能力,昆仑山元始天尊的关门弟子，武吉的师傅,31,,2,1000,361,9,5,101,25,20,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",9027,2539,648,519,,能量_1000;生命_361;物理攻击_101;法术攻击_73;物理防御_25;法术防御_20;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_9027;物攻成长_2539;法攻成长_1828;物防成长_648;法防成长_519,,20200100_1,20200101_1,20200102_1,20200103_1,20200104_1,,20200109,202001_1,,100000,Sound_202001_1_01.mp3,0.99,,,,11,,,,0.5,standby,Sound_202001_1_01.mp3,1,物理/远程/范围/爆发;0.5;0.27;0.35,41,101,73,2539,1828,姜子牙,物理
202001_3,,202001_3,202001_4,,-1,202001,1,姜子牙,head_org/Head_org_JiangZiYa,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_JiangZiYa,,,1,5,704001,1,,,,,60,太公望,JiaoBiao_SheShou_01,36,中排物理射手，控制型英雄，拥有小范围群体攻击与眩晕敌方的能力,昆仑山元始天尊的关门弟子，武吉的师傅,31,,3,1000,361,9,5,101,25,20,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",12444,3500,894,715,,能量_1000;生命_361;物理攻击_101;法术攻击_73;物理防御_25;法术防御_20;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_12444;物攻成长_3500;法攻成长_2520;物防成长_894;法防成长_715,,20200100_1,20200101_1,20200102_1,20200103_1,20200104_1,,20200109,202001_1,,300000,Sound_202001_1_01.mp3,0.99,,,,11,,,,0.5,standby,Sound_202001_1_01.mp3,1,物理/远程/范围/爆发;0.5;0.27;0.35,41,101,73,3500,2520,,物理
202001_4,,202001_4,202001_5,,-1,202001,1,姜子牙,head_org/Head_org_JiangZiYa,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_JiangZiYa,,,1,5,704001,1,,,,,120,太公望,JiaoBiao_SheShou_01,60,中排物理射手，控制型英雄，拥有小范围群体攻击与眩晕敌方的能力,昆仑山元始天尊的关门弟子，武吉的师傅,31,,4,1000,361,9,5,101,25,20,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",16582,4663,1191,953,,能量_1000;生命_361;物理攻击_101;法术攻击_73;物理防御_25;法术防御_20;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_16582;物攻成长_4663;法攻成长_3357;物防成长_1191;法防成长_953,,20200100_1,20200101_1,20200102_1,20200103_1,20200104_1,,20200109,202001_1,,600000,Sound_202001_1_01.mp3,0.99,,,,11,,,,0.5,standby,Sound_202001_1_01.mp3,1,物理/远程/范围/爆发;0.5;0.27;0.35,41,101,73,4663,3357,,物理
202001_5,,202001_5,202001_6,,-1,202001,1,姜子牙,head_org/Head_org_JiangZiYa,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_JiangZiYa,,,1,5,704001,1,,,,,180,太公望,JiaoBiao_SheShou_01,96,中排物理射手，控制型英雄，拥有小范围群体攻击与眩晕敌方的能力,昆仑山元始天尊的关门弟子，武吉的师傅,31,,5,1000,361,9,5,101,25,20,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",20720,5827,1489,1191,,能量_1000;生命_361;物理攻击_101;法术攻击_73;物理防御_25;法术防御_20;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_20720;物攻成长_5827;法攻成长_4195;物防成长_1489;法防成长_1191,,20200100_1,20200101_1,20200102_1,20200103_1,20200104_1,,20200109,202001_1,,1000000,Sound_202001_1_01.mp3,0.99,,,,11,,,,0.5,standby,Sound_202001_1_01.mp3,1,物理/远程/范围/爆发;0.5;0.27;0.35,41,101,73,5827,4195,,物理
202001_6,,202001_6,202001_7,,-1,202001,1,姜子牙,head_org/Head_org_JiangZiYa,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_JiangZiYa,,,1,5,704001,1,,,,,260,太公望,JiaoBiao_SheShou_01,168,中排物理射手，控制型英雄，拥有小范围群体攻击与眩晕敌方的能力,昆仑山元始天尊的关门弟子，武吉的师傅,31,,6,1000,361,9,5,101,25,20,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",24889,7000,1788,1431,,能量_1000;生命_361;物理攻击_101;法术攻击_73;物理防御_25;法术防御_20;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_24889;物攻成长_7000;法攻成长_5040;物防成长_1788;法防成长_1431,,20200100_1,20200101_1,20200102_1,20200103_1,20200104_1,,20200109,202001_1,,1400000,Sound_202001_1_01.mp3,0.99,,,,11,,,,0.5,standby,Sound_202001_1_01.mp3,1,物理/远程/范围/爆发;0.5;0.27;0.35,41,101,73,7000,5040,,物理
202001_7,,202001_7,,,-1,202001,1,姜子牙,head_org/Head_org_JiangZiYa,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_JiangZiYa,,,1,5,704001,1,,,,,,太公望,JiaoBiao_SheShou_01,272,中排物理射手，控制型英雄，拥有小范围群体攻击与眩晕敌方的能力,昆仑山元始天尊的关门弟子，武吉的师傅,31,,7,1000,361,9,5,101,25,20,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",29027,8163,2086,1669,,能量_1000;生命_361;物理攻击_101;法术攻击_73;物理防御_25;法术防御_20;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_29027;物攻成长_8163;法攻成长_5878;物防成长_2086;法防成长_1669,,20200100_1,20200101_1,20200102_1,20200103_1,20200104_1,,20200109,202001_1,,1800000,Sound_202001_1_01.mp3,0.99,,,,11,,,,0.5,standby,Sound_202001_1_01.mp3,1,物理/远程/范围/爆发;0.5;0.27;0.35,41,101,73,8163,5878,,物理
202002_1,,202002_1,202002_2,,-1,202002,1,哪吒,head_org/Head_org_NeZha,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_NeZha,,,1,3,704002,1,,,,,20,三太子,JiaoBiao_FaShi_01,8,中排术士，擅长于打乱敌方阵型并造成群体伤害,昆仑山第三代子弟，陈塘关李靖的幼子,50,,1,1000,434,11,5,101,18,22,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,32,,300,,,5.5,"1,000",6373,1489,264,331,1,能量_1000;生命_434;物理攻击_81;法术攻击_101;物理防御_18;法术防御_22;每秒回复能量_5;能量转化_1;攻击增加能量_32;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_6373;物攻成长_1191;法攻成长_1489;物防成长_264;法防成长_331,,20200200_1,20200201_1,20200202_1,20200203_1,20200204_1,,,202002_1,,50000,sound_202002_1_1.mp3,0.81,,,,11,,,,0.5,standby,Sound_202002_1_01.mp3,1,法术/远程/范围/爆发;0.8;0.42;0.56,39,81,101,1191,1489,,法术
202002_2,,202002_2,202002_3,,-1,202002,1,哪吒,head_org/Head_org_NeZha,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_NeZha,,,1,3,704002,1,,,1,30,30,三太子,JiaoBiao_FaShi_01,21,中排术士，擅长于打乱敌方阵型并造成群体伤害,昆仑山第三代子弟，陈塘关李靖的幼子,50,,2,1000,434,11,5,101,18,22,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,32,,300,,,5.5,"1,000",10861,2539,451,564,1,能量_1000;生命_434;物理攻击_81;法术攻击_101;物理防御_18;法术防御_22;每秒回复能量_5;能量转化_1;攻击增加能量_32;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_10861;物攻成长_2031;法攻成长_2539;物防成长_451;法防成长_564,,20200200_1,20200201_1,20200202_1,20200203_1,20200204_1,,,202002_1,,100000,sound_202002_1_1.mp3,0.81,,,,11,,,,0.5,standby,Sound_202002_1_01.mp3,1,法术/远程/范围/爆发;0.8;0.42;0.56,39,81,101,2031,2539,哪吒,法术
202002_3,,202002_3,202002_4,,-1,202002,1,哪吒,head_org/Head_org_NeZha,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_NeZha,,,1,3,704002,1,,,,,60,三太子,JiaoBiao_FaShi_01,36,中排术士，擅长于打乱敌方阵型并造成群体伤害,昆仑山第三代子弟，陈塘关李靖的幼子,50,,3,1000,434,11,5,101,18,22,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,32,,300,,,5.5,"1,000",14972,3500,622,777,1,能量_1000;生命_434;物理攻击_81;法术攻击_101;物理防御_18;法术防御_22;每秒回复能量_5;能量转化_1;攻击增加能量_32;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_14972;物攻成长_2800;法攻成长_3500;物防成长_622;法防成长_777,,20200200_1,20200201_1,20200202_1,20200203_1,20200204_1,,,202002_1,,300000,sound_202002_1_1.mp3,0.81,,,,11,,,,0.5,standby,Sound_202002_1_01.mp3,1,法术/远程/范围/爆发;0.8;0.42;0.56,39,81,101,2800,3500,,法术
202002_4,,202002_4,202002_5,,-1,202002,1,哪吒,head_org/Head_org_NeZha,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_NeZha,,,1,3,704002,1,,,,,120,三太子,JiaoBiao_FaShi_01,60,中排术士，擅长于打乱敌方阵型并造成群体伤害,昆仑山第三代子弟，陈塘关李靖的幼子,50,,4,1000,434,11,5,101,18,22,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,32,,300,,,5.5,"1,000",19950,4663,829,1036,1,能量_1000;生命_434;物理攻击_81;法术攻击_101;物理防御_18;法术防御_22;每秒回复能量_5;能量转化_1;攻击增加能量_32;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_19950;物攻成长_3731;法攻成长_4663;物防成长_829;法防成长_1036,,20200200_1,20200201_1,20200202_1,20200203_1,20200204_1,,,202002_1,,600000,sound_202002_1_1.mp3,0.81,,,,11,,,,0.5,standby,Sound_202002_1_01.mp3,1,法术/远程/范围/爆发;0.8;0.42;0.56,39,81,101,3731,4663,,法术
202002_5,,202002_5,202002_6,,-1,202002,1,哪吒,head_org/Head_org_NeZha,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_NeZha,,,1,3,704002,1,,,,,180,三太子,JiaoBiao_FaShi_01,96,中排术士，擅长于打乱敌方阵型并造成群体伤害,昆仑山第三代子弟，陈塘关李靖的幼子,50,,5,1000,434,11,5,101,18,22,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,32,,300,,,5.5,"1,000",24929,5827,1036,1295,1,能量_1000;生命_434;物理攻击_81;法术攻击_101;物理防御_18;法术防御_22;每秒回复能量_5;能量转化_1;攻击增加能量_32;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_24929;物攻成长_4662;法攻成长_5827;物防成长_1036;法防成长_1295,,20200200_1,20200201_1,20200202_1,20200203_1,20200204_1,,,202002_1,,1000000,sound_202002_1_1.mp3,0.81,,,,11,,,,0.5,standby,Sound_202002_1_01.mp3,1,法术/远程/范围/爆发;0.8;0.42;0.56,39,81,101,4662,5827,,法术
202002_6,,202002_6,202002_7,,-1,202002,1,哪吒,head_org/Head_org_NeZha,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_NeZha,,,1,3,704002,1,,,,,260,三太子,JiaoBiao_FaShi_01,168,中排术士，擅长于打乱敌方阵型并造成群体伤害,昆仑山第三代子弟，陈塘关李靖的幼子,50,,6,1000,434,11,5,101,18,22,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,32,,300,,,5.5,"1,000",29945,7000,1244,1555,1,能量_1000;生命_434;物理攻击_81;法术攻击_101;物理防御_18;法术防御_22;每秒回复能量_5;能量转化_1;攻击增加能量_32;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_29945;物攻成长_5600;法攻成长_7000;物防成长_1244;法防成长_1555,,20200200_1,20200201_1,20200202_1,20200203_1,20200204_1,,,202002_1,,1400000,sound_202002_1_1.mp3,0.81,,,,11,,,,0.5,standby,Sound_202002_1_01.mp3,1,法术/远程/范围/爆发;0.8;0.42;0.56,39,81,101,5600,7000,,法术
202002_7,,202002_7,,,-1,202002,1,哪吒,head_org/Head_org_NeZha,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_NeZha,,,1,3,704002,1,,,,,,三太子,JiaoBiao_FaShi_01,272,中排术士，擅长于打乱敌方阵型并造成群体伤害,昆仑山第三代子弟，陈塘关李靖的幼子,50,,7,1000,434,11,5,101,18,22,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,32,,300,,,5.5,"1,000",34923,8163,1451,1814,1,能量_1000;生命_434;物理攻击_81;法术攻击_101;物理防御_18;法术防御_22;每秒回复能量_5;能量转化_1;攻击增加能量_32;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_34923;物攻成长_6531;法攻成长_8163;物防成长_1451;法防成长_1814,,20200200_1,20200201_1,20200202_1,20200203_1,20200204_1,,,202002_1,,1800000,sound_202002_1_1.mp3,0.81,,,,11,,,,0.5,standby,Sound_202002_1_01.mp3,1,法术/远程/范围/爆发;0.8;0.42;0.56,39,81,101,6531,8163,,法术
201001_1,,201001_1,201001_2,,-1,201001,1,杨戬,head_org/Head_org_YangJian,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YangJian,,,,1,704003,1,,,,,20,二郎天君,JiaoBiao_ZhanShi_01,8,前排物理力士，输出能力优秀，擅长于打乱阵型并造成高额伤害,昆仑山第三代弟子中佼佼者，与韦护并称为天才二人组,15,,1,1000,705,11,5,70,31,25,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",10346,1030,463,370,,能量_1000;生命_705;物理攻击_70;法术攻击_59;物理防御_31;法术防御_25;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_10346;物攻成长_1030;法攻成长_874;物防成长_463;法防成长_370,,20100100_1,20100101_1,20100102_1,20100103_1,20100104_1,,,201001_1,,50000,Sound_201001_1_01.mp3,0.9,,,,11,,,,0.5,standby,Sound_201001_1_01.mp3,1,物理/近战/爆发;0.62;0.48;0.48,39,70,59,1030,874,,物理
201001_2,,201001_2,201001_3,,-1,201001,1,杨戬,head_org/Head_org_YangJian,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YangJian,,,,1,704003,1,,,1,30,30,二郎天君,JiaoBiao_ZhanShi_01,21,前排物理力士，输出能力优秀，擅长于打乱阵型并造成高额伤害,昆仑山第三代弟子中佼佼者，与韦护并称为天才二人组,15,,2,1000,705,11,5,70,31,25,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",17632,1756,789,631,,能量_1000;生命_705;物理攻击_70;法术攻击_59;物理防御_31;法术防御_25;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_17632;物攻成长_1756;法攻成长_1489;物防成长_789;法防成长_631,,20100100_1,20100101_1,20100102_1,20100103_1,20100104_1,,,201001_1,,100000,Sound_201001_1_01.mp3,0.9,,,,11,,,,0.5,standby,Sound_201001_1_01.mp3,1,物理/近战/爆发;0.62;0.48;0.48,39,70,59,1756,1489,杨戬,物理
201001_3,,201001_3,201001_4,,-1,201001,1,杨戬,head_org/Head_org_YangJian,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YangJian,,,,1,704003,1,,,,,60,二郎天君,JiaoBiao_ZhanShi_01,36,前排物理力士，输出能力优秀，擅长于打乱阵型并造成高额伤害,昆仑山第三代弟子中佼佼者，与韦护并称为天才二人组,15,,3,1000,705,11,5,70,31,25,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",24306,2420,1088,871,,能量_1000;生命_705;物理攻击_70;法术攻击_59;物理防御_31;法术防御_25;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_24306;物攻成长_2420;法攻成长_2053;物防成长_1088;法防成长_871,,20100100_1,20100101_1,20100102_1,20100103_1,20100104_1,,,201001_1,,300000,Sound_201001_1_01.mp3,0.9,,,,11,,,,0.5,standby,Sound_201001_1_01.mp3,1,物理/近战/爆发;0.62;0.48;0.48,39,70,59,2420,2053,,物理
201001_4,,201001_4,201001_5,,-1,201001,1,杨戬,head_org/Head_org_YangJian,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YangJian,,,,1,704003,1,,,,,120,二郎天君,JiaoBiao_ZhanShi_01,60,前排物理力士，输出能力优秀，擅长于打乱阵型并造成高额伤害,昆仑山第三代弟子中佼佼者，与韦护并称为天才二人组,15,,4,1000,705,11,5,70,31,25,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",32387,3225,1450,1160,,能量_1000;生命_705;物理攻击_70;法术攻击_59;物理防御_31;法术防御_25;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_32387;物攻成长_3225;法攻成长_2736;物防成长_1450;法防成长_1160,,20100100_1,20100101_1,20100102_1,20100103_1,20100104_1,,,201001_1,,600000,Sound_201001_1_01.mp3,0.9,,,,11,,,,0.5,standby,Sound_201001_1_01.mp3,1,物理/近战/爆发;0.62;0.48;0.48,39,70,59,3225,2736,,物理
201001_5,,201001_5,201001_6,,-1,201001,1,杨戬,head_org/Head_org_YangJian,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YangJian,,,,1,704003,1,,,,,180,二郎天君,JiaoBiao_ZhanShi_01,96,前排物理力士，输出能力优秀，擅长于打乱阵型并造成高额伤害,昆仑山第三代弟子中佼佼者，与韦护并称为天才二人组,15,,5,1000,705,11,5,70,31,25,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",40469,4030,1813,1450,,能量_1000;生命_705;物理攻击_70;法术攻击_59;物理防御_31;法术防御_25;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_40469;物攻成长_4030;法攻成长_3418;物防成长_1813;法防成长_1450,,20100100_1,20100101_1,20100102_1,20100103_1,20100104_1,,,201001_1,,1000000,Sound_201001_1_01.mp3,0.9,,,,11,,,,0.5,standby,Sound_201001_1_01.mp3,1,物理/近战/爆发;0.62;0.48;0.48,39,70,59,4030,3418,,物理
201001_6,,201001_6,201001_7,,-1,201001,1,杨戬,head_org/Head_org_YangJian,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YangJian,,,,1,704003,1,,,,,260,二郎天君,JiaoBiao_ZhanShi_01,168,前排物理力士，输出能力优秀，擅长于打乱阵型并造成高额伤害,昆仑山第三代弟子中佼佼者，与韦护并称为天才二人组,15,,6,1000,705,11,5,70,31,25,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",48612,4841,2177,1742,,能量_1000;生命_705;物理攻击_70;法术攻击_59;物理防御_31;法术防御_25;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_48612;物攻成长_4841;法攻成长_4106;物防成长_2177;法防成长_1742,,20100100_1,20100101_1,20100102_1,20100103_1,20100104_1,,,201001_1,,1400000,Sound_201001_1_01.mp3,0.9,,,,11,,,,0.5,standby,Sound_201001_1_01.mp3,1,物理/近战/爆发;0.62;0.48;0.48,39,70,59,4841,4106,,物理
201001_7,,201001_7,,,-1,201001,1,杨戬,head_org/Head_org_YangJian,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YangJian,,,,1,704003,1,,,,,,二郎天君,JiaoBiao_ZhanShi_01,272,前排物理力士，输出能力优秀，擅长于打乱阵型并造成高额伤害,昆仑山第三代弟子中佼佼者，与韦护并称为天才二人组,15,,7,1000,705,11,5,70,31,25,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",56693,5646,2539,2031,,能量_1000;生命_705;物理攻击_70;法术攻击_59;物理防御_31;法术防御_25;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_56693;物攻成长_5646;法攻成长_4789;物防成长_2539;法防成长_2031,,20100100_1,20100101_1,20100102_1,20100103_1,20100104_1,,,201001_1,,1800000,Sound_201001_1_01.mp3,0.9,,,,11,,,,0.5,standby,Sound_201001_1_01.mp3,1,物理/近战/爆发;0.62;0.48;0.48,39,70,59,5646,4789,,物理
204001_1,,204001_1,204001_2,,-1,204001,1,龙吉公主,head_org/Head_org_LongJi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LongJiGongZhu,,,2,4,704004,1,,,1,10,20,昆仑仙子,JiaoBiao_FuZhu_01,8,后排法术祭司，擅长于治疗同伴,血统最纯正的仙人之一，燃灯道人的妹妹，隐居在昆仑山,75,,1,1000,300,7,4,69,19,23,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",4075,936,259,324,1,能量_1000;生命_300;物理攻击_55;法术攻击_69;物理防御_19;法术防御_23;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_4075;物攻成长_748;法攻成长_936;物防成长_259;法防成长_324,,20400100_1,20400101_1,20400102_1,20400103_1,20400104_1,,,204001_1,,50000,sound_204001_1_1.mp3,0.72,,,,11,,,,0.5,standby,Sound_204001_1_01.mp3,1,法术/远程/控制;0.41;0.19;0.5,53,55,69,748,936,龙吉公主,法术
204001_2,,204001_2,204001_3,,-1,204001,1,龙吉公主,head_org/Head_org_LongJi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LongJiGongZhu,,,2,4,704004,1,,,,,30,昆仑仙子,JiaoBiao_FuZhu_01,21,后排法术祭司，擅长于治疗同伴,血统最纯正的仙人之一，燃灯道人的妹妹，隐居在昆仑山,75,,2,1000,300,7,4,69,19,23,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",7523,1728,479,599,1,能量_1000;生命_300;物理攻击_55;法术攻击_69;物理防御_19;法术防御_23;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_7523;物攻成长_1382;法攻成长_1728;物防成长_479;法防成长_599,,20400100_1,20400101_1,20400102_1,20400103_1,20400104_1,,,204001_1,,100000,sound_204001_1_1.mp3,0.72,,,,11,,,,0.5,standby,Sound_204001_1_01.mp3,1,法术/远程/控制;0.41;0.19;0.5,53,55,69,1382,1728,,法术
204001_3,,204001_3,204001_4,,-1,204001,1,龙吉公主,head_org/Head_org_LongJi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LongJiGongZhu,,,2,4,704004,1,,,,,50,昆仑仙子,JiaoBiao_FuZhu_01,36,后排法术祭司，擅长于治疗同伴,血统最纯正的仙人之一，燃灯道人的妹妹，隐居在昆仑山,75,,3,1000,300,7,4,69,19,23,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",10814,2484,689,861,1,能量_1000;生命_300;物理攻击_55;法术攻击_69;物理防御_19;法术防御_23;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_10814;物攻成长_1987;法攻成长_2484;物防成长_689;法防成长_861,,20400100_1,20400101_1,20400102_1,20400103_1,20400104_1,,,204001_1,,300000,sound_204001_1_1.mp3,0.72,,,,11,,,,0.5,standby,Sound_204001_1_01.mp3,1,法术/远程/控制;0.41;0.19;0.5,53,55,69,1987,2484,,法术
204001_4,,204001_4,204001_5,,-1,204001,1,龙吉公主,head_org/Head_org_LongJi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LongJiGongZhu,,,2,4,704004,1,,,,,100,昆仑仙子,JiaoBiao_FuZhu_01,55,后排法术祭司，擅长于治疗同伴,血统最纯正的仙人之一，燃灯道人的妹妹，隐居在昆仑山,75,,4,1000,300,7,4,69,19,23,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",14419,3312,919,1149,1,能量_1000;生命_300;物理攻击_55;法术攻击_69;物理防御_19;法术防御_23;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_14419;物攻成长_2649;法攻成长_3312;物防成长_919;法防成长_1149,,20400100_1,20400101_1,20400102_1,20400103_1,20400104_1,,,204001_1,,600000,sound_204001_1_1.mp3,0.72,,,,11,,,,0.5,standby,Sound_204001_1_01.mp3,1,法术/远程/控制;0.41;0.19;0.5,53,55,69,2649,3312,,法术
