key,Remarks,id,nextId,quality,equip1,equip2,equip3,equip4,equip5,equip6,life,attack,physiqueDef,spiritDef,lifeReceive,energyReceive,critical,toughness,hit,dodge,criticalHurt,attrData,precentAttrData,attrDesc,qualityName,careerName,beizhu,careerIcon,qualityBg,playerQualityBg
101011_9,,101011_9,101011_10,8,700142,700031,700067,700153,700185,700097,,,,,,,,,,,,生命_5888;物理攻击_1192;物理防御_338;法术攻击_1622;法术防御_423;生命回复_3661;能量回复_383,,,紫色,射手,法术符师1,JiaoBiao_SheShou_01,bg_head_ZiSe,bg_head_ZiSe
101011_10,,101011_10,101011_11,9,700143,700032,700067,700153,700185,700097,,,,,,,,,,,,生命_6144;物理攻击_1244;物理防御_353;法术攻击_1693;法术防御_441;生命回复_3820;能量回复_400,,,紫色+1,射手,法术符师1,JiaoBiao_SheShou_01,bg_head_ZiSe_01,bg_head_ZiSe_01
101011_11,,101011_11,101011_12,10,700143,700032,700068,700154,700185,700098,,,,,,,,,,,,生命_6400;物理攻击_1296;物理防御_368;法术攻击_1764;法术防御_460;生命回复_3979;能量回复_416,,,紫色+2,射手,法术符师1,JiaoBiao_SheShou_01,bg_head_ZiSe_02,bg_head_ZiSe_02
101011_12,,101011_12,101011_13,11,700144,700033,700068,700154,700186,700098,,,,,,,,,,,,生命_6784;物理攻击_1373;物理防御_390;法术攻击_1869;法术防御_487;生命回复_4218;能量回复_441,,,紫色+3,射手,法术符师1,JiaoBiao_SheShou_01,bg_head_ZiSe_03,bg_head_ZiSe_03
101011_13,,101011_13,101011_14,12,700144,700033,700069,700154,700186,700098,,,,,,,,,,,,生命_7168;物理攻击_1451;物理防御_412;法术攻击_1975;法术防御_515;生命回复_4457;能量回复_466,,,紫色+4,射手,法术符师1,JiaoBiao_SheShou_01,bg_head_ZiSe_04,bg_head_ZiSe_04
101011_14,,101011_14,101011_15,13,700145,700034,700069,700155,700186,700098,,,,,,,,,,,,生命_7680;物理攻击_1555;物理防御_441;法术攻击_2116;法术防御_552;生命回复_4775;能量回复_500,,,橙色,射手,法术符师1,JiaoBiao_SheShou_01,bg_head_ChengSe,bg_head_ChengSe
101011_15,,101011_15,101011_16,14,700145,700034,700070,700155,700186,700099,,,,,,,,,,,,生命_8320;物理攻击_1684;物理防御_478;法术攻击_2293;法术防御_598;生命回复_5173;能量回复_500,,,橙色+1,射手,法术符师1,JiaoBiao_SheShou_01,bg_head_ChengSe_01,bg_head_ChengSe_01
101011_16,,101011_16,101011_17,15,700146,700035,700070,700155,700187,700099,,,,,,,,,,,,生命_8960;物理攻击_1814;物理防御_515;法术攻击_2469;法术防御_644;生命回复_5571;能量回复_500,,,橙色+2,射手,法术符师1,JiaoBiao_SheShou_01,bg_head_ChengSe_02,bg_head_ChengSe_02
101011_17,,101011_17,101011_18,16,700146,700035,700071,700156,700187,700099,,,,,,,,,,,,生命_9600;物理攻击_1944;物理防御_552;法术攻击_2646;法术防御_690;生命回复_5969;能量回复_500,,,橙色+3,射手,法术符师1,JiaoBiao_SheShou_01,bg_head_ChengSe_03,bg_head_ChengSe_03
101011_18,,101011_18,101011_19,17,700147,700036,700071,700156,700188,700099,,,,,,,,,,,,生命_10240;物理攻击_2073;物理防御_588;法术攻击_2822;法术防御_736;生命回复_6367;能量回复_500,,,橙色+4,射手,法术符师1,JiaoBiao_SheShou_01,bg_head_ChengSe_04,bg_head_ChengSe_04
101011_19,,101011_19,,18,700147,700036,700072,700156,700188,700099,,,,,,,,,,,,生命_10880;物理攻击_2203;物理防御_625;法术攻击_2998;法术防御_782;生命回复_6765;能量回复_500,,,橙色+5,射手,法术符师1,JiaoBiao_SheShou_01,bg_head_ChengSe_05,bg_head_ChengSe_05
201001_1,,201001_1,201001_2,,700100,700013,700073,700157,700174,700091,,,,,,,,,,,,生命_250;物理攻击_24;物理防御_11;法术攻击_21;法术防御_8;生命回复_233;能量回复_8,,,白色,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_BaiSe,
201001_2,,201001_2,201001_3,1,700101,700014,700074,700158,700174,700091,,,,,,,,,,,,生命_2500;物理攻击_249;物理防御_112;法术攻击_211;法术防御_89;生命回复_2331;能量回复_83,,,绿色,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_LvSe,
201001_3,,201001_3,201001_4,2,700102,700015,700075,700158,700175,700091,,,,,,,,,,,,生命_4500;物理攻击_448;物理防御_201;法术攻击_380;法术防御_161;生命回复_4197;能量回复_150,,,绿色+1,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_LvSe_01,
201001_4,,201001_4,201001_5,3,700103,700016,700076,700159,700175,700092,,,,,,,,,,,,生命_6000;物理攻击_597;物理防御_268;法术攻击_506;法术防御_215;生命回复_5596;能量回复_200,,,绿色+2,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_LvSe_02,
201001_5,,201001_5,201001_6,4,700104,700017,700077,700160,700176,700092,,,,,,,,,,,,生命_7000;物理攻击_697;物理防御_313;法术攻击_591;法术防御_250;生命回复_6529;能量回复_233,,,蓝色,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_LanSe,
201001_6,,201001_6,201001_7,5,700105,700018,700077,700160,700176,700092,,,,,,,,,,,,生命_8250;物理攻击_821;物理防御_369;法术攻击_696;法术防御_295;生命回复_7695;能量回复_275,,,蓝色+1,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_LanSe_01,
201001_7,,201001_7,201001_8,6,700105,700018,700078,700161,700176,700093,,,,,,,,,,,,生命_9750;物理攻击_971;物理防御_436;法术攻击_823;法术防御_349;生命回复_9094;能量回复_325,,,蓝色+2,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_LanSe_02,
201001_8,,201001_8,201001_9,7,700106,700019,700078,700161,700177,700093,,,,,,,,,,,,生命_10750;物理攻击_1070;物理防御_481;法术攻击_908;法术防御_385;生命回复_10026;能量回复_358,,,蓝色+3,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_LanSe_03,
201001_9,,201001_9,201001_10,8,700106,700019,700079,700161,700177,700093,,,,,,,,,,,,生命_11500;物理攻击_1145;物理防御_515;法术攻击_971;法术防御_412;生命回复_10726;能量回复_383,,,紫色,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_ZiSe,
201001_10,,201001_10,201001_11,9,700107,700020,700079,700161,700177,700093,,,,,,,,,,,,生命_12000;物理攻击_1195;物理防御_537;法术攻击_1013;法术防御_430;生命回复_11192;能量回复_400,,,紫色+1,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_ZiSe_01,
201001_11,,201001_11,201001_12,10,700107,700020,700080,700162,700177,700094,,,,,,,,,,,,生命_12500;物理攻击_1245;物理防御_560;法术攻击_1056;法术防御_448;生命回复_11659;能量回复_416,,,紫色+2,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_ZiSe_02,
201001_12,,201001_12,201001_13,11,700108,700021,700080,700162,700178,700094,,,,,,,,,,,,生命_13250;物理攻击_1319;物理防御_593;法术攻击_1119;法术防御_474;生命回复_12358;能量回复_441,,,紫色+3,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_ZiSe_03,
201001_13,,201001_13,201001_14,12,700108,700021,700081,700162,700178,700094,,,,,,,,,,,,生命_14000;物理攻击_1394;物理防御_627;法术攻击_1182;法术防御_501;生命回复_13058;能量回复_466,,,紫色+4,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_ZiSe_04,
201001_14,,201001_14,201001_15,13,700109,700022,700081,700164,700178,700094,,,,,,,,,,,,生命_15000;物理攻击_1494;物理防御_672;法术攻击_1267;法术防御_537;生命回复_13990;能量回复_500,,,橙色,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_ChengSe,
201001_15,,201001_15,201001_16,14,700109,700022,700082,700164,700178,700095,,,,,,,,,,,,生命_16250;物理攻击_1618;物理防御_728;法术攻击_1372;法术防御_582;生命回复_15156;能量回复_500,,,橙色+1,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_ChengSe_01,
201001_16,,201001_16,201001_17,15,700110,700023,700082,700164,700179,700095,,,,,,,,,,,,生命_17500;物理攻击_1743;物理防御_784;法术攻击_1478;法术防御_627;生命回复_16322;能量回复_500,,,橙色+2,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_ChengSe_02,
201001_17,,201001_17,201001_18,16,700110,700023,700083,700165,700179,700095,,,,,,,,,,,,生命_18750;物理攻击_1867;物理防御_840;法术攻击_1584;法术防御_672;生命回复_17488;能量回复_500,,,橙色+3,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_ChengSe_03,
201001_18,,201001_18,201001_19,17,700111,700024,700083,700165,700180,700095,,,,,,,,,,,,生命_20000;物理攻击_1992;物理防御_896;法术攻击_1689;法术防御_716;生命回复_18654;能量回复_500,,,橙色+4,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_ChengSe_04,
201001_19,,201001_19,,18,700111,700024,700084,700165,700180,700095,,,,,,,,,,,,生命_21250;物理攻击_2116;物理防御_952;法术攻击_1795;法术防御_761;生命回复_19820;能量回复_500,,,橙色+5,力士,物理力士3,JiaoBiao_ZhanShi_01,bg_head_ChengSe_05,
201002_1,,201002_1,201002_2,,700100,700013,700073,700157,700174,700091,,,,,,,,,,,,生命_288;物理攻击_22;物理防御_12;法术攻击_19;法术防御_9;生命回复_268;能量回复_8,,,白色,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_BaiSe,
201002_2,,201002_2,201002_3,1,700101,700014,700074,700158,700174,700091,,,,,,,,,,,,生命_2880;物理攻击_225;物理防御_120;法术攻击_192;法术防御_96;生命回复_2686;能量回复_83,,,绿色,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LvSe,
201002_3,,201002_3,201002_4,2,700102,700015,700075,700158,700175,700091,,,,,,,,,,,,生命_5184;物理攻击_405;物理防御_216;法术攻击_345;法术防御_172;生命回复_4835;能量回复_150,,,绿色+1,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LvSe_01,
201002_4,,201002_4,201002_5,3,700103,700016,700076,700159,700175,700092,,,,,,,,,,,,生命_6912;物理攻击_540;物理防御_288;法术攻击_460;法术防御_230;生命回复_6447;能量回复_200,,,绿色+2,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LvSe_02,
201002_5,,201002_5,201002_6,4,700104,700017,700077,700160,700176,700092,,,,,,,,,,,,生命_8064;物理攻击_630;物理防御_336;法术攻击_537;法术防御_268;生命回复_7521;能量回复_233,,,蓝色,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LanSe,
201002_6,,201002_6,201002_7,5,700105,700018,700077,700160,700176,700092,,,,,,,,,,,,生命_9504;物理攻击_742;物理防御_396;法术攻击_633;法术防御_316;生命回复_8864;能量回复_275,,,蓝色+1,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LanSe_01,
201002_7,,201002_7,201002_8,6,700105,700018,700078,700161,700176,700093,,,,,,,,,,,,生命_11232;物理攻击_877;物理防御_468;法术攻击_748;法术防御_374;生命回复_10476;能量回复_325,,,蓝色+2,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LanSe_02,
201002_8,,201002_8,201002_9,7,700106,700019,700078,700161,700177,700093,,,,,,,,,,,,生命_12384;物理攻击_967;物理防御_516;法术攻击_825;法术防御_412;生命回复_11550;能量回复_358,,,蓝色+3,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LanSe_03,
201002_9,,201002_9,201002_10,8,700106,700019,700079,700161,700177,700093,,,,,,,,,,,,生命_13248;物理攻击_1035;物理防御_552;法术攻击_883;法术防御_441;生命回复_12356;能量回复_383,,,紫色,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ZiSe,
201002_10,,201002_10,201002_11,9,700107,700020,700079,700161,700177,700093,,,,,,,,,,,,生命_13824;物理攻击_1080;物理防御_576;法术攻击_921;法术防御_460;生命回复_12894;能量回复_400,,,紫色+1,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ZiSe_01,
201002_11,,201002_11,201002_12,10,700107,700020,700080,700162,700177,700094,,,,,,,,,,,,生命_14400;物理攻击_1125;物理防御_600;法术攻击_960;法术防御_480;生命回复_13431;能量回复_416,,,紫色+2,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ZiSe_02,
201002_12,,201002_12,201002_13,11,700108,700021,700080,700162,700178,700094,,,,,,,,,,,,生命_15264;物理攻击_1192;物理防御_636;法术攻击_1017;法术防御_508;生命回复_14237;能量回复_441,,,紫色+3,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ZiSe_03,
201002_13,,201002_13,201002_14,12,700108,700021,700081,700162,700178,700094,,,,,,,,,,,,生命_16128;物理攻击_1260;物理防御_672;法术攻击_1075;法术防御_537;生命回复_15043;能量回复_466,,,紫色+4,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ZiSe_04,
201002_14,,201002_14,201002_15,13,700109,700022,700081,700164,700178,700094,,,,,,,,,,,,生命_17280;物理攻击_1350;物理防御_720;法术攻击_1152;法术防御_576;生命回复_16117;能量回复_500,,,橙色,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe,
201002_15,,201002_15,201002_16,14,700109,700022,700082,700164,700178,700095,,,,,,,,,,,,生命_18720;物理攻击_1462;物理防御_780;法术攻击_1248;法术防御_624;生命回复_17460;能量回复_500,,,橙色+1,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe_01,
201002_16,,201002_16,201002_17,15,700110,700023,700082,700164,700179,700095,,,,,,,,,,,,生命_20160;物理攻击_1575;物理防御_840;法术攻击_1344;法术防御_672;生命回复_18803;能量回复_500,,,橙色+2,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe_02,
201002_17,,201002_17,201002_18,16,700110,700023,700083,700165,700179,700095,,,,,,,,,,,,生命_21600;物理攻击_1687;物理防御_900;法术攻击_1440;法术防御_720;生命回复_20146;能量回复_500,,,橙色+3,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe_03,
201002_18,,201002_18,201002_19,17,700111,700024,700083,700165,700180,700095,,,,,,,,,,,,生命_23040;物理攻击_1800;物理防御_960;法术攻击_1536;法术防御_768;生命回复_21490;能量回复_500,,,橙色+4,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe_04,
201002_19,,201002_19,,18,700111,700024,700084,700165,700180,700095,,,,,,,,,,,,生命_24480;物理攻击_1912;物理防御_1020;法术攻击_1632;法术防御_816;生命回复_22833;能量回复_500,,,橙色+5,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe_05,
201003_1,,201003_1,201003_2,,700100,700013,700073,700157,700174,700091,,,,,,,,,,,,生命_250;物理攻击_21;物理防御_8;法术攻击_25;法术防御_11;生命回复_233;能量回复_8,,,白色,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_BaiSe,
201003_2,,201003_2,201003_3,1,700101,700014,700074,700158,700174,700091,,,,,,,,,,,,生命_2500;物理攻击_211;物理防御_89;法术攻击_252;法术防御_112;生命回复_2331;能量回复_83,,,绿色,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_LvSe,
201003_3,,201003_3,201003_4,2,700102,700015,700075,700158,700175,700091,,,,,,,,,,,,生命_4500;物理攻击_380;物理防御_161;法术攻击_453;法术防御_201;生命回复_4197;能量回复_150,,,绿色+1,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_LvSe_01,
201003_4,,201003_4,201003_5,3,700103,700016,700076,700159,700175,700092,,,,,,,,,,,,生命_6000;物理攻击_506;物理防御_215;法术攻击_604;法术防御_268;生命回复_5596;能量回复_200,,,绿色+2,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_LvSe_02,
201003_5,,201003_5,201003_6,4,700104,700017,700077,700160,700176,700092,,,,,,,,,,,,生命_7000;物理攻击_591;物理防御_250;法术攻击_705;法术防御_313;生命回复_6529;能量回复_233,,,蓝色,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_LanSe,
201003_6,,201003_6,201003_7,5,700105,700018,700077,700160,700176,700092,,,,,,,,,,,,生命_8250;物理攻击_696;物理防御_295;法术攻击_831;法术防御_369;生命回复_7695;能量回复_275,,,蓝色+1,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_LanSe_01,
201003_7,,201003_7,201003_8,6,700105,700018,700078,700161,700176,700093,,,,,,,,,,,,生命_9750;物理攻击_823;物理防御_349;法术攻击_982;法术防御_436;生命回复_9094;能量回复_325,,,蓝色+2,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_LanSe_02,
201003_8,,201003_8,201003_9,7,700106,700019,700078,700161,700177,700093,,,,,,,,,,,,生命_10750;物理攻击_908;物理防御_385;法术攻击_1083;法术防御_481;生命回复_10026;能量回复_358,,,蓝色+3,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_LanSe_03,
201003_9,,201003_9,201003_10,8,700106,700019,700079,700161,700177,700093,,,,,,,,,,,,生命_11500;物理攻击_971;物理防御_412;法术攻击_1159;法术防御_515;生命回复_10726;能量回复_383,,,紫色,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_ZiSe,
201003_10,,201003_10,201003_11,9,700107,700020,700079,700161,700177,700093,,,,,,,,,,,,生命_12000;物理攻击_1013;物理防御_430;法术攻击_1209;法术防御_537;生命回复_11192;能量回复_400,,,紫色+1,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_ZiSe_01,
201003_11,,201003_11,201003_12,10,700107,700020,700080,700162,700177,700094,,,,,,,,,,,,生命_12500;物理攻击_1056;物理防御_448;法术攻击_1260;法术防御_560;生命回复_11659;能量回复_416,,,紫色+2,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_ZiSe_02,
201003_12,,201003_12,201003_13,11,700108,700021,700080,700162,700178,700094,,,,,,,,,,,,生命_13250;物理攻击_1119;物理防御_474;法术攻击_1335;法术防御_593;生命回复_12358;能量回复_441,,,紫色+3,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_ZiSe_03,
201003_13,,201003_13,201003_14,12,700108,700021,700081,700162,700178,700094,,,,,,,,,,,,生命_14000;物理攻击_1182;物理防御_501;法术攻击_1411;法术防御_627;生命回复_13058;能量回复_466,,,紫色+4,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_ZiSe_04,
201003_14,,201003_14,201003_15,13,700109,700022,700081,700164,700178,700094,,,,,,,,,,,,生命_15000;物理攻击_1267;物理防御_537;法术攻击_1512;法术防御_672;生命回复_13990;能量回复_500,,,橙色,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_ChengSe,
201003_15,,201003_15,201003_16,14,700109,700022,700082,700164,700178,700095,,,,,,,,,,,,生命_16250;物理攻击_1372;物理防御_582;法术攻击_1638;法术防御_728;生命回复_15156;能量回复_500,,,橙色+1,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_ChengSe_01,
201003_16,,201003_16,201003_17,15,700110,700023,700082,700164,700179,700095,,,,,,,,,,,,生命_17500;物理攻击_1478;物理防御_627;法术攻击_1764;法术防御_784;生命回复_16322;能量回复_500,,,橙色+2,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_ChengSe_02,
201003_17,,201003_17,201003_18,16,700110,700023,700083,700165,700179,700095,,,,,,,,,,,,生命_18750;物理攻击_1584;物理防御_672;法术攻击_1890;法术防御_840;生命回复_17488;能量回复_500,,,橙色+3,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_ChengSe_03,
201003_18,,201003_18,201003_19,17,700111,700024,700083,700165,700180,700095,,,,,,,,,,,,生命_20000;物理攻击_1689;物理防御_716;法术攻击_2016;法术防御_896;生命回复_18654;能量回复_500,,,橙色+4,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_ChengSe_04,
201003_19,,201003_19,,18,700111,700024,700084,700165,700180,700095,,,,,,,,,,,,生命_21250;物理攻击_1795;物理防御_761;法术攻击_2142;法术防御_952;生命回复_19820;能量回复_500,,,橙色+5,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_ChengSe_05,
202001_1,,202001_1,202001_2,,700136,700025,700061,700148,700181,700091,,,,,,,,,,,,生命_128;物理攻击_36;物理防御_9;法术攻击_25;法术防御_7;生命回复_79;能量回复_8,,,白色,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_BaiSe,
202001_2,,202001_2,202001_3,1,700137,700026,700062,700149,700181,700091,,,,,,,,,,,,生命_1280;物理攻击_360;物理防御_92;法术攻击_259;法术防御_73;生命回复_795;能量回复_83,,,绿色,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_LvSe,
202001_3,,202001_3,202001_4,2,700138,700027,700063,700149,700182,700091,,,,,,,,,,,,生命_2304;物理攻击_648;物理防御_165;法术攻击_466;法术防御_132;生命回复_1432;能量回复_150,,,绿色+1,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_LvSe_01,
202001_4,,202001_4,202001_5,3,700139,700028,700064,700150,700182,700096,,,,,,,,,,,,生命_3072;物理攻击_864;物理防御_220;法术攻击_622;法术防御_176;生命回复_1910;能量回复_200,,,绿色+2,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_LvSe_02,
202001_5,,202001_5,202001_6,4,700140,700029,700065,700151,700183,700096,,,,,,,,,,,,生命_3584;物理攻击_1008;物理防御_257;法术攻击_725;法术防御_206;生命回复_2228;能量回复_233,,,蓝色,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_LanSe,
202001_6,,202001_6,202001_7,5,700141,700030,700065,700151,700183,700096,,,,,,,,,,,,生命_4224;物理攻击_1188;物理防御_303;法术攻击_855;法术防御_242;生命回复_2626;能量回复_275,,,蓝色+1,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_LanSe_01,
202001_7,,202001_7,202001_8,6,700141,700030,700066,700153,700183,700097,,,,,,,,,,,,生命_4992;物理攻击_1404;物理防御_358;法术攻击_1010;法术防御_287;生命回复_3104;能量回复_325,,,蓝色+2,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_LanSe_02,
202001_8,,202001_8,202001_9,7,700142,700031,700066,700153,700185,700097,,,,,,,,,,,,生命_5504;物理攻击_1548;物理防御_395;法术攻击_1114;法术防御_316;生命回复_3422;能量回复_358,,,蓝色+3,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_LanSe_03,
202001_9,,202001_9,202001_10,8,700142,700031,700067,700153,700185,700097,,,,,,,,,,,,生命_5888;物理攻击_1656;物理防御_423;法术攻击_1192;法术防御_338;生命回复_3661;能量回复_383,,,紫色,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ZiSe,
202001_10,,202001_10,202001_11,9,700143,700032,700067,700153,700185,700097,,,,,,,,,,,,生命_6144;物理攻击_1728;物理防御_441;法术攻击_1244;法术防御_353;生命回复_3820;能量回复_400,,,紫色+1,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ZiSe_01,
202001_11,,202001_11,202001_12,10,700143,700032,700068,700154,700185,700098,,,,,,,,,,,,生命_6400;物理攻击_1800;物理防御_460;法术攻击_1296;法术防御_368;生命回复_3979;能量回复_416,,,紫色+2,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ZiSe_02,
202001_12,,202001_12,202001_13,11,700144,700033,700068,700154,700186,700098,,,,,,,,,,,,生命_6784;物理攻击_1908;物理防御_487;法术攻击_1373;法术防御_390;生命回复_4218;能量回复_441,,,紫色+3,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ZiSe_03,
202001_13,,202001_13,202001_14,12,700144,700033,700069,700154,700186,700098,,,,,,,,,,,,生命_7168;物理攻击_2016;物理防御_515;法术攻击_1451;法术防御_412;生命回复_4457;能量回复_466,,,紫色+4,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ZiSe_04,
202001_14,,202001_14,202001_15,13,700145,700034,700069,700155,700186,700098,,,,,,,,,,,,生命_7680;物理攻击_2160;物理防御_552;法术攻击_1555;法术防御_441;生命回复_4775;能量回复_500,,,橙色,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ChengSe,
202001_15,,202001_15,202001_16,14,700145,700034,700070,700155,700186,700099,,,,,,,,,,,,生命_8320;物理攻击_2340;物理防御_598;法术攻击_1684;法术防御_478;生命回复_5173;能量回复_500,,,橙色+1,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ChengSe_01,
202001_16,,202001_16,202001_17,15,700146,700035,700070,700155,700187,700099,,,,,,,,,,,,生命_8960;物理攻击_2520;物理防御_644;法术攻击_1814;法术防御_515;生命回复_5571;能量回复_500,,,橙色+2,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ChengSe_02,
202001_17,,202001_17,202001_18,16,700146,700035,700071,700156,700187,700099,,,,,,,,,,,,生命_9600;物理攻击_2700;物理防御_690;法术攻击_1944;法术防御_552;生命回复_5969;能量回复_500,,,橙色+3,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ChengSe_03,
202001_18,,202001_18,202001_19,17,700147,700036,700071,700156,700188,700099,,,,,,,,,,,,生命_10240;物理攻击_2880;物理防御_736;法术攻击_2073;法术防御_588;生命回复_6367;能量回复_500,,,橙色+4,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ChengSe_04,
202001_19,,202001_19,,18,700147,700036,700072,700156,700188,700099,,,,,,,,,,,,生命_10880;物理攻击_3060;物理防御_782;法术攻击_2203;法术防御_625;生命回复_6765;能量回复_500,,,橙色+5,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ChengSe_05,
202002_1,,202002_1,202002_2,,700112,700037,700061,700148,700181,700091,,,,,,,,,,,,生命_154;物理攻击_28;物理防御_6;法术攻击_36;法术防御_8;生命回复_95;能量回复_8,,,白色,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_BaiSe,
202002_2,,202002_2,202002_3,1,700113,700038,700062,700149,700181,700091,,,,,,,,,,,,生命_1540;物理攻击_288;物理防御_64;法术攻击_360;法术防御_80;生命回复_957;能量回复_83,,,绿色,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_LvSe,
202002_3,,202002_3,202002_4,2,700114,700039,700063,700149,700182,700091,,,,,,,,,,,,生命_2772;物理攻击_518;物理防御_115;法术攻击_648;法术防御_144;生命回复_1723;能量回复_150,,,绿色+1,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_LvSe_01,
202002_4,,202002_4,202002_5,3,700115,700040,700064,700150,700182,700096,,,,,,,,,,,,生命_3696;物理攻击_691;物理防御_153;法术攻击_864;法术防御_192;生命回复_2298;能量回复_200,,,绿色+2,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_LvSe_02,
202002_5,,202002_5,202002_6,4,700116,700041,700065,700151,700183,700096,,,,,,,,,,,,生命_4312;物理攻击_806;物理防御_179;法术攻击_1008;法术防御_224;生命回复_2681;能量回复_233,,,蓝色,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_LanSe,
202002_6,,202002_6,202002_7,5,700117,700042,700065,700151,700183,700096,,,,,,,,,,,,生命_5082;物理攻击_950;物理防御_211;法术攻击_1188;法术防御_264;生命回复_3160;能量回复_275,,,蓝色+1,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_LanSe_01,
202002_7,,202002_7,202002_8,6,700117,700042,700066,700153,700183,700097,,,,,,,,,,,,生命_6006;物理攻击_1123;物理防御_249;法术攻击_1404;法术防御_312;生命回复_3734;能量回复_325,,,蓝色+2,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_LanSe_02,
