Key,Remarks,level,vip,id,jubaoPerRewards,jubaoPerCost,lianqiPerRewards,lianqiPerCost,penglaiPerRewards,penglaiPerCost,kunlunPerRewards,kunlunPerCost,wanxianPerRewards,wanxianPerCost,fengshenPerRewards,fengshenPerCost,qiankunPerRewards,qiankunPerCost,xinmo1PerRewards,xinmo1PerCost,xinmo2PerRewards,xinmo2PerCost,xinmo3PerRewards,xinmo3PerCost,xinmo4PerRewards,xinmo4PerCost,xinmo5PerRewards,xinmo5PerCost,xinmo6PerRewards,xinmo6PerCost
125,,35,2,125,1:150000,114,803003:120,576,702153:17;702177:17,408,702170:17;702185:17,408,1:1000000;6:1920,764,10:14,235,801002:30,72,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
126,,36,2,126,1:150000,114,803003:120,576,702153:17;702177:17,408,702170:17;702185:17,408,1:1000000;6:1920,764,10:14,235,801002:32,76,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
127,,37,2,127,1:150000,114,803003:120,576,702153:17;702177:17,408,702170:17;702185:17,408,1:1000000;6:1920,764,10:17,285,801002:36,86,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
128,,38,2,128,1:150000,114,803003:120,576,702153:17;702177:17,408,702170:17;702185:17,408,1:1000000;6:1920,764,10:17,285,801002:40,96,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
129,,39,2,129,1:150000,114,803003:120,576,702153:17;702177:17,408,702170:17;702185:17,408,1:1000000;6:1920,764,10:17,285,801002:50,120,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
130,,40,2,130,1:180000,132,803003:120,576,702153:17;702177:17,408,702170:17;702185:17,408,1:1000000;6:1920,764,10:20,336,801002:52,124,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
131,,41,2,131,1:180000,132,803003:120,576,702153:17;702177:17,408,702170:17;702185:17,408,1:1000000;6:1920,764,10:20,336,801002:58,139,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
132,,42,2,132,1:180000,132,803003:120,576,702153:17;702177:17,408,702170:17;702185:17,408,1:1000000;6:1920,764,10:23,386,801002:62,148,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
133,,43,2,133,1:180000,132,803003:120,576,702153:17;702177:17,408,702170:17;702185:17,408,1:1000000;6:1920,764,10:27,453,801002:68,163,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
134,,44,2,134,1:180000,132,803003:150,720,702173:15;702178:15,360,702172:15;702186:15,360,1:1000000;6:1920,764,10:27,453,801002:72,172,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
135,,45,2,135,1:180000,132,803003:150,720,702173:15;702178:15,360,702172:15;702186:15,360,1:1000000;6:1920,764,10:31,520,801002:78,187,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
136,,46,2,136,1:180000,132,803003:150,720,702173:15;702178:15,360,702172:15;702186:15,360,1:1000000;6:1920,764,10:36,604,801002:82,196,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
137,,47,2,137,1:180000,132,803003:150,720,702173:15;702178:15,360,702172:15;702186:15,360,1:1000000;6:1920,764,10:36,604,801002:88,211,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
138,,48,2,138,1:210000,150,803003:150,720,702173:15;702178:15,360,702172:15;702186:15,360,1:1000000;6:1920,764,10:40,672,801002:92,220,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
139,,49,2,139,1:210000,150,803003:150,720,702173:15;702178:15,360,702172:15;702186:15,360,1:1000000;6:1920,764,10:44,739,801002:100,240,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
140,,50,2,140,1:210000,150,803003:150,720,702054:10;702179:10,240,702053:10;702187:10,240,1:1000000;6:1920,764,10:44,739,801002:104,249,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
141,,51,2,141,1:210000,150,803003:150,720,702054:10;702179:10,240,702053:10;702187:10,240,1:1000000;6:1920,764,10:49,823,801002:110,264,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
142,,52,2,142,1:210000,150,803003:150,720,702054:10;702179:10,240,702053:10;702187:10,240,1:1000000;6:1920,764,10:53,890,801002:116,278,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
143,,53,2,143,1:210000,150,803003:150,720,702054:10;702179:10,240,702053:10;702187:10,240,1:1000000;6:1920,764,10:53,890,801002:122,292,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
144,,54,2,144,1:210000,150,803003:200,960,702054:10;702179:10,240,702053:10;702187:10,240,1:1000000;6:1920,764,10:57,957,801002:130,312,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:0,
145,,55,2,145,1:210000,150,803003:200,960,702054:10;702179:10,240,702053:10;702187:10,240,1:1000000;6:1920,764,10:63,1058,801002:134,321,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:0,
146,,56,2,146,1:210000,150,803003:200,960,702054:10;702179:10,240,702053:10;702187:10,240,1:1000000;6:1920,764,10:63,1058,801002:140,336,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:0,
147,,57,2,147,1:210000,150,803003:200,960,702054:10;702179:10,240,702053:10;702187:10,240,1:1000000;6:1920,764,10:69,1159,801002:148,355,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:0,
148,,58,2,148,1:210000,150,803003:200,960,702054:10;702179:10,240,702053:10;702187:10,240,1:1000000;6:1920,764,10:74,1243,801002:156,374,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:0,
149,,59,2,149,1:210000,150,803003:200,960,702054:10;702179:10,240,702053:10;702187:10,240,1:1000000;6:1920,764,10:74,1243,801002:162,388,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
150,,60,2,150,1:210000,150,803003:200,960,702155:6;702193:6,144,702164:6;702188:6,144,1:1000000;6:1920,764,10:80,1344,801002:168,403,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
151,,61,2,151,1:210000,150,803003:200,960,702155:6;702193:6,144,702164:6;702188:6,144,1:1000000;6:1920,764,10:86,1444,801002:176,422,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
152,,62,2,152,1:210000,150,803003:200,960,702155:6;702193:6,144,702164:6;702188:6,144,1:1000000;6:1920,764,10:86,1444,801002:182,436,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
153,,63,2,153,1:210000,150,803003:200,960,702155:6;702193:6,144,702164:6;702188:6,144,1:1000000;6:1920,764,10:91,1528,801002:190,456,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
154,,64,2,154,1:210000,150,803003:250,1200,702155:6;702193:6,144,702164:6;702188:6,144,1:1000000;6:1920,764,10:97,1629,801002:196,470,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
155,,65,2,155,1:210000,150,803003:250,1200,702155:6;702193:6,144,702164:6;702188:6,144,1:1000000;6:1920,764,10:97,1629,801002:204,489,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
156,,66,2,156,1:210000,150,803003:250,1200,702155:6;702193:6,144,702164:6;702188:6,144,1:1000000;6:1920,764,10:103,1730,801002:212,508,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
157,,67,2,157,1:210000,150,803003:250,1200,702155:6;702193:6,144,702164:6;702188:6,144,1:1000000;6:1920,764,10:111,1864,801002:220,528,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
158,,68,2,158,1:210000,150,803003:250,1200,702155:6;702193:6,144,702164:6;702188:6,144,1:1000000;6:1920,764,10:111,1864,801002:228,547,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
159,,69,2,159,1:210000,150,803003:250,1200,702155:6;702193:6,144,702164:6;702188:6,144,1:1000000;6:1920,764,10:120,2016,801002:236,566,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
160,,70,2,160,1:210000,150,803003:250,1200,702155:6;702193:6,144,702164:6;702188:6,144,1:1000000;6:1920,764,10:129,2167,801002:244,585,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
161,,71,2,161,1:210000,150,803003:250,1200,702155:6;702193:6,144,702164:6;702188:6,144,1:1000000;6:1920,764,10:129,2167,801002:252,604,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
162,,72,2,162,1:210000,150,803003:250,1200,702155:6;702193:6,144,702164:6;702188:6,144,1:1000000;6:1920,764,10:137,2301,801002:260,624,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
163,,73,2,163,1:210000,150,803003:250,1200,702155:6;702193:6,144,702164:6;702188:6,144,1:1000000;6:1920,764,10:146,2452,801002:270,648,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
164,,74,2,164,1:210000,150,803003:315,1512,702155:6;702193:6,144,702164:6;702188:6,144,1:1000000;6:1920,764,10:146,2452,801002:278,667,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
165,,75,2,165,1:210000,150,803003:315,1512,702156:6;702180:6,144,702165:6;702196:6,144,1:1000000;6:1920,764,10:154,2587,801002:288,691,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
166,,76,2,166,1:210000,150,803003:315,1512,702156:6;702180:6,144,702165:6;702196:6,144,1:1000000;6:1920,764,10:163,2738,801002:296,710,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
167,,77,2,167,1:210000,150,803003:315,1512,702156:6;702180:6,144,702165:6;702196:6,144,1:1000000;6:1920,764,10:163,2738,801002:306,734,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
168,,78,2,168,1:210000,150,803003:315,1512,702156:6;702180:6,144,702165:6;702196:6,144,1:1000000;6:1920,764,10:171,2872,801002:314,753,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
169,,79,2,169,1:210000,150,803003:315,1512,702156:6;702180:6,144,702165:6;702196:6,144,1:1000000;6:1920,764,10:183,3074,801002:324,777,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
170,,80,2,170,1:210000,150,803003:315,1512,702156:6;702180:6,144,702165:6;702196:6,144,1:1000000;6:1920,764,10:183,3074,801002:332,796,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
171,,81,2,171,1:210000,150,803003:315,1512,702156:6;702180:6,144,702165:6;702196:6,144,1:1000000;6:1920,764,10:194,3259,801002:342,820,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
172,,82,2,172,1:210000,150,803003:315,1512,702156:6;702180:6,144,702165:6;702196:6,144,1:1000000;6:1920,764,10:206,3460,801002:352,844,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
173,,83,2,173,1:210000,150,803003:315,1512,702156:6;702180:6,144,702165:6;702196:6,144,1:1000000;6:1920,764,10:206,3460,801002:362,868,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
174,,84,2,174,1:210000,150,803003:315,1512,702156:6;702180:6,144,702165:6;702196:6,144,1:1000000;6:1920,764,10:217,3645,801002:372,892,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
175,,85,2,175,1:210000,150,803003:315,1512,702156:6;702180:6,144,702165:6;702196:6,144,1:1000000;6:1920,764,10:229,3847,801002:382,916,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
176,,86,2,176,1:210000,150,803003:315,1512,702156:6;702180:6,144,702165:6;702196:6,144,1:1000000;6:1920,764,10:229,3847,801002:392,940,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
177,,87,2,177,1:210000,150,803003:315,1512,702156:6;702180:6,144,702165:6;702196:6,144,1:1000000;6:1920,764,10:240,4032,801002:402,964,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
178,,88,2,178,1:210000,150,803003:315,1512,702156:6;702180:6,144,702165:6;702196:6,144,1:1000000;6:1920,764,10:251,4216,801002:412,988,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
179,,89,2,179,1:210000,150,803003:315,1512,702156:6;702180:6,144,702165:6;702196:6,144,1:1000000;6:1920,764,10:251,4216,801002:424,1017,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
180,,90,2,180,1:210000,150,803003:315,1512,702156:6;702180:6,144,702165:6;702196:6,144,1:1000000;6:1920,764,10:263,4418,801002:434,1041,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
181,,1,3~5,181,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
182,,2,3~5,182,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
183,,3,3~5,183,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
184,,4,3~5,184,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
185,,5,3~5,185,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
186,,6,3~5,186,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
187,,7,3~5,187,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
188,,8,3~5,188,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
189,,9,3~5,189,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
190,,10,3~5,190,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
191,,11,3~5,191,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
192,,12,3~5,192,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
193,,13,3~5,193,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
194,,14,3~5,194,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
195,,15,3~5,195,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
196,,16,3~5,196,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
197,,17,3~5,197,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
198,,18,3~5,198,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
199,,19,3~5,199,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
200,,20,3~5,200,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
201,,21,3~5,201,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
202,,22,3~5,202,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
203,,23,3~5,203,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:4,9,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
204,,24,3~5,204,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:6,14,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
205,,25,3~5,205,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:6,14,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
206,,26,3~5,206,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:8,19,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
207,,27,3~5,207,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:10,24,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
208,,28,3~5,208,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:12,28,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
209,,29,3~5,209,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:14,33,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
210,,30,3~5,210,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:16,38,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
211,,31,3~5,211,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:18,43,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
212,,32,3~5,212,1:150000,114,803003:65,312,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:20,48,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
213,,33,3~5,213,1:150000,114,803003:120,576,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:22,52,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
214,,34,3~5,214,1:150000,114,803003:120,576,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:24,57,14:150,90,14:150,90,14:0,,14:0,,14:0,,14:0,
215,,35,3~5,215,1:150000,114,803003:120,576,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:30,72,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
216,,36,3~5,216,1:150000,114,803003:120,576,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:14,235,801002:32,76,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
217,,37,3~5,217,1:150000,114,803003:120,576,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:17,285,801002:36,86,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
218,,38,3~5,218,1:150000,114,803003:120,576,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:17,285,801002:40,96,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
219,,39,3~5,219,1:150000,114,803003:120,576,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:17,285,801002:50,120,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
220,,40,3~5,220,1:180000,132,803003:120,576,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:20,336,801002:52,124,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
221,,41,3~5,221,1:180000,132,803003:120,576,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:20,336,801002:58,139,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
222,,42,3~5,222,1:180000,132,803003:120,576,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:23,386,801002:62,148,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
223,,43,3~5,223,1:180000,132,803003:120,576,702153:34;702177:34,816,702170:34;702185:34,816,1:1000000;6:1920,764,10:27,453,801002:68,163,14:150,90,14:150,90,14:150,90,14:0,,14:0,,14:0,
224,,44,3~5,224,1:180000,132,803003:150,720,702173:30;702178:30,720,702172:30;702186:30,720,1:1000000;6:1920,764,10:27,453,801002:72,172,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
225,,45,3~5,225,1:180000,132,803003:150,720,702173:30;702178:30,720,702172:30;702186:30,720,1:1000000;6:1920,764,10:31,520,801002:78,187,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
226,,46,3~5,226,1:180000,132,803003:150,720,702173:30;702178:30,720,702172:30;702186:30,720,1:1000000;6:1920,764,10:36,604,801002:82,196,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
227,,47,3~5,227,1:180000,132,803003:150,720,702173:30;702178:30,720,702172:30;702186:30,720,1:1000000;6:1920,764,10:36,604,801002:88,211,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
228,,48,3~5,228,1:210000,150,803003:150,720,702173:30;702178:30,720,702172:30;702186:30,720,1:1000000;6:1920,764,10:40,672,801002:92,220,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
229,,49,3~5,229,1:210000,150,803003:150,720,702173:30;702178:30,720,702172:30;702186:30,720,1:1000000;6:1920,764,10:44,739,801002:100,240,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
230,,50,3~5,230,1:210000,150,803003:150,720,702054:20;702179:20,480,702053:20;702187:20,480,1:1000000;6:1920,764,10:44,739,801002:104,249,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
231,,51,3~5,231,1:210000,150,803003:150,720,702054:20;702179:20,480,702053:20;702187:20,480,1:1000000;6:1920,764,10:49,823,801002:110,264,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
232,,52,3~5,232,1:210000,150,803003:150,720,702054:20;702179:20,480,702053:20;702187:20,480,1:1000000;6:1920,764,10:53,890,801002:116,278,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
233,,53,3~5,233,1:210000,150,803003:150,720,702054:20;702179:20,480,702053:20;702187:20,480,1:1000000;6:1920,764,10:53,890,801002:122,292,14:150,90,14:150,90,14:150,90,14:150,90,14:0,,14:0,
234,,54,3~5,234,1:210000,150,803003:200,960,702054:20;702179:20,480,702053:20;702187:20,480,1:1000000;6:1920,764,10:57,957,801002:130,312,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:0,
235,,55,3~5,235,1:210000,150,803003:200,960,702054:20;702179:20,480,702053:20;702187:20,480,1:1000000;6:1920,764,10:63,1058,801002:134,321,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:0,
236,,56,3~5,236,1:210000,150,803003:200,960,702054:20;702179:20,480,702053:20;702187:20,480,1:1000000;6:1920,764,10:63,1058,801002:140,336,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:0,
237,,57,3~5,237,1:210000,150,803003:200,960,702054:20;702179:20,480,702053:20;702187:20,480,1:1000000;6:1920,764,10:69,1159,801002:148,355,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:0,
238,,58,3~5,238,1:210000,150,803003:200,960,702054:20;702179:20,480,702053:20;702187:20,480,1:1000000;6:1920,764,10:74,1243,801002:156,374,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:0,
239,,59,3~5,239,1:210000,150,803003:200,960,702054:20;702179:20,480,702053:20;702187:20,480,1:1000000;6:1920,764,10:74,1243,801002:162,388,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
240,,60,3~5,240,1:210000,150,803003:200,960,702155:12;702193:12,288,702164:12;702188:12,288,1:1000000;6:1920,764,10:80,1344,801002:168,403,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
241,,61,3~5,241,1:210000,150,803003:200,960,702155:12;702193:12,288,702164:12;702188:12,288,1:1000000;6:1920,764,10:86,1444,801002:176,422,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
242,,62,3~5,242,1:210000,150,803003:200,960,702155:12;702193:12,288,702164:12;702188:12,288,1:1000000;6:1920,764,10:86,1444,801002:182,436,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
243,,63,3~5,243,1:210000,150,803003:200,960,702155:12;702193:12,288,702164:12;702188:12,288,1:1000000;6:1920,764,10:91,1528,801002:190,456,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
244,,64,3~5,244,1:210000,150,803003:250,1200,702155:12;702193:12,288,702164:12;702188:12,288,1:1000000;6:1920,764,10:97,1629,801002:196,470,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
245,,65,3~5,245,1:210000,150,803003:250,1200,702155:12;702193:12,288,702164:12;702188:12,288,1:1000000;6:1920,764,10:97,1629,801002:204,489,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
246,,66,3~5,246,1:210000,150,803003:250,1200,702155:12;702193:12,288,702164:12;702188:12,288,1:1000000;6:1920,764,10:103,1730,801002:212,508,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
247,,67,3~5,247,1:210000,150,803003:250,1200,702155:12;702193:12,288,702164:12;702188:12,288,1:1000000;6:1920,764,10:111,1864,801002:220,528,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
248,,68,3~5,248,1:210000,150,803003:250,1200,702155:12;702193:12,288,702164:12;702188:12,288,1:1000000;6:1920,764,10:111,1864,801002:228,547,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
249,,69,3~5,249,1:210000,150,803003:250,1200,702155:12;702193:12,288,702164:12;702188:12,288,1:1000000;6:1920,764,10:120,2016,801002:236,566,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
250,,70,3~5,250,1:210000,150,803003:250,1200,702155:12;702193:12,288,702164:12;702188:12,288,1:1000000;6:1920,764,10:129,2167,801002:244,585,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
