Key,Remarks,level,VIP,id,jubaoNorRewards,jubaoNorCost,lianqiNorRewards,lianqiNorCost,penglaiNorRewards,penglaiNorCost,kunlunNorRewards,kunlunNorCost,wanxianNorRewards,wanxianNorCost,fengshenNorRewards,fengshenNorCost,qiankunNorRewards,qiankunNorCost,xinmo1NorRewards,xinmo1NorCost,xinmo2NorRewards,xinmo2NorCost,xinmo3NorRewards,xinmo3NorCost,xinmo4NorRewards,xinmo4NorCost,xinmo5NorRewards,xinmo5NorCost,xinmo6NorRewards,xinmo6NorCost
127,,37,2,127,1:75000,72,803003:60,360,702153:8;702177:8,255,702170:8;702185:8,255,1:500000;6:960,478,10:9,179,801002:18,54,14:75,57,14:75,57,14:75,57,14:0,,14:0,,14:0,
128,,38,2,128,1:75000,72,803003:60,360,702153:8;702177:8,255,702170:8;702185:8,255,1:500000;6:960,478,10:9,179,801002:20,60,14:75,57,14:75,57,14:75,57,14:0,,14:0,,14:0,
129,,39,2,129,1:75000,72,803003:60,360,702153:8;702177:8,255,702170:8;702185:8,255,1:500000;6:960,478,10:9,179,801002:25,75,14:75,57,14:75,57,14:75,57,14:0,,14:0,,14:0,
130,,40,2,130,1:90000,83,803003:60,360,702153:8;702177:8,255,702170:8;702185:8,255,1:500000;6:960,478,10:10,210,801002:26,78,14:75,57,14:75,57,14:75,57,14:0,,14:0,,14:0,
131,,41,2,131,1:90000,83,803003:60,360,702153:8;702177:8,255,702170:8;702185:8,255,1:500000;6:960,478,10:10,210,801002:29,87,14:75,57,14:75,57,14:75,57,14:0,,14:0,,14:0,
132,,42,2,132,1:90000,83,803003:60,360,702153:8;702177:8,255,702170:8;702185:8,255,1:500000;6:960,478,10:11,242,801002:31,93,14:75,57,14:75,57,14:75,57,14:0,,14:0,,14:0,
133,,43,2,133,1:90000,83,803003:60,360,702153:8;702177:8,255,702170:8;702185:8,255,1:500000;6:960,478,10:14,284,801002:34,102,14:75,57,14:75,57,14:75,57,14:0,,14:0,,14:0,
134,,44,2,134,1:90000,83,803003:75,450,702173:7;702178:7,225,702172:7;702186:7,225,1:500000;6:960,478,10:14,284,801002:36,108,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
135,,45,2,135,1:90000,83,803003:75,450,702173:7;702178:7,225,702172:7;702186:7,225,1:500000;6:960,478,10:16,326,801002:39,117,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
136,,46,2,136,1:90000,83,803003:75,450,702173:7;702178:7,225,702172:7;702186:7,225,1:500000;6:960,478,10:18,378,801002:41,123,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
137,,47,2,137,1:90000,83,803003:75,450,702173:7;702178:7,225,702172:7;702186:7,225,1:500000;6:960,478,10:18,378,801002:44,132,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
138,,48,2,138,1:105000,94,803003:75,450,702173:7;702178:7,225,702172:7;702186:7,225,1:500000;6:960,478,10:20,420,801002:46,138,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
139,,49,2,139,1:105000,94,803003:75,450,702173:7;702178:7,225,702172:7;702186:7,225,1:500000;6:960,478,10:22,462,801002:50,150,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
140,,50,2,140,1:105000,94,803003:75,450,702054:5;702179:5,150,702053:5;702187:5,150,1:500000;6:960,478,10:22,462,801002:52,156,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
141,,51,2,141,1:105000,94,803003:75,450,702054:5;702179:5,150,702053:5;702187:5,150,1:500000;6:960,478,10:24,515,801002:55,165,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
142,,52,2,142,1:105000,94,803003:75,450,702054:5;702179:5,150,702053:5;702187:5,150,1:500000;6:960,478,10:26,557,801002:58,174,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
143,,53,2,143,1:105000,94,803003:75,450,702054:5;702179:5,150,702053:5;702187:5,150,1:500000;6:960,478,10:26,557,801002:61,183,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
144,,54,2,144,1:105000,94,803003:100,600,702054:5;702179:5,150,702053:5;702187:5,150,1:500000;6:960,478,10:29,599,801002:65,195,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:0,
145,,55,2,145,1:105000,94,803003:100,600,702054:5;702179:5,150,702053:5;702187:5,150,1:500000;6:960,478,10:31,662,801002:67,201,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:0,
146,,56,2,146,1:105000,94,803003:100,600,702054:5;702179:5,150,702053:5;702187:5,150,1:500000;6:960,478,10:31,662,801002:70,210,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:0,
147,,57,2,147,1:105000,94,803003:100,600,702054:5;702179:5,150,702053:5;702187:5,150,1:500000;6:960,478,10:34,725,801002:74,222,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:0,
148,,58,2,148,1:105000,94,803003:100,600,702054:5;702179:5,150,702053:5;702187:5,150,1:500000;6:960,478,10:37,777,801002:78,234,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:0,
149,,59,2,149,1:105000,94,803003:100,600,702054:5;702179:5,150,702053:5;702187:5,150,1:500000;6:960,478,10:37,777,801002:81,243,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
150,,60,2,150,1:105000,94,803003:100,600,702155:3;702193:3,90,702164:3;702188:3,90,1:500000;6:960,478,10:40,840,801002:84,252,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
151,,61,2,151,1:105000,94,803003:100,600,702155:3;702193:3,90,702164:3;702188:3,90,1:500000;6:960,478,10:43,903,801002:88,264,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
152,,62,2,152,1:105000,94,803003:100,600,702155:3;702193:3,90,702164:3;702188:3,90,1:500000;6:960,478,10:43,903,801002:91,273,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
153,,63,2,153,1:105000,94,803003:100,600,702155:3;702193:3,90,702164:3;702188:3,90,1:500000;6:960,478,10:46,956,801002:95,285,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
154,,64,2,154,1:105000,94,803003:125,750,702155:3;702193:3,90,702164:3;702188:3,90,1:500000;6:960,478,10:49,1019,801002:98,294,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
155,,65,2,155,1:105000,94,803003:125,750,702155:3;702193:3,90,702164:3;702188:3,90,1:500000;6:960,478,10:49,1019,801002:102,306,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
156,,66,2,156,1:105000,94,803003:125,750,702155:3;702193:3,90,702164:3;702188:3,90,1:500000;6:960,478,10:51,1082,801002:106,318,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
157,,67,2,157,1:105000,94,803003:125,750,702155:3;702193:3,90,702164:3;702188:3,90,1:500000;6:960,478,10:56,1166,801002:110,330,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
158,,68,2,158,1:105000,94,803003:125,750,702155:3;702193:3,90,702164:3;702188:3,90,1:500000;6:960,478,10:56,1166,801002:114,342,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
159,,69,2,159,1:105000,94,803003:125,750,702155:3;702193:3,90,702164:3;702188:3,90,1:500000;6:960,478,10:60,1260,801002:118,354,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
160,,70,2,160,1:105000,94,803003:125,750,702155:3;702193:3,90,702164:3;702188:3,90,1:500000;6:960,478,10:64,1355,801002:122,366,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
161,,71,2,161,1:105000,94,803003:125,750,702155:3;702193:3,90,702164:3;702188:3,90,1:500000;6:960,478,10:64,1355,801002:126,378,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
162,,72,2,162,1:105000,94,803003:125,750,702155:3;702193:3,90,702164:3;702188:3,90,1:500000;6:960,478,10:69,1439,801002:130,390,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
163,,73,2,163,1:105000,94,803003:125,750,702155:3;702193:3,90,702164:3;702188:3,90,1:500000;6:960,478,10:73,1533,801002:135,405,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
164,,74,2,164,1:105000,94,803003:157,945,702155:3;702193:3,90,702164:3;702188:3,90,1:500000;6:960,478,10:73,1533,801002:139,417,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
165,,75,2,165,1:105000,94,803003:157,945,702156:3;702180:3,90,702165:3;702196:3,90,1:500000;6:960,478,10:77,1617,801002:144,432,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
166,,76,2,166,1:105000,94,803003:157,945,702156:3;702180:3,90,702165:3;702196:3,90,1:500000;6:960,478,10:81,1712,801002:148,444,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
167,,77,2,167,1:105000,94,803003:157,945,702156:3;702180:3,90,702165:3;702196:3,90,1:500000;6:960,478,10:81,1712,801002:153,459,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
168,,78,2,168,1:105000,94,803003:157,945,702156:3;702180:3,90,702165:3;702196:3,90,1:500000;6:960,478,10:86,1796,801002:157,471,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
169,,79,2,169,1:105000,94,803003:157,945,702156:3;702180:3,90,702165:3;702196:3,90,1:500000;6:960,478,10:91,1922,801002:162,486,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
170,,80,2,170,1:105000,94,803003:157,945,702156:3;702180:3,90,702165:3;702196:3,90,1:500000;6:960,478,10:91,1922,801002:166,498,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
171,,81,2,171,1:105000,94,803003:157,945,702156:3;702180:3,90,702165:3;702196:3,90,1:500000;6:960,478,10:97,2037,801002:171,513,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
172,,82,2,172,1:105000,94,803003:157,945,702156:3;702180:3,90,702165:3;702196:3,90,1:500000;6:960,478,10:103,2163,801002:176,528,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
173,,83,2,173,1:105000,94,803003:157,945,702156:3;702180:3,90,702165:3;702196:3,90,1:500000;6:960,478,10:103,2163,801002:181,543,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
174,,84,2,174,1:105000,94,803003:157,945,702156:3;702180:3,90,702165:3;702196:3,90,1:500000;6:960,478,10:109,2279,801002:186,558,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
175,,85,2,175,1:105000,94,803003:157,945,702156:3;702180:3,90,702165:3;702196:3,90,1:500000;6:960,478,10:114,2405,801002:191,573,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
176,,86,2,176,1:105000,94,803003:157,945,702156:3;702180:3,90,702165:3;702196:3,90,1:500000;6:960,478,10:114,2405,801002:196,588,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
177,,87,2,177,1:105000,94,803003:157,945,702156:3;702180:3,90,702165:3;702196:3,90,1:500000;6:960,478,10:120,2520,801002:201,603,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
178,,88,2,178,1:105000,94,803003:157,945,702156:3;702180:3,90,702165:3;702196:3,90,1:500000;6:960,478,10:126,2636,801002:206,618,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
179,,89,2,179,1:105000,94,803003:157,945,702156:3;702180:3,90,702165:3;702196:3,90,1:500000;6:960,478,10:126,2636,801002:212,636,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
180,,90,2,180,1:105000,94,803003:157,945,702156:3;702180:3,90,702165:3;702196:3,90,1:500000;6:960,478,10:131,2762,801002:217,651,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
181,,1,3~5,181,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
182,,2,3~5,182,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
183,,3,3~5,183,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
184,,4,3~5,184,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
185,,5,3~5,185,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
186,,6,3~5,186,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
187,,7,3~5,187,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
188,,8,3~5,188,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
189,,9,3~5,189,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
190,,10,3~5,190,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
191,,11,3~5,191,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
192,,12,3~5,192,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
193,,13,3~5,193,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
194,,14,3~5,194,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
195,,15,3~5,195,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
196,,16,3~5,196,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
197,,17,3~5,197,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
198,,18,3~5,198,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
199,,19,3~5,199,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
200,,20,3~5,200,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
201,,21,3~5,201,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
202,,22,3~5,202,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
203,,23,3~5,203,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:2,6,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
204,,24,3~5,204,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:3,9,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
205,,25,3~5,205,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:3,9,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
206,,26,3~5,206,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:4,12,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
207,,27,3~5,207,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:5,15,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
208,,28,3~5,208,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:6,18,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
209,,29,3~5,209,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:7,21,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
210,,30,3~5,210,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:8,24,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
211,,31,3~5,211,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:9,27,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
212,,32,3~5,212,1:75000,72,803003:32,195,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:10,30,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
213,,33,3~5,213,1:75000,72,803003:60,360,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:11,33,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
214,,34,3~5,214,1:75000,72,803003:60,360,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:12,36,14:75,57,14:75,57,14:0,,14:0,,14:0,,14:0,
215,,35,3~5,215,1:75000,72,803003:60,360,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:15,45,14:75,57,14:75,57,14:75,57,14:0,,14:0,,14:0,
216,,36,3~5,216,1:75000,72,803003:60,360,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:7,147,801002:16,48,14:75,57,14:75,57,14:75,57,14:0,,14:0,,14:0,
217,,37,3~5,217,1:75000,72,803003:60,360,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:9,179,801002:18,54,14:75,57,14:75,57,14:75,57,14:0,,14:0,,14:0,
218,,38,3~5,218,1:75000,72,803003:60,360,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:9,179,801002:20,60,14:75,57,14:75,57,14:75,57,14:0,,14:0,,14:0,
219,,39,3~5,219,1:75000,72,803003:60,360,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:9,179,801002:25,75,14:75,57,14:75,57,14:75,57,14:0,,14:0,,14:0,
220,,40,3~5,220,1:90000,83,803003:60,360,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:10,210,801002:26,78,14:75,57,14:75,57,14:75,57,14:0,,14:0,,14:0,
221,,41,3~5,221,1:90000,83,803003:60,360,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:10,210,801002:29,87,14:75,57,14:75,57,14:75,57,14:0,,14:0,,14:0,
222,,42,3~5,222,1:90000,83,803003:60,360,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:11,242,801002:31,93,14:75,57,14:75,57,14:75,57,14:0,,14:0,,14:0,
223,,43,3~5,223,1:90000,83,803003:60,360,702153:17;702177:17,510,702170:17;702185:17,510,1:500000;6:960,478,10:14,284,801002:34,102,14:75,57,14:75,57,14:75,57,14:0,,14:0,,14:0,
224,,44,3~5,224,1:90000,83,803003:75,450,702173:15;702178:15,450,702172:15;702186:15,450,1:500000;6:960,478,10:14,284,801002:36,108,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
225,,45,3~5,225,1:90000,83,803003:75,450,702173:15;702178:15,450,702172:15;702186:15,450,1:500000;6:960,478,10:16,326,801002:39,117,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
226,,46,3~5,226,1:90000,83,803003:75,450,702173:15;702178:15,450,702172:15;702186:15,450,1:500000;6:960,478,10:18,378,801002:41,123,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
227,,47,3~5,227,1:90000,83,803003:75,450,702173:15;702178:15,450,702172:15;702186:15,450,1:500000;6:960,478,10:18,378,801002:44,132,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
228,,48,3~5,228,1:105000,94,803003:75,450,702173:15;702178:15,450,702172:15;702186:15,450,1:500000;6:960,478,10:20,420,801002:46,138,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
229,,49,3~5,229,1:105000,94,803003:75,450,702173:15;702178:15,450,702172:15;702186:15,450,1:500000;6:960,478,10:22,462,801002:50,150,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
230,,50,3~5,230,1:105000,94,803003:75,450,702054:10;702179:10,300,702053:10;702187:10,300,1:500000;6:960,478,10:22,462,801002:52,156,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
231,,51,3~5,231,1:105000,94,803003:75,450,702054:10;702179:10,300,702053:10;702187:10,300,1:500000;6:960,478,10:24,515,801002:55,165,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
232,,52,3~5,232,1:105000,94,803003:75,450,702054:10;702179:10,300,702053:10;702187:10,300,1:500000;6:960,478,10:26,557,801002:58,174,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
233,,53,3~5,233,1:105000,94,803003:75,450,702054:10;702179:10,300,702053:10;702187:10,300,1:500000;6:960,478,10:26,557,801002:61,183,14:75,57,14:75,57,14:75,57,14:75,57,14:0,,14:0,
234,,54,3~5,234,1:105000,94,803003:100,600,702054:10;702179:10,300,702053:10;702187:10,300,1:500000;6:960,478,10:29,599,801002:65,195,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:0,
235,,55,3~5,235,1:105000,94,803003:100,600,702054:10;702179:10,300,702053:10;702187:10,300,1:500000;6:960,478,10:31,662,801002:67,201,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:0,
236,,56,3~5,236,1:105000,94,803003:100,600,702054:10;702179:10,300,702053:10;702187:10,300,1:500000;6:960,478,10:31,662,801002:70,210,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:0,
237,,57,3~5,237,1:105000,94,803003:100,600,702054:10;702179:10,300,702053:10;702187:10,300,1:500000;6:960,478,10:34,725,801002:74,222,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:0,
238,,58,3~5,238,1:105000,94,803003:100,600,702054:10;702179:10,300,702053:10;702187:10,300,1:500000;6:960,478,10:37,777,801002:78,234,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:0,
239,,59,3~5,239,1:105000,94,803003:100,600,702054:10;702179:10,300,702053:10;702187:10,300,1:500000;6:960,478,10:37,777,801002:81,243,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
240,,60,3~5,240,1:105000,94,803003:100,600,702155:6;702193:6,180,702164:6;702188:6,180,1:500000;6:960,478,10:40,840,801002:84,252,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
241,,61,3~5,241,1:105000,94,803003:100,600,702155:6;702193:6,180,702164:6;702188:6,180,1:500000;6:960,478,10:43,903,801002:88,264,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
242,,62,3~5,242,1:105000,94,803003:100,600,702155:6;702193:6,180,702164:6;702188:6,180,1:500000;6:960,478,10:43,903,801002:91,273,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
243,,63,3~5,243,1:105000,94,803003:100,600,702155:6;702193:6,180,702164:6;702188:6,180,1:500000;6:960,478,10:46,956,801002:95,285,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
244,,64,3~5,244,1:105000,94,803003:125,750,702155:6;702193:6,180,702164:6;702188:6,180,1:500000;6:960,478,10:49,1019,801002:98,294,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
245,,65,3~5,245,1:105000,94,803003:125,750,702155:6;702193:6,180,702164:6;702188:6,180,1:500000;6:960,478,10:49,1019,801002:102,306,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
246,,66,3~5,246,1:105000,94,803003:125,750,702155:6;702193:6,180,702164:6;702188:6,180,1:500000;6:960,478,10:51,1082,801002:106,318,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
247,,67,3~5,247,1:105000,94,803003:125,750,702155:6;702193:6,180,702164:6;702188:6,180,1:500000;6:960,478,10:56,1166,801002:110,330,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
248,,68,3~5,248,1:105000,94,803003:125,750,702155:6;702193:6,180,702164:6;702188:6,180,1:500000;6:960,478,10:56,1166,801002:114,342,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
249,,69,3~5,249,1:105000,94,803003:125,750,702155:6;702193:6,180,702164:6;702188:6,180,1:500000;6:960,478,10:60,1260,801002:118,354,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
250,,70,3~5,250,1:105000,94,803003:125,750,702155:6;702193:6,180,702164:6;702188:6,180,1:500000;6:960,478,10:64,1355,801002:122,366,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
251,,71,3~5,251,1:105000,94,803003:125,750,702155:6;702193:6,180,702164:6;702188:6,180,1:500000;6:960,478,10:64,1355,801002:126,378,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
252,,72,3~5,252,1:105000,94,803003:125,750,702155:6;702193:6,180,702164:6;702188:6,180,1:500000;6:960,478,10:69,1439,801002:130,390,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
253,,73,3~5,253,1:105000,94,803003:125,750,702155:6;702193:6,180,702164:6;702188:6,180,1:500000;6:960,478,10:73,1533,801002:135,405,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
254,,74,3~5,254,1:105000,94,803003:157,945,702155:6;702193:6,180,702164:6;702188:6,180,1:500000;6:960,478,10:73,1533,801002:139,417,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
