Key,Remarks,id,goodsId,type,storeId,count,costType,cost,prob,level,abc,abc1,abc2,superGoods,exchangeTime
536,,536,700066,25,1003,1,2,37,30,23_90,6.7567567567567571E-3,0.8,47,,
537,,537,700093,25,1003,1,2,58,30,23_90,6.7567567567567571E-3,0.8,73,,
538,,538,700097,25,1003,1,2,58,30,23_90,6.7567567567567571E-3,0.8,73,,
539,,539,700153,25,1003,1,2,56,30,23_90,6.7567567567567571E-3,0.8,70,,
540,,540,700007,25,1003,1,2,152,40,41_90,9.0090090090090089E-3,0.8,190,,
541,,541,700019,25,1003,1,2,152,40,41_90,9.0090090090090089E-3,0.8,190,,
542,,542,700031,25,1003,1,2,152,40,41_90,9.0090090090090089E-3,0.8,190,,
543,,543,700043,25,1003,1,2,152,40,41_90,9.0090090090090089E-3,0.8,190,,
544,,544,700067,25,1003,1,2,128,40,41_90,9.0090090090090089E-3,0.8,160,,
545,,545,700106,25,1003,1,2,152,40,41_90,9.0090090090090089E-3,0.8,190,,
546,,546,700118,25,1003,1,2,152,40,41_90,9.0090090090090089E-3,0.8,190,,
547,,547,700130,25,1003,1,2,152,40,41_90,9.0090090090090089E-3,0.8,190,,
548,,548,700142,25,1003,1,2,152,40,41_90,9.0090090090090089E-3,0.8,190,,
549,,549,700177,25,1003,1,2,128,40,41_90,9.0090090090090089E-3,0.8,160,,
550,,550,700185,25,1003,1,2,128,40,41_90,9.0090090090090089E-3,0.8,160,,
551,,551,700008,25,1003,1,2,248,40,41_90,9.0090090090090089E-3,0.8,310,,
552,,552,700020,25,1003,1,2,248,40,41_90,9.0090090090090089E-3,0.8,310,,
553,,553,700032,25,1003,1,2,248,40,41_90,9.0090090090090089E-3,0.8,310,,
554,,554,700044,25,1003,1,2,248,40,41_90,9.0090090090090089E-3,0.8,310,,
555,,555,700068,25,1003,1,2,192,40,41_90,9.0090090090090089E-3,0.8,240,,
556,,556,700107,25,1003,1,2,216,40,41_90,9.0090090090090089E-3,0.8,270,,
557,,557,700119,25,1003,1,2,216,40,41_90,9.0090090090090089E-3,0.8,270,,
558,,558,700131,25,1003,1,2,216,40,41_90,9.0090090090090089E-3,0.8,270,,
559,,559,700143,25,1003,1,2,216,40,41_90,9.0090090090090089E-3,0.8,270,,
560,,560,700094,25,1003,1,2,194,40,41_90,9.0090090090090089E-3,0.8,243,,
561,,561,700098,25,1003,1,2,194,40,41_90,9.0090090090090089E-3,0.8,243,,
562,,562,700009,25,1003,1,2,376,40,41_90,9.0090090090090089E-3,0.8,470,,
563,,563,700021,25,1003,1,2,376,40,41_90,9.0090090090090089E-3,0.8,470,,
564,,564,700033,25,1003,1,2,376,40,41_90,9.0090090090090089E-3,0.8,470,,
565,,565,700045,25,1003,1,2,376,40,41_90,9.0090090090090089E-3,0.8,470,,
566,,566,700108,25,1003,1,2,344,40,41_90,9.0090090090090089E-3,0.8,430,,
567,,567,700120,25,1003,1,2,344,40,41_90,9.0090090090090089E-3,0.8,430,,
568,,568,700132,25,1003,1,2,344,40,41_90,9.0090090090090089E-3,0.8,430,,
569,,569,700144,25,1003,1,2,344,40,41_90,9.0090090090090089E-3,0.8,430,,
570,,570,700178,25,1003,1,2,320,40,41_90,9.0090090090090089E-3,0.8,400,,
571,,571,700186,25,1003,1,2,320,40,41_90,9.0090090090090089E-3,0.8,400,,
572,,572,700010,25,1003,1,2,640,50,55_90,1.1261261261261261E-2,0.8,800,,
573,,573,700022,25,1003,1,2,640,50,55_90,1.1261261261261261E-2,0.8,800,,
574,,574,700034,25,1003,1,2,640,50,55_90,1.1261261261261261E-2,0.8,800,,
575,,575,700046,25,1003,1,2,640,50,55_90,1.1261261261261261E-2,0.8,800,,
576,,576,700070,25,1003,1,2,640,50,55_90,1.1261261261261261E-2,0.8,800,,
577,,577,700082,25,1003,1,2,640,50,55_90,1.1261261261261261E-2,0.8,800,,
578,,578,700109,25,1003,1,2,640,50,55_90,1.1261261261261261E-2,0.8,800,,
579,,579,700121,25,1003,1,2,640,50,55_90,1.1261261261261261E-2,0.8,800,,
580,,580,700133,25,1003,1,2,640,50,55_90,1.1261261261261261E-2,0.8,800,,
581,,581,700145,25,1003,1,2,640,50,55_90,1.1261261261261261E-2,0.8,800,,
582,,582,700155,25,1003,1,2,640,50,55_90,1.1261261261261261E-2,0.8,800,,
583,,583,700164,25,1003,1,2,640,50,55_90,1.1261261261261261E-2,0.8,800,,
584,,584,700011,25,1003,1,2,960,50,55_90,1.1261261261261261E-2,0.8,1200,,
585,,585,700023,25,1003,1,2,960,50,55_90,1.1261261261261261E-2,0.8,1200,,
586,,586,700035,25,1003,1,2,960,50,55_90,1.1261261261261261E-2,0.8,1200,,
587,,587,700047,25,1003,1,2,960,50,55_90,1.1261261261261261E-2,0.8,1200,,
588,,588,700071,25,1003,1,2,960,50,55_90,1.1261261261261261E-2,0.8,1200,,
589,,589,700083,25,1003,1,2,960,50,55_90,1.1261261261261261E-2,0.8,1200,,
590,,590,700110,25,1003,1,2,960,50,55_90,1.1261261261261261E-2,0.8,1200,,
591,,591,700122,25,1003,1,2,960,50,55_90,1.1261261261261261E-2,0.8,1200,,
592,,592,700134,25,1003,1,2,960,50,55_90,1.1261261261261261E-2,0.8,1200,,
593,,593,700146,25,1003,1,2,960,50,55_90,1.1261261261261261E-2,0.8,1200,,
594,,594,700179,25,1003,1,2,960,50,55_90,1.1261261261261261E-2,0.8,1200,,
595,,595,700187,25,1003,1,2,960,50,55_90,1.1261261261261261E-2,0.8,1200,,
596,,596,700012,25,1003,1,2,1280,50,55_90,1.1261261261261261E-2,0.8,1600,,
597,,597,700024,25,1003,1,2,1280,50,55_90,1.1261261261261261E-2,0.8,1600,,
598,,598,700036,25,1003,1,2,1280,50,55_90,1.1261261261261261E-2,0.8,1600,,
599,,599,700048,25,1003,1,2,1280,50,55_90,1.1261261261261261E-2,0.8,1600,,
600,,600,700072,25,1003,1,2,1280,50,55_90,1.1261261261261261E-2,0.8,1600,,
601,,601,700084,25,1003,1,2,1280,50,55_90,1.1261261261261261E-2,0.8,1600,,
602,,602,700095,25,1003,1,2,640,50,55_90,1.1261261261261261E-2,0.8,800,,
603,,603,700099,25,1003,1,2,640,50,55_90,1.1261261261261261E-2,0.8,800,,
604,,604,700111,25,1003,1,2,1280,50,55_90,1.1261261261261261E-2,0.8,1600,,
605,,605,700123,25,1003,1,2,1280,50,55_90,1.1261261261261261E-2,0.8,1600,,
606,,606,700135,25,1003,1,2,1280,50,55_90,1.1261261261261261E-2,0.8,1600,,
607,,607,700147,25,1003,1,2,1280,50,55_90,1.1261261261261261E-2,0.8,1600,,
608,,608,700156,25,1003,1,2,960,50,55_90,1.1261261261261261E-2,0.8,1200,,
609,,609,700165,25,1003,1,2,960,50,55_90,1.1261261261261261E-2,0.8,1200,,
610,,610,700180,25,1003,1,2,1280,50,55_90,1.1261261261261261E-2,0.8,1600,,
611,,611,700188,25,1003,1,2,1280,50,55_90,1.1261261261261261E-2,0.8,1600,,
701,,701,704020,31,1004,5,8,850,10,1_90,1,1,85,,
702,,702,704023,32,1004,5,8,850,10,1_90,1,1,85,,
703,,703,801001,33,1004,10,8,20,10,1_90,0.25,1,1,,
704,,704,801002,33,1004,5,8,20,10,1_90,0.25,1,2,,
705,,705,801003,33,1004,2,8,40,10,1_90,0.25,1,10,,
706,,706,801004,33,1004,1,8,120,10,1_90,0.25,1,60,,
707,,707,806005,34,1004,5,8,80,10,1_40,0.25,1,8,,
708,,708,806006,34,1004,5,8,380,10,20_60,0.25,1,38,,
709,,709,806007,34,1004,5,8,1000,10,40_80,0.25,1,100,,
710,,710,806008,34,1004,5,8,2850,10,60_90,0.25,1,285,,
711,,711,604925,35,1004,5,8,500,10,1_40,0.33333333333333331,1,50,,
712,,712,604926,35,1004,5,8,600,10,20_60,0.33333333333333331,1,60,,
713,,713,604927,35,1004,5,8,900,10,40_90,0.33333333333333331,1,90,,
801,,801,704002,41,1005,5,5,850,10,1_90,1,1,85,,
802,,802,704016,42,1005,5,5,850,10,1_90,0.5,1,85,,
803,,803,704016,42,1005,5,5,850,10,1_90,0.5,1,85,,
804,,804,806551,43,1005,1,5,100,10,1_90,1,1,50,,
805,,805,806501,44,1005,10,5,20,10,1_90,1,1,1,,
806,,806,806502,45,1005,10,5,100,10,1_90,1,1,5,,
807,,807,806503,46,1005,5,5,180,10,1_90,1,1,18,,
808,,808,806504,47,1005,3,5,320,10,1_90,1,1,53.333333333333336,,
809,,809,806505,48,1005,1,5,360,10,1_90,1,1,180,,
901,,901,704013,51,1006,5,9,850,10,1_90,0.5,1,85,,
902,,902,704013,51,1006,5,9,850,10,1_90,0.5,1,85,,
903,,903,704024,52,1006,5,9,850,10,1_90,0.5,1,85,,
904,,904,704024,52,1006,5,9,850,10,1_90,0.5,1,85,,
905,,905,803001,54,1006,10,9,20,10,1_40,0.25,1,1,,
906,,906,803002,54,1006,10,9,200,10,1_55,0.25,1,10,,
907,,907,803003,54,1006,5,9,500,10,40_90,0.25,1,50,,
908,,908,803004,54,1006,5,9,2000,10,55_90,0.25,1,200,,
909,,909,806554,55,1006,1,9,3900,50,1_90,0.26315789473684209,1,1920,,
910,,910,806557,55,1006,1,9,3100,50,1_90,0.26315789473684209,1,1536,,
911,,911,806569,55,1006,1,9,3100,50,1_90,0.26315789473684209,1,1536,,
912,,912,806558,55,1006,1,9,4700,10,1_90,5.2631578947368418E-2,1,2304,,
913,,913,806565,55,1006,1,9,4700,10,1_90,5.2631578947368418E-2,1,2304,,
914,,914,806567,55,1006,1,9,4700,10,1_90,5.2631578947368418E-2,1,2304,,
915,,915,806572,55,1006,1,9,4700,10,1_90,5.2631578947368418E-2,1,2304,,
1001,,1001,704018,61,1007,5,7,300,10,1_90,0.5,1,60,,
1002,,1002,704018,61,1007,5,7,300,10,1_90,0.5,1,60,,
1003,,1003,704011,62,1007,5,7,300,10,1_90,1,1,60,,
1004,,1004,802001,63,1007,10,7,25,10,1_90,0.25,1,2.25,,
1005,,1005,802002,63,1007,10,7,70,10,1_90,0.25,1,6.75,,
1006,,1006,802003,63,1007,10,7,105,10,1_90,0.25,1,10.5,,
1007,,1007,802004,63,1007,10,7,150,10,1_90,0.25,1,15,,
1008,,1008,700001,64,1007,1,7,5,10,1_43,2.2727272727272726E-3,1,3,,
1009,,1009,700013,64,1007,1,7,5,10,1_43,2.2727272727272726E-3,1,3,,
1010,,1010,700025,64,1007,1,7,5,10,1_43,2.2727272727272726E-3,1,3,,
1011,,1011,700001,64,1007,1,7,5,10,1_43,2.2727272727272726E-3,1,3,,
1012,,1012,700061,64,1007,1,7,5,10,1_43,2.2727272727272726E-3,1,3,,
1013,,1013,700073,64,1007,1,7,5,10,1_43,2.2727272727272726E-3,1,3,,
1014,,1014,700091,64,1007,1,7,5,10,1_43,2.2727272727272726E-3,1,3,,
1015,,1015,700100,64,1007,1,7,5,10,1_43,2.2727272727272726E-3,1,3,,
1016,,1016,700112,64,1007,1,7,5,10,1_43,2.2727272727272726E-3,1,3,,
1017,,1017,700124,64,1007,1,7,5,10,1_43,2.2727272727272726E-3,1,3,,
1018,,1018,700136,64,1007,1,7,5,10,1_43,2.2727272727272726E-3,1,3,,
1019,,1019,700148,64,1007,1,7,5,10,1_43,2.2727272727272726E-3,1,3,,
1020,,1020,700157,64,1007,1,7,5,10,1_43,2.2727272727272726E-3,1,3,,
1021,,1021,700174,64,1007,1,7,5,10,1_43,2.2727272727272726E-3,1,3,,
1022,,1022,700181,64,1007,1,7,5,10,1_43,2.2727272727272726E-3,1,3,,
1023,,1023,700002,64,1007,1,7,10,10,1_43,2.2727272727272726E-3,1,6,,
1024,,1024,700014,64,1007,1,7,10,10,1_43,2.2727272727272726E-3,1,6,,
1025,,1025,700026,64,1007,1,7,10,10,1_43,2.2727272727272726E-3,1,6,,
1026,,1026,700038,64,1007,1,7,10,10,1_43,2.2727272727272726E-3,1,6,,
1027,,1027,700062,64,1007,1,7,10,10,1_43,2.2727272727272726E-3,1,6,,
1028,,1028,700074,64,1007,1,7,10,10,1_43,2.2727272727272726E-3,1,6,,
1029,,1029,700101,64,1007,1,7,10,10,1_43,2.2727272727272726E-3,1,6,,
1030,,1030,700113,64,1007,1,7,10,10,1_43,2.2727272727272726E-3,1,6,,
1031,,1031,700125,64,1007,1,7,10,10,1_43,2.2727272727272726E-3,1,6,,
1032,,1032,700137,64,1007,1,7,10,10,1_43,2.2727272727272726E-3,1,6,,
1033,,1033,700149,64,1007,1,7,10,10,1_43,2.2727272727272726E-3,1,6,,
1034,,1034,700158,64,1007,1,7,10,10,1_43,2.2727272727272726E-3,1,6,,
1035,,1035,700003,64,1007,1,7,10,10,1_43,2.2727272727272726E-3,1,9,,
1036,,1036,700015,64,1007,1,7,10,10,1_43,2.2727272727272726E-3,1,9,,
1037,,1037,700027,64,1007,1,7,10,10,1_43,2.2727272727272726E-3,1,9,,
1038,,1038,700039,64,1007,1,7,10,10,1_43,2.2727272727272726E-3,1,9,,
1039,,1039,700063,64,1007,1,7,10,10,1_43,2.2727272727272726E-3,1,9,,
1040,,1040,700064,64,1007,1,7,15,10,1_43,2.2727272727272726E-3,1,12,,
1041,,1041,700004,64,1007,1,7,30,10,1_43,2.2727272727272726E-3,1,30,,
1042,,1042,700016,64,1007,1,7,30,10,1_43,2.2727272727272726E-3,1,30,,
1043,,1043,700028,64,1007,1,7,30,10,1_43,2.2727272727272726E-3,1,30,,
1044,,1044,700040,64,1007,1,7,30,10,1_43,2.2727272727272726E-3,1,30,,
1045,,1045,700092,64,1007,1,7,35,10,1_43,2.2727272727272726E-3,1,33,,
1046,,1046,700096,64,1007,1,7,35,10,1_43,2.2727272727272726E-3,1,33,,
1047,,1047,700103,64,1007,1,7,30,10,1_43,2.2727272727272726E-3,1,30,,
1048,,1048,700115,64,1007,1,7,30,10,1_43,2.2727272727272726E-3,1,30,,
1049,,1049,700127,64,1007,1,7,30,10,1_43,2.2727272727272726E-3,1,30,,
1050,,1050,700139,64,1007,1,7,30,10,1_43,2.2727272727272726E-3,1,30,,
1051,,1051,700005,64,1007,1,7,45,30,23_61,6.8181818181818179E-3,1,41,,
1052,,1052,700017,64,1007,1,7,45,30,23_61,6.8181818181818179E-3,1,41,,
1053,,1053,700029,64,1007,1,7,45,30,23_61,6.8181818181818179E-3,1,41,,
1054,,1054,700041,64,1007,1,7,45,30,23_61,6.8181818181818179E-3,1,41,,
1055,,1055,700065,64,1007,1,7,35,30,23_61,6.8181818181818179E-3,1,35,,
1056,,1056,700104,64,1007,1,7,45,30,23_61,6.8181818181818179E-3,1,41,,
1057,,1057,700116,64,1007,1,7,45,30,23_61,6.8181818181818179E-3,1,41,,
1058,,1058,700128,64,1007,1,7,45,30,23_61,6.8181818181818179E-3,1,41,,
1059,,1059,700140,64,1007,1,7,45,30,23_61,6.8181818181818179E-3,1,41,,
1060,,1060,700176,64,1007,1,7,35,30,23_61,6.8181818181818179E-3,1,35,,
1061,,1061,700183,64,1007,1,7,35,30,23_61,6.8181818181818179E-3,1,35,,
1062,,1062,700006,64,1007,1,7,70,30,23_61,6.8181818181818179E-3,1,70,,
1063,,1063,700018,64,1007,1,7,70,30,23_61,6.8181818181818179E-3,1,70,,
1064,,1064,700030,64,1007,1,7,70,30,23_61,6.8181818181818179E-3,1,70,,
1065,,1065,700042,64,1007,1,7,70,30,23_61,6.8181818181818179E-3,1,70,,
1066,,1066,700105,64,1007,1,7,80,30,23_61,6.8181818181818179E-3,1,76,,
1067,,1067,700117,64,1007,1,7,80,30,23_61,6.8181818181818179E-3,1,76,,
1068,,1068,700129,64,1007,1,7,80,30,23_61,6.8181818181818179E-3,1,76,,
1069,,1069,700141,64,1007,1,7,80,30,23_61,6.8181818181818179E-3,1,76,,
1070,,1070,700066,64,1007,1,7,50,30,23_61,6.8181818181818179E-3,1,47,,
1071,,1071,700093,64,1007,1,7,75,30,23_61,6.8181818181818179E-3,1,73,,
1072,,1072,700097,64,1007,1,7,75,30,23_61,6.8181818181818179E-3,1,73,,
1073,,1073,700153,64,1007,1,7,70,30,23_61,6.8181818181818179E-3,1,70,,
1074,,1074,700007,64,1007,1,7,190,40,41_85,9.0909090909090905E-3,1,190,,
1075,,1075,700019,64,1007,1,7,190,40,41_85,9.0909090909090905E-3,1,190,,
1076,,1076,700031,64,1007,1,7,190,40,41_85,9.0909090909090905E-3,1,190,,
1077,,1077,700043,64,1007,1,7,190,40,41_85,9.0909090909090905E-3,1,190,,
1078,,1078,700067,64,1007,1,7,160,40,41_85,9.0909090909090905E-3,1,160,,
1079,,1079,700106,64,1007,1,7,190,40,41_85,9.0909090909090905E-3,1,190,,
1080,,1080,700118,64,1007,1,7,190,40,41_85,9.0909090909090905E-3,1,190,,
1081,,1081,700130,64,1007,1,7,190,40,41_85,9.0909090909090905E-3,1,190,,
1082,,1082,700142,64,1007,1,7,190,40,41_85,9.0909090909090905E-3,1,190,,
1083,,1083,700177,64,1007,1,7,160,40,41_85,9.0909090909090905E-3,1,160,,
1084,,1084,700185,64,1007,1,7,160,40,41_85,9.0909090909090905E-3,1,160,,
1085,,1085,700008,64,1007,1,7,310,40,41_85,9.0909090909090905E-3,1,310,,
1086,,1086,700020,64,1007,1,7,310,40,41_85,9.0909090909090905E-3,1,310,,
1087,,1087,700032,64,1007,1,7,310,40,41_85,9.0909090909090905E-3,1,310,,
1088,,1088,700044,64,1007,1,7,310,40,41_85,9.0909090909090905E-3,1,310,,
1089,,1089,700068,64,1007,1,7,240,40,41_85,9.0909090909090905E-3,1,240,,
1090,,1090,700107,64,1007,1,7,270,40,41_85,9.0909090909090905E-3,1,270,,
1091,,1091,700119,64,1007,1,7,270,40,41_85,9.0909090909090905E-3,1,270,,
1092,,1092,700131,64,1007,1,7,270,40,41_85,9.0909090909090905E-3,1,270,,
1093,,1093,700143,64,1007,1,7,270,40,41_85,9.0909090909090905E-3,1,270,,
1094,,1094,700009,64,1007,1,7,470,40,41_85,9.0909090909090905E-3,1,470,,
1095,,1095,700021,64,1007,1,7,470,40,41_85,9.0909090909090905E-3,1,470,,
1096,,1096,700033,64,1007,1,7,470,40,41_85,9.0909090909090905E-3,1,470,,
1097,,1097,700045,64,1007,1,7,470,40,41_85,9.0909090909090905E-3,1,470,,
1098,,1098,700094,64,1007,1,7,245,40,41_85,9.0909090909090905E-3,1,243,,
1099,,1099,700098,64,1007,1,7,245,40,41_85,9.0909090909090905E-3,1,243,,
1100,,1100,700108,64,1007,1,7,430,40,41_85,9.0909090909090905E-3,1,430,,
1101,,1101,700120,64,1007,1,7,430,40,41_85,9.0909090909090905E-3,1,430,,
1102,,1102,700132,64,1007,1,7,430,40,41_85,9.0909090909090905E-3,1,430,,
1103,,1103,700144,64,1007,1,7,430,40,41_85,9.0909090909090905E-3,1,430,,
1104,,1104,700178,64,1007,1,7,400,40,41_85,9.0909090909090905E-3,1,400,,
1105,,1105,700186,64,1007,1,7,400,40,41_85,9.0909090909090905E-3,1,400,,
1106,,1106,700010,64,1007,1,7,800,50,65_90,1.1363636363636364E-2,1,800,,
1107,,1107,700022,64,1007,1,7,800,50,65_90,1.1363636363636364E-2,1,800,,
1108,,1108,700034,64,1007,1,7,800,50,65_90,1.1363636363636364E-2,1,800,,
1109,,1109,700046,64,1007,1,7,800,50,65_90,1.1363636363636364E-2,1,800,,
1110,,1110,700070,64,1007,1,7,800,50,65_90,1.1363636363636364E-2,1,800,,
1111,,1111,700082,64,1007,1,7,800,50,65_90,1.1363636363636364E-2,1,800,,
1112,,1112,700109,64,1007,1,7,800,50,65_90,1.1363636363636364E-2,1,800,,
1113,,1113,700121,64,1007,1,7,800,50,65_90,1.1363636363636364E-2,1,800,,
1114,,1114,700133,64,1007,1,7,800,50,65_90,1.1363636363636364E-2,1,800,,
1115,,1115,700145,64,1007,1,7,800,50,65_90,1.1363636363636364E-2,1,800,,
1116,,1116,700155,64,1007,1,7,800,50,65_90,1.1363636363636364E-2,1,800,,
1117,,1117,700164,64,1007,1,7,800,50,65_90,1.1363636363636364E-2,1,800,,
1118,,1118,700011,64,1007,1,7,1200,50,65_90,1.1363636363636364E-2,1,1200,,
1119,,1119,700023,64,1007,1,7,1200,50,65_90,1.1363636363636364E-2,1,1200,,
1120,,1120,700035,64,1007,1,7,1200,50,65_90,1.1363636363636364E-2,1,1200,,
1121,,1121,700047,64,1007,1,7,1200,50,65_90,1.1363636363636364E-2,1,1200,,
1122,,1122,700071,64,1007,1,7,1200,50,65_90,1.1363636363636364E-2,1,1200,,
1123,,1123,700083,64,1007,1,7,1200,50,65_90,1.1363636363636364E-2,1,1200,,
1124,,1124,700110,64,1007,1,7,1200,50,65_90,1.1363636363636364E-2,1,1200,,
1125,,1125,700122,64,1007,1,7,1200,50,65_90,1.1363636363636364E-2,1,1200,,
1126,,1126,700134,64,1007,1,7,1200,50,65_90,1.1363636363636364E-2,1,1200,,
1127,,1127,700146,64,1007,1,7,1200,50,65_90,1.1363636363636364E-2,1,1200,,
1128,,1128,700179,64,1007,1,7,1200,50,65_90,1.1363636363636364E-2,1,1200,,
1129,,1129,700187,64,1007,1,7,1200,50,65_90,1.1363636363636364E-2,1,1200,,
1130,,1130,700012,64,1007,1,7,1600,50,65_90,1.1363636363636364E-2,1,1600,,
1131,,1131,700024,64,1007,1,7,1600,50,65_90,1.1363636363636364E-2,1,1600,,
1132,,1132,700036,64,1007,1,7,1600,50,65_90,1.1363636363636364E-2,1,1600,,
1133,,1133,700048,64,1007,1,7,1600,50,65_90,1.1363636363636364E-2,1,1600,,
1134,,1134,700072,64,1007,1,7,1600,50,65_90,1.1363636363636364E-2,1,1600,,
1135,,1135,700084,64,1007,1,7,1600,50,65_90,1.1363636363636364E-2,1,1600,,
1136,,1136,700095,64,1007,1,7,800,50,65_90,1.1363636363636364E-2,1,800,,
1137,,1137,700099,64,1007,1,7,800,50,65_90,1.1363636363636364E-2,1,800,,
1138,,1138,700111,64,1007,1,7,1600,50,65_90,1.1363636363636364E-2,1,1600,,
1139,,1139,700123,64,1007,1,7,1600,50,65_90,1.1363636363636364E-2,1,1600,,
1140,,1140,700135,64,1007,1,7,1600,50,65_90,1.1363636363636364E-2,1,1600,,
1141,,1141,700147,64,1007,1,7,1600,50,65_90,1.1363636363636364E-2,1,1600,,
1142,,1142,700156,64,1007,1,7,1200,50,65_90,1.1363636363636364E-2,1,1200,,
1143,,1143,700165,64,1007,1,7,1200,50,65_90,1.1363636363636364E-2,1,1200,,
1144,,1144,700180,64,1007,1,7,1600,50,65_90,1.1363636363636364E-2,1,1600,,
1145,,1145,700188,64,1007,1,7,1600,50,65_90,1.1363636363636364E-2,1,1600,,
1146,,1146,700001,65,1007,1,7,5,10,1_43,2.1929824561403508E-3,1,3,,
1147,,1147,700013,65,1007,1,7,5,10,1_43,2.1929824561403508E-3,1,3,,
1148,,1148,700025,65,1007,1,7,5,10,1_43,2.1929824561403508E-3,1,3,,
1149,,1149,700001,65,1007,1,7,5,10,1_43,2.1929824561403508E-3,1,3,,
1150,,1150,700061,65,1007,1,7,5,10,1_43,2.1929824561403508E-3,1,3,,
1151,,1151,700073,65,1007,1,7,5,10,1_43,2.1929824561403508E-3,1,3,,
1152,,1152,700091,65,1007,1,7,5,10,1_43,2.1929824561403508E-3,1,3,,
1153,,1153,700100,65,1007,1,7,5,10,1_43,2.1929824561403508E-3,1,3,,
1154,,1154,700112,65,1007,1,7,5,10,1_43,2.1929824561403508E-3,1,3,,
1155,,1155,700124,65,1007,1,7,5,10,1_43,2.1929824561403508E-3,1,3,,
1156,,1156,700136,65,1007,1,7,5,10,1_43,2.1929824561403508E-3,1,3,,
1157,,1157,700148,65,1007,1,7,5,10,1_43,2.1929824561403508E-3,1,3,,
1158,,1158,700157,65,1007,1,7,5,10,1_43,2.1929824561403508E-3,1,3,,
1159,,1159,700174,65,1007,1,7,5,10,1_43,2.1929824561403508E-3,1,3,,
1160,,1160,700181,65,1007,1,7,5,10,1_43,2.1929824561403508E-3,1,3,,
1161,,1161,700002,65,1007,1,7,10,10,1_43,2.1929824561403508E-3,1,6,,
1162,,1162,700014,65,1007,1,7,10,10,1_43,2.1929824561403508E-3,1,6,,
1163,,1163,700026,65,1007,1,7,10,10,1_43,2.1929824561403508E-3,1,6,,
1164,,1164,700038,65,1007,1,7,10,10,1_43,2.1929824561403508E-3,1,6,,
1165,,1165,700062,65,1007,1,7,10,10,1_43,2.1929824561403508E-3,1,6,,
1166,,1166,700074,65,1007,1,7,10,10,1_43,2.1929824561403508E-3,1,6,,
1167,,1167,700101,65,1007,1,7,10,10,1_43,2.1929824561403508E-3,1,6,,
1168,,1168,700113,65,1007,1,7,10,10,1_43,2.1929824561403508E-3,1,6,,
1169,,1169,700125,65,1007,1,7,10,10,1_43,2.1929824561403508E-3,1,6,,
1170,,1170,700137,65,1007,1,7,10,10,1_43,2.1929824561403508E-3,1,6,,
1171,,1171,700149,65,1007,1,7,10,10,1_43,2.1929824561403508E-3,1,6,,
1172,,1172,700158,65,1007,1,7,10,10,1_43,2.1929824561403508E-3,1,6,,
1173,,1173,702004,65,1007,5,7,30,10,1_43,2.1929824561403508E-3,1,6,,
1174,,1174,707092,65,1007,5,7,30,10,1_43,2.1929824561403508E-3,1,6,,
1175,,1175,707096,65,1007,5,7,30,10,1_43,2.1929824561403508E-3,1,6,,
1176,,1176,702103,65,1007,5,7,30,10,1_43,2.1929824561403508E-3,1,6,,
1177,,1177,702041,65,1007,5,7,30,10,1_43,2.1929824561403508E-3,1,6,,
1178,,1178,702140,65,1007,5,7,30,10,1_43,2.1929824561403508E-3,1,6,,
1179,,1179,702141,65,1007,5,7,30,10,1_43,2.1929824561403508E-3,1,6,,
1180,,1180,702106,65,1007,5,7,30,10,1_43,2.1929824561403508E-3,1,6,,
1181,,1181,702056,65,1007,5,7,30,10,1_43,2.1929824561403508E-3,1,6,,
1182,,1182,702052,65,1007,5,7,30,10,1_43,2.1929824561403508E-3,1,6,,
1183,,1183,707040,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1184,,1184,707139,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1185,,1185,707005,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1186,,1186,707017,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1187,,1187,707029,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1188,,1188,702065,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1189,,1189,707104,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1190,,1190,707116,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1191,,1191,707128,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1192,,1192,702087,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1193,,1193,702176,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1194,,1194,702153,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1195,,1195,702170,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1196,,1196,702183,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1197,,1197,702006,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1198,,1198,702058,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1199,,1199,707115,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1200,,1200,707105,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1201,,1201,707117,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1202,,1202,707129,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
