key,Remarks,mapID,relevantID,previousLevelID,levelID,battleSceneID,name,posX,posY,storyLevel,levelType,subtype,eliteLevelIcon,intro,items,firstDropItems,coin,playerExp,heroExp,succSubPower,failSubPower,extraRewards,extraRewardsNum,resetNum,hidePauseButton,canSpeedAdd,forceAutoFight,cameraMoveType,battleType,recommendedPower,minPower,maxPower,monsterInfo,rewardInfo,boxX,boxY,modelPrefabPath,modelPlayPeriod,tipsBubble,tipsUnlock,tipsName,dropGuarantee
110708,,1013,,110707,110708,200402,优雅冰雕,3,-24,"0,0,0,0,0,0,1",,2,Hero_head/head_GaoYouGan,高友乾拥有寒冰之力，崇尚美丽与优雅，是个外表奇特的人。,"31164,31224,34028,200000","38357,38055,31164,31224",990,60,60,6,1,803002,1,,,1,,1,1,93450,88777,98122,,,,,,,,宝石镶嵌,优雅冰雕,1001
110709,,1013,,110708,110709,200402,死亡气息,-102,37,"0,0,0,0,0,0,0",,1,,每当有战事，人界都会陷入痛苦。,"31173,31233,34028,200000","38358,38056,31173,31233",990,60,60,6,1,803002,1,,,1,,1,1,95565,90786,100343,,,,,,,,,死亡气息,1001
110710,,1013,,110709,110710,200402,血蝠,139,142,"0,0,0,0,0,0,1",,2,Hero_head/head_DongTianJun,董天君也是金鳌岛十天君之一，邪恶的外表像是一只夜行蝙蝠。,"31173,31233,34028,200000","38359,38057,31173,31233",1008,60,60,6,1,803002,1,,,1,,1,1,98086,93181,102990,,808014,231,135,,,,,血蝠,1001
110711,,1013,,110710,110711,200402,妖路,357,201,"0,0,0,0,0,0,0",,1,,地面在震动，是因为九龙岛的封印被解开了吗？,"31182,31242,34028,200000","38360,38058,31182,31242",1008,60,60,6,1,803002,1,,,1,,1,1,100611,95580,105641,,,,,,,,,妖路,1001
110712,,1013,,110711,110712,200403,巨盾战士,361,-96,"0,0,0,0,0,0,0",,3,Hero_head/head_TianLeiJinJiu,通往岛内腹地的地方，早有做好准备的敌人,"31182,31242,34028,200000","38361,38059,31182,31242",1008,60,60,6,1,803002,1,,,1,,1,1,103140,97983,108297,,,,,,,,,巨盾战士,1001
120701,,1014,110702,120606,120701,200402,霸黄泉,-82,136,"0,0,0,0,0,0,0",1,2,Hero_head/head_LiXingBa,黄泉碧落，勾魂引魄。,"2001024,30017,34031,200000","38227,2001024,30017,34031",1932,120,120,12,1,803002,2,3,,1,,1,1,246809,234468,259149,,808512,16,175,,,,,霸黄泉,1001
120702,,1014,110704,120701,120702,200402,崩山石,-284,5,"0,0,0,0,0,0,0",1,2,Hero_head/head_YangSen,杨森的拳头，有山崩地裂之势。,"2001025,30015,34031,200000","38228,2001025,30015,34031",1956,120,120,12,1,803002,2,3,,1,,1,1,258162,245253,271070,,,,,,,,,崩山石,1001
120703,,1014,110706,120702,120703,200403,裂天地,-170,-148,"0,0,0,0,0,0,0",1,3,Hero_head/head_AnShiMoShen,为了守护，神兽不会有所保留。,"2001026,30001,34031,200000","38229,2001026,30001,34031",1956,120,120,12,1,803002,2,3,,1,,1,1,272733,259096,286369,,808513,-98,-166,,,,,裂天地,1001
120704,,1014,110708,120703,120704,200402,雅风雪,3,-24,"0,0,0,0,0,0,0",1,2,Hero_head/head_GaoYouGan,在冰雪中舞蹈的人，把美丽当成了信仰。,"2001027,30014,34031,200000","38230,2001027,30014,34031",1980,120,120,12,1,803002,2,3,,1,,1,1,287323,272956,301689,,,,,,,,,雅风雪,1001
120705,,1014,110710,120704,120705,200402,诡夜影,139,142,"0,0,0,0,0,0,0",1,2,Hero_head/head_DongTianJun,在暗夜中潜行，在血光中消失。,"2001028,30025,34032,200000","38231,2001028,30025,34031",2016,120,120,12,1,803002,2,3,,1,,1,1,302412,287291,317532,,808514,231,135,,,,,诡夜影,1001
120706,,1014,110712,120705,120706,200403,盾生死,361,-96,"0,0,0,0,0,0,0",1,3,Hero_head/head_TianLeiJinJiu,离腹地越来越近，危险也逐步逼近……,"2001029,30002,34032,200000","38232,2001029,30002,34031",2016,120,120,12,1,803002,2,3,,1,,1,1,317529,301652,333405,,,,,,,,,盾生死,1001
110801,,1015,,110712,110801,200501,四圣之忠,-294,125,"1,0,0,0,0,0,0",,1,,岛内腹地，更加的阴森，整座九龙岛似乎都在恸哭。,"31191,31251,34029,200000","38362,38060,31191,31251",1020,60,60,6,1,803002,1,,,1,,1,1,108051,102648,113453,,,,,,,,,四圣之忠,1001
110802,,1015,,110801,110802,200501,无法妥协,-299,-57,"0,0,0,0,0,0,1",,2,Hero_head/head_GaoYouGan,漫天的飞雪，隐藏着寂静的杀意,"31191,31251,34029,200000","38363,38061,31191,31251",1020,60,60,6,1,803002,1,,,1,,1,1,112952,107304,118599,,808015,-208,-15,,,,,无法妥协,1001
110803,,1015,,110802,110803,200501,敌援,-112,17,"0,0,0,0,0,0,0",,1,,四圣一个个被击败，却没有法阵的踪影。,"31199,31207,34029,200000","38364,38062,31199,31207",1020,60,60,6,1,803002,1,,,1,,1,1,117844,111951,123736,,,,,,,,,敌援,1001
110804,,1015,,110803,110804,200501,幽冥鬼蝠,-29,-98,"1,0,0,0,0,0,0",,2,Hero_head/head_DongTianJun,四圣中的王魔一直没有出现，法阵难道在她手中？,"31199,31207,34030,200000","38365,38063,31199,31207",1032,60,60,6,1,803002,1,,,1,,1,1,121334,115267,127400,,,,,,,,,幽冥鬼蝠,1001
110805,,1015,,110804,110805,200501,腹地法阵,60,-117,"0,0,0,0,0,0,0",,1,,法阵已经被带走，看来要先出岛才能从长计议。,"31261,31268,34030,200000","38366,38064,31261,31268",1032,60,60,6,1,803002,1,,,1,,1,1,124779,118540,131017,,,,,,,,,腹地法阵,1001
110806,,1015,,110805,110806,200503,镇守魔神,129,88,"0,0,0,0,0,0,0",,3,Hero_head/head_SanTouLongYan,危险如影随形，加倍小心。,"31261,31268,34030,200000","38367,38065,31261,31268",1032,60,60,6,1,803002,1,,,1,,1,1,128180,121771,134589,,808016,41,93,,,,,镇守魔神,1001
110807,,1015,,110806,110807,200501,十天君,253,188,"0,0,0,0,0,0,0",,1,,细长的山道，延绵不断的是敌人的身影,"31165,31225,34033,200000","38368,38066,31165,31225",1050,60,60,6,1,803002,1,,,1,,1,1,132660,126027,139293,,,,,,,,,十天君,1001
110808,,1015,,110807,110808,200501,闪耀之光,403,144,"0,0,0,0,0,0,1",,2,Hero_head/head_JinGuangShengMu,神秘的金色光芒，神秘的图腾，她是谁？,"31165,31225,34033,200000","38369,38067,31165,31225",1050,60,60,6,1,803002,1,,,1,,1,1,137144,130286,144001,,,,,,,,,闪耀之光,1001
110809,,1015,,110808,110809,200501,邪力,332,66,"1,0,0,0,0,0,0",,1,,看来要出岛没有想象的那么简单。,"31174,31234,34033,200000","38370,38068,31174,31234",1062,60,60,6,1,803002,1,,,1,,1,1,141632,134550,148713,,,,,,,,,邪力,1001
110810,,1015,,110809,110810,200501,再战妲己,238,-109,"1,0,0,0,0,0,1",,2,Hero_head/head_DaJi,寻找了许久的妲己竟然主动出现在我们面前，究竟是何原因？,"31174,31234,34034,200000","38371,38069,31174,31234",1062,60,60,6,1,803002,1,,,1,,1,1,146280,138966,153594,,808017,332,-57,,,,,再战妲己,1001
110811,,1015,,110810,110811,200501,北海之乱,355,-124,"0,0,0,0,0,0,0",,1,,陷阱？就算是陷阱也必须跳进去。,"31183,31243,34034,200000","38372,38070,31183,31243",1074,60,60,6,1,803002,1,,,1,,1,1,150934,143387,158480,,,,,,,,,北海之乱,1001
110812,,1015,,110811,110812,200503,九龙圣兽,465,-44,"0,0,0,0,0,0,0",,3,Hero_head/head_EMoZhiXin,北海在极北之地，挑战最后一个守护兽后赶紧出发吧。,"31183,31243,34034,200000","38373,38071,31183,31243",1074,60,60,6,1,803002,1,,,1,,1,1,155594,147814,163373,,,,,,,,,九龙圣兽,1001
120801,,1016,110802,120706,120801,200501,遇强则强,-299,-57,"0,0,0,0,0,0,0",1,2,Hero_head/head_GaoYouGan,漫天的飞雪，隐藏着寂静的杀意,"2001030,30024,34031,200000","38233,2001030,30024,34031",2040,120,120,12,1,803002,2,3,,1,,1,1,331112,314556,347667,,808515,-208,-15,,,,,遇强则强,1001
120802,,1016,110804,120801,120802,200501,鬼影,-29,-98,"0,0,0,0,0,0,0",1,2,Hero_head/head_DongTianJun,法阵被带走，前路如何继续？,"2001031,30003,34041,200000","38234,2001031,30003,34035",2064,120,120,12,1,803002,2,3,,1,,1,1,344658,327425,361890,,,,,,,,,鬼影,1001
120803,,1016,110806,120802,120803,200503,九龙魔像,129,88,"0,0,0,0,0,0,0",1,3,Hero_head/head_SanTouLongYan,危险如影随形，加倍小心。,"2001032,30039,34041,200000","38235,2001032,30039,34035",2064,120,120,12,1,803002,2,3,,1,,1,1,360742,342704,378779,,808516,41,93,,,,,九龙魔像,1001
120804,,1016,110808,120803,120804,200501,金光,403,144,"0,0,0,0,0,0,0",1,2,Hero_head/head_JinGuangShengMu,金光闪耀，灼伤万物。,"2001033,30015,34045,200000","38236,2001033,30015,34041",2100,120,120,12,1,803002,2,3,,1,,1,1,376776,357937,395614,,,,,,,,,金光,1001
120805,,1016,110810,120804,120805,200501,妖姬,238,-109,"0,0,0,0,0,0,0",1,2,Hero_head/head_DaJi,倾国的妖姬，魅惑入骨。,"2001034,30001,34046,200000","38237,2001034,30001,34045",2124,120,120,12,1,803002,2,3,,1,,1,1,392194,372584,411803,,808517,332,-57,,,,,妖姬,1001
120806,,1016,110812,120805,120806,200503,天雷圣兽,465,-44,"0,0,0,0,0,0,0",1,3,Hero_head/head_EMoZhiXin,通往北海的路越是艰辛，越让人觉得此行十分重要。,"2001035,30014,34048,200000","38238,2001035,30014,34045",2148,120,120,12,1,803002,2,3,,1,,1,1,407626,387244,428007,,,,,,,,,天雷圣兽,1001
110901,,1017,,110812,110901,200603,北方之巅,-244,162,"1,0,0,0,0,0,0",,1,,雪地中传来战火的味道，北海也在发生着什么。,"31192,31252,34036,200000","38374,38072,31192,31252",1092,60,60,6,1,803002,1,,,1,,1,1,159752,151764,167739,,,,,,,,,北方之巅,1001
110902,,1017,,110901,110902,200603,冰天雪地,-283,-9,"0,0,0,0,0,0,0",,2,Hero_head/head_ZhangTianJun,城内死寂，城外荒芜，出现的人却不是来迎接我们,"31192,31252,34036,200000","38375,38073,31192,31252",1092,60,60,6,1,803002,1,,,1,,1,1,163903,155707,172098,,808018,-193,40,,,,巅峰竞技场,冰天雪地,1001
110903,,1017,,110902,110903,200603,雪变,-88,53,"0,0,0,0,0,0,0",,1,,看来北海想要反抗殷商，妲己究竟是为何要让我们前来？,"31200,31208,34036,200000","38376,38074,31200,31208",1092,60,60,6,1,803002,1,,,1,,1,1,168048,159645,176450,,,,,,,,,雪变,1001
110904,,1017,,110903,110904,200601,妖兵入侵,44,59,"0,0,0,0,0,0,0",,2,Hero_head/head_DongTianJun,野兽一般的敌人从四面八方涌来,"31200,31208,34037,200000","38377,38075,31200,31208",1092,60,60,6,1,803002,1,,,1,,1,1,173021,164369,181672,,,,,,,,,妖兵入侵,1001
110905,,1017,,110904,110905,200601,兵营,-15,-19,"0,0,0,0,0,0,0",,1,,北海城被洗劫一番，幸存者也奄奄一息。,"31274,31280,34037,200000","38378,38076,31274,31280",1098,60,60,6,1,803002,1,,,1,,1,1,177981,169081,186880,,,,,,,,,兵营,1001
110906,,1017,,110905,110906,200602,狭路相逢,-168,-168,"0,0,0,0,0,0,0",,3,Hero_head/head_LingHunLieShou,战乱之处，有狩猎灵魂的魔神出现。,"31274,31280,34037,200000","38379,38077,31274,31280",1098,60,60,6,1,803002,1,,,1,,1,1,182932,173785,192078,,808019,-85,-168,,,,,狭路相逢,1001
110907,,1017,,110906,110907,200603,山道,12,-163,"0,0,0,0,0,0,0",,1,,灾难肆虐了整个北海城，需要扫清残敌,"31216,31220,34038,200000","38380,38078,31216,31220",1104,60,60,6,1,803002,1,,,1,,1,1,187682,178297,197066,,,,,,,,,山道,1001
110908,,1017,,110907,110908,200603,冰原雪怪,112,-130,"0,0,0,0,0,0,0",,2,Hero_head/head_YuanTianJun,北海在慢慢变成第二个西岐。,"31216,31220,34038,200000","38381,38079,31216,31220",1104,60,60,6,1,803002,1,,,1,,1,1,192434,182812,202055,,,,,,,,,冰原雪怪,1001
110909,,1017,,110908,110909,200603,禁止通行,267,-119,"0,0,0,0,0,0,0",,1,,敌人的敌人不一定是朋友，但可以用来对付敌人。这就是妲己的想法。,"31274,31280,34038,200000","38382,38080,31274,31280",1104,60,60,6,1,803002,1,,,1,,1,1,197190,187330,207049,,,,,,,,,禁止通行,1001
110910,,1017,,110909,110910,200601,初战闻仲,214,21,"0,0,0,0,0,0,0",,2,Hero_head/head_WenZhong,闻仲出现，带着满满的蔑视。,"31274,31280,34039,200000","38383,38081,31274,31280",1104,60,60,6,1,803002,1,,,1,,1,1,202135,192028,212241,,808020,295,17,,,,,初战闻仲,1001
110911,,1017,,110910,110911,200601,事有蹊跷,303,181,"1,0,0,0,0,0,0",,1,,闻仲似乎并不想与我们纠缠…,"31216,31220,34039,200000","38384,38082,31216,31220",1110,60,60,6,1,803002,1,,,1,,1,1,207070,196716,217423,,,,,,,,,事有蹊跷,1001
110912,,1017,,110911,110912,200602,乱斗,434,27,"0,0,0,0,0,0,0",,3,Hero_head/head_YuanGuDiLing,不受欢迎的东西总在最讨厌的时刻出现,"31216,31220,34039,200000","38385,38083,31216,31220",1110,60,60,6,1,803002,1,,,1,,1,1,211996,201396,222595,,,,,,,,,乱斗,1001
120901,,1018,110902,120806,120901,200603,天君法宝,-283,-9,"0,0,0,0,0,0,0",1,2,Hero_head/head_ZhangTianJun,大雪纷飞，砂被大雪包裹，但却包不住杀意。,"2001036,30025,34050,200000","38239,2001036,30025,34046",2184,120,120,12,1,803002,2,3,,1,,1,1,423642,402459,444824,,808518,-193,40,,,,,天君法宝,1001
120902,,1018,110904,120901,120902,200601,夜行,44,59,"0,0,0,0,0,0,0",1,2,Hero_head/head_DongTianJun,灾难，不仅是摧毁着城池，也在摧毁人们的希望。,"2001037,30002,34053,200000","38240,2001037,30002,34048",2184,120,120,12,1,803002,2,3,,1,,1,1,439621,417639,461602,,,,,,,,,夜行,1001
120903,,1018,110906,120902,120903,200602,魔光,-168,-168,"0,0,0,0,0,0,0",1,3,Hero_head/head_LingHunLieShou,灵魂被狩猎的人，便无法拥有下一世。,"2001038,30024,34053,200000","38241,2001038,30024,34048",2196,120,120,12,1,803002,2,3,,1,,1,1,455615,432834,478395,,808519,-85,-168,,,,,魔光,1001
120904,,1018,110908,120903,120904,200603,雪原,112,-130,"0,0,0,0,0,0,0",1,2,Hero_head/head_YuanTianJun,一个奇怪的人，他的周围除了冰块，什么都没有,"2001039,30003,34053,200000","38242,2001039,30003,34050",2208,120,120,12,1,803002,2,3,,1,,1,1,471623,448041,495204,,,,,,,,,雪原,1001
120905,,1018,110910,120904,120905,200601,嗜血,214,21,"0,0,0,0,0,0,0",1,2,Hero_head/head_WenZhong,闻仲对殷商的忠诚，让他做事绝不留情。,"2001040,30039,34054,200000","38243,2001040,30039,34053",2208,120,120,12,1,803002,2,3,,1,,1,1,484876,460632,509119,,808520,295,17,,,,,嗜血,1001
120906,,1018,110912,120905,120906,200602,斗士,434,27,"0,0,0,0,0,0,0",1,3,Hero_head/head_YuanGuDiLing,魔神，魔界的首领，不应存在在人界之中。,"2001041,30015,34059,200000","38244,2001041,30015,34053",2220,120,120,12,1,803002,2,3,,1,,1,1,501238,476176,526299,,,,,,,,,斗士,1001
111001,,1019,,110912,111001,200603,北海城堡,-224,-6,"1,0,0,0,0,0,0",,1,,披荆斩棘，终于来到了北海内城。,"31166,31226,34039,200000","38386,38084,31166,31226",1116,60,60,6,1,803002,1,,,1,,1,1,220027,209025,231028,,,,,,,,,北海城堡,1001
111002,,1019,,111001,111002,200603,光芒,-219,101,"0,0,0,0,0,0,0",,2,Hero_head/head_JinGuangShengMu,风雪中失去了闻仲的踪迹，但一道强光袭来。,"31166,31226,34039,200000","38387,38085,31166,31226",1116,60,60,6,1,803002,1,,,1,,1,1,228072,216668,239475,,808021,-146,85,,,,,光芒,1001
111003,,1019,,111002,111003,200603,内城激战,-106,155,"0,0,0,0,0,0,0",,1,,金光圣母似乎受了伤，难道有人在援助我们？,"31175,31235,34039,200000","38388,38086,31175,31235",1116,60,60,6,1,803002,1,,,1,,1,1,236131,224324,247937,,,,,,,,,内城激战,1001
111004,,1019,,111003,111004,200601,凛冽,,70,"0,0,0,0,0,0,0",,2,Hero_head/head_YuanTianJun,伤员与流民逐渐变多，一片惨象。,"31175,31235,34039,200000","38389,38087,31175,31235",1116,60,60,6,1,803002,1,,,1,,1,1,243512,231336,255687,,,,,,,,,凛冽,1001
111005,,1019,,111004,111005,200601,幸存者,-175,-69,"0,0,0,0,0,0,0",,1,,叛乱在逐渐被镇压，闻仲马上要成功了。,"31184,31244,34039,200000","38390,38088,31184,31244",1122,60,60,6,1,803002,1,,,1,,1,1,250889,238344,263433,,,,,,,,,幸存者,1001
111006,,1019,,111005,111006,200602,激战不断,-57,-121,"0,0,0,0,0,0,0",,3,Hero_head/head_ShenYuanTongShuai,冰雪纷飞，给战斗也制造了不少麻烦。,"31184,31244,34039,200000","38391,38089,31184,31244",1122,60,60,6,1,803002,1,,,1,,1,1,258261,245347,271174,,808022,6,-137,,,,,激战不断,1001
111007,,1019,,111006,111007,200603,肆虐,113,-155,"0,0,0,0,0,0,0",,1,,北海经历了巨大的风雪与妖兵的入侵…,"31193,31253,34040,200000","38392,38090,31193,31253",1122,60,60,6,1,803002,1,,,1,,1,1,266185,252875,279494,,,,,,,,,肆虐,1001
111008,,1019,,111007,111008,200603,悲惨状况,125,-49,"0,0,0,0,0,0,0",,2,Hero_head/head_ZhangTianJun,是否能找出法阵？,"31193,31253,34040,200000","38393,38091,31193,31253",1122,60,60,6,1,803002,1,,,1,,1,1,274115,260409,287820,,,,,,,,,悲惨状况,1001
111009,,1019,,111008,111009,200603,仇敌之至,226,61,"1,0,0,0,0,0,0",,1,,遇到了昆仑的人，终于有了一些好消息。,"31201,31209,34040,200000","38394,38092,31201,31209",1128,60,60,6,1,803002,1,,,1,,1,1,282051,267948,296153,,,,,,,,,仇敌之至,1001
111010,,1019,,111009,111010,200601,解决方法,246,-126,"0,0,0,0,0,0,1",,2,Hero_head/head_WenZhong,法阵被摧毁，但叛乱被镇压了，留下的只有恐惧与哀怨。,"31201,31209,34042,200000","38395,38093,31201,31209",1128,60,60,6,1,803002,1,,,1,,1,1,290028,275526,304529,,808023,301,-149,,,,,解决方法,1001
111011,,1019,,111010,111011,200601,努力追寻,385,-145,"1,0,0,0,0,0,0",,1,,两败俱伤，燃灯邀请我们回到昆仑，有什么在等待我们？,"31262,31269,34042,200000","38396,38094,31262,31269",1134,60,60,6,1,803002,1,,,1,,1,1,298009,283108,312909,,,,,,,,,努力追寻,1001
111012,,1019,,111011,111012,200602,不速之客,393,22,"0,0,0,0,0,0,0",,3,Hero_head/head_FengXueNvShen,清理战场后，启程回昆仑吧。,"31262,31269,34042,200000","38397,38095,31262,31269",1134,60,60,6,1,803002,1,,,1,,1,1,305993,290693,321292,,,,,,,,,不速之客,1001
121001,,1020,111002,120906,121001,200603,砂鸣,-219,101,"0,0,0,0,0,0,0",1,2,Hero_head/head_JinGuangShengMu,风雪中的光芒，更加刺眼。,"2001042,30001,34059,200000","38245,2001042,30001,34053",2232,120,120,12,1,803002,2,3,,1,,1,1,516869,491025,542712,,808521,-146,85,,,,,砂鸣,1001
121002,,1020,111004,121001,121002,200601,寒光,,70,"0,0,0,0,0,0,0",1,2,Hero_head/head_YuanTianJun,巨大的冰块，寒冷无情。,"2001043,30014,34059,200000","38246,2001043,30014,34053",2232,120,120,12,1,803002,2,3,,1,,1,1,532498,505873,559122,,,,,,,,,寒光,1001
121003,,1020,111006,121002,121003,200602,魂境,-57,-121,"0,0,0,0,0,0,0",1,3,Hero_head/head_ShenYuanTongShuai,战斗，不是为了胜利，只是不得不战斗。,"2001044,30025,34059,200000","38247,2001044,30025,34053",2244,120,120,12,1,803002,2,3,,1,,1,1,547799,520409,575188,,808522,6,-137,,,,,魂境,1001
121004,,1020,111008,121003,121004,200603,幽夜,125,-49,"0,0,0,0,0,0,0",1,2,Hero_head/head_ZhangTianJun,天君，金鳌岛的强者。,"2001045,30002,34060,200000","38248,2001045,30002,34054",2244,120,120,12,1,803002,2,3,,1,,1,1,563769,535580,591957,,,,,,,,,幽夜,1001
121005,,1020,111010,121004,121005,200601,血忠,246,-126,"0,0,0,0,0,0,0",1,2,Hero_head/head_WenZhong,闻仲的力量来源于自己对殷商的忠心。,"2001046,30024,34060,200000","38249,2001046,30024,34059",2256,120,120,12,1,803002,2,3,,1,,1,1,579765,550776,608753,,808523,301,-149,,,,,血忠,1001
121006,,1020,111012,121005,121006,200602,猎魂,393,22,"0,0,0,0,0,0,0",1,3,Hero_head/head_FengXueNvShen,北海的灾难，需要画上句号。,"2001047,30003,34060,200000","38250,2001047,30003,34059",2268,120,120,12,1,803002,2,3,,1,,1,1,595676,565892,625459,,,,,,,,,猎魂,1001
111101,,1021,,111012,111101,200801,回返昆仑,-262,155,"1,0,0,0,0,0,0",,1,,回到昆仑已有几日，燃灯也该来找我们了。,"31275,31281,34042,200000","38398,38096,31275,31281",1140,60,60,6,1,803002,1,,,1,,1,1,313762,298073,329450,,,,,,,,,回返昆仑,1001
111102,,1021,,111101,111102,200801,天眼,-77,92,"0,0,0,0,0,0,1",,2,Hero_head/head_YangJian,自大的杨戬向我们发起了挑战，究竟谁比较强？,"31275,31281,34042,200000","38399,38097,31275,31281",1140,60,60,6,1,803002,1,,,1,,1,1,321532,305455,337608,,808024,-1,87,,,,,天眼,1001
111103,,1021,,111102,111103,200801,金仙之试,-39,25,"0,0,0,0,0,0,0",,1,,云中子在前方等我们，有什么重要的事吗？,"31262,31269,34042,200000","38400,38098,31262,31269",1140,60,60,6,1,803002,1,,,1,,1,1,329302,312836,345767,,,,,,,,,金仙之试,1001
111104,,1021,,111103,111104,200801,云中来客,-190,1,"1,0,0,0,0,0,1",,2,Hero_head/head_YunZhongZi,云中子喜欢研究各种东西，经他手做出的法宝更是十分强大。,"31262,31269,34042,200000","38401,38099,31262,31269",1140,60,60,6,1,803002,1,,,1,,1,1,337214,320353,354074,,,,,,,,,云中来客,1001
111105,,1021,,111104,111105,200801,神力觉醒,-270,-77,"0,0,0,0,0,0,0",,1,,看来四圣的法阵碎片可以被用来做成法宝，还好带回了这些碎片。,"31275,31281,34042,200000","38402,38100,31275,31281",1146,60,60,6,1,803002,1,,,1,,1,1,345132,327875,362388,,,,,,,,,神力觉醒,1001
111106,,1021,,111105,111106,200802,神界,-166,-154,"0,0,0,0,0,0,0",,3,Hero_head/head_LieDiZhiQuan,昆仑后山四处都有野兽，小心一些。,"31275,31281,34042,200000","38403,38101,31275,31281",1146,60,60,6,1,803002,1,,,1,,1,1,353055,335402,370707,,808025,-90,-156,,,,,神界,1001
111107,,1021,,111106,111107,200801,心智,,-155,"0,0,0,0,0,0,0",,1,,以前修炼之时从来没有来过后山，大概是因为这里的野兽很难应对。,"31167,31227,34042,200000","38404,38102,31167,31227",1152,60,60,6,1,803002,1,,,1,,1,1,360992,342942,379041,,,,,,,,,心智,1001
111108,,1021,,111107,111108,200801,飞轮,81,-113,"0,0,0,0,0,0,0",,2,Hero_head/head_GuangChengZi,广成子不喜欢讲话，但是喜欢与后辈切磋。,"31167,31227,34042,200000","38405,38103,31167,31227",1152,60,60,6,1,803002,1,,,1,,1,1,368934,350487,387380,,,,,,,,,飞轮,1001
111109,,1021,,111108,111109,200801,问心,201,-59,"0,0,0,0,0,0,0",,1,,赶快前往道行天尊处吧，不然的话…,"31176,31236,34042,200000","38406,38104,31176,31236",1152,60,60,6,1,803002,1,,,1,,1,1,376880,358036,395724,,,,,,,,,问心,1001
111110,,1021,,111109,111110,200801,天尊解惑,317,-83,"0,0,0,0,0,0,0",,2,Hero_head/head_DaoXingTianZun,道行天尊对我们迟到的行为很是不满…,"31176,31236,34043,200000","38407,38105,31176,31236",1152,60,60,6,1,803002,1,,,1,,1,1,384825,365583,404066,,808026,394,-49,,,,,天尊解惑,1001
111111,,1021,,111110,111111,200801,封神秘密,258,36,"1,0,0,0,0,0,0",,1,,究竟是什么重要的事，让道行天尊与燃灯道人一起来找我们？,"31185,31245,34043,200000","38408,38106,31185,31245",1158,60,60,6,1,803002,1,,,1,,1,1,392764,373125,412402,,,,,,,,,封神秘密,1001
111112,,1021,,111111,111112,200802,不速之客,439,108,"1,0,0,0,0,0,0",,3,Hero_head/head_JuDunZhanShi,体内的力量？难道我们来到昆仑并不是巧合，而是一种命中注定？,"31185,31245,34043,200000","38409,38107,31185,31245",1164,60,60,6,1,803002,1,,,1,,1,1,400699,380664,420733,,,,,,,,,不速之客,1001
121101,,1022,111102,121006,121101,200801,天才,-77,92,"0,0,0,0,0,0,0",1,2,Hero_head/head_YangJian,杨戬的枪，毫不拖泥带水。,"2001048,30039,34061,200000","38251,2001048,30039,34059",2280,120,120,12,1,803002,2,3,,1,,1,1,616839,585997,647680,,808524,-1,87,,,,,天才,1001
121102,,1022,111104,121101,121102,200801,云界,-190,1,"0,0,0,0,0,0,0",1,2,Hero_head/head_YunZhongZi,云中子背后的卷轴，背着无数的秘密，与致命的法术。,"2001049,30018,34065,200000","38252,2001049,30018,34059",2280,120,120,12,1,803002,2,3,,1,,1,1,638012,606111,669912,,,,,,,,,云界,1001
121103,,1022,111106,121102,121103,200802,圣灵,-38,-160,"0,0,0,0,0,0,0",1,3,Hero_head/head_LieDiZhiQuan,在仙界生活的野兽，也会长成强大的首领。,"2001050,30026,34068,200000","38253,2001050,30026,34059",2292,120,120,12,1,803002,2,3,,1,,1,1,659728,626741,692714,,808525,46,-156,,,,,圣灵,1001
121104,,1022,111108,121103,121104,200801,轮回,143,-61,"0,0,0,0,0,0,0",1,2,Hero_head/head_GuangChengZi,广成子的飞轮，可以割伤人的皮肤，与灵魂。,"2001051,30028,34071,200000","38254,2001051,30028,34059",2304,120,120,12,1,803002,2,3,,1,,1,1,679947,645949,713944,,,,,,,,,轮回,1001
121105,,1022,111110,121104,121105,200801,仙童,317,-83,"0,0,0,0,0,0,0",1,2,Hero_head/head_DaoXingTianZun,又是一次道行天尊的试炼。,"2001052,30016,34072,200000","38255,2001052,30016,34060",2304,120,120,12,1,803002,2,3,,1,,1,1,701416,666345,736486,,808526,394,-49,,,,,仙童,1001
121106,,1022,111112,121105,121106,200802,奇观,439,108,"0,0,0,0,0,0,0",1,3,Hero_head/head_JuDunZhanShi,怎样的真相在等待我们呢？,"2001053,30040,34076,200000","38256,2001053,30040,34060",2328,120,120,12,1,803002,2,3,,1,,1,1,724026,687824,760227,,,,,,,,,奇观,1001
111201,,1023,,111112,111201,201101,封神台,-265,113,"0,0,0,0,0,0,0",,1,,在我们观赏奇特的流沙景色时，流沙里钻出了可怕的怪物,"31194,31254,34043,200000","38410,38108,31194,31254",1164,60,60,6,1,803002,1,,,1,,1,1,412798,392158,433437,,,,,,,,,封神台,1001
111202,,1023,,111201,111202,201101,仙境,-166,82,"0,0,0,0,0,0,0",,2,Hero_head/head_LingBaoDaFaShi,去往西岐路途遥远，不巧的事还有人前来拦路。,"31194,31254,34043,200000","38411,38109,31194,31254",1164,60,60,6,1,803002,1,,,1,,1,1,424905,403659,446150,,808027,-81,90,,,,,仙境,1001
111203,,1023,,111202,111203,201101,灵宝法师,-181,-5,"0,0,0,0,0,0,0",,1,,沙漠的风景别有一番韵味，却无暇欣赏。,"31202,31210,34043,200000","38412,38110,31202,31210",1164,60,60,6,1,803002,1,,,1,,1,1,437018,415167,458868,,,,,,,,,灵宝法师,1001
