key,Remarks,id,itemCfgId,baseRate,dropCount,itemsFormula,fk
570,,570,801002,10000,4,32543,中级晶石
571,,571,801002,10000,4,32544,中级晶石
572,,572,801002,10000,6,32545,中级晶石
573,,573,801002,10000,6,32546,中级晶石
574,,574,801002,10000,7,32547,中级晶石
575,,575,801002,10000,12,32548,中级晶石
576,,576,801003,10000,3,32549,高级晶石
577,,577,801003,10000,3,32550,高级晶石
578,,578,801003,10000,4,32551,高级晶石
579,,579,801003,10000,4,32552,高级晶石
580,,580,801003,10000,6,32553,高级晶石
581,,581,801003,10000,6,32554,高级晶石
582,,582,801003,10000,7,32555,高级晶石
583,,583,801003,10000,12,32556,高级晶石
584,,584,801003,10000,3,32557,高级晶石
585,,585,801003,10000,3,32558,高级晶石
586,,586,801003,10000,4,32559,高级晶石
587,,587,801003,10000,4,32560,高级晶石
588,,588,801003,10000,6,32561,高级晶石
589,,589,801003,10000,6,32562,高级晶石
590,,590,801003,10000,7,32563,高级晶石
591,,591,801003,10000,12,32564,高级晶石
592,,592,801003,10000,3,32565,高级晶石
593,,593,801003,10000,3,32566,高级晶石
594,,594,801003,10000,4,32567,高级晶石
595,,595,801003,10000,4,32568,高级晶石
596,,596,801003,10000,6,32569,高级晶石
597,,597,801003,10000,6,32570,高级晶石
598,,598,801003,10000,7,32571,高级晶石
599,,599,801003,10000,12,32572,高级晶石
600,,600,801001,10000,6,32573,初级晶石
601,,601,801001,10000,6,32574,初级晶石
602,,602,801001,10000,8,32575,初级晶石
603,,603,801001,10000,8,32576,初级晶石
604,,604,801001,10000,10,32577,初级晶石
605,,605,801001,10000,10,32578,初级晶石
606,,606,801001,10000,12,32579,初级晶石
607,,607,801001,10000,20,32580,初级晶石
608,,608,801001,10000,6,32581,初级晶石
609,,609,801001,10000,6,32582,初级晶石
610,,610,801001,10000,8,32583,初级晶石
611,,611,801001,10000,8,32584,初级晶石
612,,612,801001,10000,10,32585,初级晶石
613,,613,801001,10000,10,32586,初级晶石
614,,614,801001,10000,12,32587,初级晶石
615,,615,801001,10000,20,32588,初级晶石
616,,616,801001,10000,6,32589,初级晶石
617,,617,801001,10000,6,32590,初级晶石
618,,618,801001,10000,8,32591,初级晶石
619,,619,801001,10000,8,32592,初级晶石
620,,620,801001,10000,10,32593,初级晶石
621,,621,801001,10000,10,32594,初级晶石
622,,622,801001,10000,12,32595,初级晶石
623,,623,801001,10000,20,32596,初级晶石
624,,624,801002,10000,6,32597,中级晶石
625,,625,801002,10000,6,32598,中级晶石
626,,626,801002,10000,8,32599,中级晶石
627,,627,801002,10000,8,32600,中级晶石
628,,628,801002,10000,10,32601,中级晶石
629,,629,801002,10000,10,32602,中级晶石
630,,630,801002,10000,12,32603,中级晶石
631,,631,801002,10000,20,32604,中级晶石
632,,632,801002,10000,6,32605,中级晶石
633,,633,801002,10000,6,32606,中级晶石
634,,634,801002,10000,8,32607,中级晶石
635,,635,801002,10000,8,32608,中级晶石
636,,636,801002,10000,10,32609,中级晶石
637,,637,801002,10000,10,32610,中级晶石
638,,638,801002,10000,12,32611,中级晶石
639,,639,801002,10000,20,32612,中级晶石
640,,640,801002,10000,6,32613,中级晶石
641,,641,801002,10000,6,32614,中级晶石
642,,642,801002,10000,8,32615,中级晶石
643,,643,801002,10000,8,32616,中级晶石
644,,644,801002,10000,10,32617,中级晶石
645,,645,801002,10000,10,32618,中级晶石
646,,646,801002,10000,12,32619,中级晶石
647,,647,801002,10000,20,32620,中级晶石
648,,648,801003,10000,6,32621,高级晶石
649,,649,801003,10000,6,32622,高级晶石
650,,650,801003,10000,8,32623,高级晶石
651,,651,801003,10000,8,32624,高级晶石
652,,652,801003,10000,10,32625,高级晶石
653,,653,801003,10000,10,32626,高级晶石
654,,654,801003,10000,12,32627,高级晶石
655,,655,801003,10000,20,32628,高级晶石
656,,656,801003,10000,6,32629,高级晶石
657,,657,801003,10000,6,32630,高级晶石
658,,658,801003,10000,8,32631,高级晶石
659,,659,801003,10000,8,32632,高级晶石
660,,660,801003,10000,10,32633,高级晶石
661,,661,801003,10000,10,32634,高级晶石
662,,662,801003,10000,12,32635,高级晶石
663,,663,801003,10000,20,32636,高级晶石
664,,664,801003,10000,6,32637,高级晶石
665,,665,801003,10000,6,32638,高级晶石
666,,666,801003,10000,8,32639,高级晶石
667,,667,801003,10000,8,32640,高级晶石
668,,668,801003,10000,10,32641,高级晶石
669,,669,801003,10000,10,32642,高级晶石
670,,670,801003,10000,12,32643,高级晶石
671,,671,801003,10000,20,32644,高级晶石
672,,672,801001,10000,9,32645,初级晶石
673,,673,801001,10000,9,32646,初级晶石
674,,674,801001,10000,12,32647,初级晶石
675,,675,801001,10000,12,32648,初级晶石
676,,676,801001,10000,15,32649,初级晶石
677,,677,801001,10000,15,32650,初级晶石
678,,678,801001,10000,18,32651,初级晶石
679,,679,801001,10000,30,32652,初级晶石
680,,680,801001,10000,9,32653,初级晶石
681,,681,801001,10000,9,32654,初级晶石
682,,682,801001,10000,12,32655,初级晶石
683,,683,801001,10000,12,32656,初级晶石
684,,684,801001,10000,15,32657,初级晶石
685,,685,801001,10000,15,32658,初级晶石
686,,686,801001,10000,18,32659,初级晶石
687,,687,801001,10000,30,32660,初级晶石
688,,688,801001,10000,9,32661,初级晶石
689,,689,801001,10000,9,32662,初级晶石
690,,690,801001,10000,12,32663,初级晶石
691,,691,801001,10000,12,32664,初级晶石
692,,692,801001,10000,15,32665,初级晶石
693,,693,801001,10000,15,32666,初级晶石
694,,694,801001,10000,18,32667,初级晶石
695,,695,801001,10000,30,32668,初级晶石
696,,696,801002,10000,9,32669,中级晶石
697,,697,801002,10000,9,32670,中级晶石
698,,698,801002,10000,12,32671,中级晶石
699,,699,801002,10000,12,32672,中级晶石
700,,700,801002,10000,15,32673,中级晶石
701,,701,801002,10000,15,32674,中级晶石
702,,702,801002,10000,18,32675,中级晶石
703,,703,801002,10000,30,32676,中级晶石
704,,704,801002,10000,9,32677,中级晶石
705,,705,801002,10000,9,32678,中级晶石
706,,706,801002,10000,12,32679,中级晶石
707,,707,801002,10000,12,32680,中级晶石
708,,708,801002,10000,15,32681,中级晶石
709,,709,801002,10000,15,32682,中级晶石
710,,710,801002,10000,18,32683,中级晶石
711,,711,801002,10000,30,32684,中级晶石
712,,712,801002,10000,9,32685,中级晶石
713,,713,801002,10000,9,32686,中级晶石
714,,714,801002,10000,12,32687,中级晶石
715,,715,801002,10000,12,32688,中级晶石
716,,716,801002,10000,15,32689,中级晶石
717,,717,801002,10000,15,32690,中级晶石
718,,718,801002,10000,18,32691,中级晶石
719,,719,801002,10000,30,32692,中级晶石
720,,720,801003,10000,9,32693,高级晶石
721,,721,801003,10000,9,32694,高级晶石
722,,722,801003,10000,12,32695,高级晶石
723,,723,801003,10000,12,32696,高级晶石
724,,724,801003,10000,15,32697,高级晶石
725,,725,801003,10000,15,32698,高级晶石
726,,726,801003,10000,18,32699,高级晶石
727,,727,801003,10000,30,32700,高级晶石
728,,728,801003,10000,9,32701,高级晶石
729,,729,801003,10000,9,32702,高级晶石
730,,730,801003,10000,12,32703,高级晶石
731,,731,801003,10000,12,32704,高级晶石
732,,732,801003,10000,15,32705,高级晶石
733,,733,801003,10000,15,32706,高级晶石
734,,734,801003,10000,18,32707,高级晶石
735,,735,801003,10000,30,32708,高级晶石
736,,736,801003,10000,9,32709,高级晶石
737,,737,801003,10000,9,32710,高级晶石
738,,738,801003,10000,12,32711,高级晶石
739,,739,801003,10000,12,32712,高级晶石
740,,740,801003,10000,15,32713,高级晶石
741,,741,801003,10000,15,32714,高级晶石
742,,742,801003,10000,18,32715,高级晶石
743,,743,801003,10000,30,32716,高级晶石
744,,744,8,10000,3,32726,战争古币
745,,745,8,10000,3,32727,战争古币
746,,746,8,10000,3,32728,战争古币
747,,747,8,10000,3,32729,战争古币
748,,748,8,10000,3,32730,战争古币
749,,749,8,10000,3,32731,战争古币
750,,750,8,10000,3,32732,战争古币
751,,751,8,10000,3,32733,战争古币
752,,752,8,10000,4,32734,战争古币
753,,753,8,10000,4,32735,战争古币
754,,754,8,10000,4,32736,战争古币
755,,755,8,10000,4,32737,战争古币
756,,756,8,10000,4,32738,战争古币
757,,757,8,10000,4,32739,战争古币
758,,758,8,10000,4,32740,战争古币
759,,759,8,10000,4,32741,战争古币
760,,760,8,10000,6,32742,战争古币
761,,761,8,10000,6,32743,战争古币
762,,762,8,10000,6,32744,战争古币
763,,763,8,10000,6,32745,战争古币
764,,764,8,10000,6,32746,战争古币
765,,765,8,10000,6,32747,战争古币
766,,766,8,10000,6,32748,战争古币
767,,767,8,10000,6,32749,战争古币
768,,768,8,10000,7,32750,战争古币
769,,769,8,10000,7,32751,战争古币
770,,770,8,10000,7,32752,战争古币
771,,771,8,10000,7,32753,战争古币
772,,772,8,10000,7,32754,战争古币
773,,773,8,10000,7,32755,战争古币
774,,774,8,10000,7,32756,战争古币
775,,775,8,10000,7,32757,战争古币
776,,776,8,10000,9,32758,战争古币
777,,777,8,10000,9,32759,战争古币
778,,778,8,10000,9,32760,战争古币
779,,779,8,10000,9,32761,战争古币
780,,780,8,10000,9,32762,战争古币
781,,781,8,10000,9,32763,战争古币
782,,782,8,10000,9,32764,战争古币
783,,783,8,10000,9,32765,战争古币
784,,784,8,10000,10,32766,战争古币
785,,785,8,10000,10,32767,战争古币
786,,786,8,10000,10,32768,战争古币
787,,787,8,10000,10,32769,战争古币
788,,788,8,10000,10,32770,战争古币
789,,789,8,10000,10,32771,战争古币
790,,790,8,10000,10,32772,战争古币
791,,791,8,10000,10,32773,战争古币
792,,792,8,10000,12,32774,战争古币
793,,793,8,10000,12,32775,战争古币
794,,794,8,10000,12,32776,战争古币
795,,795,8,10000,12,32777,战争古币
796,,796,8,10000,12,32778,战争古币
797,,797,8,10000,12,32779,战争古币
798,,798,8,10000,12,32780,战争古币
799,,799,8,10000,12,32781,战争古币
800,,800,8,10000,13,32782,战争古币
801,,801,8,10000,13,32783,战争古币
802,,802,8,10000,13,32784,战争古币
803,,803,8,10000,13,32785,战争古币
804,,804,8,10000,13,32786,战争古币
805,,805,8,10000,13,32787,战争古币
806,,806,8,10000,13,32788,战争古币
807,,807,8,10000,13,32789,战争古币
808,,808,8,10000,15,32790,战争古币
809,,809,8,10000,15,32791,战争古币
810,,810,8,10000,15,32792,战争古币
811,,811,8,10000,15,32793,战争古币
812,,812,8,10000,15,32794,战争古币
813,,813,8,10000,15,32795,战争古币
814,,814,8,10000,15,32796,战争古币
815,,815,8,10000,15,32797,战争古币
816,,816,8,10000,6,32798,战争古币
817,,817,8,10000,6,32799,战争古币
818,,818,8,10000,6,32800,战争古币
819,,819,8,10000,6,32801,战争古币
820,,820,8,10000,6,32802,战争古币
821,,821,8,10000,6,32803,战争古币
822,,822,8,10000,6,32804,战争古币
823,,823,8,10000,6,32805,战争古币
824,,824,8,10000,9,32806,战争古币
825,,825,8,10000,9,32807,战争古币
826,,826,8,10000,9,32808,战争古币
827,,827,8,10000,9,32809,战争古币
828,,828,8,10000,9,32810,战争古币
829,,829,8,10000,9,32811,战争古币
830,,830,8,10000,9,32812,战争古币
831,,831,8,10000,9,32813,战争古币
832,,832,8,10000,12,32814,战争古币
833,,833,8,10000,12,32815,战争古币
834,,834,8,10000,12,32816,战争古币
835,,835,8,10000,12,32817,战争古币
836,,836,8,10000,12,32818,战争古币
837,,837,8,10000,12,32819,战争古币
838,,838,8,10000,12,32820,战争古币
839,,839,8,10000,12,32821,战争古币
840,,840,8,10000,15,32822,战争古币
841,,841,8,10000,15,32823,战争古币
842,,842,8,10000,15,32824,战争古币
843,,843,8,10000,15,32825,战争古币
844,,844,8,10000,15,32826,战争古币
845,,845,8,10000,15,32827,战争古币
846,,846,8,10000,15,32828,战争古币
847,,847,8,10000,15,32829,战争古币
848,,848,8,10000,18,32830,战争古币
849,,849,8,10000,18,32831,战争古币
850,,850,8,10000,18,32832,战争古币
851,,851,8,10000,18,32833,战争古币
852,,852,8,10000,18,32834,战争古币
853,,853,8,10000,18,32835,战争古币
854,,854,8,10000,18,32836,战争古币
855,,855,8,10000,18,32837,战争古币
856,,856,8,10000,21,32838,战争古币
857,,857,8,10000,21,32839,战争古币
858,,858,8,10000,21,32840,战争古币
859,,859,8,10000,21,32841,战争古币
860,,860,8,10000,21,32842,战争古币
861,,861,8,10000,21,32843,战争古币
862,,862,8,10000,21,32844,战争古币
863,,863,8,10000,21,32845,战争古币
864,,864,8,10000,24,32846,战争古币
865,,865,8,10000,24,32847,战争古币
866,,866,8,10000,24,32848,战争古币
867,,867,8,10000,24,32849,战争古币
868,,868,8,10000,24,32850,战争古币
869,,869,8,10000,24,32851,战争古币
870,,870,8,10000,24,32852,战争古币
871,,871,8,10000,24,32853,战争古币
872,,872,8,10000,27,32854,战争古币
873,,873,8,10000,27,32855,战争古币
874,,874,8,10000,27,32856,战争古币
875,,875,8,10000,27,32857,战争古币
876,,876,8,10000,27,32858,战争古币
877,,877,8,10000,27,32859,战争古币
878,,878,8,10000,27,32860,战争古币
879,,879,8,10000,27,32861,战争古币
880,,880,8,10000,30,32862,战争古币
881,,881,8,10000,30,32863,战争古币
882,,882,8,10000,30,32864,战争古币
883,,883,8,10000,30,32865,战争古币
884,,884,8,10000,30,32866,战争古币
885,,885,8,10000,30,32867,战争古币
886,,886,8,10000,30,32868,战争古币
887,,887,8,10000,30,32869,战争古币
888,,888,8,10000,10,32870,战争古币
889,,889,8,10000,10,32871,战争古币
890,,890,8,10000,10,32872,战争古币
891,,891,8,10000,10,32873,战争古币
892,,892,8,10000,10,32874,战争古币
893,,893,8,10000,10,32875,战争古币
894,,894,8,10000,10,32876,战争古币
895,,895,8,10000,10,32877,战争古币
896,,896,8,10000,15,32878,战争古币
897,,897,8,10000,15,32879,战争古币
898,,898,8,10000,15,32880,战争古币
899,,899,8,10000,15,32881,战争古币
900,,900,8,10000,15,32882,战争古币
901,,901,8,10000,15,32883,战争古币
902,,902,8,10000,15,32884,战争古币
903,,903,8,10000,15,32885,战争古币
904,,904,8,10000,20,32886,战争古币
905,,905,8,10000,20,32887,战争古币
906,,906,8,10000,20,32888,战争古币
907,,907,8,10000,20,32889,战争古币
908,,908,8,10000,20,32890,战争古币
909,,909,8,10000,20,32891,战争古币
910,,910,8,10000,20,32892,战争古币
911,,911,8,10000,20,32893,战争古币
912,,912,8,10000,25,32894,战争古币
913,,913,8,10000,25,32895,战争古币
914,,914,8,10000,25,32896,战争古币
915,,915,8,10000,25,32897,战争古币
916,,916,8,10000,25,32898,战争古币
917,,917,8,10000,25,32899,战争古币
918,,918,8,10000,25,32900,战争古币
919,,919,8,10000,25,32901,战争古币
920,,920,8,10000,30,32902,战争古币
921,,921,8,10000,30,32903,战争古币
922,,922,8,10000,30,32904,战争古币
923,,923,8,10000,30,32905,战争古币
924,,924,8,10000,30,32906,战争古币
925,,925,8,10000,30,32907,战争古币
926,,926,8,10000,30,32908,战争古币
927,,927,8,10000,30,32909,战争古币
928,,928,8,10000,35,32910,战争古币
929,,929,8,10000,35,32911,战争古币
930,,930,8,10000,35,32912,战争古币
931,,931,8,10000,35,32913,战争古币
932,,932,8,10000,35,32914,战争古币
933,,933,8,10000,35,32915,战争古币
934,,934,8,10000,35,32916,战争古币
935,,935,8,10000,35,32917,战争古币
936,,936,8,10000,40,32918,战争古币
937,,937,8,10000,40,32919,战争古币
938,,938,8,10000,40,32920,战争古币
939,,939,8,10000,40,32921,战争古币
940,,940,8,10000,40,32922,战争古币
941,,941,8,10000,40,32923,战争古币
942,,942,8,10000,40,32924,战争古币
943,,943,8,10000,40,32925,战争古币
944,,944,8,10000,45,32926,战争古币
945,,945,8,10000,45,32927,战争古币
946,,946,8,10000,45,32928,战争古币
947,,947,8,10000,45,32929,战争古币
948,,948,8,10000,45,32930,战争古币
949,,949,8,10000,45,32931,战争古币
950,,950,8,10000,45,32932,战争古币
951,,951,8,10000,45,32933,战争古币
952,,952,8,10000,50,32934,战争古币
953,,953,8,10000,50,32935,战争古币
954,,954,8,10000,50,32936,战争古币
955,,955,8,10000,50,32937,战争古币
956,,956,8,10000,50,32938,战争古币
957,,957,8,10000,50,32939,战争古币
958,,958,8,10000,50,32940,战争古币
959,,959,8,10000,50,32941,战争古币
960,,960,806005,10000,2,40001,聚灵砂
961,,961,806005,10000,2,40002,聚灵砂
962,,962,806005,10000,3,40003,聚灵砂
963,,963,806005,10000,3,40004,聚灵砂
964,,964,806005,10000,4,40005,聚灵砂
965,,965,806005,10000,4,40006,聚灵砂
966,,966,806005,10000,5,40007,聚灵砂
967,,967,806005,10000,9,40008,聚灵砂
968,,968,806005,10000,2,40009,聚灵砂
969,,969,806005,10000,2,40010,聚灵砂
970,,970,806005,10000,3,40011,聚灵砂
971,,971,806005,10000,3,40012,聚灵砂
972,,972,806005,10000,4,40013,聚灵砂
973,,973,806005,10000,4,40014,聚灵砂
974,,974,806005,10000,5,40015,聚灵砂
975,,975,806005,10000,9,40016,聚灵砂
976,,976,806005,10000,2,40017,聚灵砂
977,,977,806005,10000,2,40018,聚灵砂
978,,978,806005,10000,3,40019,聚灵砂
979,,979,806005,10000,3,40020,聚灵砂
980,,980,806005,10000,4,40021,聚灵砂
981,,981,806005,10000,4,40022,聚灵砂
982,,982,806005,10000,5,40023,聚灵砂
983,,983,806005,10000,9,40024,聚灵砂
984,,984,806006,10000,2,40025,驭法石
985,,985,806006,10000,2,40026,驭法石
986,,986,806006,10000,3,40027,驭法石
987,,987,806006,10000,3,40028,驭法石
988,,988,806006,10000,4,40029,驭法石
989,,989,806006,10000,4,40030,驭法石
990,,990,806006,10000,5,40031,驭法石
991,,991,806006,10000,9,40032,驭法石
992,,992,806006,10000,2,40033,驭法石
993,,993,806006,10000,2,40034,驭法石
994,,994,806006,10000,3,40035,驭法石
995,,995,806006,10000,3,40036,驭法石
996,,996,806006,10000,4,40037,驭法石
997,,997,806006,10000,4,40038,驭法石
998,,998,806006,10000,5,40039,驭法石
999,,999,806006,10000,9,40040,驭法石
1000,,1000,806006,10000,2,40041,驭法石
1001,,1001,806006,10000,2,40042,驭法石
1002,,1002,806006,10000,3,40043,驭法石
1003,,1003,806006,10000,3,40044,驭法石
1004,,1004,806006,10000,4,40045,驭法石
1005,,1005,806006,10000,4,40046,驭法石
1006,,1006,806006,10000,5,40047,驭法石
1007,,1007,806006,10000,9,40048,驭法石
1008,,1008,806007,10000,2,40049,唤神玉
1009,,1009,806007,10000,2,40050,唤神玉
1010,,1010,806007,10000,3,40051,唤神玉
1011,,1011,806007,10000,3,40052,唤神玉
1012,,1012,806007,10000,4,40053,唤神玉
1013,,1013,806007,10000,4,40054,唤神玉
1014,,1014,806007,10000,5,40055,唤神玉
1015,,1015,806007,10000,9,40056,唤神玉
1016,,1016,806007,10000,2,40057,唤神玉
1017,,1017,806007,10000,2,40058,唤神玉
1018,,1018,806007,10000,3,40059,唤神玉
1019,,1019,806007,10000,3,40060,唤神玉
1020,,1020,806007,10000,4,40061,唤神玉
1021,,1021,806007,10000,4,40062,唤神玉
1022,,1022,806007,10000,5,40063,唤神玉
1023,,1023,806007,10000,9,40064,唤神玉
1024,,1024,806007,10000,2,40065,唤神玉
1025,,1025,806007,10000,2,40066,唤神玉
1026,,1026,806007,10000,3,40067,唤神玉
1027,,1027,806007,10000,3,40068,唤神玉
1028,,1028,806007,10000,4,40069,唤神玉
1029,,1029,806007,10000,4,40070,唤神玉
1030,,1030,806007,10000,5,40071,唤神玉
1031,,1031,806007,10000,9,40072,唤神玉
1032,,1032,806005,10000,3,40073,聚灵砂
1033,,1033,806005,10000,3,40074,聚灵砂
1034,,1034,806005,10000,4,40075,聚灵砂
1035,,1035,806005,10000,4,40076,聚灵砂
1036,,1036,806005,10000,6,40077,聚灵砂
1037,,1037,806005,10000,6,40078,聚灵砂
1038,,1038,806005,10000,7,40079,聚灵砂
1039,,1039,806005,10000,12,40080,聚灵砂
1040,,1040,806005,10000,3,40081,聚灵砂
1041,,1041,806005,10000,3,40082,聚灵砂
1042,,1042,806005,10000,4,40083,聚灵砂
1043,,1043,806005,10000,4,40084,聚灵砂
1044,,1044,806005,10000,6,40085,聚灵砂
1045,,1045,806005,10000,6,40086,聚灵砂
1046,,1046,806005,10000,7,40087,聚灵砂
1047,,1047,806005,10000,12,40088,聚灵砂
1048,,1048,806005,10000,3,40089,聚灵砂
1049,,1049,806005,10000,3,40090,聚灵砂
1050,,1050,806005,10000,4,40091,聚灵砂
1051,,1051,806005,10000,4,40092,聚灵砂
1052,,1052,806005,10000,6,40093,聚灵砂
1053,,1053,806005,10000,6,40094,聚灵砂
1054,,1054,806005,10000,7,40095,聚灵砂
1055,,1055,806005,10000,12,40096,聚灵砂
1056,,1056,806006,10000,3,40097,驭法石
1057,,1057,806006,10000,3,40098,驭法石
1058,,1058,806006,10000,4,40099,驭法石
1059,,1059,806006,10000,4,40100,驭法石
1060,,1060,806006,10000,6,40101,驭法石
1061,,1061,806006,10000,6,40102,驭法石
1062,,1062,806006,10000,7,40103,驭法石
1063,,1063,806006,10000,12,40104,驭法石
1064,,1064,806006,10000,3,40105,驭法石
1065,,1065,806006,10000,3,40106,驭法石
1066,,1066,806006,10000,4,40107,驭法石
1067,,1067,806006,10000,4,40108,驭法石
1068,,1068,806006,10000,6,40109,驭法石
1069,,1069,806006,10000,6,40110,驭法石
1070,,1070,806006,10000,7,40111,驭法石
1071,,1071,806006,10000,12,40112,驭法石
1072,,1072,806006,10000,3,40113,驭法石
1073,,1073,806006,10000,3,40114,驭法石
1074,,1074,806006,10000,4,40115,驭法石
1075,,1075,806006,10000,4,40116,驭法石
1076,,1076,806006,10000,6,40117,驭法石
1077,,1077,806006,10000,6,40118,驭法石
1078,,1078,806006,10000,7,40119,驭法石
1079,,1079,806006,10000,12,40120,驭法石
1080,,1080,806007,10000,3,40121,唤神玉
1081,,1081,806007,10000,3,40122,唤神玉
1082,,1082,806007,10000,4,40123,唤神玉
1083,,1083,806007,10000,4,40124,唤神玉
1084,,1084,806007,10000,6,40125,唤神玉
1085,,1085,806007,10000,6,40126,唤神玉
1086,,1086,806007,10000,7,40127,唤神玉
1087,,1087,806007,10000,12,40128,唤神玉
1088,,1088,806007,10000,3,40129,唤神玉
1089,,1089,806007,10000,3,40130,唤神玉
1090,,1090,806007,10000,4,40131,唤神玉
1091,,1091,806007,10000,4,40132,唤神玉
1092,,1092,806007,10000,6,40133,唤神玉
1093,,1093,806007,10000,6,40134,唤神玉
1094,,1094,806007,10000,7,40135,唤神玉
1095,,1095,806007,10000,12,40136,唤神玉
1096,,1096,806007,10000,3,40137,唤神玉
1097,,1097,806007,10000,3,40138,唤神玉
1098,,1098,806007,10000,4,40139,唤神玉
1099,,1099,806007,10000,4,40140,唤神玉
1100,,1100,806007,10000,6,40141,唤神玉
1101,,1101,806007,10000,6,40142,唤神玉
1102,,1102,806007,10000,7,40143,唤神玉
1103,,1103,806007,10000,12,40144,唤神玉
1104,,1104,806005,10000,6,40145,聚灵砂
1105,,1105,806005,10000,6,40146,聚灵砂
1106,,1106,806005,10000,8,40147,聚灵砂
1107,,1107,806005,10000,8,40148,聚灵砂
1108,,1108,806005,10000,10,40149,聚灵砂
1109,,1109,806005,10000,10,40150,聚灵砂
1110,,1110,806005,10000,12,40151,聚灵砂
1111,,1111,806005,10000,20,40152,聚灵砂
1112,,1112,806005,10000,6,40153,聚灵砂
1113,,1113,806005,10000,6,40154,聚灵砂
1114,,1114,806005,10000,8,40155,聚灵砂
1115,,1115,806005,10000,8,40156,聚灵砂
1116,,1116,806005,10000,10,40157,聚灵砂
1117,,1117,806005,10000,10,40158,聚灵砂
1118,,1118,806005,10000,12,40159,聚灵砂
1119,,1119,806005,10000,20,40160,聚灵砂
1120,,1120,806005,10000,6,40161,聚灵砂
1121,,1121,806005,10000,6,40162,聚灵砂
1122,,1122,806005,10000,8,40163,聚灵砂
1123,,1123,806005,10000,8,40164,聚灵砂
1124,,1124,806005,10000,10,40165,聚灵砂
1125,,1125,806005,10000,10,40166,聚灵砂
1126,,1126,806005,10000,12,40167,聚灵砂
1127,,1127,806005,10000,20,40168,聚灵砂
1128,,1128,806006,10000,6,40169,驭法石
1129,,1129,806006,10000,6,40170,驭法石
1130,,1130,806006,10000,8,40171,驭法石
1131,,1131,806006,10000,8,40172,驭法石
1132,,1132,806006,10000,10,40173,驭法石
1133,,1133,806006,10000,10,40174,驭法石
1134,,1134,806006,10000,12,40175,驭法石
1135,,1135,806006,10000,20,40176,驭法石
1136,,1136,806006,10000,6,40177,驭法石
1137,,1137,806006,10000,6,40178,驭法石
1138,,1138,806006,10000,8,40179,驭法石
1139,,1139,806006,10000,8,40180,驭法石
1140,,1140,806006,10000,10,40181,驭法石
1141,,1141,806006,10000,10,40182,驭法石
1142,,1142,806006,10000,12,40183,驭法石
1143,,1143,806006,10000,20,40184,驭法石
1144,,1144,806006,10000,6,40185,驭法石
1145,,1145,806006,10000,6,40186,驭法石
1146,,1146,806006,10000,8,40187,驭法石
1147,,1147,806006,10000,8,40188,驭法石
1148,,1148,806006,10000,10,40189,驭法石
1149,,1149,806006,10000,10,40190,驭法石
1150,,1150,806006,10000,12,40191,驭法石
1151,,1151,806006,10000,20,40192,驭法石
1152,,1152,806007,10000,6,40193,唤神玉
1153,,1153,806007,10000,6,40194,唤神玉
1154,,1154,806007,10000,8,40195,唤神玉
1155,,1155,806007,10000,8,40196,唤神玉
1156,,1156,806007,10000,10,40197,唤神玉
1157,,1157,806007,10000,10,40198,唤神玉
1158,,1158,806007,10000,12,40199,唤神玉
1159,,1159,806007,10000,20,40200,唤神玉
1160,,1160,806007,10000,6,40201,唤神玉
1161,,1161,806007,10000,6,40202,唤神玉
1162,,1162,806007,10000,8,40203,唤神玉
1163,,1163,806007,10000,8,40204,唤神玉
1164,,1164,806007,10000,10,40205,唤神玉
1165,,1165,806007,10000,10,40206,唤神玉
1166,,1166,806007,10000,12,40207,唤神玉
1167,,1167,806007,10000,20,40208,唤神玉
1168,,1168,806007,10000,6,40209,唤神玉
1169,,1169,806007,10000,6,40210,唤神玉
1170,,1170,806007,10000,8,40211,唤神玉
1171,,1171,806007,10000,8,40212,唤神玉
1172,,1172,806007,10000,10,40213,唤神玉
1173,,1173,806007,10000,10,40214,唤神玉
1174,,1174,806007,10000,12,40215,唤神玉
1175,,1175,806007,10000,20,40216,唤神玉
1176,,1176,806511,10000,1,2001001,初级化灵卷轴
1177,,1177,806511,10000,1,2001002,初级化灵卷轴
1178,,1178,806511,10000,1,2001003,初级化灵卷轴
1179,,1179,806512,10000,1,2001004,中级化灵卷轴
1180,,1180,806512,10000,1,2001005,中级化灵卷轴
1181,,1181,806512,10000,1,2001006,高级化灵卷轴
1182,,1182,806513,10000,1,2001007,高级化灵卷轴
1183,,1183,806513,10000,1,2001008,高级化灵卷轴
1184,,1184,806513,10000,1,2001009,高级化灵卷轴
1185,,1185,806514,10000,1,2001010,初级盘龙卷轴
1186,,1186,806514,10000,1,2001011,初级盘龙卷轴
1187,,1187,806514,10000,1,2001012,初级盘龙卷轴
1188,,1188,806515,10000,1,2001013,初级盘龙卷轴
1189,,1189,806515,10000,1,2001014,初级盘龙卷轴
1190,,1190,806515,10000,1,2001015,初级盘龙卷轴
1191,,1191,806515,10000,1,2001016,初级盘龙卷轴
1192,,1192,806516,10000,1,2001017,初级盘龙卷轴
1193,,1193,806516,10000,1,2001018,中级盘龙卷轴
1194,,1194,806516,10000,1,2001019,中级盘龙卷轴
1195,,1195,806516,10000,1,2001020,中级盘龙卷轴
1196,,1196,806516,10000,1,2001021,中级盘龙卷轴
1197,,1197,806517,10000,1,2001022,中级盘龙卷轴
1198,,1198,806517,10000,1,2001023,中级盘龙卷轴
1199,,1199,806517,10000,1,2001024,中级盘龙卷轴
