key,remarks,id,planId,quality,levelNeed,costType,costCount,itemsNeedStr,attrData,precentAttrData
10065_4,,10065_4,10065,4,50,,24000,806517:3;806518:4,物理攻击_720;法术攻击_576,
10065_5,,10065_5,10065,5,60,,43000,806519:5;806520:6,物理攻击_900;法术攻击_720,
10065_6,,10065_6,10065,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_1080;法术攻击_864,
10065_7,,10065_7,10065,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_1260;法术攻击_1008,
10065_8,,10065_8,10065,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1440;法术攻击_1152,
10066_0,,10066_0,10066,,10,,1000,806511:1,,
10066_1,,10066_1,10066,1,20,,1200,806512:1,生命_385,
10066_2,,10066_2,10066,2,30,,3000,806513:1;806514:1,生命_770,
10066_3,,10066_3,10066,3,40,,3700,806515:1;806516:2,生命_1155,
10066_4,,10066_4,10066,4,50,,24000,806517:3;806518:4,生命_1540,
10066_5,,10066_5,10066,5,60,,43000,806519:5;806520:6,生命_1925,
10066_6,,10066_6,10066,6,70,,64500,806521:8;806522:10;806523:12,生命_2310,
10066_7,,10066_7,10066,7,80,,64500,806523:12;806524:14;806525:16,生命_2695,
10066_8,,10066_8,10066,8,90,,64500,806526:18;806527:20;806528:22,生命_3080,
10067_0,,10067_0,10067,,10,,1000,806511:1,,
10067_1,,10067_1,10067,1,20,,1200,806512:1,物理防御_32;生命_192,
10067_2,,10067_2,10067,2,30,,3000,806513:1;806514:1,物理防御_64;生命_385,
10067_3,,10067_3,10067,3,40,,3700,806515:1;806516:2,物理防御_96;生命_577,
10067_4,,10067_4,10067,4,50,,24000,806517:3;806518:4,物理防御_128;生命_770,
10067_5,,10067_5,10067,5,60,,43000,806519:5;806520:6,物理防御_160;生命_962,
10067_6,,10067_6,10067,6,70,,64500,806521:8;806522:10;806523:12,物理防御_192;生命_1155,
10067_7,,10067_7,10067,7,80,,64500,806523:12;806524:14;806525:16,物理防御_224;生命_1347,
10067_8,,10067_8,10067,8,90,,64500,806526:18;806527:20;806528:22,物理防御_256;生命_1540,
10068_0,,10068_0,10068,,10,,1000,806511:1,,
10068_1,,10068_1,10068,1,20,,1200,806512:1,法术防御_40;生命_192,
10068_2,,10068_2,10068,2,30,,3000,806513:1;806514:1,法术防御_80;生命_385,
10068_3,,10068_3,10068,3,40,,3700,806515:1;806516:2,法术防御_120;生命_577,
10068_4,,10068_4,10068,4,50,,24000,806517:3;806518:4,法术防御_160;生命_770,
10068_5,,10068_5,10068,5,60,,43000,806519:5;806520:6,法术防御_200;生命_962,
10068_6,,10068_6,10068,6,70,,64500,806521:8;806522:10;806523:12,法术防御_240;生命_1155,
10068_7,,10068_7,10068,7,80,,64500,806523:12;806524:14;806525:16,法术防御_280;生命_1347,
10068_8,,10068_8,10068,8,90,,64500,806526:18;806527:20;806528:22,法术防御_320;生命_1540,
10069_0,,10069_0,10069,,10,,1000,806511:1,,
10069_1,,10069_1,10069,1,20,,1200,806512:1,物理攻击_174;法术攻击_139,
10069_2,,10069_2,10069,2,30,,3000,806513:1;806514:1,物理攻击_348;法术攻击_278,
10069_3,,10069_3,10069,3,40,,3700,806515:1;806516:2,物理攻击_522;法术攻击_417,
10069_4,,10069_4,10069,4,50,,24000,806517:3;806518:4,物理攻击_696;法术攻击_556,
10069_5,,10069_5,10069,5,60,,43000,806519:5;806520:6,物理攻击_870;法术攻击_696,
10069_6,,10069_6,10069,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_1044;法术攻击_835,
10069_7,,10069_7,10069,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_1218;法术攻击_974,
10069_8,,10069_8,10069,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1392;法术攻击_1113,
10070_0,,10070_0,10070,,10,,1000,806511:1,,
10070_1,,10070_1,10070,1,20,,1200,806512:1,生命_395,
10070_2,,10070_2,10070,2,30,,3000,806513:1;806514:1,生命_790,
10070_3,,10070_3,10070,3,40,,3700,806515:1;806516:2,生命_1185,
10070_4,,10070_4,10070,4,50,,24000,806517:3;806518:4,生命_1580,
10070_5,,10070_5,10070,5,60,,43000,806519:5;806520:6,生命_1975,
10070_6,,10070_6,10070,6,70,,64500,806521:8;806522:10;806523:12,生命_2370,
10070_7,,10070_7,10070,7,80,,64500,806523:12;806524:14;806525:16,生命_2765,
10070_8,,10070_8,10070,8,90,,64500,806526:18;806527:20;806528:22,生命_3160,
10071_0,,10071_0,10071,,10,,1000,806511:1,,
10071_1,,10071_1,10071,1,20,,1200,806512:1,物理防御_33;生命_197,
10071_2,,10071_2,10071,2,30,,3000,806513:1;806514:1,物理防御_67;生命_395,
10071_3,,10071_3,10071,3,40,,3700,806515:1;806516:2,物理防御_100;生命_592,
10071_4,,10071_4,10071,4,50,,24000,806517:3;806518:4,物理防御_134;生命_790,
10071_5,,10071_5,10071,5,60,,43000,806519:5;806520:6,物理防御_168;生命_987,
10071_6,,10071_6,10071,6,70,,64500,806521:8;806522:10;806523:12,物理防御_201;生命_1185,
10071_7,,10071_7,10071,7,80,,64500,806523:12;806524:14;806525:16,物理防御_235;生命_1382,
10071_8,,10071_8,10071,8,90,,64500,806526:18;806527:20;806528:22,物理防御_268;生命_1580,
10072_0,,10072_0,10072,,10,,1000,806511:1,,
10072_1,,10072_1,10072,1,20,,1200,806512:1,法术防御_42;生命_197,
10072_2,,10072_2,10072,2,30,,3000,806513:1;806514:1,法术防御_84;生命_395,
10072_3,,10072_3,10072,3,40,,3700,806515:1;806516:2,法术防御_126;生命_592,
10072_4,,10072_4,10072,4,50,,24000,806517:3;806518:4,法术防御_168;生命_790,
10072_5,,10072_5,10072,5,60,,43000,806519:5;806520:6,法术防御_210;生命_987,
10072_6,,10072_6,10072,6,70,,64500,806521:8;806522:10;806523:12,法术防御_252;生命_1185,
10072_7,,10072_7,10072,7,80,,64500,806523:12;806524:14;806525:16,法术防御_294;生命_1382,
10072_8,,10072_8,10072,8,90,,64500,806526:18;806527:20;806528:22,法术防御_336;生命_1580,
10073_0,,10073_0,10073,,10,,1000,806511:1,,
10073_1,,10073_1,10073,1,20,,1200,806512:1,物理攻击_168;法术攻击_134,
10073_2,,10073_2,10073,2,30,,3000,806513:1;806514:1,物理攻击_336;法术攻击_268,
10073_3,,10073_3,10073,3,40,,3700,806515:1;806516:2,物理攻击_504;法术攻击_403,
10073_4,,10073_4,10073,4,50,,24000,806517:3;806518:4,物理攻击_672;法术攻击_537,
10073_5,,10073_5,10073,5,60,,43000,806519:5;806520:6,物理攻击_840;法术攻击_672,
10073_6,,10073_6,10073,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_1008;法术攻击_806,
10073_7,,10073_7,10073,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_1176;法术攻击_940,
10073_8,,10073_8,10073,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1344;法术攻击_1075,
10074_0,,10074_0,10074,,10,,1000,806511:1,,
10074_1,,10074_1,10074,1,20,,1200,806512:1,生命_410,
10074_2,,10074_2,10074,2,30,,3000,806513:1;806514:1,生命_820,
10074_3,,10074_3,10074,3,40,,3700,806515:1;806516:2,生命_1230,
10074_4,,10074_4,10074,4,50,,24000,806517:3;806518:4,生命_1640,
10074_5,,10074_5,10074,5,60,,43000,806519:5;806520:6,生命_2050,
10074_6,,10074_6,10074,6,70,,64500,806521:8;806522:10;806523:12,生命_2460,
10074_7,,10074_7,10074,7,80,,64500,806523:12;806524:14;806525:16,生命_2870,
10074_8,,10074_8,10074,8,90,,64500,806526:18;806527:20;806528:22,生命_3280,
10075_0,,10075_0,10075,,10,,1000,806511:1,,
10075_1,,10075_1,10075,1,20,,1200,806512:1,物理防御_35;生命_205,
10075_2,,10075_2,10075,2,30,,3000,806513:1;806514:1,物理防御_70;生命_410,
10075_3,,10075_3,10075,3,40,,3700,806515:1;806516:2,物理防御_105;生命_615,
10075_4,,10075_4,10075,4,50,,24000,806517:3;806518:4,物理防御_140;生命_820,
10075_5,,10075_5,10075,5,60,,43000,806519:5;806520:6,物理防御_176;生命_1025,
10075_6,,10075_6,10075,6,70,,64500,806521:8;806522:10;806523:12,物理防御_211;生命_1230,
10075_7,,10075_7,10075,7,80,,64500,806523:12;806524:14;806525:16,物理防御_246;生命_1435,
10075_8,,10075_8,10075,8,90,,64500,806526:18;806527:20;806528:22,物理防御_281;生命_1640,
10076_0,,10076_0,10076,,10,,1000,806511:1,,
10076_1,,10076_1,10076,1,20,,1200,806512:1,法术防御_44;生命_205,
10076_2,,10076_2,10076,2,30,,3000,806513:1;806514:1,法术防御_88;生命_410,
10076_3,,10076_3,10076,3,40,,3700,806515:1;806516:2,法术防御_132;生命_615,
10076_4,,10076_4,10076,4,50,,24000,806517:3;806518:4,法术防御_176;生命_820,
10076_5,,10076_5,10076,5,60,,43000,806519:5;806520:6,法术防御_220;生命_1025,
10076_6,,10076_6,10076,6,70,,64500,806521:8;806522:10;806523:12,法术防御_264;生命_1230,
10076_7,,10076_7,10076,7,80,,64500,806523:12;806524:14;806525:16,法术防御_308;生命_1435,
10076_8,,10076_8,10076,8,90,,64500,806526:18;806527:20;806528:22,法术防御_352;生命_1640,
10077_0,,10077_0,10077,,10,,1000,806511:1,,
10077_1,,10077_1,10077,1,20,,1200,806512:1,物理攻击_180;法术攻击_129,
10077_2,,10077_2,10077,2,30,,3000,806513:1;806514:1,物理攻击_360;法术攻击_259,
10077_3,,10077_3,10077,3,40,,3700,806515:1;806516:2,物理攻击_540;法术攻击_388,
10077_4,,10077_4,10077,4,50,,24000,806517:3;806518:4,物理攻击_720;法术攻击_518,
10077_5,,10077_5,10077,5,60,,43000,806519:5;806520:6,物理攻击_900;法术攻击_648,
10077_6,,10077_6,10077,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_1080;法术攻击_777,
10077_7,,10077_7,10077,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_1260;法术攻击_907,
10077_8,,10077_8,10077,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1440;法术攻击_1036,
10078_0,,10078_0,10078,,10,,1000,806511:1,,
10078_1,,10078_1,10078,1,20,,1200,806512:1,生命_320,
10078_2,,10078_2,10078,2,30,,3000,806513:1;806514:1,生命_640,
10078_3,,10078_3,10078,3,40,,3700,806515:1;806516:2,生命_960,
10078_4,,10078_4,10078,4,50,,24000,806517:3;806518:4,生命_1280,
10078_5,,10078_5,10078,5,60,,43000,806519:5;806520:6,生命_1600,
10078_6,,10078_6,10078,6,70,,64500,806521:8;806522:10;806523:12,生命_1920,
10078_7,,10078_7,10078,7,80,,64500,806523:12;806524:14;806525:16,生命_2240,
10078_8,,10078_8,10078,8,90,,64500,806526:18;806527:20;806528:22,生命_2560,
10079_0,,10079_0,10079,,10,,1000,806511:1,,
10079_1,,10079_1,10079,1,20,,1200,806512:1,物理防御_46;生命_160,
10079_2,,10079_2,10079,2,30,,3000,806513:1;806514:1,物理防御_92;生命_320,
10079_3,,10079_3,10079,3,40,,3700,806515:1;806516:2,物理防御_138;生命_480,
10079_4,,10079_4,10079,4,50,,24000,806517:3;806518:4,物理防御_184;生命_640,
10079_5,,10079_5,10079,5,60,,43000,806519:5;806520:6,物理防御_230;生命_800,
10079_6,,10079_6,10079,6,70,,64500,806521:8;806522:10;806523:12,物理防御_276;生命_960,
10079_7,,10079_7,10079,7,80,,64500,806523:12;806524:14;806525:16,物理防御_322;生命_1120,
10079_8,,10079_8,10079,8,90,,64500,806526:18;806527:20;806528:22,物理防御_368;生命_1280,
10080_0,,10080_0,10080,,10,,1000,806511:1,,
10080_1,,10080_1,10080,1,20,,1200,806512:1,法术防御_36;生命_160,
10080_2,,10080_2,10080,2,30,,3000,806513:1;806514:1,法术防御_73;生命_320,
10080_3,,10080_3,10080,3,40,,3700,806515:1;806516:2,法术防御_110;生命_480,
10080_4,,10080_4,10080,4,50,,24000,806517:3;806518:4,法术防御_147;生命_640,
10080_5,,10080_5,10080,5,60,,43000,806519:5;806520:6,法术防御_184;生命_800,
10080_6,,10080_6,10080,6,70,,64500,806521:8;806522:10;806523:12,法术防御_220;生命_960,
10080_7,,10080_7,10080,7,80,,64500,806523:12;806524:14;806525:16,法术防御_257;生命_1120,
10080_8,,10080_8,10080,8,90,,64500,806526:18;806527:20;806528:22,法术防御_294;生命_1280,
10081_0,,10081_0,10081,,10,,1000,806511:1,,
10081_1,,10081_1,10081,1,20,,1200,806512:1,物理攻击_174;法术攻击_124,
10081_2,,10081_2,10081,2,30,,3000,806513:1;806514:1,物理攻击_348;法术攻击_249,
10081_3,,10081_3,10081,3,40,,3700,806515:1;806516:2,物理攻击_522;法术攻击_374,
10081_4,,10081_4,10081,4,50,,24000,806517:3;806518:4,物理攻击_696;法术攻击_499,
10081_5,,10081_5,10081,5,60,,43000,806519:5;806520:6,物理攻击_870;法术攻击_624,
10081_6,,10081_6,10081,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_1044;法术攻击_748,
10081_7,,10081_7,10081,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_1218;法术攻击_873,
10081_8,,10081_8,10081,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1392;法术攻击_998,
10082_0,,10082_0,10082,,10,,1000,806511:1,,
10082_1,,10082_1,10082,1,20,,1200,806512:1,生命_330,
10082_2,,10082_2,10082,2,30,,3000,806513:1;806514:1,生命_660,
10082_3,,10082_3,10082,3,40,,3700,806515:1;806516:2,生命_990,
10082_4,,10082_4,10082,4,50,,24000,806517:3;806518:4,生命_1320,
10082_5,,10082_5,10082,5,60,,43000,806519:5;806520:6,生命_1650,
10082_6,,10082_6,10082,6,70,,64500,806521:8;806522:10;806523:12,生命_1980,
10082_7,,10082_7,10082,7,80,,64500,806523:12;806524:14;806525:16,生命_2310,
10082_8,,10082_8,10082,8,90,,64500,806526:18;806527:20;806528:22,生命_2640,
10083_0,,10083_0,10083,,10,,1000,806511:1,,
10083_1,,10083_1,10083,1,20,,1200,806512:1,物理防御_48;生命_165,
10083_2,,10083_2,10083,2,30,,3000,806513:1;806514:1,物理防御_96;生命_330,
10083_3,,10083_3,10083,3,40,,3700,806515:1;806516:2,物理防御_144;生命_495,
10083_4,,10083_4,10083,4,50,,24000,806517:3;806518:4,物理防御_192;生命_660,
10083_5,,10083_5,10083,5,60,,43000,806519:5;806520:6,物理防御_240;生命_825,
10083_6,,10083_6,10083,6,70,,64500,806521:8;806522:10;806523:12,物理防御_288;生命_990,
10083_7,,10083_7,10083,7,80,,64500,806523:12;806524:14;806525:16,物理防御_336;生命_1155,
10083_8,,10083_8,10083,8,90,,64500,806526:18;806527:20;806528:22,物理防御_384;生命_1320,
10084_0,,10084_0,10084,,10,,1000,806511:1,,
10084_1,,10084_1,10084,1,20,,1200,806512:1,法术防御_38;生命_165,
10084_2,,10084_2,10084,2,30,,3000,806513:1;806514:1,法术防御_76;生命_330,
10084_3,,10084_3,10084,3,40,,3700,806515:1;806516:2,法术防御_115;生命_495,
10084_4,,10084_4,10084,4,50,,24000,806517:3;806518:4,法术防御_153;生命_660,
10084_5,,10084_5,10084,5,60,,43000,806519:5;806520:6,法术防御_192;生命_825,
10084_6,,10084_6,10084,6,70,,64500,806521:8;806522:10;806523:12,法术防御_230;生命_990,
10084_7,,10084_7,10084,7,80,,64500,806523:12;806524:14;806525:16,法术防御_268;生命_1155,
10084_8,,10084_8,10084,8,90,,64500,806526:18;806527:20;806528:22,法术防御_307;生命_1320,
10085_0,,10085_0,10085,,10,,1000,806511:1,,
10085_1,,10085_1,10085,1,20,,1200,806512:1,物理攻击_168;法术攻击_120,
10085_2,,10085_2,10085,2,30,,3000,806513:1;806514:1,物理攻击_336;法术攻击_240,
10085_3,,10085_3,10085,3,40,,3700,806515:1;806516:2,物理攻击_504;法术攻击_360,
10085_4,,10085_4,10085,4,50,,24000,806517:3;806518:4,物理攻击_672;法术攻击_480,
10085_5,,10085_5,10085,5,60,,43000,806519:5;806520:6,物理攻击_840;法术攻击_600,
10085_6,,10085_6,10085,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_1008;法术攻击_720,
10085_7,,10085_7,10085,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_1176;法术攻击_840,
10085_8,,10085_8,10085,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1344;法术攻击_960,
10086_0,,10086_0,10086,,10,,1000,806511:1,,
10086_1,,10086_1,10086,1,20,,1200,806512:1,生命_340,
10086_2,,10086_2,10086,2,30,,3000,806513:1;806514:1,生命_680,
10086_3,,10086_3,10086,3,40,,3700,806515:1;806516:2,生命_1020,
10086_4,,10086_4,10086,4,50,,24000,806517:3;806518:4,生命_1360,
10086_5,,10086_5,10086,5,60,,43000,806519:5;806520:6,生命_1700,
10086_6,,10086_6,10086,6,70,,64500,806521:8;806522:10;806523:12,生命_2040,
10086_7,,10086_7,10086,7,80,,64500,806523:12;806524:14;806525:16,生命_2380,
10086_8,,10086_8,10086,8,90,,64500,806526:18;806527:20;806528:22,生命_2720,
10087_0,,10087_0,10087,,10,,1000,806511:1,,
10087_1,,10087_1,10087,1,20,,1200,806512:1,物理防御_50;生命_170,
10087_2,,10087_2,10087,2,30,,3000,806513:1;806514:1,物理防御_100;生命_340,
10087_3,,10087_3,10087,3,40,,3700,806515:1;806516:2,物理防御_150;生命_510,
10087_4,,10087_4,10087,4,50,,24000,806517:3;806518:4,物理防御_200;生命_680,
10087_5,,10087_5,10087,5,60,,43000,806519:5;806520:6,物理防御_250;生命_850,
10087_6,,10087_6,10087,6,70,,64500,806521:8;806522:10;806523:12,物理防御_300;生命_1020,
10087_7,,10087_7,10087,7,80,,64500,806523:12;806524:14;806525:16,物理防御_350;生命_1190,
10087_8,,10087_8,10087,8,90,,64500,806526:18;806527:20;806528:22,物理防御_400;生命_1360,
10088_0,,10088_0,10088,,10,,1000,806511:1,,
10088_1,,10088_1,10088,1,20,,1200,806512:1,法术防御_40;生命_170,
10088_2,,10088_2,10088,2,30,,3000,806513:1;806514:1,法术防御_80;生命_340,
10088_3,,10088_3,10088,3,40,,3700,806515:1;806516:2,法术防御_120;生命_510,
10088_4,,10088_4,10088,4,50,,24000,806517:3;806518:4,法术防御_160;生命_680,
10088_5,,10088_5,10088,5,60,,43000,806519:5;806520:6,法术防御_200;生命_850,
10088_6,,10088_6,10088,6,70,,64500,806521:8;806522:10;806523:12,法术防御_240;生命_1020,
10088_7,,10088_7,10088,7,80,,64500,806523:12;806524:14;806525:16,法术防御_280;生命_1190,
10088_8,,10088_8,10088,8,90,,64500,806526:18;806527:20;806528:22,法术防御_320;生命_1360,
10089_0,,10089_0,10089,,10,,1000,806511:1,,
10089_1,,10089_1,10089,1,20,,1200,806512:1,物理攻击_180;法术攻击_129,
10089_2,,10089_2,10089,2,30,,3000,806513:1;806514:1,物理攻击_360;法术攻击_259,
10089_3,,10089_3,10089,3,40,,3700,806515:1;806516:2,物理攻击_540;法术攻击_388,
10089_4,,10089_4,10089,4,50,,24000,806517:3;806518:4,物理攻击_720;法术攻击_518,
10089_5,,10089_5,10089,5,60,,43000,806519:5;806520:6,物理攻击_900;法术攻击_648,
10089_6,,10089_6,10089,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_1080;法术攻击_777,
10089_7,,10089_7,10089,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_1260;法术攻击_907,
10089_8,,10089_8,10089,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1440;法术攻击_1036,
10090_0,,10090_0,10090,,10,,1000,806511:1,,
10090_1,,10090_1,10090,1,20,,1200,806512:1,生命_320,
10090_2,,10090_2,10090,2,30,,3000,806513:1;806514:1,生命_640,
10090_3,,10090_3,10090,3,40,,3700,806515:1;806516:2,生命_960,
10090_4,,10090_4,10090,4,50,,24000,806517:3;806518:4,生命_1280,
10090_5,,10090_5,10090,5,60,,43000,806519:5;806520:6,生命_1600,
10090_6,,10090_6,10090,6,70,,64500,806521:8;806522:10;806523:12,生命_1920,
10090_7,,10090_7,10090,7,80,,64500,806523:12;806524:14;806525:16,生命_2240,
10090_8,,10090_8,10090,8,90,,64500,806526:18;806527:20;806528:22,生命_2560,
10091_0,,10091_0,10091,,10,,1000,806511:1,,
10091_1,,10091_1,10091,1,20,,1200,806512:1,物理防御_36;生命_160,
10091_2,,10091_2,10091,2,30,,3000,806513:1;806514:1,物理防御_73;生命_320,
10091_3,,10091_3,10091,3,40,,3700,806515:1;806516:2,物理防御_110;生命_480,
10091_4,,10091_4,10091,4,50,,24000,806517:3;806518:4,物理防御_147;生命_640,
10091_5,,10091_5,10091,5,60,,43000,806519:5;806520:6,物理防御_184;生命_800,
10091_6,,10091_6,10091,6,70,,64500,806521:8;806522:10;806523:12,物理防御_220;生命_960,
10091_7,,10091_7,10091,7,80,,64500,806523:12;806524:14;806525:16,物理防御_257;生命_1120,
10091_8,,10091_8,10091,8,90,,64500,806526:18;806527:20;806528:22,物理防御_294;生命_1280,
10092_0,,10092_0,10092,,10,,1000,806511:1,,
10092_1,,10092_1,10092,1,20,,1200,806512:1,法术防御_46;生命_160,
10092_2,,10092_2,10092,2,30,,3000,806513:1;806514:1,法术防御_92;生命_320,
10092_3,,10092_3,10092,3,40,,3700,806515:1;806516:2,法术防御_138;生命_480,
10092_4,,10092_4,10092,4,50,,24000,806517:3;806518:4,法术防御_184;生命_640,
10092_5,,10092_5,10092,5,60,,43000,806519:5;806520:6,法术防御_230;生命_800,
10092_6,,10092_6,10092,6,70,,64500,806521:8;806522:10;806523:12,法术防御_276;生命_960,
10092_7,,10092_7,10092,7,80,,64500,806523:12;806524:14;806525:16,法术防御_322;生命_1120,
10092_8,,10092_8,10092,8,90,,64500,806526:18;806527:20;806528:22,法术防御_368;生命_1280,
10093_0,,10093_0,10093,,10,,1000,806511:1,,
10093_1,,10093_1,10093,1,20,,1200,806512:1,物理攻击_174;法术攻击_124,
10093_2,,10093_2,10093,2,30,,3000,806513:1;806514:1,物理攻击_348;法术攻击_249,
10093_3,,10093_3,10093,3,40,,3700,806515:1;806516:2,物理攻击_522;法术攻击_374,
10093_4,,10093_4,10093,4,50,,24000,806517:3;806518:4,物理攻击_696;法术攻击_499,
10093_5,,10093_5,10093,5,60,,43000,806519:5;806520:6,物理攻击_870;法术攻击_624,
10093_6,,10093_6,10093,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_1044;法术攻击_748,
10093_7,,10093_7,10093,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_1218;法术攻击_873,
10093_8,,10093_8,10093,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1392;法术攻击_998,
10094_0,,10094_0,10094,,10,,1000,806511:1,,
10094_1,,10094_1,10094,1,20,,1200,806512:1,生命_330,
10094_2,,10094_2,10094,2,30,,3000,806513:1;806514:1,生命_660,
10094_3,,10094_3,10094,3,40,,3700,806515:1;806516:2,生命_990,
10094_4,,10094_4,10094,4,50,,24000,806517:3;806518:4,生命_1320,
10094_5,,10094_5,10094,5,60,,43000,806519:5;806520:6,生命_1650,
10094_6,,10094_6,10094,6,70,,64500,806521:8;806522:10;806523:12,生命_1980,
10094_7,,10094_7,10094,7,80,,64500,806523:12;806524:14;806525:16,生命_2310,
10094_8,,10094_8,10094,8,90,,64500,806526:18;806527:20;806528:22,生命_2640,
10095_0,,10095_0,10095,,10,,1000,806511:1,,
10095_1,,10095_1,10095,1,20,,1200,806512:1,物理防御_38;生命_165,
10095_2,,10095_2,10095,2,30,,3000,806513:1;806514:1,物理防御_76;生命_330,
10095_3,,10095_3,10095,3,40,,3700,806515:1;806516:2,物理防御_115;生命_495,
10095_4,,10095_4,10095,4,50,,24000,806517:3;806518:4,物理防御_153;生命_660,
10095_5,,10095_5,10095,5,60,,43000,806519:5;806520:6,物理防御_192;生命_825,
10095_6,,10095_6,10095,6,70,,64500,806521:8;806522:10;806523:12,物理防御_230;生命_990,
10095_7,,10095_7,10095,7,80,,64500,806523:12;806524:14;806525:16,物理防御_268;生命_1155,
10095_8,,10095_8,10095,8,90,,64500,806526:18;806527:20;806528:22,物理防御_307;生命_1320,
10096_0,,10096_0,10096,,10,,1000,806511:1,,
10096_1,,10096_1,10096,1,20,,1200,806512:1,法术防御_48;生命_165,
10096_2,,10096_2,10096,2,30,,3000,806513:1;806514:1,法术防御_96;生命_330,
10096_3,,10096_3,10096,3,40,,3700,806515:1;806516:2,法术防御_144;生命_495,
10096_4,,10096_4,10096,4,50,,24000,806517:3;806518:4,法术防御_192;生命_660,
10096_5,,10096_5,10096,5,60,,43000,806519:5;806520:6,法术防御_240;生命_825,
10096_6,,10096_6,10096,6,70,,64500,806521:8;806522:10;806523:12,法术防御_288;生命_990,
10096_7,,10096_7,10096,7,80,,64500,806523:12;806524:14;806525:16,法术防御_336;生命_1155,
10096_8,,10096_8,10096,8,90,,64500,806526:18;806527:20;806528:22,法术防御_384;生命_1320,
10097_0,,10097_0,10097,,10,,1000,806511:1,,
10097_1,,10097_1,10097,1,20,,1200,806512:1,物理攻击_168;法术攻击_120,
10097_2,,10097_2,10097,2,30,,3000,806513:1;806514:1,物理攻击_336;法术攻击_240,
10097_3,,10097_3,10097,3,40,,3700,806515:1;806516:2,物理攻击_504;法术攻击_360,
10097_4,,10097_4,10097,4,50,,24000,806517:3;806518:4,物理攻击_672;法术攻击_480,
10097_5,,10097_5,10097,5,60,,43000,806519:5;806520:6,物理攻击_840;法术攻击_600,
10097_6,,10097_6,10097,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_1008;法术攻击_720,
10097_7,,10097_7,10097,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_1176;法术攻击_840,
10097_8,,10097_8,10097,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1344;法术攻击_960,
10098_0,,10098_0,10098,,10,,1000,806511:1,,
10098_1,,10098_1,10098,1,20,,1200,806512:1,生命_340,
10098_2,,10098_2,10098,2,30,,3000,806513:1;806514:1,生命_680,
10098_3,,10098_3,10098,3,40,,3700,806515:1;806516:2,生命_1020,
10098_4,,10098_4,10098,4,50,,24000,806517:3;806518:4,生命_1360,
10098_5,,10098_5,10098,5,60,,43000,806519:5;806520:6,生命_1700,
10098_6,,10098_6,10098,6,70,,64500,806521:8;806522:10;806523:12,生命_2040,
10098_7,,10098_7,10098,7,80,,64500,806523:12;806524:14;806525:16,生命_2380,
10098_8,,10098_8,10098,8,90,,64500,806526:18;806527:20;806528:22,生命_2720,
10099_0,,10099_0,10099,,10,,1000,806511:1,,
10099_1,,10099_1,10099,1,20,,1200,806512:1,物理防御_40;生命_170,
10099_2,,10099_2,10099,2,30,,3000,806513:1;806514:1,物理防御_80;生命_340,
10099_3,,10099_3,10099,3,40,,3700,806515:1;806516:2,物理防御_120;生命_510,
10099_4,,10099_4,10099,4,50,,24000,806517:3;806518:4,物理防御_160;生命_680,
10099_5,,10099_5,10099,5,60,,43000,806519:5;806520:6,物理防御_200;生命_850,
10099_6,,10099_6,10099,6,70,,64500,806521:8;806522:10;806523:12,物理防御_240;生命_1020,
10099_7,,10099_7,10099,7,80,,64500,806523:12;806524:14;806525:16,物理防御_280;生命_1190,
10099_8,,10099_8,10099,8,90,,64500,806526:18;806527:20;806528:22,物理防御_320;生命_1360,
10100_0,,10100_0,10100,,10,,1000,806511:1,,
10100_1,,10100_1,10100,1,20,,1200,806512:1,法术防御_50;生命_170,
10100_2,,10100_2,10100,2,30,,3000,806513:1;806514:1,法术防御_100;生命_340,
10100_3,,10100_3,10100,3,40,,3700,806515:1;806516:2,法术防御_150;生命_510,
10100_4,,10100_4,10100,4,50,,24000,806517:3;806518:4,法术防御_200;生命_680,
10100_5,,10100_5,10100,5,60,,43000,806519:5;806520:6,法术防御_250;生命_850,
