key,remarks,id,planId,quality,levelNeed,costType,costCount,itemsNeedStr,attrData,precentAttrData,wf1,wf2,wf3,wf4,wf5,wf6,wf7,wf8,wf9
253,,253,10006,4,25,1,5000,806522;8,,生命_2500,25,,,,,生命,2500,,
254,,254,10006,5,30,1,8000,806522;10,,生命_3000,30,,,,,生命,3000,,
255,,255,10006,6,35,1,12000,806522;12,,生命_3500,35,,,,,生命,3500,,
256,,256,10006,7,40,1,15000,806522;14,,生命_4000,40,,,,,生命,4000,,
257,,257,10006,8,45,1,20000,806522;16,,生命_4500,45,,,,,生命,4500,,
258,,258,10006,9,50,1,30000,806522;18,,生命_5000,50,,,,,生命,5000,,
259,,259,10006,10,54,1,50000,806522;20,,生命_5400,54,,,,,生命,5400,,
260,,260,10006,11,58,1,70000,806522;22,,生命_5800,58,,,,,生命,5800,,
261,,261,10006,12,62,1,90000,806522;24,,生命_6200,62,,,,,生命,6200,,
262,,262,10006,13,66,1,110000,806522;26,,生命_6600,66,,,,,生命,6600,,
263,,263,10006,14,70,1,130000,806522;28,,生命_7000,70,,,,,生命,7000,,
264,,264,10006,15,74,1,150000,806522;30,,生命_7400,74,,,,,生命,7400,,
265,,265,10006,16,78,1,170000,806522;32,,生命_7800,78,,,,,生命,7800,,
266,,266,10006,17,82,1,190000,806522;34,,生命_8200,82,,,,,生命,8200,,
267,,267,10006,18,86,1,210000,806522;36,,生命_8600,86,,,,,生命,8600,,
268,,268,10006,19,90,1,230000,806522;38,,生命_9000,90,,,,,生命,9000,,
269,,269,10102,1,1,1,1000,806511;2,生命_120,,1,生命,120,,,,,,
270,,270,10102,2,10,1,2000,806512;4,生命_1200,,10,生命,1200,,,,,,
271,,271,10102,3,20,1,3000,806512;6,生命_2400,,20,生命,2400,,,,,,
272,,272,10102,4,25,1,5000,806513;8,生命_3000,,25,生命,3000,,,,,,
273,,273,10102,5,30,1,8000,806514;10,生命_3600,,30,生命,3600,,,,,,
274,,274,10102,6,35,1,12000,806514;12,生命_4200,,35,生命,4200,,,,,,
275,,275,10102,7,40,1,15000,806515;14,生命_4800,,40,生命,4800,,,,,,
276,,276,10102,8,45,1,20000,806515;16,生命_5400,,45,生命,5400,,,,,,
277,,277,10102,9,50,1,30000,806516;18,生命_6000,,50,生命,6000,,,,,,
278,,278,10102,10,54,1,50000,806517;20,生命_6480,,54,生命,6480,,,,,,
279,,279,10102,11,58,1,70000,806518;22,生命_6960,,58,生命,6960,,,,,,
280,,280,10102,12,62,1,90000,806519;24,生命_7440,,62,生命,7440,,,,,,
281,,281,10102,13,66,1,110000,806519;26,生命_7920,,66,生命,7920,,,,,,
282,,282,10102,14,70,1,130000,806520;28,生命_8400,,70,生命,8400,,,,,,
283,,283,10102,15,74,1,150000,806520;30,生命_8880,,74,生命,8880,,,,,,
284,,284,10102,16,78,1,170000,806520;32,生命_9360,,78,生命,9360,,,,,,
285,,285,10102,17,82,1,190000,806520;34,生命_9840,,82,生命,9840,,,,,,
286,,286,10102,18,86,1,210000,806520;36,生命_10320,,86,生命,10320,,,,,,
287,,287,10102,19,90,1,230000,806520;38,生命_10800,,90,生命,10800,,,,,,
288,,288,10103,1,1,1,1000,806511;2,物理防御_8;生命_60,,1,物理防御,8,生命,60,,,,
289,,289,10103,2,10,1,2000,806512;4,物理防御_80;生命_600,,10,物理防御,80,生命,600,,,,
290,,290,10103,3,20,1,3000,806512;6,物理防御_160;生命_1200,,20,物理防御,160,生命,1200,,,,
291,,291,10103,4,25,1,5000,806513;8,物理防御_200;生命_1500,,25,物理防御,200,生命,1500,,,,
292,,292,10103,5,30,1,8000,806514;10,物理防御_240;生命_1800,,30,物理防御,240,生命,1800,,,,
293,,293,10103,6,35,1,12000,806514;12,物理防御_280;生命_2100,,35,物理防御,280,生命,2100,,,,
294,,294,10103,7,40,1,15000,806515;14,物理防御_320;生命_2400,,40,物理防御,320,生命,2400,,,,
295,,295,10103,8,45,1,20000,806515;16,物理防御_360;生命_2700,,45,物理防御,360,生命,2700,,,,
296,,296,10103,9,50,1,30000,806516;18,物理防御_400;生命_3000,,50,物理防御,400,生命,3000,,,,
297,,297,10103,10,54,1,50000,806517;20,物理防御_432;生命_3240,,54,物理防御,432,生命,3240,,,,
298,,298,10103,11,58,1,70000,806518;22,物理防御_464;生命_3480,,58,物理防御,464,生命,3480,,,,
299,,299,10103,12,62,1,90000,806519;24,物理防御_496;生命_3720,,62,物理防御,496,生命,3720,,,,
300,,300,10103,13,66,1,110000,806519;26,物理防御_528;生命_3960,,66,物理防御,528,生命,3960,,,,
301,,301,10103,14,70,1,130000,806520;28,物理防御_560;生命_4200,,70,物理防御,560,生命,4200,,,,
302,,302,10103,15,74,1,150000,806520;30,物理防御_592;生命_4440,,74,物理防御,592,生命,4440,,,,
303,,303,10103,16,78,1,170000,806520;32,物理防御_624;生命_4680,,78,物理防御,624,生命,4680,,,,
304,,304,10103,17,82,1,190000,806520;34,物理防御_656;生命_4920,,82,物理防御,656,生命,4920,,,,
305,,305,10103,18,86,1,210000,806520;36,物理防御_688;生命_5160,,86,物理防御,688,生命,5160,,,,
306,,306,10103,19,90,1,230000,806520;38,物理防御_720;生命_5400,,90,物理防御,720,生命,5400,,,,
307,,307,10104,1,1,1,1000,806511;2,法术防御_6;生命_60,,1,法术防御,6,生命,60,,,,
308,,308,10104,2,10,1,2000,806512;4,法术防御_60;生命_600,,10,法术防御,60,生命,600,,,,
309,,309,10104,3,20,1,3000,806512;6,法术防御_120;生命_1200,,20,法术防御,120,生命,1200,,,,
310,,310,10104,4,25,1,5000,806513;8,法术防御_150;生命_1500,,25,法术防御,150,生命,1500,,,,
311,,311,10104,5,30,1,8000,806514;10,法术防御_180;生命_1800,,30,法术防御,180,生命,1800,,,,
312,,312,10104,6,35,1,12000,806514;12,法术防御_210;生命_2100,,35,法术防御,210,生命,2100,,,,
313,,313,10104,7,40,1,15000,806515;14,法术防御_240;生命_2400,,40,法术防御,240,生命,2400,,,,
314,,314,10104,8,45,1,20000,806515;16,法术防御_270;生命_2700,,45,法术防御,270,生命,2700,,,,
315,,315,10104,9,50,1,30000,806516;18,法术防御_300;生命_3000,,50,法术防御,300,生命,3000,,,,
316,,316,10104,10,54,1,50000,806517;20,法术防御_324;生命_3240,,54,法术防御,324,生命,3240,,,,
317,,317,10104,11,58,1,70000,806518;22,法术防御_348;生命_3480,,58,法术防御,348,生命,3480,,,,
318,,318,10104,12,62,1,90000,806519;24,法术防御_372;生命_3720,,62,法术防御,372,生命,3720,,,,
319,,319,10104,13,66,1,110000,806519;26,法术防御_396;生命_3960,,66,法术防御,396,生命,3960,,,,
320,,320,10104,14,70,1,130000,806520;28,法术防御_420;生命_4200,,70,法术防御,420,生命,4200,,,,
321,,321,10104,15,74,1,150000,806520;30,法术防御_444;生命_4440,,74,法术防御,444,生命,4440,,,,
322,,322,10104,16,78,1,170000,806520;32,法术防御_468;生命_4680,,78,法术防御,468,生命,4680,,,,
323,,323,10104,17,82,1,190000,806520;34,法术防御_492;生命_4920,,82,法术防御,492,生命,4920,,,,
324,,324,10104,18,86,1,210000,806520;36,法术防御_516;生命_5160,,86,法术防御,516,生命,5160,,,,
325,,325,10104,19,90,1,230000,806520;38,法术防御_540;生命_5400,,90,法术防御,540,生命,5400,,,,
326,,326,10202,1,1,1,1000,806511;2,生命_70,,1,生命,70,,,,,,
327,,327,10202,2,10,1,2000,806512;4,生命_700,,10,生命,700,,,,,,
328,,328,10202,3,20,1,3000,806512;6,生命_1400,,20,生命,1400,,,,,,
329,,329,10202,4,25,1,5000,806513;8,生命_1750,,25,生命,1750,,,,,,
330,,330,10202,5,30,1,8000,806514;10,生命_2100,,30,生命,2100,,,,,,
331,,331,10202,6,35,1,12000,806514;12,生命_2450,,35,生命,2450,,,,,,
332,,332,10202,7,40,1,15000,806515;14,生命_2800,,40,生命,2800,,,,,,
333,,333,10202,8,45,1,20000,806515;16,生命_3150,,45,生命,3150,,,,,,
334,,334,10202,9,50,1,30000,806516;18,生命_3500,,50,生命,3500,,,,,,
335,,335,10202,10,54,1,50000,806517;20,生命_3780,,54,生命,3780,,,,,,
336,,336,10202,11,58,1,70000,806518;22,生命_4060,,58,生命,4060,,,,,,
337,,337,10202,12,62,1,90000,806519;24,生命_4340,,62,生命,4340,,,,,,
338,,338,10202,13,66,1,110000,806519;26,生命_4620,,66,生命,4620,,,,,,
339,,339,10202,14,70,1,130000,806520;28,生命_4900,,70,生命,4900,,,,,,
340,,340,10202,15,74,1,150000,806520;30,生命_5180,,74,生命,5180,,,,,,
341,,341,10202,16,78,1,170000,806520;32,生命_5460,,78,生命,5460,,,,,,
342,,342,10202,17,82,1,190000,806520;34,生命_5740,,82,生命,5740,,,,,,
343,,343,10202,18,86,1,210000,806520;36,生命_6020,,86,生命,6020,,,,,,
344,,344,10202,19,90,1,230000,806520;38,生命_6300,,90,生命,6300,,,,,,
345,,345,10203,1,1,1,1000,806511;2,物理防御_6;生命_35,,1,物理防御,6,生命,35,,,,
346,,346,10203,2,10,1,2000,806512;4,物理防御_60;生命_350,,10,物理防御,60,生命,350,,,,
347,,347,10203,3,20,1,3000,806512;6,物理防御_120;生命_700,,20,物理防御,120,生命,700,,,,
348,,348,10203,4,25,1,5000,806513;8,物理防御_150;生命_875,,25,物理防御,150,生命,875,,,,
349,,349,10203,5,30,1,8000,806514;10,物理防御_180;生命_1050,,30,物理防御,180,生命,1050,,,,
350,,350,10203,6,35,1,12000,806514;12,物理防御_210;生命_1225,,35,物理防御,210,生命,1225,,,,
351,,351,10203,7,40,1,15000,806515;14,物理防御_240;生命_1400,,40,物理防御,240,生命,1400,,,,
352,,352,10203,8,45,1,20000,806515;16,物理防御_270;生命_1575,,45,物理防御,270,生命,1575,,,,
353,,353,10203,9,50,1,30000,806516;18,物理防御_300;生命_1750,,50,物理防御,300,生命,1750,,,,
354,,354,10203,10,54,1,50000,806517;20,物理防御_324;生命_1890,,54,物理防御,324,生命,1890,,,,
355,,355,10203,11,58,1,70000,806518;22,物理防御_348;生命_2030,,58,物理防御,348,生命,2030,,,,
356,,356,10203,12,62,1,90000,806519;24,物理防御_372;生命_2170,,62,物理防御,372,生命,2170,,,,
357,,357,10203,13,66,1,110000,806519;26,物理防御_396;生命_2310,,66,物理防御,396,生命,2310,,,,
358,,358,10203,14,70,1,130000,806520;28,物理防御_420;生命_2450,,70,物理防御,420,生命,2450,,,,
359,,359,10203,15,74,1,150000,806520;30,物理防御_444;生命_2590,,74,物理防御,444,生命,2590,,,,
360,,360,10203,16,78,1,170000,806520;32,物理防御_468;生命_2730,,78,物理防御,468,生命,2730,,,,
361,,361,10203,17,82,1,190000,806520;34,物理防御_492;生命_2870,,82,物理防御,492,生命,2870,,,,
362,,362,10203,18,86,1,210000,806520;36,物理防御_516;生命_3010,,86,物理防御,516,生命,3010,,,,
363,,363,10203,19,90,1,230000,806520;38,物理防御_540;生命_3150,,90,物理防御,540,生命,3150,,,,
364,,364,10204,1,1,1,1000,806511;2,法术防御_8;生命_35,,1,法术防御,8,生命,35,,,,
365,,365,10204,2,10,1,2000,806512;4,法术防御_62;生命_350,,10,法术防御,62,生命,350,,,,
366,,366,10204,3,20,1,3000,806512;6,法术防御_122;生命_700,,20,法术防御,122,生命,700,,,,
367,,367,10204,4,25,1,5000,806513;8,法术防御_152;生命_875,,25,法术防御,152,生命,875,,,,
368,,368,10204,5,30,1,8000,806514;10,法术防御_182;生命_1050,,30,法术防御,182,生命,1050,,,,
369,,369,10204,6,35,1,12000,806514;12,法术防御_212;生命_1225,,35,法术防御,212,生命,1225,,,,
370,,370,10204,7,40,1,15000,806515;14,法术防御_242;生命_1400,,40,法术防御,242,生命,1400,,,,
371,,371,10204,8,45,1,20000,806515;16,法术防御_272;生命_1575,,45,法术防御,272,生命,1575,,,,
372,,372,10204,9,50,1,30000,806516;18,法术防御_302;生命_1750,,50,法术防御,302,生命,1750,,,,
373,,373,10204,10,54,1,50000,806517;20,法术防御_326;生命_1890,,54,法术防御,326,生命,1890,,,,
374,,374,10204,11,58,1,70000,806518;22,法术防御_350;生命_2030,,58,法术防御,350,生命,2030,,,,
375,,375,10204,12,62,1,90000,806519;24,法术防御_374;生命_2170,,62,法术防御,374,生命,2170,,,,
376,,376,10204,13,66,1,110000,806519;26,法术防御_398;生命_2310,,66,法术防御,398,生命,2310,,,,
377,,377,10204,14,70,1,130000,806520;28,法术防御_422;生命_2450,,70,法术防御,422,生命,2450,,,,
378,,378,10204,15,74,1,150000,806520;30,法术防御_446;生命_2590,,74,法术防御,446,生命,2590,,,,
379,,379,10204,16,78,1,170000,806520;32,法术防御_470;生命_2730,,78,法术防御,470,生命,2730,,,,
380,,380,10204,17,82,1,190000,806520;34,法术防御_494;生命_2870,,82,法术防御,494,生命,2870,,,,
381,,381,10204,18,86,1,210000,806520;36,法术防御_518;生命_3010,,86,法术防御,518,生命,3010,,,,
382,,382,10204,19,90,1,230000,806520;38,法术防御_542;生命_3150,,90,法术防御,542,生命,3150,,,,
383,,383,10302,1,1,1,1000,806511;2,生命_60,,1,生命,60,,,,,,
384,,384,10302,2,10,1,2000,806512;4,生命_600,,10,生命,600,,,,,,
385,,385,10302,3,20,1,3000,806512;6,生命_1200,,20,生命,1200,,,,,,
386,,386,10302,4,25,1,5000,806513;8,生命_1500,,25,生命,1500,,,,,,
387,,387,10302,5,30,1,8000,806514;10,生命_1800,,30,生命,1800,,,,,,
388,,388,10302,6,35,1,12000,806514;12,生命_2100,,35,生命,2100,,,,,,
389,,389,10302,7,40,1,15000,806515;14,生命_2400,,40,生命,2400,,,,,,
390,,390,10302,8,45,1,20000,806515;16,生命_2700,,45,生命,2700,,,,,,
391,,391,10302,9,50,1,30000,806516;18,生命_3000,,50,生命,3000,,,,,,
392,,392,10302,10,54,1,50000,806517;20,生命_3240,,54,生命,3240,,,,,,
393,,393,10302,11,58,1,70000,806518;22,生命_3480,,58,生命,3480,,,,,,
394,,394,10302,12,62,1,90000,806519;24,生命_3720,,62,生命,3720,,,,,,
395,,395,10302,13,66,1,110000,806519;26,生命_3960,,66,生命,3960,,,,,,
396,,396,10302,14,70,1,130000,806520;28,生命_4200,,70,生命,4200,,,,,,
397,,397,10302,15,74,1,150000,806520;30,生命_4440,,74,生命,4440,,,,,,
398,,398,10302,16,78,1,170000,806520;32,生命_4680,,78,生命,4680,,,,,,
399,,399,10302,17,82,1,190000,806520;34,生命_4920,,82,生命,4920,,,,,,
400,,400,10302,18,86,1,210000,806520;36,生命_5160,,86,生命,5160,,,,,,
401,,401,10302,19,90,1,230000,806520;38,生命_5400,,90,生命,5400,,,,,,
402,,402,10303,1,1,1,1000,806511;2,物理防御_5;生命_30,,1,物理防御,5,生命,30,,,,
403,,403,10303,2,10,1,2000,806512;4,物理防御_50;生命_300,,10,物理防御,50,生命,300,,,,
404,,404,10303,3,20,1,3000,806512;6,物理防御_100;生命_600,,20,物理防御,100,生命,600,,,,
405,,405,10303,4,25,1,5000,806513;8,物理防御_125;生命_750,,25,物理防御,125,生命,750,,,,
406,,406,10303,5,30,1,8000,806514;10,物理防御_150;生命_900,,30,物理防御,150,生命,900,,,,
407,,407,10303,6,35,1,12000,806514;12,物理防御_175;生命_1050,,35,物理防御,175,生命,1050,,,,
408,,408,10303,7,40,1,15000,806515;14,物理防御_200;生命_1200,,40,物理防御,200,生命,1200,,,,
409,,409,10303,8,45,1,20000,806515;16,物理防御_225;生命_1350,,45,物理防御,225,生命,1350,,,,
410,,410,10303,9,50,1,30000,806516;18,物理防御_250;生命_1500,,50,物理防御,250,生命,1500,,,,
411,,411,10303,10,54,1,50000,806517;20,物理防御_270;生命_1620,,54,物理防御,270,生命,1620,,,,
412,,412,10303,11,58,1,70000,806518;22,物理防御_290;生命_1740,,58,物理防御,290,生命,1740,,,,
413,,413,10303,12,62,1,90000,806519;24,物理防御_310;生命_1860,,62,物理防御,310,生命,1860,,,,
414,,414,10303,13,66,1,110000,806519;26,物理防御_330;生命_1980,,66,物理防御,330,生命,1980,,,,
415,,415,10303,14,70,1,130000,806520;28,物理防御_350;生命_2100,,70,物理防御,350,生命,2100,,,,
416,,416,10303,15,74,1,150000,806520;30,物理防御_370;生命_2220,,74,物理防御,370,生命,2220,,,,
417,,417,10303,16,78,1,170000,806520;32,物理防御_390;生命_2340,,78,物理防御,390,生命,2340,,,,
418,,418,10303,17,82,1,190000,806520;34,物理防御_410;生命_2460,,82,物理防御,410,生命,2460,,,,
419,,419,10303,18,86,1,210000,806520;36,物理防御_430;生命_2580,,86,物理防御,430,生命,2580,,,,
420,,420,10303,19,90,1,230000,806520;38,物理防御_450;生命_2700,,90,物理防御,450,生命,2700,,,,
421,,421,10304,1,1,1,1000,806511;2,法术防御_6;生命_30,,1,法术防御,6,生命,30,,,,
422,,422,10304,2,10,1,2000,806512;4,法术防御_60;生命_300,,10,法术防御,60,生命,300,,,,
423,,423,10304,3,20,1,3000,806512;6,法术防御_120;生命_600,,20,法术防御,120,生命,600,,,,
424,,424,10304,4,25,1,5000,806513;8,法术防御_150;生命_750,,25,法术防御,150,生命,750,,,,
425,,425,10304,5,30,1,8000,806514;10,法术防御_180;生命_900,,30,法术防御,180,生命,900,,,,
426,,426,10304,6,35,1,12000,806514;12,法术防御_210;生命_1050,,35,法术防御,210,生命,1050,,,,
427,,427,10304,7,40,1,15000,806515;14,法术防御_240;生命_1200,,40,法术防御,240,生命,1200,,,,
428,,428,10304,8,45,1,20000,806515;16,法术防御_270;生命_1350,,45,法术防御,270,生命,1350,,,,
429,,429,10304,9,50,1,30000,806516;18,法术防御_300;生命_1500,,50,法术防御,300,生命,1500,,,,
430,,430,10304,10,54,1,50000,806517;20,法术防御_324;生命_1620,,54,法术防御,324,生命,1620,,,,
431,,431,10304,11,58,1,70000,806518;22,法术防御_348;生命_1740,,58,法术防御,348,生命,1740,,,,
432,,432,10304,12,62,1,90000,806519;24,法术防御_372;生命_1860,,62,法术防御,372,生命,1860,,,,
433,,433,10304,13,66,1,110000,806519;26,法术防御_396;生命_1980,,66,法术防御,396,生命,1980,,,,
434,,434,10304,14,70,1,130000,806520;28,法术防御_420;生命_2100,,70,法术防御,420,生命,2100,,,,
435,,435,10304,15,74,1,150000,806520;30,法术防御_444;生命_2220,,74,法术防御,444,生命,2220,,,,
436,,436,10304,16,78,1,170000,806520;32,法术防御_468;生命_2340,,78,法术防御,468,生命,2340,,,,
437,,437,10304,17,82,1,190000,806520;34,法术防御_492;生命_2460,,82,法术防御,492,生命,2460,,,,
438,,438,10304,18,86,1,210000,806520;36,法术防御_516;生命_2580,,86,法术防御,516,生命,2580,,,,
439,,439,10304,19,90,1,230000,806520;38,法术防御_540;生命_2700,,90,法术防御,540,生命,2700,,,,
440,,440,10402,1,1,1,1000,806511;2,生命_50,,1,生命,50,,,,,,
441,,441,10402,2,10,1,2000,806512;4,生命_500,,10,生命,500,,,,,,
442,,442,10402,3,20,1,3000,806512;6,生命_1000,,20,生命,1000,,,,,,
443,,443,10402,4,25,1,5000,806513;8,生命_1250,,25,生命,1250,,,,,,
444,,444,10402,5,30,1,8000,806514;10,生命_1500,,30,生命,1500,,,,,,
445,,445,10402,6,35,1,12000,806514;12,生命_1750,,35,生命,1750,,,,,,
446,,446,10402,7,40,1,15000,806515;14,生命_2000,,40,生命,2000,,,,,,
447,,447,10402,8,45,1,20000,806515;16,生命_2250,,45,生命,2250,,,,,,
448,,448,10402,9,50,1,30000,806516;18,生命_2500,,50,生命,2500,,,,,,
449,,449,10402,10,54,1,50000,806517;20,生命_2700,,54,生命,2700,,,,,,
450,,450,10402,11,58,1,70000,806518;22,生命_2900,,58,生命,2900,,,,,,
451,,451,10402,12,62,1,90000,806519;24,生命_3100,,62,生命,3100,,,,,,
452,,452,10402,13,66,1,110000,806519;26,生命_3300,,66,生命,3300,,,,,,
453,,453,10402,14,70,1,130000,806520;28,生命_3500,,70,生命,3500,,,,,,
454,,454,10402,15,74,1,150000,806520;30,生命_3700,,74,生命,3700,,,,,,
455,,455,10402,16,78,1,170000,806520;32,生命_3900,,78,生命,3900,,,,,,
456,,456,10402,17,82,1,190000,806520;34,生命_4100,,82,生命,4100,,,,,,
457,,457,10402,18,86,1,210000,806520;36,生命_4300,,86,生命,4300,,,,,,
458,,458,10402,19,90,1,230000,806520;38,生命_4500,,90,生命,4500,,,,,,
459,,459,10403,1,1,1,1000,806511;2,物理防御_7;生命_25,,1,物理防御,7,生命,25,,,,
460,,460,10403,2,10,1,2000,806512;4,物理防御_70;生命_250,,10,物理防御,70,生命,250,,,,
461,,461,10403,3,20,1,3000,806512;6,物理防御_140;生命_500,,20,物理防御,140,生命,500,,,,
462,,462,10403,4,25,1,5000,806513;8,物理防御_175;生命_625,,25,物理防御,175,生命,625,,,,
463,,463,10403,5,30,1,8000,806514;10,物理防御_210;生命_750,,30,物理防御,210,生命,750,,,,
464,,464,10403,6,35,1,12000,806514;12,物理防御_245;生命_875,,35,物理防御,245,生命,875,,,,
465,,465,10403,7,40,1,15000,806515;14,物理防御_280;生命_1000,,40,物理防御,280,生命,1000,,,,
466,,466,10403,8,45,1,20000,806515;16,物理防御_315;生命_1125,,45,物理防御,315,生命,1125,,,,
467,,467,10403,9,50,1,30000,806516;18,物理防御_350;生命_1250,,50,物理防御,350,生命,1250,,,,
468,,468,10403,10,54,1,50000,806517;20,物理防御_378;生命_1350,,54,物理防御,378,生命,1350,,,,
469,,469,10403,11,58,1,70000,806518;22,物理防御_406;生命_1450,,58,物理防御,406,生命,1450,,,,
470,,470,10403,12,62,1,90000,806519;24,物理防御_434;生命_1550,,62,物理防御,434,生命,1550,,,,
471,,471,10403,13,66,1,110000,806519;26,物理防御_462;生命_1650,,66,物理防御,462,生命,1650,,,,
472,,472,10403,14,70,1,130000,806520;28,物理防御_490;生命_1750,,70,物理防御,490,生命,1750,,,,
473,,473,10403,15,74,1,150000,806520;30,物理防御_518;生命_1850,,74,物理防御,518,生命,1850,,,,
474,,474,10403,16,78,1,170000,806520;32,物理防御_546;生命_1950,,78,物理防御,546,生命,1950,,,,
475,,475,10403,17,82,1,190000,806520;34,物理防御_574;生命_2050,,82,物理防御,574,生命,2050,,,,
476,,476,10403,18,86,1,210000,806520;36,物理防御_602;生命_2150,,86,物理防御,602,生命,2150,,,,
477,,477,10403,19,90,1,230000,806520;38,物理防御_630;生命_2250,,90,物理防御,630,生命,2250,,,,
478,,478,10404,1,1,1,1000,806511;2,法术防御_5;生命_25,,1,法术防御,5,生命,25,,,,
479,,479,10404,2,10,1,2000,806512;4,法术防御_50;生命_250,,10,法术防御,50,生命,250,,,,
480,,480,10404,3,20,1,3000,806512;6,法术防御_100;生命_500,,20,法术防御,100,生命,500,,,,
481,,481,10404,4,25,1,5000,806513;8,法术防御_125;生命_625,,25,法术防御,125,生命,625,,,,
482,,482,10404,5,30,1,8000,806514;10,法术防御_150;生命_750,,30,法术防御,150,生命,750,,,,
483,,483,10404,6,35,1,12000,806514;12,法术防御_175;生命_875,,35,法术防御,175,生命,875,,,,
484,,484,10404,7,40,1,15000,806515;14,法术防御_200;生命_1000,,40,法术防御,200,生命,1000,,,,
485,,485,10404,8,45,1,20000,806515;16,法术防御_225;生命_1125,,45,法术防御,225,生命,1125,,,,
486,,486,10404,9,50,1,30000,806516;18,法术防御_250;生命_1250,,50,法术防御,250,生命,1250,,,,
487,,487,10404,10,54,1,50000,806517;20,法术防御_270;生命_1350,,54,法术防御,270,生命,1350,,,,
488,,488,10404,11,58,1,70000,806518;22,法术防御_290;生命_1450,,58,法术防御,290,生命,1450,,,,
489,,489,10404,12,62,1,90000,806519;24,法术防御_310;生命_1550,,62,法术防御,310,生命,1550,,,,
490,,490,10404,13,66,1,110000,806519;26,法术防御_330;生命_1650,,66,法术防御,330,生命,1650,,,,
491,,491,10404,14,70,1,130000,806520;28,法术防御_350;生命_1750,,70,法术防御,350,生命,1750,,,,
492,,492,10404,15,74,1,150000,806520;30,法术防御_370;生命_1850,,74,法术防御,370,生命,1850,,,,
493,,493,10404,16,78,1,170000,806520;32,法术防御_390;生命_1950,,78,法术防御,390,生命,1950,,,,
494,,494,10404,17,82,1,190000,806520;34,法术防御_410;生命_2050,,82,法术防御,410,生命,2050,,,,
495,,495,10404,18,86,1,210000,806520;36,法术防御_430;生命_2150,,86,法术防御,430,生命,2150,,,,
496,,496,10404,19,90,1,230000,806520;38,法术防御_450;生命_2250,,90,法术防御,450,生命,2250,,,,
497,,497,10502,1,1,1,1000,806511;2,生命_50,,1,生命,50,,,,,,
498,,498,10502,2,10,1,2000,806512;4,生命_500,,10,生命,500,,,,,,
499,,499,10502,3,20,1,3000,806512;6,生命_1000,,20,生命,1000,,,,,,
500,,500,10502,4,25,1,5000,806513;8,生命_1250,,25,生命,1250,,,,,,
501,,501,10502,5,30,1,8000,806514;10,生命_1500,,30,生命,1500,,,,,,
502,,502,10502,6,35,1,12000,806514;12,生命_1750,,35,生命,1750,,,,,,
503,,503,10502,7,40,1,15000,806515;14,生命_2000,,40,生命,2000,,,,,,
504,,504,10502,8,45,1,20000,806515;16,生命_2250,,45,生命,2250,,,,,,
505,,505,10502,9,50,1,30000,806516;18,生命_2500,,50,生命,2500,,,,,,
506,,506,10502,10,54,1,50000,806517;20,生命_2700,,54,生命,2700,,,,,,
507,,507,10502,11,58,1,70000,806518;22,生命_2900,,58,生命,2900,,,,,,
508,,508,10502,12,62,1,90000,806519;24,生命_3100,,62,生命,3100,,,,,,
509,,509,10502,13,66,1,110000,806519;26,生命_3300,,66,生命,3300,,,,,,
510,,510,10502,14,70,1,130000,806520;28,生命_3500,,70,生命,3500,,,,,,
511,,511,10502,15,74,1,150000,806520;30,生命_3700,,74,生命,3700,,,,,,
512,,512,10502,16,78,1,170000,806520;32,生命_3900,,78,生命,3900,,,,,,
513,,513,10502,17,82,1,190000,806520;34,生命_4100,,82,生命,4100,,,,,,
514,,514,10502,18,86,1,210000,806520;36,生命_4300,,86,生命,4300,,,,,,
515,,515,10502,19,90,1,230000,806520;38,生命_4500,,90,生命,4500,,,,,,
516,,516,10503,1,1,1,1000,806511;2,物理防御_6;生命_25,,1,物理防御,6,生命,25,,,,
517,,517,10503,2,10,1,2000,806512;4,物理防御_60;生命_250,,10,物理防御,60,生命,250,,,,
518,,518,10503,3,20,1,3000,806512;6,物理防御_120;生命_500,,20,物理防御,120,生命,500,,,,
519,,519,10503,4,25,1,5000,806513;8,物理防御_150;生命_625,,25,物理防御,150,生命,625,,,,
520,,520,10503,5,30,1,8000,806514;10,物理防御_180;生命_750,,30,物理防御,180,生命,750,,,,
521,,521,10503,6,35,1,12000,806514;12,物理防御_210;生命_875,,35,物理防御,210,生命,875,,,,
522,,522,10503,7,40,1,15000,806515;14,物理防御_240;生命_1000,,40,物理防御,240,生命,1000,,,,
523,,523,10503,8,45,1,20000,806515;16,物理防御_270;生命_1125,,45,物理防御,270,生命,1125,,,,
524,,524,10503,9,50,1,30000,806516;18,物理防御_300;生命_1250,,50,物理防御,300,生命,1250,,,,
525,,525,10503,10,54,1,50000,806517;20,物理防御_324;生命_1350,,54,物理防御,324,生命,1350,,,,
526,,526,10503,11,58,1,70000,806518;22,物理防御_348;生命_1450,,58,物理防御,348,生命,1450,,,,
527,,527,10503,12,62,1,90000,806519;24,物理防御_372;生命_1550,,62,物理防御,372,生命,1550,,,,
528,,528,10503,13,66,1,110000,806519;26,物理防御_396;生命_1650,,66,物理防御,396,生命,1650,,,,
529,,529,10503,14,70,1,130000,806520;28,物理防御_420;生命_1750,,70,物理防御,420,生命,1750,,,,
530,,530,10503,15,74,1,150000,806520;30,物理防御_444;生命_1850,,74,物理防御,444,生命,1850,,,,
531,,531,10503,16,78,1,170000,806520;32,物理防御_468;生命_1950,,78,物理防御,468,生命,1950,,,,
