key,remarks,id,name,iconId,fixEquipType,levelCostPlanId,levelPlanId,qualityPlanId,starPlanId,awakenName,awakenIconId,expCostType,costPerExp,awakenTitle,awakenBeforeDec,awakenAfterDec,fk,awakenBeforeTitle,awakenAfterTitle
20000206,,20000206,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10395,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20400601,,20400601,魔礼红破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10017,10017,10308,魔礼红玉坠,Fixequip/fixEquip_item_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士4_1,AwakenAttr,AwakenAttr
20400602,,20400602,旭日宝珠,Fixequip/fixEquip_Warrior_1001,,10001,10018,10018,10018,烈阳宝珠,Fixequip/fixEquip_Warrior_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士4_91,AwakenAttr,AwakenAttr
20400603,,20400603,圣火令,Fixequip/fixEquip_Warrior_1002,,10001,10019,10019,10019,九州圣火令,Fixequip/fixEquip_Warrior_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士4_181,AwakenAttr,AwakenAttr
20400604,,20400604,天龙印,Fixequip/fixEquip_Warrior_1003,,10001,10020,10020,10020,无上天龙印,Fixequip/fixEquip_Warrior_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士4_271,AwakenAttr,AwakenAttr
20400605,,20400605,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10352,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20400606,,20400606,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10396,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20000101,,20000101,金吒破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10077,10077,10309,金吒玉坠,Fixequip/fixEquip_item_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理符师1_1,AwakenAttr,AwakenAttr
20000102,,20000102,紫月宝珠,Fixequip/fixEquip_Magic_1001,,10001,10078,10078,10078,太阴宝珠,Fixequip/fixEquip_Magic_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理符师1_91,AwakenAttr,AwakenAttr
20000103,,20000103,五雷令,Fixequip/fixEquip_Magic_1002,,10001,10079,10079,10079,紫霄五雷令,Fixequip/fixEquip_Magic_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理符师1_181,AwakenAttr,AwakenAttr
20000104,,20000104,麒麟印,Fixequip/fixEquip_Magic_1003,,10001,10080,10080,10080,乾坤麒麟印,Fixequip/fixEquip_Magic_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理符师1_271,AwakenAttr,AwakenAttr
20000105,,20000105,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10353,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20000106,,20000106,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10397,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20000301,,20000301,普通的杵,Fixequip/fixEquip_item_200003_01,,10001,10005,10005,10310,降魔杵,Fixequip/fixEquip_item_200003_02,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士1_1,AwakenAttr,AwakenAttr
20000302,,20000302,旭日宝珠,Fixequip/fixEquip_Warrior_1001,,10001,10006,10006,10006,烈阳宝珠,Fixequip/fixEquip_Warrior_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士1_91,AwakenAttr,AwakenAttr
20000303,,20000303,圣火令,Fixequip/fixEquip_Warrior_1002,,10001,10007,10007,10007,九州圣火令,Fixequip/fixEquip_Warrior_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士1_181,AwakenAttr,AwakenAttr
20000304,,20000304,天龙印,Fixequip/fixEquip_Warrior_1003,,10001,10008,10008,10008,无上天龙印,Fixequip/fixEquip_Warrior_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士1_271,AwakenAttr,AwakenAttr
20000305,,20000305,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10354,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20000306,,20000306,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10398,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20200501,,20200501,云中子破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10221,10221,10311,云中子玉坠,Fixequip/fixEquip_item_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术符师1_1,AwakenAttr,AwakenAttr
20200502,,20200502,天穹宝珠,Fixequip/fixEquip_Priest_1001,,10001,10222,10222,10222,太虚宝珠,Fixequip/fixEquip_Priest_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术符师1_91,AwakenAttr,AwakenAttr
20200503,,20200503,巨木令,Fixequip/fixEquip_Priest_1002,,10001,10223,10223,10223,涛澜巨木令,Fixequip/fixEquip_Priest_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术符师1_181,AwakenAttr,AwakenAttr
20200504,,20200504,苍虚印,Fixequip/fixEquip_Priest_1003,,10001,10224,10224,10224,混沌苍虚印,Fixequip/fixEquip_Priest_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术符师1_271,AwakenAttr,AwakenAttr
20200505,,20200505,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10355,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20200506,,20200506,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10399,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20000901,,20000901,黄龙真人破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10005,10005,10312,黄龙巨盾,Fixequip/fixEquip_item_200009_02,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士1_1,AwakenAttr,AwakenAttr
20000902,,20000902,旭日宝珠,Fixequip/fixEquip_Warrior_1001,,10001,10006,10006,10006,烈阳宝珠,Fixequip/fixEquip_Warrior_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士1_91,AwakenAttr,AwakenAttr
20000903,,20000903,圣火令,Fixequip/fixEquip_Warrior_1002,,10001,10007,10007,10007,九州圣火令,Fixequip/fixEquip_Warrior_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士1_181,AwakenAttr,AwakenAttr
20000904,,20000904,天龙印,Fixequip/fixEquip_Warrior_1003,,10001,10008,10008,10008,无上天龙印,Fixequip/fixEquip_Warrior_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士1_271,AwakenAttr,AwakenAttr
20000905,,20000905,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10356,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20000906,,20000906,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10400,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20000401,,20000401,魔礼海破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10269,10269,10313,魔礼海玉坠,Fixequip/fixEquip_item_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术祭司1_1,AwakenAttr,AwakenAttr
20000402,,20000402,天穹宝珠,Fixequip/fixEquip_Priest_1001,,10001,10270,10270,10270,太虚宝珠,Fixequip/fixEquip_Priest_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术祭司1_91,AwakenAttr,AwakenAttr
20000403,,20000403,巨木令,Fixequip/fixEquip_Priest_1002,,10001,10271,10271,10271,涛澜巨木令,Fixequip/fixEquip_Priest_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术祭司1_181,AwakenAttr,AwakenAttr
20000404,,20000404,苍虚印,Fixequip/fixEquip_Priest_1003,,10001,10272,10272,10272,混沌苍虚印,Fixequip/fixEquip_Priest_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术祭司1_271,AwakenAttr,AwakenAttr
20000405,,20000405,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10357,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20000406,,20000406,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10401,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20001001,,20001001,道行天尊破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10017,10017,10314,果味奶嘴,Fixequip/fixEquip_item_200010_02,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士4_1,AwakenAttr,AwakenAttr
20001002,,20001002,旭日宝珠,Fixequip/fixEquip_Warrior_1001,,10001,10018,10018,10018,烈阳宝珠,Fixequip/fixEquip_Warrior_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士4_91,AwakenAttr,AwakenAttr
20001003,,20001003,圣火令,Fixequip/fixEquip_Warrior_1002,,10001,10019,10019,10019,九州圣火令,Fixequip/fixEquip_Warrior_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士4_181,AwakenAttr,AwakenAttr
20001004,,20001004,天龙印,Fixequip/fixEquip_Warrior_1003,,10001,10020,10020,10020,无上天龙印,Fixequip/fixEquip_Warrior_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士4_271,AwakenAttr,AwakenAttr
20001005,,20001005,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10358,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20001006,,20001006,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10402,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20400501,,20400501,高友乾破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10269,10269,10315,高友乾玉坠,Fixequip/fixEquip_item_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术祭司1_1,AwakenAttr,AwakenAttr
20400502,,20400502,天穹宝珠,Fixequip/fixEquip_Priest_1001,,10001,10270,10270,10270,太虚宝珠,Fixequip/fixEquip_Priest_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术祭司1_91,AwakenAttr,AwakenAttr
20400503,,20400503,巨木令,Fixequip/fixEquip_Priest_1002,,10001,10271,10271,10271,涛澜巨木令,Fixequip/fixEquip_Priest_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术祭司1_181,AwakenAttr,AwakenAttr
20400504,,20400504,苍虚印,Fixequip/fixEquip_Priest_1003,,10001,10272,10272,10272,混沌苍虚印,Fixequip/fixEquip_Priest_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术祭司1_271,AwakenAttr,AwakenAttr
20400505,,20400505,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10359,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20400506,,20400506,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10403,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20100701,,20100701,董天君破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10049,10049,10316,董天君玉坠,Fixequip/fixEquip_item_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理行者6_1,AwakenAttr,AwakenAttr
20100702,,20100702,疾风宝珠,Fixequip/fixEquip_Stabber_1001,,10001,10050,10050,10050,无影宝珠,Fixequip/fixEquip_Stabber_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理行者6_91,AwakenAttr,AwakenAttr
20100703,,20100703,追风令,Fixequip/fixEquip_Stabber_1002,,10001,10051,10051,10051,踏云追风令,Fixequip/fixEquip_Stabber_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理行者6_181,AwakenAttr,AwakenAttr
20100704,,20100704,鲲鹏印,Fixequip/fixEquip_Stabber_1003,,10001,10052,10052,10052,玄黄鲲鹏印,Fixequip/fixEquip_Stabber_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理行者6_271,AwakenAttr,AwakenAttr
20100705,,20100705,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10360,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20100706,,20100706,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10404,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20301001,,20301001,广成子破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10077,10077,10317,广成子玉坠,Fixequip/fixEquip_item_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理符师1_1,AwakenAttr,AwakenAttr
20301002,,20301002,苍星宝珠,Fixequip/fixEquip_Wizard_1001,,10001,10078,10078,10078,星耀宝珠,Fixequip/fixEquip_Wizard_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理符师1_91,AwakenAttr,AwakenAttr
20301003,,20301003,碧落令,Fixequip/fixEquip_Wizard_1002,,10001,10079,10079,10079,黄泉碧落令,Fixequip/fixEquip_Wizard_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理符师1_181,AwakenAttr,AwakenAttr
20301004,,20301004,腾蛇印,Fixequip/fixEquip_Wizard_1003,,10001,10080,10080,10080,阴阳腾蛇印,Fixequip/fixEquip_Wizard_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理符师1_271,AwakenAttr,AwakenAttr
20301005,,20301005,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10361,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20301006,,20301006,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10405,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20400201,,20400201,喜媚儿破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10269,10269,10318,喜媚儿玉坠,Fixequip/fixEquip_item_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术祭司1_1,AwakenAttr,AwakenAttr
20400202,,20400202,天穹宝珠,Fixequip/fixEquip_Priest_1001,,10001,10270,10270,10270,太虚宝珠,Fixequip/fixEquip_Priest_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术祭司1_91,AwakenAttr,AwakenAttr
20400203,,20400203,巨木令,Fixequip/fixEquip_Priest_1002,,10001,10271,10271,10271,涛澜巨木令,Fixequip/fixEquip_Priest_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术祭司1_181,AwakenAttr,AwakenAttr
20400204,,20400204,苍虚印,Fixequip/fixEquip_Priest_1003,,10001,10272,10272,10272,混沌苍虚印,Fixequip/fixEquip_Priest_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术祭司1_271,AwakenAttr,AwakenAttr
20400205,,20400205,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10362,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20400206,,20400206,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10406,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20301301,,20301301,申公豹破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10197,10197,10319,雷公鞭,Fixequip/fixEquip_item_203013_02,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术术士1_1,AwakenAttr,AwakenAttr
20301302,,20301302,紫月宝珠,Fixequip/fixEquip_Magic_1001,,10001,10198,10198,10198,太阴宝珠,Fixequip/fixEquip_Magic_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术术士1_91,AwakenAttr,AwakenAttr
20301303,,20301303,五雷令,Fixequip/fixEquip_Magic_1002,,10001,10199,10199,10199,紫霄五雷令,Fixequip/fixEquip_Magic_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术术士1_181,AwakenAttr,AwakenAttr
20301304,,20301304,麒麟印,Fixequip/fixEquip_Magic_1003,,10001,10200,10200,10200,乾坤麒麟印,Fixequip/fixEquip_Magic_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术术士1_271,AwakenAttr,AwakenAttr
20301305,,20301305,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10363,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20301306,,20301306,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10407,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20300401,,20300401,霓裳羽衣,Fixequip/fixEquip_item_203004_01,,10001,10197,10197,10320,倾世元禳,Fixequip/fixEquip_item_203004_02,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术术士1_1,AwakenAttr,AwakenAttr
20300402,,20300402,紫月宝珠,Fixequip/fixEquip_Magic_1001,,10001,10198,10198,10198,太阴宝珠,Fixequip/fixEquip_Magic_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术术士1_91,AwakenAttr,AwakenAttr
20300403,,20300403,五雷令,Fixequip/fixEquip_Magic_1002,,10001,10199,10199,10199,紫霄五雷令,Fixequip/fixEquip_Magic_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术术士1_181,AwakenAttr,AwakenAttr
20300404,,20300404,麒麟印,Fixequip/fixEquip_Magic_1003,,10001,10200,10200,10200,乾坤麒麟印,Fixequip/fixEquip_Magic_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术术士1_271,AwakenAttr,AwakenAttr
