key,remarks,ranking,robotType,level,quality,star,equipments,enchant,gemCount,gemType,gemLevel,firstSkillLevel,secondSkillLevel,thirdSkillLevel,fourthSkillLevel,fifthSkillLevel,fashions,vipLevel,magicId,magicLevel,heroGroupId,heroLevel,heroQuality,heroStar,heroEquipments,heroEnchant,heroGemCount,heroGemType,heroGemLevel,heroFirstSkillLevel,heroSecondSkillLevel,heroThirdSkillLevel,heroFourthSkillLevel,heroFifthSkillLevel,fixEquipLevel,fixEquipQuality,fixEquipStar,taoistLevel,heroFetters,extraAttrId,limitValue
124,,3,2,41,8,2,4,0,0,"800005,800015,800025,800035,800075",5,41,41,41,0,0,0,0,603111,23,10017,41,8,2,4,0,0,"800005,800015,800025,800035,800075",5,41,41,41,0,0,7,0,0,"26,17,0",,,1~10
125,,4,2,41,8,2,4,0,0,"800005,800015,800025,800035,800075",5,41,41,41,0,0,0,0,603011,23,10017,41,8,2,4,0,0,"800005,800015,800025,800035,800075",5,41,41,41,0,0,7,0,0,"26,17,0",,,1~10
126,,5,2,42,8,2,6,0,0,"800005,800015,800025,800035,800075",5,42,42,42,0,0,0,0,603111,24,10017,42,8,2,6,0,0,"800005,800015,800025,800035,800075",5,42,42,42,0,0,9,0,0,"27,17,0",,91,1~10
127,,6,2,42,8,2,6,0,0,"800005,800015,800025,800035,800075",5,42,42,42,0,0,0,0,603011,34,10016,42,8,2,6,0,0,"800005,800015,800025,800035,800075",5,42,42,42,0,0,14,1,0,"27,17,0",01:1;02:1;03:1;04:1;05:1,91,1~10
128,,7,2,43,9,2,2,0,0,"800006,800016,800026,800036,800076",6,43,43,43,43,0,0,0,603111,35,10016,43,9,2,2,0,0,"800006,800016,800026,800036,800076",6,43,43,43,43,0,15,1,0,"28,17,0",01:1;02:1;03:1;04:1;05:1,92,1~10
129,,8,2,43,9,2,2,0,0,"800006,800016,800026,800036,800076",6,43,43,43,43,0,0,0,603601,35,10016,43,9,2,2,0,0,"800006,800016,800026,800036,800076",6,43,43,43,43,0,15,1,0,"28,17,0",01:1;02:1;03:1;04:1;05:1,92,1~10
130,,9,2,44,9,2,4,0,0,"800006,800016,800026,800036,800076",6,44,44,44,44,0,0,0,603601,36,10016,44,9,2,4,0,0,"800006,800016,800026,800036,800076",6,44,44,44,44,0,19,1,0,"31,17,0",01:1;02:1;03:1;04:1;05:1,93,1~10
131,,10,2,44,9,2,4,0,0,"800006,800016,800026,800036,800076",6,44,44,44,44,0,0,0,603601,36,10016,44,9,2,4,0,0,"800006,800016,800026,800036,800076",6,44,44,44,44,0,19,1,0,"31,17,0",01:1;02:1;03:1;04:1;05:1,93,1~10
132,,11,2,45,9,2,6,0,0,"800006,800016,800026,800036,800076",6,45,45,45,45,0,0,0,603601,36,10015,45,9,2,6,0,0,"800006,800016,800026,800036,800076",6,45,45,45,45,0,28,2,0,"33,17,0",01:1;02:1;03:1;04:1;05:1,94,11~15
133,,12,2,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,"900006,900007,900004",0,603411,37,10015,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,28,2,0,"33,20,0",01:2;02:2;03:2;04:2;05:2,95,11~15
134,,13,2,47,10,3,6,0,0,"800007,800017,800027,800037,800077",7,47,47,47,47,0,"900003,900010,900004",0,603511,38,10015,47,10,3,6,0,0,"800007,800017,800027,800037,800077",7,47,47,47,47,0,32,3,0,"36,20,0",01:2;02:2;03:2;04:2;05:2,96,11~15
135,,14,2,48,11,3,3,0,0,"800007,800017,800027,800037,800077",7,48,48,48,48,0,"900005,900001,900004",0,603411,39,10015,48,11,3,3,0,0,"800007,800017,800027,800037,800077",7,48,48,48,48,0,37,3,0,"38,20,0",01:2;02:2;03:2;04:2;05:2,97,11~15
136,,15,2,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,"900002,900008,900004",0,603511,40,10015,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,40,4,0,"40,20,0",01:2;02:2;03:2;04:2;05:2,98,11~15
137,,1,2,43,9,2,2,0,0,"800006,800016,800026,800036,800076",6,43,43,43,43,0,0,0,603111,25,10017,43,9,2,2,0,0,"800006,800016,800026,800036,800076",6,43,43,43,43,0,10,1,0,"28,17,0",,92,1~10
138,,2,2,43,9,2,2,0,0,"800006,800016,800026,800036,800076",6,43,43,43,43,0,0,0,603011,25,10017,43,9,2,2,0,0,"800006,800016,800026,800036,800076",6,43,43,43,43,0,10,1,0,"28,17,0",,92,1~10
139,,3,2,44,9,2,4,0,0,"800006,800016,800026,800036,800076",6,44,44,44,44,0,0,0,603111,26,10017,44,9,2,4,0,0,"800006,800016,800026,800036,800076",6,44,44,44,44,0,14,1,0,"31,17,0",,93,1~10
140,,4,2,44,9,2,4,0,0,"800006,800016,800026,800036,800076",6,44,44,44,44,0,0,0,603011,26,10017,44,9,2,4,0,0,"800006,800016,800026,800036,800076",6,44,44,44,44,0,14,1,0,"31,17,0",,93,1~10
141,,5,2,45,9,2,6,0,0,"800006,800016,800026,800036,800076",6,45,45,45,45,0,0,0,603111,26,10017,45,9,2,6,0,0,"800006,800016,800026,800036,800076",6,45,45,45,45,0,18,1,0,"33,17,0",,94,1~10
142,,6,2,45,9,2,6,0,0,"800006,800016,800026,800036,800076",6,45,45,45,45,0,0,0,603011,36,10016,45,9,2,6,0,0,"800006,800016,800026,800036,800076",6,45,45,45,45,0,23,2,0,"33,17,0",01:1;02:1;03:1;04:1;05:1,94,1~10
143,,7,2,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,0,0,603111,37,10016,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,23,2,0,"33,20,0",01:2;02:2;03:2;04:2;05:2,95,1~10
144,,8,2,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,0,0,603601,37,10016,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,23,2,0,"33,20,0",01:2;02:2;03:2;04:2;05:2,95,1~10
145,,9,2,47,10,3,6,0,0,"800007,800017,800027,800037,800077",7,47,47,47,47,0,0,0,603601,38,10016,47,10,3,6,0,0,"800007,800017,800027,800037,800077",7,47,47,47,47,0,27,2,0,"36,20,0",01:2;02:2;03:2;04:2;05:2,96,1~10
146,,10,2,47,10,3,6,0,0,"800007,800017,800027,800037,800077",7,47,47,47,47,0,0,0,603601,38,10016,47,10,3,6,0,0,"800007,800017,800027,800037,800077",7,47,47,47,47,0,27,2,0,"36,20,0",01:2;02:2;03:2;04:2;05:2,96,1~10
147,,11,2,48,11,3,3,0,0,"800007,800017,800027,800037,800077",7,48,48,48,48,0,0,0,603601,39,10015,48,11,3,3,0,0,"800007,800017,800027,800037,800077",7,48,48,48,48,0,37,3,0,"38,20,0",01:2;02:2;03:2;04:2;05:2,97,11~15
148,,12,2,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,"900006,900007,900004",0,603411,40,10015,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,40,4,0,"40,20,0",01:2;02:2;03:2;04:2;05:2,98,11~15
149,,13,2,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,"900003,900010,900004",0,603521,40,10015,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,42,4,0,"42,20,0",01:2;02:2;03:2;04:2;05:2,99,11~15
150,,14,2,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,"900005,900001,900004",0,603421,41,10015,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,44,4,0,"44,20,0",01:2;02:2;03:2;04:2;05:2,100,11~15
151,,15,2,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,"900002,900008,900004",0,603521,42,10015,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,46,4,0,"45,20,0",01:2;02:2;03:2;04:2;05:2,101,11~15
152,,1,2,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,0,0,603111,27,10017,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,18,1,0,"33,20,0",,95,1~10
153,,2,2,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,0,0,603011,27,10017,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,18,1,0,"33,20,0",,95,1~10
154,,3,2,47,10,3,6,0,0,"800007,800017,800027,800037,800077",7,47,47,47,47,0,0,0,603111,28,10017,47,10,3,6,0,0,"800007,800017,800027,800037,800077",7,47,47,47,47,0,22,2,0,"36,20,0",,96,1~10
155,,4,2,47,10,3,6,0,0,"800007,800017,800027,800037,800077",7,47,47,47,47,0,0,0,603011,28,10017,47,10,3,6,0,0,"800007,800017,800027,800037,800077",7,47,47,47,47,0,22,2,0,"36,20,0",,96,1~10
156,,5,2,48,11,3,3,0,0,"800007,800017,800027,800037,800077",7,48,48,48,48,0,0,0,603111,29,10017,48,11,3,3,0,0,"800007,800017,800027,800037,800077",7,48,48,48,48,0,27,2,0,"38,20,0",,97,1~10
157,,6,2,48,11,3,3,0,0,"800007,800017,800027,800037,800077",7,48,48,48,48,0,0,0,603011,39,10016,48,11,3,3,0,0,"800007,800017,800027,800037,800077",7,48,48,48,48,0,32,3,0,"38,20,0",01:2;02:2;03:2;04:2;05:2,97,1~10
158,,7,2,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,0,0,603111,40,10016,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,35,3,0,"40,20,0",01:2;02:2;03:2;04:2;05:2,98,1~10
159,,8,2,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,0,0,603601,40,10016,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,35,3,0,"40,20,0",01:2;02:2;03:2;04:2;05:2,98,1~10
160,,9,2,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,0,0,603801,40,10016,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,37,3,0,"42,20,0",01:2;02:2;03:2;04:2;05:2,99,1~10
161,,10,2,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,0,0,603801,40,10016,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,37,3,0,"42,20,0",01:2;02:2;03:2;04:2;05:2,99,1~10
162,,11,2,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,0,0,603801,41,10015,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,44,4,0,"44,20,0",01:2;02:2;03:2;04:2;05:2,100,11~15
163,,12,2,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,"900006,900007,900004",0,603421,42,10015,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,46,4,0,"45,20,0",01:2;02:2;03:2;04:2;05:2,101,11~15
164,,13,2,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,"900003,900010,900004",0,603521,43,10015,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,48,4,0,"46,20,0",01:2;02:2;03:2;04:2;05:2,102,11~15
165,,14,2,54,12,3,6,0,0,"800008,800018,800028,800038,800078",8,54,54,54,54,0,"900005,900001,900004",0,603421,44,10015,54,12,3,6,0,0,"800008,800018,800028,800038,800078",8,54,54,54,54,0,49,4,0,"47,20,0",01:2;02:2;03:2;04:2;05:2,103,11~15
166,,15,2,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,"900002,900008,900004",0,603521,44,10015,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,50,5,0,"48,20,0",01:2;02:2;03:2;04:2;05:2,104,11~15
167,,1,2,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,0,0,603111,30,10017,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,30,3,0,"40,20,0",,98,1~10
168,,2,2,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,0,0,603011,30,10017,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,30,3,0,"40,20,0",,98,1~10
169,,3,2,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,0,0,603121,30,10017,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,32,3,0,"42,20,0",,99,1~10
170,,4,2,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,0,0,603021,30,10017,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,32,3,0,"42,20,0",,99,1~10
171,,5,2,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,0,0,603121,31,10017,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,34,3,0,"44,20,0",,100,1~10
172,,6,2,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,0,0,603021,41,10016,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,39,3,0,"44,20,0",01:2;02:2;03:2;04:2;05:2,100,1~10
173,,7,2,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,0,0,603121,42,10016,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,41,4,0,"45,20,0",01:2;02:2;03:2;04:2;05:2,101,1~10
174,,8,2,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,0,0,603801,42,10016,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,41,4,0,"45,20,0",01:2;02:2;03:2;04:2;05:2,101,1~10
175,,9,2,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,0,0,603801,43,10016,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,43,4,0,"46,20,0",01:2;02:2;03:2;04:2;05:2,102,1~10
176,,10,2,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,0,0,603801,43,10016,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,43,4,0,"46,20,0",01:2;02:2;03:2;04:2;05:2,102,1~10
177,,11,2,54,12,3,6,0,0,"800008,800018,800028,800038,800078",8,54,54,54,54,0,0,0,603801,44,10015,54,12,3,6,0,0,"800008,800018,800028,800038,800078",8,54,54,54,54,0,49,4,0,"47,20,0",01:2;02:2;03:2;04:2;05:2,103,11~15
178,,12,2,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,"900006,900007,900004",0,603421,44,10015,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,50,5,0,"48,20,0",01:2;02:2;03:2;04:2;05:2,104,11~15
179,,13,2,56,13,3,2,0,0,"800008,800018,800028,800038,800078",8,56,56,56,56,0,"900003,900010,900004",0,603521,45,10015,56,13,3,2,0,0,"800008,800018,800028,800038,800078",8,56,56,56,56,0,52,5,0,"49,20,0",01:3;02:3;03:3;04:3;05:3,105,11~15
180,,14,2,57,13,4,3,0,0,"800009,800019,800029,800039,800079",9,57,57,57,57,0,"900005,900001,900004",0,603421,46,10015,57,13,4,3,0,0,"800009,800019,800029,800039,800079",9,57,57,57,57,0,53,5,0,"50,20,0",01:3;02:3;03:3;04:3;05:3,106,11~15
181,,15,2,58,13,4,4,0,0,"800009,800019,800029,800039,800079",9,58,58,58,58,0,"900002,900008,900004",0,603521,47,10015,58,13,4,4,0,0,"800009,800019,800029,800039,800079",9,58,58,58,58,0,54,5,0,"51,20,0",01:3;02:3;03:3;04:3;05:3,107,11~15
182,,1,2,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,0,0,603121,32,10017,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,36,3,0,"45,20,0",,101,1~10
183,,2,2,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,0,0,603021,32,10017,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,36,3,0,"45,20,0",,101,1~10
184,,3,2,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,0,0,603121,33,10017,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,38,3,0,"46,20,0",,102,1~10
185,,4,2,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,0,0,603021,33,10017,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,38,3,0,"46,20,0",,102,1~10
186,,5,2,54,12,3,6,0,0,"800008,800018,800028,800038,800078",8,54,54,54,54,0,0,0,603121,34,10017,54,12,3,6,0,0,"800008,800018,800028,800038,800078",8,54,54,54,54,0,39,3,0,"47,20,0",,103,1~10
187,,6,2,54,12,3,6,0,0,"800008,800018,800028,800038,800078",8,54,54,54,54,0,0,0,603021,44,10016,54,12,3,6,0,0,"800008,800018,800028,800038,800078",8,54,54,54,54,0,44,4,0,"47,20,0",01:2;02:2;03:2;04:2;05:2,103,1~10
188,,7,2,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,0,0,603121,44,10016,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,45,4,0,"48,20,0",01:2;02:2;03:2;04:2;05:2,104,1~10
189,,8,2,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,0,0,603801,44,10016,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,45,4,0,"48,20,0",01:2;02:2;03:2;04:2;05:2,104,1~10
190,,9,2,56,13,3,2,0,0,"800008,800018,800028,800038,800078",8,56,56,56,56,0,0,0,603801,45,10016,56,13,3,2,0,0,"800008,800018,800028,800038,800078",8,56,56,56,56,0,47,4,0,"49,20,0",01:3;02:3;03:3;04:3;05:3,105,1~10
191,,10,2,56,13,3,2,0,0,"800008,800018,800028,800038,800078",8,56,56,56,56,0,0,0,603801,45,10016,56,13,3,2,0,0,"800008,800018,800028,800038,800078",8,56,56,56,56,0,47,4,0,"49,20,0",01:3;02:3;03:3;04:3;05:3,105,1~10
192,,11,2,57,13,4,3,0,0,"800009,800019,800029,800039,800079",9,57,57,57,57,0,0,0,603801,46,10015,57,13,4,3,0,0,"800009,800019,800029,800039,800079",9,57,57,57,57,0,53,5,0,"50,20,0",01:3;02:3;03:3;04:3;05:3,106,11~15
193,,12,2,58,13,4,4,0,0,"800009,800019,800029,800039,800079",9,58,58,58,58,0,"900006,900007,900004",0,603421,47,10015,58,13,4,4,0,0,"800009,800019,800029,800039,800079",9,58,58,58,58,0,54,5,0,"51,20,0",01:3;02:3;03:3;04:3;05:3,107,11~15
194,,13,2,59,13,4,6,0,0,"800009,800019,800029,800039,800079",9,59,59,59,59,0,"900003,900010,900004",0,603521,48,10015,59,13,4,6,0,0,"800009,800019,800029,800039,800079",9,59,59,59,59,0,55,5,0,"52,20,0",01:3;02:3;03:3;04:3;05:3,108,11~15
195,,14,2,60,14,4,1,0,0,"800009,800019,800029,800039,800079",9,60,60,60,60,0,"900005,900001,900004",0,603421,48,10015,60,14,4,1,0,0,"800009,800019,800029,800039,800079",9,60,60,60,60,0,56,5,0,"53,20,0",01:3;02:3;03:3;04:3;05:3,109,11~15
196,,15,2,61,14,4,2,0,0,"800009,800019,800029,800039,800079",9,61,61,61,61,0,"900002,900008,900004",0,603521,49,10015,61,14,4,2,0,0,"800009,800019,800029,800039,800079",9,61,61,61,61,0,57,5,0,"54,21,0",01:3;02:3;03:3;04:3;05:3,110,11~15
197,,1,2,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,0,0,603121,34,10017,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,40,4,0,"48,20,0",,104,1~10
198,,2,2,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,0,0,603021,34,10017,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,40,4,0,"48,20,0",,104,1~10
199,,3,2,56,13,3,2,0,0,"800008,800018,800028,800038,800078",8,56,56,56,56,0,0,0,603121,35,10017,56,13,3,2,0,0,"800008,800018,800028,800038,800078",8,56,56,56,56,0,42,4,0,"49,20,0",,105,1~10
200,,4,2,56,13,3,2,0,0,"800008,800018,800028,800038,800078",8,56,56,56,56,0,0,0,603021,35,10017,56,13,3,2,0,0,"800008,800018,800028,800038,800078",8,56,56,56,56,0,42,4,0,"49,20,0",,105,1~10
201,,5,2,57,13,4,3,0,0,"800009,800019,800029,800039,800079",9,57,57,57,57,0,0,0,603121,36,10017,57,13,4,3,0,0,"800009,800019,800029,800039,800079",9,57,57,57,57,0,43,4,0,"50,20,0",,106,1~10
202,,6,2,57,13,4,3,0,0,"800009,800019,800029,800039,800079",9,57,57,57,57,0,0,0,603021,46,10016,57,13,4,3,0,0,"800009,800019,800029,800039,800079",9,57,57,57,57,0,48,4,0,"50,20,0",01:3;02:3;03:3;04:3;05:3,106,1~10
203,,7,2,58,13,4,4,0,0,"800009,800019,800029,800039,800079",9,58,58,58,58,0,0,0,603121,47,10016,58,13,4,4,0,0,"800009,800019,800029,800039,800079",9,58,58,58,58,0,49,4,0,"51,20,0",01:3;02:3;03:3;04:3;05:3,107,1~10
204,,8,2,58,13,4,4,0,0,"800009,800019,800029,800039,800079",9,58,58,58,58,0,0,0,603801,47,10016,58,13,4,4,0,0,"800009,800019,800029,800039,800079",9,58,58,58,58,0,49,4,0,"51,20,0",01:3;02:3;03:3;04:3;05:3,107,1~10
205,,9,2,59,13,4,6,0,0,"800009,800019,800029,800039,800079",9,59,59,59,59,0,0,0,603801,48,10016,59,13,4,6,0,0,"800009,800019,800029,800039,800079",9,59,59,59,59,0,50,5,0,"52,20,0",01:3;02:3;03:3;04:3;05:3,108,1~10
206,,10,2,59,13,4,6,0,0,"800009,800019,800029,800039,800079",9,59,59,59,59,0,0,0,603801,48,10016,59,13,4,6,0,0,"800009,800019,800029,800039,800079",9,59,59,59,59,0,50,5,0,"52,20,0",01:3;02:3;03:3;04:3;05:3,108,1~10
207,,11,2,60,14,4,1,0,0,"800009,800019,800029,800039,800079",9,60,60,60,60,0,0,0,603801,48,10015,60,14,4,1,0,0,"800009,800019,800029,800039,800079",9,60,60,60,60,0,56,5,0,"53,20,0",01:3;02:3;03:3;04:3;05:3,109,11~15
208,,12,2,61,14,4,2,0,0,"800009,800019,800029,800039,800079",9,61,61,61,61,0,"900006,900007,900004",0,603421,49,10015,61,14,4,2,0,0,"800009,800019,800029,800039,800079",9,61,61,61,61,0,57,5,0,"54,21,0",01:3;02:3;03:3;04:3;05:3,110,11~15
209,,13,2,62,14,4,3,0,0,"800009,800019,800029,800039,800079",9,62,62,62,62,0,"900003,900010,900004",0,603521,50,10015,62,14,4,3,0,0,"800009,800019,800029,800039,800079",9,62,62,62,62,0,59,5,0,"54,21,0",01:3;02:3;03:3;04:3;05:3,111,11~15
210,,14,2,63,14,4,4,0,0,"800009,800019,800029,800039,800079",9,63,63,63,63,0,"900005,900001,900004",0,603421,51,10015,63,14,4,4,0,0,"800009,800019,800029,800039,800079",9,63,63,63,63,0,60,6,0,"55,21,0",01:3;02:3;03:3;04:3;05:3,112,11~15
211,,15,2,64,14,4,6,0,0,"800009,800019,800029,800039,800079",9,64,64,64,64,0,"900002,900008,900004",0,603521,52,10015,64,14,4,6,0,0,"800009,800019,800029,800039,800079",9,64,64,64,64,0,61,6,0,"56,21,0",01:3;02:3;03:3;04:3;05:3,113,11~15
212,,1,2,58,13,4,4,0,0,"800009,800019,800029,800039,800079",9,58,58,58,58,0,0,0,603121,37,10017,58,13,4,4,0,0,"800009,800019,800029,800039,800079",9,58,58,58,58,0,44,4,0,"51,20,0",,107,1~10
213,,2,2,58,13,4,4,0,0,"800009,800019,800029,800039,800079",9,58,58,58,58,0,0,0,603021,37,10017,58,13,4,4,0,0,"800009,800019,800029,800039,800079",9,58,58,58,58,0,44,4,0,"51,20,0",,107,1~10
214,,3,2,59,13,4,6,0,0,"800009,800019,800029,800039,800079",9,59,59,59,59,0,0,0,603121,38,10017,59,13,4,6,0,0,"800009,800019,800029,800039,800079",9,59,59,59,59,0,45,4,0,"52,20,0",,108,1~10
215,,4,2,59,13,4,6,0,0,"800009,800019,800029,800039,800079",9,59,59,59,59,0,0,0,603021,38,10017,59,13,4,6,0,0,"800009,800019,800029,800039,800079",9,59,59,59,59,0,45,4,0,"52,20,0",,108,1~10
216,,5,2,60,14,4,1,0,0,"800009,800019,800029,800039,800079",9,60,60,60,60,0,0,0,603121,38,10017,60,14,4,1,0,0,"800009,800019,800029,800039,800079",9,60,60,60,60,0,46,4,0,"53,20,0",,109,1~10
217,,6,2,60,14,4,1,0,0,"800009,800019,800029,800039,800079",9,60,60,60,60,0,0,0,603021,48,10016,60,14,4,1,0,0,"800009,800019,800029,800039,800079",9,60,60,60,60,0,51,5,0,"53,20,0",01:3;02:3;03:3;04:3;05:3,109,1~10
218,,7,2,61,14,4,2,0,0,"800009,800019,800029,800039,800079",9,61,61,61,61,0,0,0,603121,49,10016,61,14,4,2,0,0,"800009,800019,800029,800039,800079",9,61,61,61,61,0,52,5,0,"54,21,0",01:3;02:3;03:3;04:3;05:3,110,1~10
219,,8,2,61,14,4,2,0,0,"800009,800019,800029,800039,800079",9,61,61,61,61,0,0,0,603801,49,10016,61,14,4,2,0,0,"800009,800019,800029,800039,800079",9,61,61,61,61,0,52,5,0,"54,21,0",01:3;02:3;03:3;04:3;05:3,110,1~10
220,,9,2,62,14,4,3,0,0,"800009,800019,800029,800039,800079",9,62,62,62,62,0,0,0,603801,50,10016,62,14,4,3,0,0,"800009,800019,800029,800039,800079",9,62,62,62,62,0,54,5,0,"54,21,0",01:3;02:3;03:3;04:3;05:3,111,1~10
221,,10,2,62,14,4,3,0,0,"800009,800019,800029,800039,800079",9,62,62,62,62,0,0,0,603801,50,10016,62,14,4,3,0,0,"800009,800019,800029,800039,800079",9,62,62,62,62,0,54,5,0,"54,21,0",01:3;02:3;03:3;04:3;05:3,111,1~10
222,,11,2,63,14,4,4,0,0,"800009,800019,800029,800039,800079",9,63,63,63,63,0,0,0,603801,51,10015,63,14,4,4,0,0,"800009,800019,800029,800039,800079",9,63,63,63,63,0,60,6,0,"55,21,0",01:3;02:3;03:3;04:3;05:3,112,11~15
223,,12,2,64,14,4,6,0,0,"800009,800019,800029,800039,800079",9,64,64,64,64,0,"900006,900007,900004",0,603421,52,10015,64,14,4,6,0,0,"800009,800019,800029,800039,800079",9,64,64,64,64,0,61,6,0,"56,21,0",01:3;02:3;03:3;04:3;05:3,113,11~15
224,,13,2,65,15,4,1,0,0,"800110,800220,800330,800440,800880",10,65,65,65,65,0,"900003,900010,900004",0,603521,52,10015,65,15,4,1,0,0,"800110,800220,800330,800440,800880",10,65,65,65,65,0,62,6,0,"57,21,0",01:3;02:3;03:3;04:3;05:3,114,11~15
225,,14,2,66,15,4,2,0,0,"800110,800220,800330,800440,800880",10,66,66,66,66,0,"900005,900001,900004",0,603421,53,10015,66,15,4,2,0,0,"800110,800220,800330,800440,800880",10,66,66,66,66,0,63,6,0,"58,21,0",01:4;02:4;03:4;04:4;05:4,115,11~15
