viewID,Remarks,viewName,path,isShowTopBar,isShowSliderMenu,isShowChatView,levelPriority,luaPath,isEnable
246,,UI_Gfight_ColligateRankView,Assets/UIPrefab/MainCity/GroupFight/UI_GroupFightRank.prefab,2,2,2,,,
247,,UI_Gfight_RuleView,Assets/UIPrefab/MainCity/GroupFight/UI_GroupFightRule.prefab,2,2,2,,,
248,,UI_Gfight_PrepareView,Assets/UIPrefab/MainCity/GroupFight/UI_PrepareFor.prefab,2,2,2,,,
249,,UI_Gfight_PressureView,Assets/UIPrefab/MainCity/GroupFight/UI_StandardPressure.prefab,2,2,2,,,
250,,UI_Gfight_PressureRateView,Assets/UIPrefab/MainCity/GroupFight/UI_StandrdPressureRate.prefab,2,2,2,,,
251,,UI_Gfight_PressureRuleView,Assets/UIPrefab/MainCity/GroupFight/UI_StandardPressureRule.prefab,2,2,2,,,
252,,UI_SimpleTeamPanel_GroupFight,Assets/UIPrefab/MainCity/Common/UI_SimpleTeamPanel.prefab,,2,2,,,
253,,UIMsgBoxIgnore,Assets/UIPrefab/MainCity/Basis/UI_MsgBoxIgnore.prefab,,2,2,,,
254,,UI_Introduce,Assets/UIPrefab/MainCity/ClientSetting/UI_Introduce.prefab,,2,,,,
255,,UI_FAQ,Assets/UIPrefab/MainCity/ClientSetting/UI_FAQ.prefab,,2,,,,
256,,UI_Gfight_RewardView,Assets/UIPrefab/MainCity/GroupFight/UI_GroupReward.prefab,2,2,2,,,
257,,UI_Common_Tips,Assets/UIPrefab/MainCity/Common/UI_CommonTips.prefab,,2,,,,
258,,GroupCopyDropView,Assets/UIPrefab/MainCity/GroupCopy/UI_GroupCopyRewardView.prefab,,2,,,,
259,,GroupCopyDetailsView,Assets/UIPrefab/MainCity/GroupCopy/UI_GroupCopyBattleView.prefab,,2,,,,
260,,GroupCopyHarmRank,Assets/UIPrefab/MainCity/GroupCopy/UI_GroupCopyRankOfHarm.prefab,,2,,,,
261,,GroupCopyGoResetButton,Assets/UIPrefab/MainCity/GroupCopy/UI_GoLevel.prefab,,2,,,,
262,,GroupCopyDonateView,Assets/UIPrefab/MainCity/GroupCopy/UI_GroupCopyLevelDonateView.prefab,,2,,,,
263,,GroupCopyBattleExit,Assets/UIPrefab/MainCity/GroupCopy/UI_BattleOver.prefab,,2,,,,
264,,GroupCopyFindItemView,Assets/UIPrefab/MainCity/GroupCopy/UI_FindUnusualProp.prefab,,2,,,,
265,,GroupCopyApplyItem,Assets/UIPrefab/MainCity/GroupCopy/UI_AskForEquipment.prefab,,2,,,,
266,,ServerDamageRank,Assets/UIPrefab/MainCity/GroupCopy/UI_GroupCopyRankDamageView.prefab,,2,,,,
267,,GroupCopyRule,Assets/UIPrefab/MainCity/GroupCopy/UI_GroupCopyRule.prefab,,2,,,,
268,,UI_HeroAttr,Assets/UIPrefab/MainCity/RoleInfo/Role/Base/UI_HeroAttr.prefab,,2,,,,
269,,UI_FetterActive,Assets/UIPrefab/MainCity/RoleInfo/Role/Base/UI_FetterActive.prefab,,2,,3,,
270,,GroupCopyRewardDistView,Assets/UIPrefab/MainCity/GroupCopy/UI_Fenpei.prefab,,2,,,,
271,,GroupCopyPriceApplyView,Assets/UIPrefab/MainCity/GroupCopy/UI_Fenpeishenqing.prefab,,2,,,,
272,,UI_OpenRedPacket,Assets/UIPrefab/MainCity/Activity/UI_OpenRedPacket.prefab,,2,,,,
273,,UI_TeamBattleMainView,Assets/UIPrefab/MainCity/Team/UI_OragnizeTeamMain.prefab,1,2,2,,,
274,,UI_TeamBattleTeamView,Assets/UIPrefab/MainCity/Team/UI_TeamBattle.prefab,1,2,1,,,
275,,UI_TeamBattleExchangeView,Assets/UIPrefab/MainCity/Team/UI_TeamFragment.prefab,1,2,,,,
276,,UI_TeamBattleExchangeItemView,Assets/UIPrefab/MainCity/Team/UI_IntegralExchange.prefab,1,2,,,,
277,,UI_TeamBattleInviteFirendView,Assets/UIPrefab/MainCity/Team/UI_OragnizeInvitation.prefab,1,2,,,,
278,,UI_TeamBattlePlayerView,Assets/UIPrefab/MainCity/Team/UI_PlayerMessage.prefab,1,2,,,,
279,,UI_TeamBattleCreateView,Assets/UIPrefab/MainCity/Team/UI_CreateTeam.prefab,1,2,,,,
280,,UI_TeamBattleJoinView,Assets/UIPrefab/MainCity/Team/UI_JoinTeam.prefab,1,2,,,,
281,,UI_TeamBattleRuleView,Assets/UIPrefab/MainCity/Team/UI_OragnizeTeamRule.prefab,1,2,,,,
282,,UIItemGainWithIcon,Assets/UIPrefab/MainCity/ItemBag/UI_ItemGainWithIcon.prefab,2,2,2,,,
283,,UI_AdvancedSuccess,Assets/UIPrefab/MainCity/RoleInfo/Role/Equip/UI_AdvancedSuccess.prefab,,2,2,5,,
284,,UI_Battle_TeamBattle,Assets/UIPrefab/Battle/UI_Battle_TeamBattle.prefab,,2,,,,
285,,UI_Chat_Setting,Assets/UIPrefab/MainCity/Chat/UI_ChatSetting.prefab,,2,2,,,
286,,UI_Chat_EmoOrItem,Assets/UIPrefab/MainCity/Chat/UI_Expression.prefab,,2,,,,
287,,WakenPieceExchangeView,Assets/UIPrefab/MainCity/Store/UI_FragmentExchange.prefab,,2,,,,
288,,FragmentBuy,Assets/UIPrefab/MainCity/Store/UI_FragmentBuy.prefab,,2,,,,
289,,StoreWatchView,Assets/UIPrefab/MainCity/Store/UI_StoreWatch.prefab,,2,,,,
290,,UI_BattleTip,Assets/UIPrefab/Battle/UI_BattleTip.prefab,,2,,,,
291,,UI_RleaseSkillTips,Assets/UIPrefab/MainCity/ReleaseSkillTips/UI_ReleaseSKillTips.prefab,2,2,2,,,
292,,UI_TeamBattleWinView,Assets/UIPrefab/MainCity/Team/UI_TeamWin.prefab,,2,,,,
293,,UI_FortuneCat,Assets/UIPrefab/MainCity/FortuneCat/UI_FortuneCat.prefab,1,2,2,,,
294,,UI_GroupSecretEntry,Assets/UIPrefab/MainCity/GroupSecret/UI_GroupSecretEntry.prefab,2,2,2,,,
295,,UI_GroupSecretEnermy,Assets/UIPrefab/MainCity/GroupSecret/UI_GroupSecreEnermy.prefab,2,2,2,,,
296,,UI_LimitHero,Assets/UIPrefab/MainCity/LimitHero/UI_LimitHero.prefab,1,2,2,,,
297,,UI_LimitHeroChest,Assets/UIPrefab/MainCity/LimitHero/UI_LimitHeroChest.prefab,,2,,,,
298,,UI_MagicFamPlus,Assets/UIPrefab/MainCity/MagicFam/UI_MagicPlus.prefab,2,2,2,,,
299,,UI_CopyChapterReward,Assets/UIPrefab/MainCity/CopyChapterReward/UI_CopyChapterReward.prefab,2,2,2,,,
300,,UI_CopyChapterRewardSimple,Assets/UIPrefab/MainCity/CopyChapterReward/UI_CopyChapterRewardSimple.prefab,2,2,2,14,,
301,,UI_CopyBoxReward,Assets/UIPrefab/MainCity/Copy/UI_CopyBoxReward.prefab,,2,,,,
302,,UI_Plot_BattleSay,Assets/UIPrefab/MainCity/Plot/UI_Battle_Say.prefab,,2,,,,
303,,UI_MainViewNew,Assets/UIPrefab/MainCity/Main/MainViewNew.prefab,1,2,1,,,
304,,GuidePictureView,Assets/UIPrefab/MainCity/Guidance/UI_GuideTexture.prefab,,2,,,,
305,,FightUpMain,Assets/UIPrefab/MainCity/Main/Fight_Up/UI_ToBeStrong.prefab,,2,2,,,
306,,FightUpAdward,Assets/UIPrefab/MainCity/Main/Fight_Up/FightUp_Chengong.prefab,,2,,,,
307,,FightUpMethod,Assets/UIPrefab/MainCity/Main/Fight_Up/FightUp_Tujing.prefab,,2,,,,
308,,FightUpProgressPart,Assets/UIPrefab/MainCity/Main/Fight_Up/Part_fightup.prefab,,2,,,,
309,,FightUpAdvancePart,Assets/UIPrefab/MainCity/Main/Fight_Up/Part_UpgradItem.prefab,,2,,,,
310,,FightUpPrivilgePart,Assets/UIPrefab/MainCity/Main/Fight_Up/Part_fightup_namen.prefab,,2,,,,
311,,FightUpChannelPart,Assets/UIPrefab/MainCity/Main/Fight_Up/Part_ChannelItem.prefab,,2,,,,
312,,UI_Plot_AssistEnter,Assets/UIPrefab/MainCity/Plot/UI_AssistIn.prefab,,2,,,,
313,,UI_OnlineGiftNotice,Assets/UIPrefab/MainCity/OnlineGift/UI_OnlineGiftNotice.prefab,,2,,13,,
314,,RBEntryView,Assets/UIPrefab/MainCity/RandomBoss/RadomBoss_Tips.prefab,2,2,2,,,
315,,RBCrusadeView,Assets/UIPrefab/MainCity/RandomBoss/TaoFaxiangqing.prefab,,,2,,,
316,,RBMainView,Assets/UIPrefab/MainCity/RandomBoss/UI_MoShenTaoFa.prefab,1,,2,,,
317,,RBRecommendView,Assets/UIPrefab/MainCity/RandomBoss/YaoQingZhuZhan.prefab,,,2,,,
318,,RBRuleView,Assets/UIPrefab/MainCity/RandomBoss/UI_MoShenTaoFaRule.prefab,,,2,,,
319,,RBFightEndView,Assets/UIPrefab/MainCity/RandomBoss/UI_Win_Randomboss.prefab,2,2,2,,,
320,,GCompAudition,Assets/UIPrefab/MainCity/GroupCompetition/UI_Audition.prefab,2,2,2,,,
321,,GCompBattle,Assets/UIPrefab/MainCity/GroupCompetition/UI_Battle_GroupCompetition.prefab,2,2,2,,,
322,,GCompMatchGuess,Assets/UIPrefab/MainCity/GroupCompetition/UI_MatchGuess.prefab,1,2,2,,,
323,,GCompMatchGuessCreate,Assets/UIPrefab/MainCity/GroupCompetition/UI_CreateMatchGuess.prefab,2,2,2,,,
324,,GCompCreateTeam,Assets/UIPrefab/MainCity/GroupCompetition/UI_CreateTeam.prefab,2,2,1,,,
325,,GCompGroupRank,Assets/UIPrefab/MainCity/GroupCompetition/UI_GCompGroupRank.prefab,2,2,2,,,
326,,GCompPersonalRank,Assets/UIPrefab/MainCity/GroupCompetition/UI_GCompPersonalRank.prefab,2,2,2,,,
327,,GCompMain,Assets/UIPrefab/MainCity/GroupCompetition/UI_GroupCompetitionMain.prefab,2,2,2,,,
328,,GCompReward,Assets/UIPrefab/MainCity/GroupCompetition/UI_GroupCompetitionReward.prefab,2,2,2,,,
329,,GCompRule,Assets/UIPrefab/MainCity/GroupCompetition/UI_GroupCompetitionRule.prefab,2,2,2,,,
330,,GCompGroupMatching,Assets/UIPrefab/MainCity/GroupCompetition/UI_GroupMatching.prefab,2,2,2,,,
331,,GCompLivePlayback,Assets/UIPrefab/MainCity/GroupCompetition/UI_LiveAndPlayback.prefab,2,2,2,,,
332,,GCompPrepareView,Assets/UIPrefab/MainCity/GroupCompetition/UI_PrepareView.prefab,2,2,1,,,
333,,GCompPersonalMatching,Assets/UIPrefab/MainCity/GroupCompetition/UI_SingleMatching.prefab,2,2,2,,,
334,,GCompBattleResult,Assets/UIPrefab/MainCity/GroupCompetition/UI_GroupC_Win.prefab,2,2,2,,,
335,,UI_CopyRewardBox,Assets/UIPrefab/MainCity/Copy/UI_MapRewardBox.prefab,2,2,2,,,
336,,PrecisionMarketMainView,Assets/UIPrefab/MainCity/Preferential/UI_Preferential.prefab,1,2,1,,,
337,,UI_GuildMemberView,Assets/UIPrefab/MainCity/GuildSystem/UI_GuildMember.prefab,2,2,2,,,
338,,GCompTeamResult,Assets/UIPrefab/MainCity/GroupCompetition/UI_GroupCompetitionResult.prefab,2,2,2,,,
339,,GCompStartBattleView,Assets/UIPrefab/MainCity/GroupCompetition/UI_GCompStartBattleView.prefab,2,2,2,,,
340,,UI_MagicNew,Assets/UIPrefab/MainCity/RoleInfo/Player/Magic/MagicNew/UI_MagicNew.prefab,1,2,2,,,
341,,UI_MagicInheritSelect,Assets/UIPrefab/MainCity/RoleInfo/Player/Magic/MagicNew/UI_InheritMagicExchange.prefab,,2,2,,,
342,,UI_MagicHandbook,Assets/UIPrefab/MainCity/RoleInfo/Player/Magic/MagicNew/UI_MagicPokedex.prefab,1,2,2,,,
343,,UI_MagicFetter,Assets/UIPrefab/MainCity/RoleInfo/Player/Magic/MagicNew/UI_MagicFetter.prefab,,2,2,,,
344,,GCompGroupInfo,Assets/UIPrefab/MainCity/GroupCompetition/UI_CheckGroupInfo.prefab,2,2,2,,,
345,,GCompPMD,Assets/UIPrefab/MainCity/GroupCompetition/UI_GCompPMD.prefab,2,2,2,,,
346,,UI_BattleUnits,Assets/UIPrefab/Battle/UI_BattleUnits.prefab,2,2,2,,,
347,,UI_SpriteAttach,Assets/UIPrefab/MainCity/SpiritOf/UI_SpiritOfMain.prefab,1,2,2,,,
348,,UI_SpriteAttachUpgrade,Assets/UIPrefab/MainCity/SpiritOf/UI_SpiritOf.prefab,,,,,,
349,,PeakArenaBattlefield,Assets/UIPrefab/MainCity/PeakArena/UI_PeakArenaRecord.prefab,,,,,,
350,,PeakArenaBattlefieldDetail,Assets/UIPrefab/MainCity/PeakArena/UI_WatchBattlefield.prefab,,,,,,
351,,PeakArenaScoreReward,Assets/UIPrefab/MainCity/PeakArena/UI_PeakArenaScore.prefab,,,,,,
352,,UI_GiveMonthCard,Assets/UIPrefab/MainCity/Activity/UI_GiveMonthCard.prefab,,,,,,
353,,UI_Battle_WorldBoss,Assets/UIPrefab/Battle/UI_Battle_WorldBoss.prefab,2,2,2,,,
354,,WB_MainView,Assets/UIPrefab/MainCity/WorldBoss/UI_BossMainView.prefab,1,2,2,,,
355,,WB_FightEndView,Assets/UIPrefab/MainCity/WorldBoss/UI_Win_WorldBoss.prefab,2,2,2,,,
356,,WB_BattleView,Assets/UIPrefab/MainCity/WorldBoss/UI_BossBattle.prefab,1,2,1,,,
357,,WB_RuleView,Assets/UIPrefab/MainCity/WorldBoss/UI_Rule.prefab,,2,2,,,
358,,WB_RewardRuleView,Assets/UIPrefab/MainCity/WorldBoss/UI_RewardRule.prefab,,2,2,,,
359,,WB_InspireView,Assets/UIPrefab/MainCity/WorldBoss/UI_inspire.prefab,,2,,,,
360,,WB_ReAliveView,Assets/UIPrefab/MainCity/WorldBoss/UI_ReAlive.prefab,1,2,1,,,
361,,UI_CountDown,Assets/UIPrefab/MainCity/GroupCompetition/UI_CountDown.prefab,,,,,,
362,,UI_LoadVersion,Assets/UIPrefab/MainCity/Basis/UI_loading1.prefab,2,2,2,,,
363,,UI_MagicBattleReplace,Assets/UIPrefab/MainCity/RoleInfo/Player/Magic/MagicNew/UI_MagicReplace.prefab,2,2,2,,,
364,,UI_CommonSoul,Assets/UIPrefab/MainCity/ItemBag/UI_SoulExchange.prefab,,,,,,
365,,Peak_EmbattleView,Assets/UIPrefab/MainCity/Copy/UI_PeakTeam(NEW).prefab,2,2,2,,,
366,,UI_GCompJoinView,Assets/UIPrefab/MainCity/Team/UI_JoinTeam.prefab,1,2,,,,
367,,UI_GCompTeamView,Assets/UIPrefab/MainCity/Team/UI_TeamBattle.prefab,1,2,1,,,
368,,UI_GCompeInviteFirendView,Assets/UIPrefab/MainCity/GroupCompetition/UI_GCompInvitation.prefab,1,2,,,,
369,,UI_ShenGongBao,Assets/UIPrefab/MainCity/ShenGongBao/UI_ShenGongBao.prefab,2,2,2,,,
370,,UIMainNotice,Assets/UIPrefab/MainCity/business/UI_NoticeBoard.prefab,,2,2,,,
371,,UI_RechargerankReward,Assets/UIPrefab/MainCity/Activity/UI_RechargerankReward.prefab,,,,,,
372,,UI_CardsEvaluation,Assets/UIPrefab/MainCity/RoleInfo/Role/CardsEvaluation/UI_CardsEvaluation.prefab,,,,,,
373,,LuaMsgBox,Assets/UIPrefab/MainCity/Basis/UI_MsgBox.prefab,,2,2,,BD/MsgBox/MsgBoxView,
374,,UIFixMsgBox,Assets/UIPrefab/MainCity/Basis/UI_FixMsgBox.prefab,,,,,,
375,,GangClifford,Assets/UIPrefab/MainCity/GuildSystem/UI_GuildPray.prefab,,,,,BD/GangClifford/GangCliffordMainView,
376,,GangCliffordChoice,Assets/UIPrefab/MainCity/GuildSystem/UI_GuildPraySelect.prefab,,,,,BD/GangClifford/GangCliffordChoiceView,
