key,Remarks,Id,CopyId,Index,time,Enemy_1,Enemy_1_x,Enemy_1_z,Enemy_2,Enemy_2_x,Enemy_2_z,Enemy_3,Enemy_3_x,Enemy_3_z,Enemy_4,Enemy_4_x,Enemy_4_z,Enemy_5,Enemy_5_x,Enemy_5_z,Enemy_6,Enemy_6_x,Enemy_6_z
110907_3,,110907_3,110907,3,90,m_110907_3_1,115,3,m_110907_3_2,115,9,m_110907_3_3,123,3,m_110907_3_4,123,9,,,,,,
110908_1,,110908_1,110908,1,90,m_110908_1_1,35,6,m_110908_1_2,43,3,m_110908_1_3,43,9,,,,,,,,,
110908_2,,110908_2,110908,2,90,m_110908_2_1,75,3,m_110908_2_2,75,9,m_110908_2_3,83,6,,,,,,,,,
110908_3,,110908_3,110908,3,90,m_110908_3_1,115,3,m_110908_3_2,115,9,m_110908_3_3,123,6,,,,,,,,,
110909_1,,110909_1,110909,1,90,m_110909_1_1,35,6,m_110909_1_2,43,3,m_110909_1_3,43,9,,,,,,,,,
110909_2,,110909_2,110909,2,90,m_110909_2_1,75,3,m_110909_2_2,75,9,m_110909_2_3,83,6,,,,,,,,,
110909_3,,110909_3,110909,3,90,m_110909_3_1,115,3,m_110909_3_2,115,9,m_110909_3_3,123,3,m_110909_3_4,123,9,,,,,,
110910_1,,110910_1,110910,1,90,m_110910_1_1,35,6,m_110910_1_2,43,3,m_110910_1_3,43,9,,,,,,,,,
110910_2,,110910_2,110910,2,90,m_110910_2_1,75,3,m_110910_2_2,75,9,m_110910_2_3,83,6,,,,,,,,,
110910_3,,110910_3,110910,3,90,m_110910_3_1,119,6,,,,,,,,,,,,,,,
110911_1,,110911_1,110911,1,90,m_110911_1_1,35,6,m_110911_1_2,43,3,m_110911_1_3,43,9,,,,,,,,,
110911_2,,110911_2,110911,2,90,m_110911_2_1,75,3,m_110911_2_2,75,9,m_110911_2_3,83,6,,,,,,,,,
110911_3,,110911_3,110911,3,90,m_110911_3_1,115,3,m_110911_3_2,115,9,m_110911_3_3,123,3,m_110911_3_4,123,9,,,,,,
110912_1,,110912_1,110912,1,90,m_110912_1_1,60,6,,,,,,,,,,,,,,,
111001_1,,111001_1,111001,1,90,m_111001_1_1,35,6,m_111001_1_2,43,3,m_111001_1_3,43,9,,,,,,,,,
111001_2,,111001_2,111001,2,90,m_111001_2_1,75,3,m_111001_2_2,75,9,m_111001_2_3,83,6,,,,,,,,,
111001_3,,111001_3,111001,3,90,m_111001_3_1,115,3,m_111001_3_2,115,9,m_111001_3_3,123,3,m_111001_3_4,123,9,,,,,,
111002_1,,111002_1,111002,1,90,m_111002_1_1,35,6,m_111002_1_2,43,3,m_111002_1_3,43,9,,,,,,,,,
111002_2,,111002_2,111002,2,90,m_111002_2_1,75,3,m_111002_2_2,75,9,m_111002_2_3,83,6,,,,,,,,,
111002_3,,111002_3,111002,3,90,m_111002_3_1,115,3,m_111002_3_2,115,9,m_111002_3_3,123,6,,,,,,,,,
111003_1,,111003_1,111003,1,90,m_111003_1_1,35,6,m_111003_1_2,43,3,m_111003_1_3,43,9,,,,,,,,,
111003_2,,111003_2,111003,2,90,m_111003_2_1,75,3,m_111003_2_2,75,9,m_111003_2_3,83,6,,,,,,,,,
111003_3,,111003_3,111003,3,90,m_111003_3_1,115,3,m_111003_3_2,115,9,m_111003_3_3,123,3,m_111003_3_4,123,9,,,,,,
111004_1,,111004_1,111004,1,90,m_111004_1_1,35,6,m_111004_1_2,43,3,m_111004_1_3,43,9,,,,,,,,,
111004_2,,111004_2,111004,2,90,m_111004_2_1,75,3,m_111004_2_2,75,9,m_111004_2_3,83,6,,,,,,,,,
111004_3,,111004_3,111004,3,90,m_111004_3_1,115,3,m_111004_3_2,115,9,m_111004_3_3,123,6,,,,,,,,,
111005_1,,111005_1,111005,1,90,m_111005_1_1,35,6,m_111005_1_2,43,3,m_111005_1_3,43,9,,,,,,,,,
111005_2,,111005_2,111005,2,90,m_111005_2_1,75,3,m_111005_2_2,75,9,m_111005_2_3,83,6,,,,,,,,,
111005_3,,111005_3,111005,3,90,m_111005_3_1,115,3,m_111005_3_2,115,6,m_111005_3_3,115,9,m_111005_3_4,123,6,,,,,,
111006_1,,111006_1,111006,1,90,m_111006_1_1,60,6,,,,,,,,,,,,,,,
111007_1,,111007_1,111007,1,90,m_111007_1_1,35,6,m_111007_1_2,43,3,m_111007_1_3,43,9,,,,,,,,,
111007_2,,111007_2,111007,2,90,m_111007_2_1,75,3,m_111007_2_2,75,9,m_111007_2_3,83,6,,,,,,,,,
111007_3,,111007_3,111007,3,90,m_111007_3_1,115,3,m_111007_3_2,115,9,m_111007_3_3,123,3,m_111007_3_4,123,9,,,,,,
111008_1,,111008_1,111008,1,90,m_111008_1_1,35,6,m_111008_1_2,43,3,m_111008_1_3,43,9,,,,,,,,,
111008_2,,111008_2,111008,2,90,m_111008_2_1,75,3,m_111008_2_2,75,9,m_111008_2_3,83,6,,,,,,,,,
111008_3,,111008_3,111008,3,90,m_111008_3_1,115,3,m_111008_3_2,115,6,m_111008_3_3,115,9,m_111008_3_4,123,6,,,,,,
111009_1,,111009_1,111009,1,90,m_111009_1_1,35,6,m_111009_1_2,43,3,m_111009_1_3,43,9,,,,,,,,,
111009_2,,111009_2,111009,2,90,m_111009_2_1,75,3,m_111009_2_2,75,9,m_111009_2_3,83,6,,,,,,,,,
111009_3,,111009_3,111009,3,90,m_111009_3_1,115,3,m_111009_3_2,115,9,m_111009_3_3,123,3,m_111009_3_4,123,9,,,,,,
111010_1,,111010_1,111010,1,90,m_111010_1_1,35,6,m_111010_1_2,43,3,m_111010_1_3,43,9,,,,,,,,,
111010_2,,111010_2,111010,2,90,m_111010_2_1,75,3,m_111010_2_2,75,9,m_111010_2_3,83,6,,,,,,,,,
111010_3,,111010_3,111010,3,90,m_111010_3_1,119,6,,,,,,,,,,,,,,,
111011_1,,111011_1,111011,1,90,m_111011_1_1,35,6,m_111011_1_2,43,3,m_111011_1_3,43,9,,,,,,,,,
111011_2,,111011_2,111011,2,90,m_111011_2_1,75,3,m_111011_2_2,75,9,m_111011_2_3,83,6,,,,,,,,,
111011_3,,111011_3,111011,3,90,m_111011_3_1,115,3,m_111011_3_2,115,9,m_111011_3_3,123,3,m_111011_3_4,123,9,,,,,,
111012_1,,111012_1,111012,1,90,m_111012_1_1,60,6,,,,,,,,,,,,,,,
111101_1,,111101_1,111101,1,90,m_111101_1_1,35,6,m_111101_1_2,43,3,m_111101_1_3,43,9,,,,,,,,,
111101_2,,111101_2,111101,2,90,m_111101_2_1,75,3,m_111101_2_2,75,9,m_111101_2_3,83,6,,,,,,,,,
111101_3,,111101_3,111101,3,90,m_111101_3_1,115,3,m_111101_3_2,115,9,m_111101_3_3,123,3,m_111101_3_4,123,9,,,,,,
111102_1,,111102_1,111102,1,90,m_111102_1_1,35,6,m_111102_1_2,43,3,m_111102_1_3,43,9,,,,,,,,,
111102_2,,111102_2,111102,2,90,m_111102_2_1,75,3,m_111102_2_2,75,9,m_111102_2_3,83,6,,,,,,,,,
111102_3,,111102_3,111102,3,90,m_111102_3_1,115,6,,,,,,,,,,,,,,,
111103_1,,111103_1,111103,1,90,m_111103_1_1,35,6,m_111103_1_2,43,3,m_111103_1_3,43,9,,,,,,,,,
111103_2,,111103_2,111103,2,90,m_111103_2_1,75,3,m_111103_2_2,75,9,m_111103_2_3,83,6,,,,,,,,,
111103_3,,111103_3,111103,3,90,m_111103_3_1,115,3,m_111103_3_2,115,9,m_111103_3_3,123,3,m_111103_3_4,123,9,,,,,,
111104_1,,111104_1,111104,1,90,m_111104_1_1,35,6,m_111104_1_2,43,3,m_111104_1_3,43,9,,,,,,,,,
111104_2,,111104_2,111104,2,90,m_111104_2_1,75,3,m_111104_2_2,75,9,m_111104_2_3,83,6,,,,,,,,,
111104_3,,111104_3,111104,3,90,m_111104_3_1,115,3,m_111104_3_2,115,9,m_111104_3_3,123,6,,,,,,,,,
111105_1,,111105_1,111105,1,90,m_111105_1_1,35,6,m_111105_1_2,43,3,m_111105_1_3,43,9,,,,,,,,,
111105_2,,111105_2,111105,2,90,m_111105_2_1,75,3,m_111105_2_2,75,9,m_111105_2_3,83,6,,,,,,,,,
111105_3,,111105_3,111105,3,90,m_111105_3_1,115,3,m_111105_3_2,115,9,m_111105_3_3,123,3,m_111105_3_4,123,9,,,,,,
111106_1,,111106_1,111106,1,90,m_111106_1_1,60,6,,,,,,,,,,,,,,,
111107_1,,111107_1,111107,1,90,m_111107_1_1,35,6,m_111107_1_2,43,3,m_111107_1_3,43,9,,,,,,,,,
111107_2,,111107_2,111107,2,90,m_111107_2_1,75,3,m_111107_2_2,75,9,m_111107_2_3,83,6,,,,,,,,,
111107_3,,111107_3,111107,3,90,m_111107_3_1,115,3,m_111107_3_2,115,9,m_111107_3_3,123,3,m_111107_3_4,123,9,,,,,,
111108_1,,111108_1,111108,1,90,m_111108_1_1,35,6,m_111108_1_2,43,3,m_111108_1_3,43,9,,,,,,,,,
111108_2,,111108_2,111108,2,90,m_111108_2_1,75,3,m_111108_2_2,75,9,m_111108_2_3,83,6,,,,,,,,,
111108_3,,111108_3,111108,3,90,m_111108_3_1,115,3,m_111108_3_2,115,6,m_111108_3_3,115,9,m_111108_3_4,123,6,,,,,,
111109_1,,111109_1,111109,1,90,m_111109_1_1,35,6,m_111109_1_2,43,3,m_111109_1_3,43,9,,,,,,,,,
111109_2,,111109_2,111109,2,90,m_111109_2_1,75,3,m_111109_2_2,75,9,m_111109_2_3,83,6,,,,,,,,,
111109_3,,111109_3,111109,3,90,m_111109_3_1,115,3,m_111109_3_2,115,9,m_111109_3_3,123,3,m_111109_3_4,123,9,,,,,,
111110_1,,111110_1,111110,1,90,m_111110_1_1,35,6,m_111110_1_2,43,3,m_111110_1_3,43,9,,,,,,,,,
111110_2,,111110_2,111110,2,90,m_111110_2_1,75,3,m_111110_2_2,75,9,m_111110_2_3,83,6,,,,,,,,,
111110_3,,111110_3,111110,3,90,m_111110_3_1,115,6,,,,,,,,,,,,,,,
111111_1,,111111_1,111111,1,90,m_111111_1_1,35,6,m_111111_1_2,43,3,m_111111_1_3,43,9,,,,,,,,,
111111_2,,111111_2,111111,2,90,m_111111_2_1,75,3,m_111111_2_2,75,9,m_111111_2_3,83,6,,,,,,,,,
111111_3,,111111_3,111111,3,90,m_111111_3_1,115,3,m_111111_3_2,115,9,m_111111_3_3,123,3,m_111111_3_4,123,9,,,,,,
111112_1,,111112_1,111112,1,90,m_111112_1_1,60,6,,,,,,,,,,,,,,,
111201_1,,111201_1,111201,1,90,m_111201_1_1,35,6,m_111201_1_2,43,3,m_111201_1_3,43,9,,,,,,,,,
111201_2,,111201_2,111201,2,90,m_111201_2_1,75,3,m_111201_2_2,75,9,m_111201_2_3,83,6,,,,,,,,,
111201_3,,111201_3,111201,3,90,m_111201_3_1,115,3,m_111201_3_2,115,9,m_111201_3_3,123,3,m_111201_3_4,123,9,,,,,,
111202_1,,111202_1,111202,1,90,m_111202_1_1,35,6,m_111202_1_2,43,3,m_111202_1_3,43,9,,,,,,,,,
111202_2,,111202_2,111202,2,90,m_111202_2_1,75,3,m_111202_2_2,75,9,m_111202_2_3,83,6,,,,,,,,,
111202_3,,111202_3,111202,3,90,m_111202_3_1,115,6,,,,,,,,,,,,,,,
111203_1,,111203_1,111203,1,90,m_111203_1_1,35,6,m_111203_1_2,43,3,m_111203_1_3,43,9,,,,,,,,,
111203_2,,111203_2,111203,2,90,m_111203_2_1,75,3,m_111203_2_2,75,9,m_111203_2_3,83,6,,,,,,,,,
111203_3,,111203_3,111203,3,90,m_111203_3_1,115,3,m_111203_3_2,115,9,m_111203_3_3,123,3,m_111203_3_4,123,9,,,,,,
111204_1,,111204_1,111204,1,90,m_111204_1_1,35,6,m_111204_1_2,43,3,m_111204_1_3,43,9,,,,,,,,,
111204_2,,111204_2,111204,2,90,m_111204_2_1,75,3,m_111204_2_2,75,9,m_111204_2_3,83,6,,,,,,,,,
111204_3,,111204_3,111204,3,90,m_111204_3_1,115,6,,,,,,,,,,,,,,,
111205_1,,111205_1,111205,1,90,m_111205_1_1,35,6,m_111205_1_2,43,3,m_111205_1_3,43,9,,,,,,,,,
111205_2,,111205_2,111205,2,90,m_111205_2_1,75,3,m_111205_2_2,75,9,m_111205_2_3,83,6,,,,,,,,,
111205_3,,111205_3,111205,3,90,m_111205_3_1,115,3,m_111205_3_2,115,9,m_111205_3_3,123,3,m_111205_3_4,123,9,,,,,,
111206_1,,111206_1,111206,1,90,m_111206_1_1,60,6,,,,,,,,,,,,,,,
111207_1,,111207_1,111207,1,90,m_111207_1_1,35,6,m_111207_1_2,43,3,m_111207_1_3,43,9,,,,,,,,,
111207_2,,111207_2,111207,2,90,m_111207_2_1,75,3,m_111207_2_2,75,9,m_111207_2_3,83,6,,,,,,,,,
111207_3,,111207_3,111207,3,90,m_111207_3_1,115,3,m_111207_3_2,115,9,m_111207_3_3,123,3,m_111207_3_4,123,9,,,,,,
111208_1,,111208_1,111208,1,90,m_111208_1_1,35,6,m_111208_1_2,43,3,m_111208_1_3,43,9,,,,,,,,,
111208_2,,111208_2,111208,2,90,m_111208_2_1,75,3,m_111208_2_2,75,9,m_111208_2_3,83,6,,,,,,,,,
111208_3,,111208_3,111208,3,90,m_111208_3_1,115,6,,,,,,,,,,,,,,,
111209_1,,111209_1,111209,1,90,m_111209_1_1,35,6,m_111209_1_2,43,3,m_111209_1_3,43,9,,,,,,,,,
111209_2,,111209_2,111209,2,90,m_111209_2_1,75,3,m_111209_2_2,75,9,m_111209_2_3,83,6,,,,,,,,,
111209_3,,111209_3,111209,3,90,m_111209_3_1,115,3,m_111209_3_2,115,9,m_111209_3_3,123,3,m_111209_3_4,123,9,,,,,,
111210_1,,111210_1,111210,1,90,m_111210_1_1,35,6,m_111210_1_2,43,3,m_111210_1_3,43,9,,,,,,,,,
111210_2,,111210_2,111210,2,90,m_111210_2_1,75,3,m_111210_2_2,75,9,m_111210_2_3,83,6,,,,,,,,,
111210_3,,111210_3,111210,3,90,m_111210_3_1,119,6,,,,,,,,,,,,,,,
111211_1,,111211_1,111211,1,90,m_111211_1_1,35,6,m_111211_1_2,43,3,m_111211_1_3,43,9,,,,,,,,,
111211_2,,111211_2,111211,2,90,m_111211_2_1,75,3,m_111211_2_2,75,9,m_111211_2_3,83,6,,,,,,,,,
111211_3,,111211_3,111211,3,90,m_111211_3_1,115,3,m_111211_3_2,115,9,m_111211_3_3,123,3,m_111211_3_4,123,9,,,,,,
111212_1,,111212_1,111212,1,90,m_111212_1_1,60,6,,,,,,,,,,,,,,,
111301_1,,111301_1,111301,1,90,m_111301_1_1,35,6,m_111301_1_2,43,3,m_111301_1_3,43,9,,,,,,,,,
111301_2,,111301_2,111301,2,90,m_111301_2_1,75,3,m_111301_2_2,75,9,m_111301_2_3,83,6,,,,,,,,,
111301_3,,111301_3,111301,3,90,m_111301_3_1,115,3,m_111301_3_2,115,9,m_111301_3_3,123,3,m_111301_3_4,123,9,,,,,,
111302_1,,111302_1,111302,1,90,m_111302_1_1,35,6,m_111302_1_2,43,3,m_111302_1_3,43,9,,,,,,,,,
111302_2,,111302_2,111302,2,90,m_111302_2_1,75,3,m_111302_2_2,75,9,m_111302_2_3,83,6,,,,,,,,,
111302_3,,111302_3,111302,3,90,m_111302_3_1,115,6,,,,,,,,,,,,,,,
111303_1,,111303_1,111303,1,90,m_111303_1_1,35,6,m_111303_1_2,43,3,m_111303_1_3,43,9,,,,,,,,,
111303_2,,111303_2,111303,2,90,m_111303_2_1,75,3,m_111303_2_2,75,9,m_111303_2_3,83,6,,,,,,,,,
111303_3,,111303_3,111303,3,90,m_111303_3_1,115,3,m_111303_3_2,115,9,m_111303_3_3,123,3,m_111303_3_4,123,9,,,,,,
111304_1,,111304_1,111304,1,90,m_111304_1_1,35,6,m_111304_1_2,43,3,m_111304_1_3,43,9,,,,,,,,,
111304_2,,111304_2,111304,2,90,m_111304_2_1,75,3,m_111304_2_2,75,9,m_111304_2_3,83,6,,,,,,,,,
111304_3,,111304_3,111304,3,90,m_111304_3_1,115,3,m_111304_3_2,115,9,m_111304_3_3,123,6,,,,,,,,,
111305_1,,111305_1,111305,1,90,m_111305_1_1,35,6,m_111305_1_2,43,3,m_111305_1_3,43,9,,,,,,,,,
111305_2,,111305_2,111305,2,90,m_111305_2_1,75,3,m_111305_2_2,75,9,m_111305_2_3,83,6,,,,,,,,,
111305_3,,111305_3,111305,3,90,m_111305_3_1,115,3,m_111305_3_2,115,9,m_111305_3_3,123,3,m_111305_3_4,123,9,,,,,,
111306_1,,111306_1,111306,1,90,m_111306_1_1,60,6,,,,,,,,,,,,,,,
111307_1,,111307_1,111307,1,90,m_111307_1_1,35,6,m_111307_1_2,43,3,m_111307_1_3,43,9,,,,,,,,,
111307_2,,111307_2,111307,2,90,m_111307_2_1,75,3,m_111307_2_2,75,9,m_111307_2_3,83,6,,,,,,,,,
111307_3,,111307_3,111307,3,90,m_111307_3_1,115,3,m_111307_3_2,115,9,m_111307_3_3,123,3,m_111307_3_4,123,9,,,,,,
111308_1,,111308_1,111308,1,90,m_111308_1_1,35,6,m_111308_1_2,43,3,m_111308_1_3,43,9,,,,,,,,,
111308_2,,111308_2,111308,2,90,m_111308_2_1,75,3,m_111308_2_2,75,9,m_111308_2_3,83,6,,,,,,,,,
111308_3,,111308_3,111308,3,90,m_111308_3_1,115,3,m_111308_3_2,115,6,m_111308_3_3,115,9,m_111308_3_4,123,6,,,,,,
111309_1,,111309_1,111309,1,90,m_111309_1_1,35,6,m_111309_1_2,43,3,m_111309_1_3,43,9,,,,,,,,,
111309_2,,111309_2,111309,2,90,m_111309_2_1,75,3,m_111309_2_2,75,9,m_111309_2_3,83,6,,,,,,,,,
111309_3,,111309_3,111309,3,90,m_111309_3_1,115,3,m_111309_3_2,115,9,m_111309_3_3,123,3,m_111309_3_4,123,9,,,,,,
111310_1,,111310_1,111310,1,90,m_111310_1_1,35,6,m_111310_1_2,43,3,m_111310_1_3,43,9,,,,,,,,,
111310_2,,111310_2,111310,2,90,m_111310_2_1,75,3,m_111310_2_2,75,9,m_111310_2_3,83,6,,,,,,,,,
111310_3,,111310_3,111310,3,90,m_111310_3_1,115,6,,,,,,,,,,,,,,,
111311_1,,111311_1,111311,1,90,m_111311_1_1,35,6,m_111311_1_2,43,3,m_111311_1_3,43,9,,,,,,,,,
111311_2,,111311_2,111311,2,90,m_111311_2_1,75,3,m_111311_2_2,75,9,m_111311_2_3,83,6,,,,,,,,,
111311_3,,111311_3,111311,3,90,m_111311_3_1,115,3,m_111311_3_2,115,9,m_111311_3_3,123,3,m_111311_3_4,123,9,,,,,,
111312_1,,111312_1,111312,1,90,m_111312_1_1,60,6,,,,,,,,,,,,,,,
111401_1,,111401_1,111401,1,90,m_111401_1_1,35,6,m_111401_1_2,43,3,m_111401_1_3,43,9,,,,,,,,,
111401_2,,111401_2,111401,2,90,m_111401_2_1,75,3,m_111401_2_2,75,9,m_111401_2_3,83,6,,,,,,,,,
111401_3,,111401_3,111401,3,90,m_111401_3_1,115,3,m_111401_3_2,115,9,m_111401_3_3,123,3,m_111401_3_4,123,9,,,,,,
111402_1,,111402_1,111402,1,90,m_111402_1_1,35,6,m_111402_1_2,43,3,m_111402_1_3,43,9,,,,,,,,,
111402_2,,111402_2,111402,2,90,m_111402_2_1,75,3,m_111402_2_2,75,9,m_111402_2_3,83,6,,,,,,,,,
111402_3,,111402_3,111402,3,90,m_111402_3_1,115,3,m_111402_3_2,115,9,m_111402_3_3,123,6,,,,,,,,,
111403_1,,111403_1,111403,1,90,m_111403_1_1,35,6,m_111403_1_2,43,3,m_111403_1_3,43,9,,,,,,,,,
111403_2,,111403_2,111403,2,90,m_111403_2_1,75,3,m_111403_2_2,75,9,m_111403_2_3,83,6,,,,,,,,,
111403_3,,111403_3,111403,3,90,m_111403_3_1,115,3,m_111403_3_2,115,9,m_111403_3_3,123,3,m_111403_3_4,123,9,,,,,,
111404_1,,111404_1,111404,1,90,m_111404_1_1,35,6,m_111404_1_2,43,3,m_111404_1_3,43,9,,,,,,,,,
111404_2,,111404_2,111404,2,90,m_111404_2_1,75,3,m_111404_2_2,75,9,m_111404_2_3,83,6,,,,,,,,,
111404_3,,111404_3,111404,3,90,m_111404_3_1,115,6,m_111404_3_2,123,3,m_111404_3_3,123,9,,,,,,,,,
111405_1,,111405_1,111405,1,90,m_111405_1_1,35,6,m_111405_1_2,43,3,m_111405_1_3,43,9,,,,,,,,,
111405_2,,111405_2,111405,2,90,m_111405_2_1,75,3,m_111405_2_2,75,9,m_111405_2_3,83,6,,,,,,,,,
111405_3,,111405_3,111405,3,90,m_111405_3_1,115,3,m_111405_3_2,115,9,m_111405_3_3,123,3,m_111405_3_4,123,9,,,,,,
111406_1,,111406_1,111406,1,90,m_111406_1_1,60,6,,,,,,,,,,,,,,,
111407_1,,111407_1,111407,1,90,m_111407_1_1,35,6,m_111407_1_2,43,3,m_111407_1_3,43,9,,,,,,,,,
111407_2,,111407_2,111407,2,90,m_111407_2_1,75,3,m_111407_2_2,75,9,m_111407_2_3,83,6,,,,,,,,,
111407_3,,111407_3,111407,3,90,m_111407_3_1,115,3,m_111407_3_2,115,9,m_111407_3_3,123,3,m_111407_3_4,123,9,,,,,,
111408_1,,111408_1,111408,1,90,m_111408_1_1,35,6,m_111408_1_2,43,3,m_111408_1_3,43,9,,,,,,,,,
111408_2,,111408_2,111408,2,90,m_111408_2_1,75,3,m_111408_2_2,75,9,m_111408_2_3,83,6,,,,,,,,,
111408_3,,111408_3,111408,3,90,m_111408_3_1,115,3,m_111408_3_2,115,6,m_111408_3_3,115,9,m_111408_3_4,123,6,,,,,,
111409_1,,111409_1,111409,1,90,m_111409_1_1,35,6,m_111409_1_2,43,3,m_111409_1_3,43,9,,,,,,,,,
111409_2,,111409_2,111409,2,90,m_111409_2_1,75,3,m_111409_2_2,75,9,m_111409_2_3,83,6,,,,,,,,,
111409_3,,111409_3,111409,3,90,m_111409_3_1,115,3,m_111409_3_2,115,9,m_111409_3_3,123,3,m_111409_3_4,123,9,,,,,,
111410_1,,111410_1,111410,1,90,m_111410_1_1,35,6,m_111410_1_2,43,3,m_111410_1_3,43,9,,,,,,,,,
111410_2,,111410_2,111410,2,90,m_111410_2_1,75,3,m_111410_2_2,75,9,m_111410_2_3,83,6,,,,,,,,,
111410_3,,111410_3,111410,3,90,m_111410_3_1,115,6,m_111410_3_2,123,3,m_111410_3_3,123,9,,,,,,,,,
111411_1,,111411_1,111411,1,90,m_111411_1_1,35,6,m_111411_1_2,43,3,m_111411_1_3,43,9,,,,,,,,,
111411_2,,111411_2,111411,2,90,m_111411_2_1,75,3,m_111411_2_2,75,9,m_111411_2_3,83,6,,,,,,,,,
111411_3,,111411_3,111411,3,90,m_111411_3_1,115,3,m_111411_3_2,115,9,m_111411_3_3,123,3,m_111411_3_4,123,9,,,,,,
111412_1,,111412_1,111412,1,90,m_111412_1_1,60,6,,,,,,,,,,,,,,,
111501_1,,111501_1,111501,1,90,m_111501_1_1,35,6,m_111501_1_2,43,3,m_111501_1_3,43,9,,,,,,,,,
111501_2,,111501_2,111501,2,90,m_111501_2_1,75,3,m_111501_2_2,75,9,m_111501_2_3,83,6,,,,,,,,,
111501_3,,111501_3,111501,3,90,m_111501_3_1,115,3,m_111501_3_2,115,9,m_111501_3_3,123,3,m_111501_3_4,123,9,,,,,,
111502_1,,111502_1,111502,1,90,m_111502_1_1,35,6,m_111502_1_2,43,3,m_111502_1_3,43,9,,,,,,,,,
111502_2,,111502_2,111502,2,90,m_111502_2_1,75,3,m_111502_2_2,75,9,m_111502_2_3,83,6,,,,,,,,,
111502_3,,111502_3,111502,3,90,m_111502_3_1,115,6,,,,,,,,,,,,,,,
111503_1,,111503_1,111503,1,90,m_111503_1_1,35,6,m_111503_1_2,43,3,m_111503_1_3,43,9,,,,,,,,,
111503_2,,111503_2,111503,2,90,m_111503_2_1,75,3,m_111503_2_2,75,9,m_111503_2_3,83,6,,,,,,,,,
111503_3,,111503_3,111503,3,90,m_111503_3_1,115,3,m_111503_3_2,115,9,m_111503_3_3,123,3,m_111503_3_4,123,9,,,,,,
111504_1,,111504_1,111504,1,90,m_111504_1_1,35,6,m_111504_1_2,43,3,m_111504_1_3,43,9,,,,,,,,,
111504_2,,111504_2,111504,2,90,m_111504_2_1,75,3,m_111504_2_2,75,9,m_111504_2_3,83,6,,,,,,,,,
111504_3,,111504_3,111504,3,90,m_111504_3_1,115,6,,,,,,,,,,,,,,,
111505_1,,111505_1,111505,1,90,m_111505_1_1,35,6,m_111505_1_2,43,3,m_111505_1_3,43,9,,,,,,,,,
111505_2,,111505_2,111505,2,90,m_111505_2_1,75,3,m_111505_2_2,75,9,m_111505_2_3,83,6,,,,,,,,,
111505_3,,111505_3,111505,3,90,m_111505_3_1,115,3,m_111505_3_2,115,9,m_111505_3_3,123,3,m_111505_3_4,123,9,,,,,,
111506_1,,111506_1,111506,1,90,m_111506_1_1,60,6,,,,,,,,,,,,,,,
111507_1,,111507_1,111507,1,90,m_111507_1_1,35,6,m_111507_1_2,43,3,m_111507_1_3,43,9,,,,,,,,,
111507_2,,111507_2,111507,2,90,m_111507_2_1,75,3,m_111507_2_2,75,9,m_111507_2_3,83,6,,,,,,,,,
111507_3,,111507_3,111507,3,90,m_111507_3_1,115,3,m_111507_3_2,115,9,m_111507_3_3,123,3,m_111507_3_4,123,9,,,,,,
111508_1,,111508_1,111508,1,90,m_111508_1_1,35,6,m_111508_1_2,43,3,m_111508_1_3,43,9,,,,,,,,,
111508_2,,111508_2,111508,2,90,m_111508_2_1,75,3,m_111508_2_2,75,9,m_111508_2_3,83,6,,,,,,,,,
111508_3,,111508_3,111508,3,90,m_111508_3_1,119,6,,,,,,,,,,,,,,,
111509_1,,111509_1,111509,1,90,m_111509_1_1,35,6,m_111509_1_2,43,3,m_111509_1_3,43,9,,,,,,,,,
111509_2,,111509_2,111509,2,90,m_111509_2_1,75,3,m_111509_2_2,75,9,m_111509_2_3,83,6,,,,,,,,,
111509_3,,111509_3,111509,3,90,m_111509_3_1,115,3,m_111509_3_2,115,9,m_111509_3_3,123,3,m_111509_3_4,123,9,,,,,,
111510_1,,111510_1,111510,1,90,m_111510_1_1,35,6,m_111510_1_2,43,3,m_111510_1_3,43,9,,,,,,,,,
111510_2,,111510_2,111510,2,90,m_111510_2_1,75,3,m_111510_2_2,75,9,m_111510_2_3,83,6,,,,,,,,,
111510_3,,111510_3,111510,3,90,m_111510_3_1,119,6,,,,,,,,,,,,,,,
111511_1,,111511_1,111511,1,90,m_111511_1_1,35,6,m_111511_1_2,43,3,m_111511_1_3,43,9,,,,,,,,,
111511_2,,111511_2,111511,2,90,m_111511_2_1,75,3,m_111511_2_2,75,9,m_111511_2_3,83,6,,,,,,,,,
111511_3,,111511_3,111511,3,90,m_111511_3_1,115,3,m_111511_3_2,115,9,m_111511_3_3,123,3,m_111511_3_4,123,9,,,,,,
111512_1,,111512_1,111512,1,90,m_111512_1_1,60,6,,,,,,,,,,,,,,,
111601_1,,111601_1,111601,1,90,m_111601_1_1,35,6,m_111601_1_2,43,3,m_111601_1_3,43,9,,,,,,,,,
111601_2,,111601_2,111601,2,90,m_111601_2_1,75,3,m_111601_2_2,75,9,m_111601_2_3,83,6,,,,,,,,,
111601_3,,111601_3,111601,3,90,m_111601_3_1,115,3,m_111601_3_2,115,9,m_111601_3_3,123,3,m_111601_3_4,123,9,,,,,,
111602_1,,111602_1,111602,1,90,m_111602_1_1,35,6,m_111602_1_2,43,3,m_111602_1_3,43,9,,,,,,,,,
111602_2,,111602_2,111602,2,90,m_111602_2_1,75,3,m_111602_2_2,75,9,m_111602_2_3,83,6,,,,,,,,,
