key,Remarks,Id,OverlappingType,OverlappingMaxCount,Type,Group,BuffEffectId,DelayTime,LoopDuration,LoopTick,IsCancel,BuffValue,BaseHitRate,LvParam,ResistParam,AbilityChange
202005031_35,,202005031_35,,,7,16,202005031,,,,,法术防御_1280|,-1,0.01,,
202005031_36,,202005031_36,,,7,16,202005031,,,,,法术防御_1336|,-1,0.01,,
202005031_37,,202005031_37,,,7,16,202005031,,,,,法术防御_1392|,-1,0.01,,
202005031_38,,202005031_38,,,7,16,202005031,,,,,法术防御_1449|,-1,0.01,,
202005031_39,,202005031_39,,,7,16,202005031,,,,,法术防御_1508|,-1,0.01,,
202005031_40,,202005031_40,,,7,16,202005031,,,,,法术防御_1568|,-1,0.01,,
202005031_41,,202005031_41,,,7,16,202005031,,,,,法术防御_1628|,-1,0.01,,
202005031_42,,202005031_42,,,7,16,202005031,,,,,法术防御_1690|,-1,0.01,,
202005031_43,,202005031_43,,,7,16,202005031,,,,,法术防御_1753|,-1,0.01,,
202005031_44,,202005031_44,,,7,16,202005031,,,,,法术防御_1817|,-1,0.01,,
202005031_45,,202005031_45,,,7,16,202005031,,,,,法术防御_1883|,-1,0.01,,
202005031_46,,202005031_46,,,7,16,202005031,,,,,法术防御_1949|,-1,0.01,,
202005031_47,,202005031_47,,,7,16,202005031,,,,,法术防御_2016|,-1,0.01,,
202005031_48,,202005031_48,,,7,16,202005031,,,,,法术防御_2085|,-1,0.01,,
202005031_49,,202005031_49,,,7,16,202005031,,,,,法术防御_2155|,-1,0.01,,
202005031_50,,202005031_50,,,7,16,202005031,,,,,法术防御_2226|,-1,0.01,,
202005031_51,,202005031_51,,,7,16,202005031,,,,,法术防御_2298|,-1,0.01,,
202005031_52,,202005031_52,,,7,16,202005031,,,,,法术防御_2371|,-1,0.01,,
202005031_53,,202005031_53,,,7,16,202005031,,,,,法术防御_2445|,-1,0.01,,
202005031_54,,202005031_54,,,7,16,202005031,,,,,法术防御_2520|,-1,0.01,,
202005031_55,,202005031_55,,,7,16,202005031,,,,,法术防御_2596|,-1,0.01,,
202005031_56,,202005031_56,,,7,16,202005031,,,,,法术防御_2674|,-1,0.01,,
202005031_57,,202005031_57,,,7,16,202005031,,,,,法术防御_2753|,-1,0.01,,
202005031_58,,202005031_58,,,7,16,202005031,,,,,法术防御_2832|,-1,0.01,,
202005031_59,,202005031_59,,,7,16,202005031,,,,,法术防御_2913|,-1,0.01,,
202005031_60,,202005031_60,,,7,16,202005031,,,,,法术防御_2995|,-1,0.01,,
202005031_61,,202005031_61,,,7,16,202005031,,,,,法术防御_3078|,-1,0.01,,
202005031_62,,202005031_62,,,7,16,202005031,,,,,法术防御_3162|,-1,0.01,,
202005031_63,,202005031_63,,,7,16,202005031,,,,,法术防御_3248|,-1,0.01,,
202005031_64,,202005031_64,,,7,16,202005031,,,,,法术防御_3334|,-1,0.01,,
202005031_65,,202005031_65,,,7,16,202005031,,,,,法术防御_3422|,-1,0.01,,
202005031_66,,202005031_66,,,7,16,202005031,,,,,法术防御_3510|,-1,0.01,,
202005031_67,,202005031_67,,,7,16,202005031,,,,,法术防御_3600|,-1,0.01,,
202005031_68,,202005031_68,,,7,16,202005031,,,,,法术防御_3691|,-1,0.01,,
202005031_69,,202005031_69,,,7,16,202005031,,,,,法术防御_3783|,-1,0.01,,
202005031_70,,202005031_70,,,7,16,202005031,,,,,法术防御_3876|,-1,0.01,,
202005031_71,,202005031_71,,,7,16,202005031,,,,,法术防御_3970|,-1,0.01,,
202005031_72,,202005031_72,,,7,16,202005031,,,,,法术防御_4066|,-1,0.01,,
202005031_73,,202005031_73,,,7,16,202005031,,,,,法术防御_4162|,-1,0.01,,
202005031_74,,202005031_74,,,7,16,202005031,,,,,法术防御_4260|,-1,0.01,,
202005031_75,,202005031_75,,,7,16,202005031,,,,,法术防御_4358|,-1,0.01,,
202005031_76,,202005031_76,,,7,16,202005031,,,,,法术防御_4458|,-1,0.01,,
202005031_77,,202005031_77,,,7,16,202005031,,,,,法术防御_4559|,-1,0.01,,
202005031_78,,202005031_78,,,7,16,202005031,,,,,法术防御_4661|,-1,0.01,,
202005031_79,,202005031_79,,,7,16,202005031,,,,,法术防御_4764|,-1,0.01,,
202005031_80,,202005031_80,,,7,16,202005031,,,,,法术防御_4868|,-1,0.01,,
202005031_81,,202005031_81,,,7,16,202005031,,,,,法术防御_4974|,-1,0.01,,
202005031_82,,202005031_82,,,7,16,202005031,,,,,法术防御_5080|,-1,0.01,,
202005031_83,,202005031_83,,,7,16,202005031,,,,,法术防御_5188|,-1,0.01,,
202005031_84,,202005031_84,,,7,16,202005031,,,,,法术防御_5296|,-1,0.01,,
202005031_85,,202005031_85,,,7,16,202005031,,,,,法术防御_5406|,-1,0.01,,
202005031_86,,202005031_86,,,7,16,202005031,,,,,法术防御_5517|,-1,0.01,,
202005031_87,,202005031_87,,,7,16,202005031,,,,,法术防御_5629|,-1,0.01,,
202005031_88,,202005031_88,,,7,16,202005031,,,,,法术防御_5742|,-1,0.01,,
202005031_89,,202005031_89,,,7,16,202005031,,,,,法术防御_5857|,-1,0.01,,
202005031_90,,202005031_90,,,7,16,202005031,,,,,法术防御_5972|,-1,0.01,,
203002031_1,,203002031_1,,,4,16,203002031,,,,,67,-1,0.01,,
203002031_2,,203002031_2,,,4,16,203002031,,,,,85,-1,0.01,,
203002031_3,,203002031_3,,,4,16,203002031,,,,,104,-1,0.01,,
203002031_4,,203002031_4,,,4,16,203002031,,,,,124,-1,0.01,,
203002031_5,,203002031_5,,,4,16,203002031,,,,,145,-1,0.01,,
203002031_6,,203002031_6,,,4,16,203002031,,,,,167,-1,0.01,,
203002031_7,,203002031_7,,,4,16,203002031,,,,,190,-1,0.01,,
203002031_8,,203002031_8,,,4,16,203002031,,,,,215,-1,0.01,,
203002031_9,,203002031_9,,,4,16,203002031,,,,,241,-1,0.01,,
203002031_10,,203002031_10,,,4,16,203002031,,,,,267,-1,0.01,,
203002031_11,,203002031_11,,,4,16,203002031,,,,,295,-1,0.01,,
203002031_12,,203002031_12,,,4,16,203002031,,,,,324,-1,0.01,,
203002031_13,,203002031_13,,,4,16,203002031,,,,,355,-1,0.01,,
203002031_14,,203002031_14,,,4,16,203002031,,,,,386,-1,0.01,,
203002031_15,,203002031_15,,,4,16,203002031,,,,,418,-1,0.01,,
203002031_16,,203002031_16,,,4,16,203002031,,,,,452,-1,0.01,,
203002031_17,,203002031_17,,,4,16,203002031,,,,,487,-1,0.01,,
203002031_18,,203002031_18,,,4,16,203002031,,,,,523,-1,0.01,,
203002031_19,,203002031_19,,,4,16,203002031,,,,,560,-1,0.01,,
203002031_20,,203002031_20,,,4,16,203002031,,,,,598,-1,0.01,,
203002031_21,,203002031_21,,,4,16,203002031,,,,,637,-1,0.01,,
203002031_22,,203002031_22,,,4,16,203002031,,,,,677,-1,0.01,,
203002031_23,,203002031_23,,,4,16,203002031,,,,,719,-1,0.01,,
203002031_24,,203002031_24,,,4,16,203002031,,,,,762,-1,0.01,,
203002031_25,,203002031_25,,,4,16,203002031,,,,,806,-1,0.01,,
203002031_26,,203002031_26,,,4,16,203002031,,,,,851,-1,0.01,,
203002031_27,,203002031_27,,,4,16,203002031,,,,,897,-1,0.01,,
203002031_28,,203002031_28,,,4,16,203002031,,,,,944,-1,0.01,,
203002031_29,,203002031_29,,,4,16,203002031,,,,,992,-1,0.01,,
203002031_30,,203002031_30,,,4,16,203002031,,,,,1042,-1,0.01,,
203002031_31,,203002031_31,,,4,16,203002031,,,,,1092,-1,0.01,,
203002031_32,,203002031_32,,,4,16,203002031,,,,,1144,-1,0.01,,
203002031_33,,203002031_33,,,4,16,203002031,,,,,1197,-1,0.01,,
203002031_34,,203002031_34,,,4,16,203002031,,,,,1251,-1,0.01,,
203002031_35,,203002031_35,,,4,16,203002031,,,,,1306,-1,0.01,,
203002031_36,,203002031_36,,,4,16,203002031,,,,,1363,-1,0.01,,
203002031_37,,203002031_37,,,4,16,203002031,,,,,1420,-1,0.01,,
203002031_38,,203002031_38,,,4,16,203002031,,,,,1479,-1,0.01,,
203002031_39,,203002031_39,,,4,16,203002031,,,,,1539,-1,0.01,,
203002031_40,,203002031_40,,,4,16,203002031,,,,,1600,-1,0.01,,
203002031_41,,203002031_41,,,4,16,203002031,,,,,1662,-1,0.01,,
203002031_42,,203002031_42,,,4,16,203002031,,,,,1725,-1,0.01,,
203002031_43,,203002031_43,,,4,16,203002031,,,,,1789,-1,0.01,,
203002031_44,,203002031_44,,,4,16,203002031,,,,,1855,-1,0.01,,
203002031_45,,203002031_45,,,4,16,203002031,,,,,1921,-1,0.01,,
203002031_46,,203002031_46,,,4,16,203002031,,,,,1989,-1,0.01,,
203002031_47,,203002031_47,,,4,16,203002031,,,,,2058,-1,0.01,,
203002031_48,,203002031_48,,,4,16,203002031,,,,,2128,-1,0.01,,
203002031_49,,203002031_49,,,4,16,203002031,,,,,2199,-1,0.01,,
203002031_50,,203002031_50,,,4,16,203002031,,,,,2271,-1,0.01,,
203002031_51,,203002031_51,,,4,16,203002031,,,,,2344,-1,0.01,,
203002031_52,,203002031_52,,,4,16,203002031,,,,,2419,-1,0.01,,
203002031_53,,203002031_53,,,4,16,203002031,,,,,2495,-1,0.01,,
203002031_54,,203002031_54,,,4,16,203002031,,,,,2571,-1,0.01,,
203002031_55,,203002031_55,,,4,16,203002031,,,,,2649,-1,0.01,,
203002031_56,,203002031_56,,,4,16,203002031,,,,,2728,-1,0.01,,
203002031_57,,203002031_57,,,4,16,203002031,,,,,2809,-1,0.01,,
203002031_58,,203002031_58,,,4,16,203002031,,,,,2890,-1,0.01,,
203002031_59,,203002031_59,,,4,16,203002031,,,,,2973,-1,0.01,,
203002031_60,,203002031_60,,,4,16,203002031,,,,,3056,-1,0.01,,
203002031_61,,203002031_61,,,4,16,203002031,,,,,3141,-1,0.01,,
203002031_62,,203002031_62,,,4,16,203002031,,,,,3227,-1,0.01,,
203002031_63,,203002031_63,,,4,16,203002031,,,,,3314,-1,0.01,,
203002031_64,,203002031_64,,,4,16,203002031,,,,,3402,-1,0.01,,
203002031_65,,203002031_65,,,4,16,203002031,,,,,3491,-1,0.01,,
203002031_66,,203002031_66,,,4,16,203002031,,,,,3582,-1,0.01,,
203002031_67,,203002031_67,,,4,16,203002031,,,,,3673,-1,0.01,,
203002031_68,,203002031_68,,,4,16,203002031,,,,,3766,-1,0.01,,
203002031_69,,203002031_69,,,4,16,203002031,,,,,3860,-1,0.01,,
203002031_70,,203002031_70,,,4,16,203002031,,,,,3955,-1,0.01,,
203002031_71,,203002031_71,,,4,16,203002031,,,,,4051,-1,0.01,,
203002031_72,,203002031_72,,,4,16,203002031,,,,,4149,-1,0.01,,
203002031_73,,203002031_73,,,4,16,203002031,,,,,4247,-1,0.01,,
203002031_74,,203002031_74,,,4,16,203002031,,,,,4346,-1,0.01,,
203002031_75,,203002031_75,,,4,16,203002031,,,,,4447,-1,0.01,,
203002031_76,,203002031_76,,,4,16,203002031,,,,,4549,-1,0.01,,
203002031_77,,203002031_77,,,4,16,203002031,,,,,4652,-1,0.01,,
203002031_78,,203002031_78,,,4,16,203002031,,,,,4756,-1,0.01,,
203002031_79,,203002031_79,,,4,16,203002031,,,,,4861,-1,0.01,,
203002031_80,,203002031_80,,,4,16,203002031,,,,,4968,-1,0.01,,
203002031_81,,203002031_81,,,4,16,203002031,,,,,5075,-1,0.01,,
203002031_82,,203002031_82,,,4,16,203002031,,,,,5184,-1,0.01,,
203002031_83,,203002031_83,,,4,16,203002031,,,,,5294,-1,0.01,,
203002031_84,,203002031_84,,,4,16,203002031,,,,,5405,-1,0.01,,
203002031_85,,203002031_85,,,4,16,203002031,,,,,5517,-1,0.01,,
203002031_86,,203002031_86,,,4,16,203002031,,,,,5630,-1,0.01,,
203002031_87,,203002031_87,,,4,16,203002031,,,,,5744,-1,0.01,,
203002031_88,,203002031_88,,,4,16,203002031,,,,,5860,-1,0.01,,
203002031_89,,203002031_89,,,4,16,203002031,,,,,5976,-1,0.01,,
203002031_90,,203002031_90,,,4,16,203002031,,,,,6094,-1,0.01,,
203002041,,203002041,1,8,62,128,203002041,,10,,1,203002041,-1,0.01,,
203002042_1,,203002042_1,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_2,,203002042_2,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_3,,203002042_3,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_4,,203002042_4,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_5,,203002042_5,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_6,,203002042_6,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_7,,203002042_7,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_8,,203002042_8,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_9,,203002042_9,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_10,,203002042_10,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_11,,203002042_11,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_12,,203002042_12,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_13,,203002042_13,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_14,,203002042_14,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_15,,203002042_15,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_16,,203002042_16,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_17,,203002042_17,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_18,,203002042_18,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_19,,203002042_19,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_20,,203002042_20,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_21,,203002042_21,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_22,,203002042_22,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_23,,203002042_23,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_24,,203002042_24,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_25,,203002042_25,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_26,,203002042_26,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_27,,203002042_27,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_28,,203002042_28,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_29,,203002042_29,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_30,,203002042_30,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_31,,203002042_31,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_32,,203002042_32,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_33,,203002042_33,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_34,,203002042_34,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_35,,203002042_35,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_36,,203002042_36,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_37,,203002042_37,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_38,,203002042_38,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_39,,203002042_39,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_40,,203002042_40,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_41,,203002042_41,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_42,,203002042_42,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_43,,203002042_43,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_44,,203002042_44,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_45,,203002042_45,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_46,,203002042_46,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_47,,203002042_47,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_48,,203002042_48,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_49,,203002042_49,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_50,,203002042_50,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_51,,203002042_51,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_52,,203002042_52,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_53,,203002042_53,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_54,,203002042_54,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_55,,203002042_55,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_56,,203002042_56,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_57,,203002042_57,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_58,,203002042_58,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_59,,203002042_59,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_60,,203002042_60,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_61,,203002042_61,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_62,,203002042_62,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_63,,203002042_63,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_64,,203002042_64,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_65,,203002042_65,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_66,,203002042_66,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_67,,203002042_67,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_68,,203002042_68,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_69,,203002042_69,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_70,,203002042_70,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_71,,203002042_71,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_72,,203002042_72,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_73,,203002042_73,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_74,,203002042_74,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_75,,203002042_75,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_76,,203002042_76,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_77,,203002042_77,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_78,,203002042_78,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_79,,203002042_79,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_80,,203002042_80,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_81,,203002042_81,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_82,,203002042_82,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_83,,203002042_83,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_84,,203002042_84,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_85,,203002042_85,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_86,,203002042_86,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_87,,203002042_87,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_88,,203002042_88,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_89,,203002042_89,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002042_90,,203002042_90,1,8,18,8,203002042,,10,,,攻击速度_300|,-1,0.01,,
203002043_1,,203002043_1,1,8,15,8,203002043,,10,,1,16,-1,0.01,,
203002043_2,,203002043_2,1,8,15,8,203002043,,10,,1,21,-1,0.01,,
203002043_3,,203002043_3,1,8,15,8,203002043,,10,,1,26,-1,0.01,,
203002043_4,,203002043_4,1,8,15,8,203002043,,10,,1,31,-1,0.01,,
203002043_5,,203002043_5,1,8,15,8,203002043,,10,,1,36,-1,0.01,,
203002043_6,,203002043_6,1,8,15,8,203002043,,10,,1,41,-1,0.01,,
203002043_7,,203002043_7,1,8,15,8,203002043,,10,,1,47,-1,0.01,,
203002043_8,,203002043_8,1,8,15,8,203002043,,10,,1,53,-1,0.01,,
203002043_9,,203002043_9,1,8,15,8,203002043,,10,,1,60,-1,0.01,,
203002043_10,,203002043_10,1,8,15,8,203002043,,10,,1,66,-1,0.01,,
203002043_11,,203002043_11,1,8,15,8,203002043,,10,,1,73,-1,0.01,,
203002043_12,,203002043_12,1,8,15,8,203002043,,10,,1,81,-1,0.01,,
203002043_13,,203002043_13,1,8,15,8,203002043,,10,,1,88,-1,0.01,,
203002043_14,,203002043_14,1,8,15,8,203002043,,10,,1,96,-1,0.01,,
203002043_15,,203002043_15,1,8,15,8,203002043,,10,,1,104,-1,0.01,,
203002043_16,,203002043_16,1,8,15,8,203002043,,10,,1,113,-1,0.01,,
203002043_17,,203002043_17,1,8,15,8,203002043,,10,,1,121,-1,0.01,,
203002043_18,,203002043_18,1,8,15,8,203002043,,10,,1,130,-1,0.01,,
203002043_19,,203002043_19,1,8,15,8,203002043,,10,,1,140,-1,0.01,,
203002043_20,,203002043_20,1,8,15,8,203002043,,10,,1,149,-1,0.01,,
203002043_21,,203002043_21,1,8,15,8,203002043,,10,,1,159,-1,0.01,,
203002043_22,,203002043_22,1,8,15,8,203002043,,10,,1,169,-1,0.01,,
203002043_23,,203002043_23,1,8,15,8,203002043,,10,,1,179,-1,0.01,,
203002043_24,,203002043_24,1,8,15,8,203002043,,10,,1,190,-1,0.01,,
203002043_25,,203002043_25,1,8,15,8,203002043,,10,,1,201,-1,0.01,,
203002043_26,,203002043_26,1,8,15,8,203002043,,10,,1,212,-1,0.01,,
203002043_27,,203002043_27,1,8,15,8,203002043,,10,,1,224,-1,0.01,,
203002043_28,,203002043_28,1,8,15,8,203002043,,10,,1,236,-1,0.01,,
203002043_29,,203002043_29,1,8,15,8,203002043,,10,,1,248,-1,0.01,,
203002043_30,,203002043_30,1,8,15,8,203002043,,10,,1,260,-1,0.01,,
203002043_31,,203002043_31,1,8,15,8,203002043,,10,,1,273,-1,0.01,,
203002043_32,,203002043_32,1,8,15,8,203002043,,10,,1,286,-1,0.01,,
203002043_33,,203002043_33,1,8,15,8,203002043,,10,,1,299,-1,0.01,,
203002043_34,,203002043_34,1,8,15,8,203002043,,10,,1,312,-1,0.01,,
203002043_35,,203002043_35,1,8,15,8,203002043,,10,,1,326,-1,0.01,,
203002043_36,,203002043_36,1,8,15,8,203002043,,10,,1,340,-1,0.01,,
203002043_37,,203002043_37,1,8,15,8,203002043,,10,,1,355,-1,0.01,,
203002043_38,,203002043_38,1,8,15,8,203002043,,10,,1,369,-1,0.01,,
203002043_39,,203002043_39,1,8,15,8,203002043,,10,,1,384,-1,0.01,,
203002043_40,,203002043_40,1,8,15,8,203002043,,10,,1,400,-1,0.01,,
203002043_41,,203002043_41,1,8,15,8,203002043,,10,,1,415,-1,0.01,,
203002043_42,,203002043_42,1,8,15,8,203002043,,10,,1,431,-1,0.01,,
203002043_43,,203002043_43,1,8,15,8,203002043,,10,,1,447,-1,0.01,,
203002043_44,,203002043_44,1,8,15,8,203002043,,10,,1,463,-1,0.01,,
203002043_45,,203002043_45,1,8,15,8,203002043,,10,,1,480,-1,0.01,,
203002043_46,,203002043_46,1,8,15,8,203002043,,10,,1,497,-1,0.01,,
203002043_47,,203002043_47,1,8,15,8,203002043,,10,,1,514,-1,0.01,,
203002043_48,,203002043_48,1,8,15,8,203002043,,10,,1,532,-1,0.01,,
203002043_49,,203002043_49,1,8,15,8,203002043,,10,,1,549,-1,0.01,,
203002043_50,,203002043_50,1,8,15,8,203002043,,10,,1,567,-1,0.01,,
203002043_51,,203002043_51,1,8,15,8,203002043,,10,,1,586,-1,0.01,,
203002043_52,,203002043_52,1,8,15,8,203002043,,10,,1,604,-1,0.01,,
203002043_53,,203002043_53,1,8,15,8,203002043,,10,,1,623,-1,0.01,,
203002043_54,,203002043_54,1,8,15,8,203002043,,10,,1,642,-1,0.01,,
203002043_55,,203002043_55,1,8,15,8,203002043,,10,,1,662,-1,0.01,,
203002043_56,,203002043_56,1,8,15,8,203002043,,10,,1,682,-1,0.01,,
203002043_57,,203002043_57,1,8,15,8,203002043,,10,,1,702,-1,0.01,,
203002043_58,,203002043_58,1,8,15,8,203002043,,10,,1,722,-1,0.01,,
203002043_59,,203002043_59,1,8,15,8,203002043,,10,,1,743,-1,0.01,,
203002043_60,,203002043_60,1,8,15,8,203002043,,10,,1,764,-1,0.01,,
203002043_61,,203002043_61,1,8,15,8,203002043,,10,,1,785,-1,0.01,,
203002043_62,,203002043_62,1,8,15,8,203002043,,10,,1,806,-1,0.01,,
203002043_63,,203002043_63,1,8,15,8,203002043,,10,,1,828,-1,0.01,,
203002043_64,,203002043_64,1,8,15,8,203002043,,10,,1,850,-1,0.01,,
203002043_65,,203002043_65,1,8,15,8,203002043,,10,,1,872,-1,0.01,,
203002043_66,,203002043_66,1,8,15,8,203002043,,10,,1,895,-1,0.01,,
203002043_67,,203002043_67,1,8,15,8,203002043,,10,,1,918,-1,0.01,,
203002043_68,,203002043_68,1,8,15,8,203002043,,10,,1,941,-1,0.01,,
203002043_69,,203002043_69,1,8,15,8,203002043,,10,,1,965,-1,0.01,,
203002043_70,,203002043_70,1,8,15,8,203002043,,10,,1,988,-1,0.01,,
203002043_71,,203002043_71,1,8,15,8,203002043,,10,,1,1012,-1,0.01,,
203002043_72,,203002043_72,1,8,15,8,203002043,,10,,1,1037,-1,0.01,,
203002043_73,,203002043_73,1,8,15,8,203002043,,10,,1,1061,-1,0.01,,
203002043_74,,203002043_74,1,8,15,8,203002043,,10,,1,1086,-1,0.01,,
203002043_75,,203002043_75,1,8,15,8,203002043,,10,,1,1111,-1,0.01,,
203002043_76,,203002043_76,1,8,15,8,203002043,,10,,1,1137,-1,0.01,,
203002043_77,,203002043_77,1,8,15,8,203002043,,10,,1,1163,-1,0.01,,
203002043_78,,203002043_78,1,8,15,8,203002043,,10,,1,1189,-1,0.01,,
203002043_79,,203002043_79,1,8,15,8,203002043,,10,,1,1215,-1,0.01,,
203002043_80,,203002043_80,1,8,15,8,203002043,,10,,1,1242,-1,0.01,,
203002043_81,,203002043_81,1,8,15,8,203002043,,10,,1,1268,-1,0.01,,
203002043_82,,203002043_82,1,8,15,8,203002043,,10,,1,1296,-1,0.01,,
203002043_83,,203002043_83,1,8,15,8,203002043,,10,,1,1323,-1,0.01,,
