key,Remarks,Id,name,type,mirrorModel,volumeRadius,description,modeId,Enter,Die,Normal,Skill01,Skill02,Skill03,Skill04,Skill05,Chartlet,headID,scale,level,attackType,viewRange,moveSpeed,AttackRange,reactionTime,doHurt,hardStraight,life,Attack,physiqueDef,spiritDef,exemptPhysiqueDef,exemptSpiritDef,HpCount,AIGroupId,energy,energyReceive,energyPerSecond,energyTrans,energyTransFactor,attackEnergy,beatenEnergy,struckEnergy,drop,qualityId,starLevel,imageName,proportion,weight,copyId,realdevelop,shaderAttri,enterAnimation
m_110908_2_4,,m_110908_2_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_41,,,,,,,,1,41,,32,5.5,12,0.3,0.02,0.5,32649,6119,2038,1630,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110904,41,0,
m_110908_2_5,,m_110908_2_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_41,,,,,,,,1,41,,32,5.5,12,0.3,0.02,0.5,32649,6119,2038,1630,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110904,41,0,
m_110908_3_1,,m_110908_3_1,古树精灵,,1,1.32,前排肉盾，远古精灵，是森林忠诚的守护者,300220,,,30012000_41,,,,,,,,1,41,,32,5.5,4,0.3,0.02,0.5,50787,5507,2038,1630,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_ShuJingLing,1,,110904,41,0,
m_110908_3_2,,m_110908_3_2,古树精灵,,1,1.32,前排肉盾，远古精灵，是森林忠诚的守护者,300220,,,30012000_41,,,,,,,,1,41,,32,5.5,4,0.3,0.02,0.5,50787,5507,2038,1630,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_ShuJingLing,1,,110904,41,0,
m_110908_3_3,,m_110908_3_3,袁天君,1,1,1,前排法师，金鳌岛十天君之一,203007,,,20300700_1,20300701_41,20300702_41,20300703_41,20300704_41,,,,1.3,41,1,32,5.5,10,0.2,,0.5,141413,14685,1304,1630,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_YuanTianJun,1,,110904,41,251|0|36|2.21,
m_110908_3_4,,m_110908_3_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_41,,,,,,,,1,41,,32,5.5,12,0.3,0.02,0.5,32649,6119,2038,1630,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,,1,110904,41,0,
m_110908_3_5,,m_110908_3_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_41,,,,,,,,1,41,,32,5.5,12,0.3,0.02,0.5,32649,6119,2038,1630,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,,1,110904,41,0,
m_110909_1_1,,m_110909_1_1,士兵队长,,1,0.99,士兵队长，有出色的防御能力。,300408,,,30040800_41,,,,,,,,1.2,41,,32,5.5,4,0.3,0.02,0.5,52160,5656,2093,1675,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_DuiZhang,,1,110904,41,0,
m_110909_1_2,,m_110909_1_2,弓兵,,1,0.6,弓兵，可以进行远程攻击。,300410,,,30041000_41,,,,,,,,1.2,41,,32,5.5,12,0.3,0.02,0.5,25793,8170,2093,1675,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_GongBing,,1,110904,41,0,
m_110909_1_3,,m_110909_1_3,弓兵,,1,0.6,弓兵，可以进行远程攻击。,300410,,,30041000_41,,,,,,,,1.2,41,,32,5.5,12,0.3,0.02,0.5,25793,8170,2093,1675,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_GongBing,1,,110905,41,0,
m_110909_1_4,,m_110909_1_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_41,,,,,,,,1,41,,32,5.5,12,0.3,0.02,0.5,33531,6285,2093,1675,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110905,41,0,
m_110909_1_5,,m_110909_1_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_41,,,,,,,,1,41,,32,5.5,12,0.3,0.02,0.5,33531,6285,2093,1675,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110905,41,0,
m_110909_2_1,,m_110909_2_1,士兵,,1,0.6,普通士兵，攻守能力兼备。,300409,,,30040900_41,,,,,,,,1.2,41,,32,5.5,4,0.3,0.02,0.5,52160,5656,2093,1675,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_ShiBing,1,,110905,41,0,
m_110909_2_2,,m_110909_2_2,士兵,,1,0.6,普通士兵，攻守能力兼备。,300409,,,30040900_41,,,,,,,,1.2,41,,32,5.5,4,0.3,0.02,0.5,52160,5656,2093,1675,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_ShiBing,1,,110905,41,0,
m_110909_2_3,,m_110909_2_3,弓兵,,1,0.6,弓兵，可以进行远程攻击。,300410,,,30041000_41,,,,,,,,1.2,41,,32,5.5,12,0.3,0.02,0.5,25793,8170,2093,1675,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_GongBing,1,,110905,41,0,
m_110909_2_4,,m_110909_2_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_41,,,,,,,,1,41,,32,5.5,12,0.3,0.02,0.5,33531,6285,2093,1675,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110905,41,0,
m_110909_2_5,,m_110909_2_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_41,,,,,,,,1,41,,32,5.5,12,0.3,0.02,0.5,33531,6285,2093,1675,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,,1,110905,41,0,
m_110909_3_1,,m_110909_3_1,士兵队长,,1,0.99,士兵队长，有出色的防御能力。,300408,,,30040800_41,,,,,,,,1.2,41,,32,5.5,4,0.3,0.02,0.5,67063,5656,2093,1675,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_DuiZhang,1,,110905,41,0,
m_110909_3_2,,m_110909_3_2,士兵队长,,1,0.99,士兵队长，有出色的防御能力。,300408,,,30040800_41,,,,,,,,1.2,41,,32,5.5,4,0.3,0.02,0.5,67063,5656,2093,1675,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_DuiZhang,1,,110905,41,0,
m_110909_3_3,,m_110909_3_3,弓兵,,1,0.6,弓兵，可以进行远程攻击。,300410,,,30041000_41,,,,,,,,1.2,41,,32,5.5,12,0.3,0.02,0.5,46428,8170,2093,1675,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_GongBing,,1,110906,41,0,
m_110909_3_4,,m_110909_3_4,弓兵,,1,0.6,弓兵，可以进行远程攻击。,300410,,,30041000_41,,,,,,,,1.2,41,,32,5.5,12,0.3,0.02,0.5,46428,8170,2093,1675,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_GongBing,1,,110906,41,0,
m_110909_3_5,,m_110909_3_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_41,,,,,,,,1,41,,32,5.5,12,0.3,0.02,0.5,33531,6285,2093,1675,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110906,41,0,
m_110910_1_1,,m_110910_1_1,士兵队长,,1,0.99,士兵队长，有出色的防御能力。,300408,,,30040800_42,,,,,,,,1.2,42,,32,5.5,4,0.3,0.02,0.5,54711,5933,2194,1756,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_DuiZhang,1,,110906,42,0,
m_110910_1_2,,m_110910_1_2,弓兵,,1,0.6,弓兵，可以进行远程攻击。,300410,,,30041000_42,,,,,,,,1.2,42,,32,5.5,12,0.3,0.02,0.5,27055,8570,2194,1756,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_GongBing,1,,110906,42,0,
m_110910_1_3,,m_110910_1_3,弓兵,,1,0.6,弓兵，可以进行远程攻击。,300410,,,30041000_42,,,,,,,,1.2,42,,32,5.5,12,0.3,0.02,0.5,27055,8570,2194,1756,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_GongBing,1,,110906,42,0,
m_110910_1_4,,m_110910_1_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,35172,6593,2194,1756,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110906,42,0,
m_110910_1_5,,m_110910_1_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,35172,6593,2194,1756,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110906,42,0,
m_110910_2_1,,m_110910_2_1,士兵,,1,0.6,普通士兵，攻守能力兼备。,300409,,,30040900_42,,,,,,,,1.2,42,,32,5.5,4,0.3,0.02,0.5,54711,5933,2194,1756,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_ShiBing,1,,110906,42,0,
m_110910_2_2,,m_110910_2_2,士兵,,1,0.6,普通士兵，攻守能力兼备。,300409,,,30040900_42,,,,,,,,1.2,42,,32,5.5,4,0.3,0.02,0.5,54711,5933,2194,1756,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_ShiBing,1,,110906,42,0,
m_110910_2_3,,m_110910_2_3,弓兵,,1,0.6,弓兵，可以进行远程攻击。,300410,,,30041000_42,,,,,,,,1.2,42,,32,5.5,12,0.3,0.02,0.5,27055,8570,2194,1756,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_GongBing,1,,110906,42,0,
m_110910_2_4,,m_110910_2_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,35172,6593,2194,1756,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110907,42,0,
m_110910_2_5,,m_110910_2_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,35172,6593,2194,1756,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110907,42,0,
m_110910_3_1,,m_110910_3_1,闻仲,1,1,1,中排持续输出，金鳌岛最强大的仙人之一，也是殷朝国师,200012,,,20001200_1,20001201_42,20001202_42,20001203_42,20001204_42,,,,1.3,42,1,32,5.5,10,0.2,,0.5,152338,15820,1404,1756,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_WenZhong,1,,110907,42,251|0|36|2.21,
m_110910_3_2,,m_110910_3_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,35172,6593,2194,1756,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110907,42,0,
m_110910_3_3,,m_110910_3_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,35172,6593,2194,1756,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110907,42,0,
m_110910_3_4,,m_110910_3_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,35172,6593,2194,1756,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110907,42,0,
m_110910_3_5,,m_110910_3_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,35172,6593,2194,1756,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110907,42,0,
m_110911_1_1,,m_110911_1_1,士兵队长,,1,0.99,士兵队长，有出色的防御能力。,300408,,,30040800_42,,,,,,,,1.2,42,,32,5.5,4,0.3,0.02,0.5,56151,6089,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_DuiZhang,1,,110907,42,0,
m_110911_1_2,,m_110911_1_2,弓兵,,1,0.6,弓兵，可以进行远程攻击。,300410,,,30041000_42,,,,,,,,1.2,42,,32,5.5,12,0.3,0.02,0.5,27767,8796,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_GongBing,,1,110907,42,0,
m_110911_1_3,,m_110911_1_3,弓兵,,1,0.6,弓兵，可以进行远程攻击。,300410,,,30041000_42,,,,,,,,1.2,42,,32,5.5,12,0.3,0.02,0.5,27767,8796,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_GongBing,1,,110907,42,0,
m_110911_1_4,,m_110911_1_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110908,42,0,
m_110911_1_5,,m_110911_1_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110908,42,0,
m_110911_2_1,,m_110911_2_1,士兵,,1,0.6,普通士兵，攻守能力兼备。,300409,,,30040900_42,,,,,,,,1.2,42,,32,5.5,4,0.3,0.02,0.5,56151,6089,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_ShiBing,1,,110908,42,0,
m_110911_2_2,,m_110911_2_2,士兵,,1,0.6,普通士兵，攻守能力兼备。,300409,,,30040900_42,,,,,,,,1.2,42,,32,5.5,4,0.3,0.02,0.5,56151,6089,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_ShiBing,1,,110908,42,0,
m_110911_2_3,,m_110911_2_3,弓兵,,1,0.6,弓兵，可以进行远程攻击。,300410,,,30041000_42,,,,,,,,1.2,42,,32,5.5,12,0.3,0.02,0.5,27767,8796,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_GongBing,1,,110908,42,0,
m_110911_2_4,,m_110911_2_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110908,42,0,
m_110911_2_5,,m_110911_2_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110908,42,0,
m_110911_3_1,,m_110911_3_1,士兵队长,,1,0.99,士兵队长，有出色的防御能力。,300408,,,30040800_42,,,,,,,,1.2,42,,32,5.5,4,0.3,0.02,0.5,72195,6089,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_DuiZhang,1,,110908,42,0,
m_110911_3_2,,m_110911_3_2,士兵队长,,1,0.99,士兵队长，有出色的防御能力。,300408,,,30040800_42,,,,,,,,1.2,42,,32,5.5,4,0.3,0.02,0.5,72195,6089,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_DuiZhang,1,,110908,42,0,
m_110911_3_3,,m_110911_3_3,弓兵,,1,0.6,弓兵，可以进行远程攻击。,300410,,,30041000_42,,,,,,,,1.2,42,,32,5.5,12,0.3,0.02,0.5,49980,8796,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_GongBing,,1,110908,42,0,
m_110911_3_4,,m_110911_3_4,弓兵,,1,0.6,弓兵，可以进行远程攻击。,300410,,,30041000_42,,,,,,,,1.2,42,,32,5.5,12,0.3,0.02,0.5,49980,8796,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_GongBing,1,,110909,42,0,
m_110911_3_5,,m_110911_3_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110909,42,0,
m_110912_1_1,,m_110912_1_1,守护地灵,2,,3.95,BOSS，存在于人界充满仙气之地，守护当地的一切,301004,30100408,30100409,30100400_1,30100401_42,,,,,,,0.8,42,,"1,000",5.5,12,0.3,0.1,0.5,324878,10149,2252,1802,,,5,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_YuanGuDiLing,1,,110909,42,251|0|36|2.21,1
m_110912_1_2,,m_110912_1_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110909,42,0,
m_110912_1_3,,m_110912_1_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110909,42,0,
m_110912_1_4,,m_110912_1_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110909,42,0,
m_110912_1_5,,m_110912_1_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,,1,110909,42,0,
m_110912_2_1,,m_110912_2_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110909,42,0,
m_110912_2_2,,m_110912_2_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110909,42,0,
m_110912_2_3,,m_110912_2_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110909,42,0,
m_110912_2_4,,m_110912_2_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110909,42,0,
m_110912_2_5,,m_110912_2_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110910,42,0,
m_110912_3_1,,m_110912_3_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110910,42,0,
m_110912_3_2,,m_110912_3_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110910,42,0,
m_110912_3_3,,m_110912_3_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110910,42,0,
m_110912_3_4,,m_110912_3_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110910,42,0,
m_110912_3_5,,m_110912_3_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_42,,,,,,,,1,42,,32,5.5,12,0.3,0.02,0.5,36097,6766,2252,1802,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_BiCuiXianZi,1,,110910,42,0,
m_111001_1_1,,m_111001_1_1,机械壁垒,,1,3.11,前排肉盾，铜墙铁壁，由神力结晶驱动的战争机器,300025,,,30002500_43,30002501_43,,,,,,,0.7,43,1,32,5.5,4,0.3,0.02,0.5,66504,7212,2669,2136,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_JiXieBiLei,,1,110910,43,0,
m_111001_1_2,,m_111001_1_2,机械炮手,,1,1.93,后排输出，肩上有强大的火炮，由神力结晶驱动的战争机器,300127,,,30012700_43,,,,,,,,0.9,43,1,32,5.5,12,0.3,0.02,0.5,32886,10418,2669,2136,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_JiXiePaoShou,,1,110910,43,0,
m_111001_1_3,,m_111001_1_3,机械炮手,,1,1.93,后排输出，肩上有强大的火炮，由神力结晶驱动的战争机器,300127,,,30012700_43,,,,,,,,0.9,43,1,32,5.5,12,0.3,0.02,0.5,32886,10418,2669,2136,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,9,2,Hero_head/head_JiXiePaoShou,,1,110910,43,0,
