Key,Remarks,Id,Type,modeId,level,HeroAttackRate,HeroPhysicalDefenseRate,HeroMagicDefenseRate,HeroLifeRate,MonsterAttack,MonsterPhysicalDefense,MonsterMagicDefense,MonsterLife,Hide,Enter,Die,Normal,Skill01,Skill02,Skill03,Skill04,Skill05,skillOpenCondition,Scale,attackType,viewRange,moveSpeed,AttackRange,reactionTime,doHurt,hardStraight,exemptPhysiqueDef,exemptSpiritDef,AIGroupId
500016_85,,500016_85,,500004,85,0.5,1,1,,"12,010",,,"1,462,432",,50000408,50000409,50000402_85,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500016_86,,500016_86,,500004,86,0.5,1,1,,"12,257",,,"1,476,832",,50000408,50000409,50000402_86,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500016_87,,500016_87,,500004,87,0.5,1,1,,"12,506",,,"1,498,432",,50000408,50000409,50000402_87,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500016_88,,500016_88,,500004,88,0.5,1,1,,"12,757",,,"1,512,832",,50000408,50000409,50000402_88,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500016_89,,500016_89,,500004,89,0.5,1,1,,"13,011",,,"1,527,232",,50000408,50000409,50000402_89,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500016_90,,500016_90,,500004,90,0.5,1,1,,"13,267",,,"1,561,972",,50000408,50000409,50000402_90,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_1,,500017_1,,500004,1,0.5,1,1,,170,,,"29,193",,50000408,50000409,50000401_1,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_2,,500017_2,,500004,2,0.5,1,1,,214,,,"34,660",,50000408,50000409,50000401_2,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_3,,500017_3,,500004,3,0.5,1,1,,261,,,"40,128",,50000408,50000409,50000401_3,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_4,,500017_4,,500004,4,0.5,1,1,,311,,,"45,595",,50000408,50000409,50000401_4,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_5,,500017_5,,500004,5,0.5,1,1,,364,,,"51,063",,50000408,50000409,50000401_5,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_6,,500017_6,,500004,6,0.5,1,1,,420,,,"56,530",,50000408,50000409,50000401_6,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_7,,500017_7,,500004,7,0.5,1,1,,479,,,"61,965",,50000408,50000409,50000401_7,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_8,,500017_8,,500004,8,0.5,1,1,,541,,,"67,432",,50000408,50000409,50000401_8,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_9,,500017_9,,500004,9,0.5,1,1,,605,,,"72,900",,50000408,50000409,50000401_9,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_10,,500017_10,,500004,10,0.5,1,1,,672,,,"78,367",,50000408,50000409,50000401_10,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_11,,500017_11,,500004,11,0.5,1,1,,742,,,"83,835",,50000408,50000409,50000401_11,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_12,,500017_12,,500004,12,0.5,1,1,,815,,,"89,302",,50000408,50000409,50000401_12,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_13,,500017_13,,500004,13,0.5,1,1,,891,,,"94,735",,50000408,50000409,50000401_13,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_14,,500017_14,,500004,14,0.5,1,1,,970,,,"100,203",,50000408,50000409,50000401_14,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_15,,500017_15,,500004,15,0.5,1,1,,"1,052",,,"120,690",,50000408,50000409,50000401_15,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_16,,500017_16,,500004,16,0.5,1,1,,"1,136",,,"129,093",,50000408,50000409,50000401_16,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_17,,500017_17,,500004,17,0.5,1,1,,"1,223",,,"137,497",,50000408,50000409,50000401_17,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_18,,500017_18,,500004,18,0.5,1,1,,"1,313",,,"145,867",,50000408,50000409,50000401_18,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_19,,500017_19,,500004,19,0.5,1,1,,"1,406",,,"154,270",,50000408,50000409,50000401_19,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_20,,500017_20,,500004,20,0.5,1,1,,"1,502",,,"180,258",,50000408,50000409,50000401_20,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_21,,500017_21,,500004,21,0.5,1,1,,"1,601",,,"229,297",,50000408,50000409,50000401_21,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_22,,500017_22,,500004,22,0.5,1,1,,"1,702",,,"239,490",,50000408,50000409,50000401_22,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_23,,500017_23,,500004,23,0.5,1,1,,"1,807",,,"249,648",,50000408,50000409,50000401_23,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_24,,500017_24,,500004,24,0.5,1,1,,"1,914",,,"259,807",,50000408,50000409,50000401_24,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_25,,500017_25,,500004,25,0.5,1,1,,"2,024",,,"283,803",,50000408,50000409,50000401_25,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_26,,500017_26,,500004,26,0.5,1,1,,"2,137",,,"291,160",,50000408,50000409,50000401_26,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_27,,500017_27,,500004,27,0.5,1,1,,"2,253",,,"298,485",,50000408,50000409,50000401_27,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_28,,500017_28,,500004,28,0.5,1,1,,"2,372",,,"305,842",,50000408,50000409,50000401_28,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_29,,500017_29,,500004,29,0.5,1,1,,"2,493",,,"313,200",,50000408,50000409,50000401_29,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_30,,500017_30,,500004,30,0.5,1,1,,"2,618",,,"397,608",,50000408,50000409,50000401_30,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_31,,500017_31,,500004,31,0.5,1,1,,"2,745",,,"407,260",,50000408,50000409,50000401_31,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_32,,500017_32,,500004,32,0.5,1,1,,"2,875",,,"428,793",,50000408,50000409,50000401_32,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_33,,500017_33,,500004,33,0.5,1,1,,"3,008",,,"439,863",,50000408,50000409,50000401_33,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_34,,500017_34,,500004,34,0.5,1,1,,"3,144",,,"450,967",,50000408,50000409,50000401_34,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_35,,500017_35,,500004,35,0.5,1,1,,"3,283",,,"463,893",,50000408,50000409,50000401_35,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_36,,500017_36,,500004,36,0.5,1,1,,"3,424",,,"477,900",,50000408,50000409,50000401_36,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_37,,500017_37,,500004,37,0.5,1,1,,"3,568",,,"490,623",,50000408,50000409,50000401_37,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_38,,500017_38,,500004,38,0.5,1,1,,"3,716",,,"503,380",,50000408,50000409,50000401_38,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_39,,500017_39,,500004,39,0.5,1,1,,"3,866",,,"517,927",,50000408,50000409,50000401_39,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_40,,500017_40,,500004,40,0.5,1,1,,"4,019",,,"620,527",,50000408,50000409,50000401_40,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_41,,500017_41,,500004,41,0.5,1,1,,"4,175",,,"686,170",,50000408,50000409,50000401_41,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_42,,500017_42,,500004,42,0.5,1,1,,"4,333",,,"703,855",,50000408,50000409,50000401_42,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_43,,500017_43,,500004,43,0.5,1,1,,"4,495",,,"719,752",,50000408,50000409,50000401_43,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_44,,500017_44,,500004,44,0.5,1,1,,"4,659",,,"742,060",,50000408,50000409,50000401_44,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_45,,500017_45,,500004,45,0.5,1,1,,"4,826",,,"762,580",,50000408,50000409,50000401_45,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_46,,500017_46,,500004,46,0.5,1,1,,"4,997",,,"788,535",,50000408,50000409,50000401_46,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_47,,500017_47,,500004,47,0.5,1,1,,"5,170",,,"805,410",,50000408,50000409,50000401_47,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_48,,500017_48,,500004,48,0.5,1,1,,"5,345",,,"838,485",,50000408,50000409,50000401_48,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_49,,500017_49,,500004,49,0.5,1,1,,"5,524",,,"855,427",,50000408,50000409,50000401_49,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_50,,500017_50,,500004,50,0.5,1,1,,"5,706",,,"891,775",,50000408,50000409,50000401_50,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_51,,500017_51,,500004,51,0.5,1,1,,"5,890",,,"970,582",,50000408,50000409,50000401_51,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_52,,500017_52,,500004,52,0.5,1,1,,"6,077",,,"1,002,475",,50000408,50000409,50000401_52,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_53,,500017_53,,500004,53,0.5,1,1,,"6,267",,,"1,097,347",,50000408,50000409,50000401_53,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_54,,500017_54,,500004,54,0.5,1,1,,"6,460",,,"1,296,000",,50000408,50000409,50000401_54,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_55,,500017_55,,500004,55,0.5,1,1,,"6,656",,,"1,354,860",,50000408,50000409,50000401_55,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_56,,500017_56,,500004,56,0.5,1,1,,"6,855",,,"1,452,160",,50000408,50000409,50000401_56,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_57,,500017_57,,500004,57,0.5,1,1,,"7,056",,,"1,484,560",,50000408,50000409,50000401_57,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_58,,500017_58,,500004,58,0.5,1,1,,"7,261",,,"1,506,160",,50000408,50000409,50000401_58,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_59,,500017_59,,500004,59,0.5,1,1,,"7,468",,,"1,527,760",,50000408,50000409,50000401_59,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_60,,500017_60,,500004,60,0.5,1,1,,"7,678",,,"1,560,160",,50000408,50000409,50000401_60,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_61,,500017_61,,500004,61,0.5,1,1,,"7,891",,,"1,581,760",,50000408,50000409,50000401_61,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_62,,500017_62,,500004,62,0.5,1,1,,"8,107",,,"1,603,360",,50000408,50000409,50000401_62,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_63,,500017_63,,500004,63,0.5,1,1,,"8,325",,,"1,635,760",,50000408,50000409,50000401_63,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_64,,500017_64,,500004,64,0.5,1,1,,"8,547",,,"1,659,723",,50000408,50000409,50000401_64,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_65,,500017_65,,500004,65,0.5,1,1,,"8,771",,,"1,681,323",,50000408,50000409,50000401_65,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_66,,500017_66,,500004,66,0.5,1,1,,"8,998",,,"1,713,723",,50000408,50000409,50000401_66,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_67,,500017_67,,500004,67,0.5,1,1,,"9,228",,,"1,735,323",,50000408,50000409,50000401_67,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_68,,500017_68,,500004,68,0.5,1,1,,"9,461",,,"1,756,923",,50000408,50000409,50000401_68,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_69,,500017_69,,500004,69,0.5,1,1,,"9,697",,,"1,789,323",,50000408,50000409,50000401_69,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_70,,500017_70,,500004,70,0.5,1,1,,"9,936",,,"1,810,923",,50000408,50000409,50000401_70,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_71,,500017_71,,500004,71,0.5,1,1,,"10,177",,,"1,832,523",,50000408,50000409,50000401_71,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_72,,500017_72,,500004,72,0.5,1,1,,"10,422",,,"1,867,218",,50000408,50000409,50000401_72,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_73,,500017_73,,500004,73,0.5,1,1,,"10,669",,,"1,888,818",,50000408,50000409,50000401_73,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_74,,500017_74,,500004,74,0.5,1,1,,"10,919",,,"1,910,418",,50000408,50000409,50000401_74,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_75,,500017_75,,500004,75,0.5,1,1,,"11,172",,,"1,942,818",,50000408,50000409,50000401_75,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_76,,500017_76,,500004,76,0.5,1,1,,"11,428",,,"1,964,418",,50000408,50000409,50000401_76,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_77,,500017_77,,500004,77,0.5,1,1,,"11,686",,,"1,986,018",,50000408,50000409,50000401_77,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_78,,500017_78,,500004,78,0.5,1,1,,"11,948",,,"2,018,418",,50000408,50000409,50000401_78,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_79,,500017_79,,500004,79,0.5,1,1,,"12,212",,,"2,040,018",,50000408,50000409,50000401_79,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_80,,500017_80,,500004,80,0.5,1,1,,"12,479",,,"2,064,048",,50000408,50000409,50000401_80,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_81,,500017_81,,500004,81,0.5,1,1,,"12,749",,,"2,096,448",,50000408,50000409,50000401_81,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_82,,500017_82,,500004,82,0.5,1,1,,"13,022",,,"2,118,048",,50000408,50000409,50000401_82,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_83,,500017_83,,500004,83,0.5,1,1,,"13,298",,,"2,139,648",,50000408,50000409,50000401_83,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_84,,500017_84,,500004,84,0.5,1,1,,"13,577",,,"2,172,048",,50000408,50000409,50000401_84,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_85,,500017_85,,500004,85,0.5,1,1,,"13,858",,,"2,193,648",,50000408,50000409,50000401_85,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_86,,500017_86,,500004,86,0.5,1,1,,"14,143",,,"2,215,248",,50000408,50000409,50000401_86,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_87,,500017_87,,500004,87,0.5,1,1,,"14,430",,,"2,247,648",,50000408,50000409,50000401_87,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_88,,500017_88,,500004,88,0.5,1,1,,"14,720",,,"2,269,248",,50000408,50000409,50000401_88,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_89,,500017_89,,500004,89,0.5,1,1,,"15,013",,,"2,290,848",,50000408,50000409,50000401_89,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500017_90,,500017_90,,500004,90,0.5,1,1,,"15,309",,,"2,342,958",,50000408,50000409,50000401_90,,,,,,,1,,32,5.5,14,0.1,0.25,0.25,,,
500005_1,,500005_1,,500005,1,0.5,1,1,,124,,,"8,650",,50000508,50000509,50000500_1,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_2,,500005_2,,500005,2,0.5,1,1,,157,,,"10,270",,50000508,50000509,50000500_2,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_3,,500005_3,,500005,3,0.5,1,1,,191,,,"11,890",,50000508,50000509,50000500_3,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_4,,500005_4,,500005,4,0.5,1,1,,228,,,"13,510",,50000508,50000509,50000500_4,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_5,,500005_5,,500005,5,0.5,1,1,,267,,,"15,130",,50000508,50000509,50000500_5,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_6,,500005_6,,500005,6,0.5,1,1,,308,,,"16,750",,50000508,50000509,50000500_6,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_7,,500005_7,,500005,7,0.5,1,1,,351,,,"18,360",,50000508,50000509,50000500_7,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_8,,500005_8,,500005,8,0.5,1,1,,396,,,"19,980",,50000508,50000509,50000500_8,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_9,,500005_9,,500005,9,0.5,1,1,,444,,,"21,600",,50000508,50000509,50000500_9,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_10,,500005_10,,500005,10,0.5,1,1,,493,,,"23,220",,50000508,50000509,50000500_10,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_11,,500005_11,,500005,11,0.5,1,1,,544,,,"24,840",,50000508,50000509,50000500_11,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_12,,500005_12,,500005,12,0.5,1,1,,598,,,"26,460",,50000508,50000509,50000500_12,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_13,,500005_13,,500005,13,0.5,1,1,,653,,,"28,070",,50000508,50000509,50000500_13,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_14,,500005_14,,500005,14,0.5,1,1,,711,,,"29,690",,50000508,50000509,50000500_14,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_15,,500005_15,,500005,15,0.5,1,1,,771,,,"35,760",,50000508,50000509,50000500_15,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_16,,500005_16,,500005,16,0.5,1,1,,833,,,"38,250",,50000508,50000509,50000500_16,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_17,,500005_17,,500005,17,0.5,1,1,,897,,,"40,740",,50000508,50000509,50000500_17,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_18,,500005_18,,500005,18,0.5,1,1,,963,,,"43,220",,50000508,50000509,50000500_18,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_19,,500005_19,,500005,19,0.5,1,1,,"1,031",,,"45,710",,50000508,50000509,50000500_19,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_20,,500005_20,,500005,20,0.5,1,1,,"1,101",,,"53,410",,50000508,50000509,50000500_20,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_21,,500005_21,,500005,21,0.5,1,1,,"1,174",,,"67,940",,50000508,50000509,50000500_21,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_22,,500005_22,,500005,22,0.5,1,1,,"1,248",,,"70,960",,50000508,50000509,50000500_22,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_23,,500005_23,,500005,23,0.5,1,1,,"1,325",,,"73,970",,50000508,50000509,50000500_23,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_24,,500005_24,,500005,24,0.5,1,1,,"1,404",,,"76,980",,50000508,50000509,50000500_24,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_25,,500005_25,,500005,25,0.5,1,1,,"1,484",,,"84,090",,50000508,50000509,50000500_25,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_26,,500005_26,,500005,26,0.5,1,1,,"1,567",,,"86,270",,50000508,50000509,50000500_26,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_27,,500005_27,,500005,27,0.5,1,1,,"1,652",,,"88,440",,50000508,50000509,50000500_27,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_28,,500005_28,,500005,28,0.5,1,1,,"1,739",,,"90,620",,50000508,50000509,50000500_28,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_29,,500005_29,,500005,29,0.5,1,1,,"1,828",,,"92,800",,50000508,50000509,50000500_29,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_30,,500005_30,,500005,30,0.5,1,1,,"1,919",,,"117,810",,50000508,50000509,50000500_30,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_31,,500005_31,,500005,31,0.5,1,1,,"2,013",,,"120,670",,50000508,50000509,50000500_31,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_32,,500005_32,,500005,32,0.5,1,1,,"2,108",,,"127,050",,50000508,50000509,50000500_32,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_33,,500005_33,,500005,33,0.5,1,1,,"2,206",,,"130,330",,50000508,50000509,50000500_33,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_34,,500005_34,,500005,34,0.5,1,1,,"2,305",,,"133,620",,50000508,50000509,50000500_34,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_35,,500005_35,,500005,35,0.5,1,1,,"2,407",,,"137,450",,50000508,50000509,50000500_35,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_36,,500005_36,,500005,36,0.5,1,1,,"2,511",,,"141,600",,50000508,50000509,50000500_36,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_37,,500005_37,,500005,37,0.5,1,1,,"2,617",,,"145,370",,50000508,50000509,50000500_37,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_38,,500005_38,,500005,38,0.5,1,1,,"2,725",,,"149,150",,50000508,50000509,50000500_38,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_39,,500005_39,,500005,39,0.5,1,1,,"2,835",,,"153,460",,50000508,50000509,50000500_39,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_40,,500005_40,,500005,40,0.5,1,1,,"2,947",,,"183,860",,50000508,50000509,50000500_40,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_41,,500005_41,,500005,41,0.5,1,1,,"3,061",,,"203,310",,50000508,50000509,50000500_41,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_42,,500005_42,,500005,42,0.5,1,1,,"3,178",,,"208,550",,50000508,50000509,50000500_42,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_43,,500005_43,,500005,43,0.5,1,1,,"3,296",,,"213,260",,50000508,50000509,50000500_43,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_44,,500005_44,,500005,44,0.5,1,1,,"3,417",,,"219,870",,50000508,50000509,50000500_44,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_45,,500005_45,,500005,45,0.5,1,1,,"3,539",,,"225,950",,50000508,50000509,50000500_45,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_46,,500005_46,,500005,46,0.5,1,1,,"3,664",,,"233,640",,50000508,50000509,50000500_46,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_47,,500005_47,,500005,47,0.5,1,1,,"3,791",,,"238,640",,50000508,50000509,50000500_47,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_48,,500005_48,,500005,48,0.5,1,1,,"3,920",,,"248,440",,50000508,50000509,50000500_48,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_49,,500005_49,,500005,49,0.5,1,1,,"4,051",,,"253,460",,50000508,50000509,50000500_49,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_50,,500005_50,,500005,50,0.5,1,1,,"4,184",,,"264,230",,50000508,50000509,50000500_50,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_51,,500005_51,,500005,51,0.5,1,1,,"4,319",,,"287,580",,50000508,50000509,50000500_51,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_52,,500005_52,,500005,52,0.5,1,1,,"4,456",,,"297,030",,50000508,50000509,50000500_52,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_53,,500005_53,,500005,53,0.5,1,1,,"4,596",,,"325,140",,50000508,50000509,50000500_53,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_54,,500005_54,,500005,54,0.5,1,1,,"4,737",,,"384,000",,50000508,50000509,50000500_54,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_55,,500005_55,,500005,55,0.5,1,1,,"4,881",,,"401,440",,50000508,50000509,50000500_55,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_56,,500005_56,,500005,56,0.5,1,1,,"5,027",,,"430,270",,50000508,50000509,50000500_56,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_57,,500005_57,,500005,57,0.5,1,1,,"5,174",,,"439,870",,50000508,50000509,50000500_57,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_58,,500005_58,,500005,58,0.5,1,1,,"5,324",,,"446,270",,50000508,50000509,50000500_58,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_59,,500005_59,,500005,59,0.5,1,1,,"5,476",,,"452,670",,50000508,50000509,50000500_59,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_60,,500005_60,,500005,60,0.5,1,1,,"5,630",,,"462,270",,50000508,50000509,50000500_60,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_61,,500005_61,,500005,61,0.5,1,1,,"5,786",,,"468,670",,50000508,50000509,50000500_61,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_62,,500005_62,,500005,62,0.5,1,1,,"5,945",,,"475,070",,50000508,50000509,50000500_62,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_63,,500005_63,,500005,63,0.5,1,1,,"6,105",,,"484,670",,50000508,50000509,50000500_63,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_64,,500005_64,,500005,64,0.5,1,1,,"6,267",,,"491,770",,50000508,50000509,50000500_64,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500005_65,,500005_65,,500005,65,0.5,1,1,,"6,432",,,"498,170",,50000508,50000509,50000500_65,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
