key,Remarks,ModelActionName,Id,SkillName,ReleaseType,EffectBeginName,EffectBeginBindPoint,EffectBeginDelay,EffectBeginDuration,LoopModelAction,EffectLoopName,EffectLoopBindPoint,EffectLoopTime,LoopReleaseModelAction,EffectLoopReleaseName,EffectLoopReleaseBindPoint,EffectFlyName,EffectFlyStartPoint,EffectFlySpeed,EffectFlyTime,EffectFlyDelay,EffectFlyCombo,EffectFlyEndPoint,EffectEndName,EffectEndPoint,EffectEndDelay,EffectEndDuration,HitEffectName,HitEffectPoint,HiteffectDuration,Type,EffectFlyType,EffectFlyAngle,EffectTargetType,EffectTargetNumber,BulletTargetType,BulletTargetParam,AoeType,TargetType,RandomLimit,CD,StartCDTime,TotalTime,Priority,Distance,FindTargetDistance,HitType,Buff,Vampire,EnergyRecovery,MagicEnergyRecovery,HideHeros,MarkTimeDuration,Description,Icon,Atlas,Voice,BeginEffectSound,EffectSound,EndEffectSound,HitSound
20100501,,skill01,20100501,魔礼青必杀,,"fx_201005_skill01_begin_lefthand,fx_201005_skill01",,,3,,,,,,,,Common/Cube,,,0.15,,"2,0.15,0.15",,,,,,fx_201005_attack_Hit,hit,0.8,2,5,,3,,2,6,,1,5,11.6,,3,1,6,6,,,,,,1,1.2,魔礼青必杀,Skill/skill_002,Icon,Role/voice_201005_2.mp3|0,Skill/sound_20100501_1.mp3|0,,,
20100502,,skill02,20100502,魔礼青技能1,,fx_201005_skill02,,,4,,,,,,,,Common/Cube,,,0.2,,"0.35,0.3,0.65",,,,,,fx_201005_attack_Hit2,hit,0.8,3,5,,1,,1,,1,1,5,12,3,2.5,2,4,6,,,,,,1,1,魔礼青技能1,Skill/skill_002,Icon,,Skill/sound_20100502_1.mp3|0,,,
20100503,,,20100503,魔礼青被动1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,魔礼青被动1,Skill/skill_002,Icon,,,,,
20100504,,,20100504,魔礼青被动2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,魔礼青被动2,Skill/skill_009,Icon,,,,,
20100700,,attack,20100700,董天君普攻,,fx_201007_attack,,,6,,,,,,,,Common/Cube,,,0.15,0.5,,1,,,,,Common/Hit,hit,0.8,1,5,,1,,1,,1,1,1,3,,2.2,5,4,6,,,1,,,1,1,董天君普攻,Skill/skill_002,Icon,,,,,Skill/sound_20100500_01.mp3|0
20100701,,skill01,20100701,董天君必杀,,"fx_201007_skill01_lefthand_pre,fx_201007_skill01_righthand_pre",,,6,,,,,,,,Common/Cube,,,0.1,2.2,,,fx_201007_skill01_hit,bind_root,1.8,4,fx_201007_skill01_root,bind_root,1.5,2,5,,14,,1,,1,1,1,11.6,,2.5,1,8,12,,,,,,1,0.3,董天君必杀,Skill/skill_002,Icon,Role/voice_201007_2.mp3|0,Skill/sound_20100701_1.mp3|0,,Skill/sound_20100701_end.mp3|0,
20100702,,skill02_begin,20100702,董天君技能1,2,"fx_201007_skill02,fx_201007_skill02_begin",,,2,,,,,skill02_loop_release,,,Common/Cube,,,0.1,,,1,,,,,fx_201007_skill02_hit,hit,1.5,3,5,,14,,2,2,1,1,1,12,6,4,1,8,12,,,,,,1,1,董天君技能1,Skill/skill_002,Icon,,"Skill/sound_20100702_1.mp3|0,Skill/sound_20100702_end.mp3|0",,,Skill/sound_20100702_hit.mp3|0
20100703,,,20100703,董天君被动1,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,董天君被动1,Skill/skill_004,Icon,,,,,
20100704,,,20100704,董天君被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,董天君被动技能2,Skill/skill_005,Icon,,,,,
20101200,,attack,20101200,陈奇普攻,,fx_201012_attack,,,4,,,,,,,,Common/Cube,,,0.2,0.7,,,,,,4,Common/Hit,hit,1.5,1,5,,1,,1,,1,1,1,3.6,,2.2,5,8,12,,,,,,1,1,陈奇普攻,Skill/skill_002,Icon,,,,,Skill/sound_10000501_01.mp3|0
20101201,,skill01,20101201,陈奇必杀,,"fx_201012_skill01_begin,fx_201012_skill01",,,4,,,,,,,,Common/Cube,,,0.2,,"1.85,0.15,0.15,0.15,0.15,0.15,0.15,0.2",,,,,4,Common/Hit,hit,1.5,2,5,,3,,2,5,,1,5,11.51,,3.5,1,6,12,,,,,,1,1.9,陈奇必杀,Skill/skill_002,Icon,Role/voice_201012_2.mp3|0,Skill/sound_20101201_1.mp3|0,,,
20101202,,skill02,20101202,陈奇技能1,,fx_201012_skill02,,,4,,,,,,,,Common/Cube,,,0.18,,"0.2,0.7",1,,,,4,Common/Hit,hit,1.5,3,5,,1,,1,,1,1,1,14.4,3.6,2.1,2,6,12,,,,,,1,1,陈奇技能1,Skill/skill_002,Icon,,Skill/sound_20101202_1.mp3|0,,,
20101203,,,20101203,陈奇被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,陈奇被动技能1,Skill/skill_005,Icon,,,,,
20101204,,,20101204,陈奇被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,陈奇被动技能2,Skill/skill_005,Icon,,,,,
20200100,,attack,20200100,姜子牙普攻,,202001_attack_fly,,,1,,,,,,,,Common/Cube,,,0.2,0.5,,,,,,2,Common/Hit,hit,0.8,1,5,,1,,1,,1,1,5,2.7,,2.4,5,8,8,,,,,,1,1,普通攻击，近战,,,,,,,Skill/sound_20100102_01.mp3|0
20200101,,skill01,20200101,狂风绝息,,fx_202001_skill01_pre,"fx_04,",,4,,,,,,,,fx_202001_skill01_Taijiyu_fly,fx_04,,1.5,,2,1,fx_202001_skill01_end,,3.3,3,,,,2,5,,1,,2,1.5,,1,1,11.51,,5,1,8,12,,20200111,,,,1,3.1,必杀技能攻击,Skill/skill_004,Icon,Role/voice_202001_2.mp3|0,Skill/sound_20200101_1.mp3|0,Skill/sound_20200101_fly.mp3|0,Skill/sound_20200101_end.mp3|0,
20200102,,skill02,20200102,风之障壁,,fx_202001_skill02_01,fx_03,0.1,1,,,,,,,,fx_202001_skill02_taijiyu_fly,fx_03,,1,1,,,,,,,fx_202001_skill02_01_end,bind_root,1,3,5,,3,,2,12,,1,1,10.8,2.7,3,2,16,12,,,,,,1,1,技能攻击1,Skill/skill_007,Icon,,Skill/sound_20200102_1.mp3|0,Skill/sound_20200102_fly.mp3|0,,Skill/sound_20200102_hit.mp3|0
20200103,,,20200103,姜子牙被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,1,技能攻击2,Skill/skill_001,Icon,,,,,
20200104,,,20200104,姜子牙被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,被动技能2,Skill/skill_009,Icon,,,,,
20200106,,skill01,20200106,姜子牙组合,,fx_202001_skill01_pre,,,4,,,,,,,,fx_202001_skill01_Taijiyu_fly,,,1.5,,2,1,fx_202001_skill01_end,,3.3,3,,,,2,,,1,,2,3,,1,5,15,,3.1,1,6,12,,,,,,1,1,必杀技能攻击,Skill/skill_004,Icon,Role/voice_20200102_01.mp3|0,,,,Skill/sound_20200102_01.mp3|0
20200109,,die,20200109,姜子牙死亡,,fx_202001_die,,,4,,,,,,,,,,,,,,1,,,,,,,,6,,,3,,1,10,1,,5,,,2.8,1,1,1,,,,,,1,1,姜子牙死亡,,,,,,,
20200200,,attack,20200200,哪吒普攻,,202002_attack,,,2,,,,,,,,Common/Cube,,,0.15,0.8,,1,,,,,202002_hit,hit,1,1,5,,1,,1,,1,1,5,3.3,,2.1,5,8,8,,,,,,1,1,普通攻击，近战,,,,,,,Skill/sound_20200201_01.mp3|0
20200201,,skill01,20200201,死亡混天绫,,"202002_skill01_begin,202002_skill01_begin_lefthand",",fx_lefthand,",,2,,,,,,,,Common/Cube,,,0.2,3,,1,202002_skill01,,1.7,3.1,202002_skill01_hit,hit,1,2,5,,3,,2,5,,1,5,11.69,,5,1,12,12,,,,,,1,1.1,技能攻击1,Skill/skill_003,Icon,Role/voice_20200201_1.mp3|0,Skill/sound_20200201_1.mp3|0,,,
20200202,,skill02,20200202,乾坤圈,,"fx_202002_skill02_1,fx_202002_skill02_2",,,4,,,,,,,,Common/Cube,,,0.1,0.7,"0.5,0.3,0.3",,,,,,202002_hit,hit,1,3,5,,3,,3,,1,1,5,13.2,3.3,2.7,2,16,12,,,,,,1,1,技能攻击2,Skill/skill_004,Icon,,Skill/sound_20200202_1.mp3|0,,,
20200203,,,20200203,被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,技能3,Skill/skill_005,Icon,,,,,
20200204,,,20200204,被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,技能3,Skill/skill_005,Icon,,,,,
20200300,,attack,20200300,王魔普攻,,,,,4,,,,,,,,fx_202003_fly,,15,,0.75,,1,,,,,fx_202003_Hit,hit,1.5,1,,,1,,1,,1,1,1,3,,2.6,5,9,12,,,,,,1,1,王魔普攻,Skill/skill_002,Icon,,,,,Skill/sound_20400400_01.mp3|0
20200301,,skill01,20200301,王魔必杀,,"fx_202003_skill01,fx_202003_skill01_01",,,4,,,,,,,,fx_202003_fly,,20,,,"0.65,0.2,0.2,0.2,0.2,0.2,0.2",,,,,4,fx_202003_Hit,hit,0.8,2,,,4,,1,,1,1,4,11.69,,4.5,1,8,12,,20200301,,,,1,0.6,王魔必杀,Skill/skill_002,Icon,Role/voice_202003_2.mp3|0,Skill/sound_20200201_1.mp3|0,,,
20200302,,skill02,20200302,王魔技能1,,fx_202003_skill02,,,3,,,,,,,,Common/Cube,,,0.1,0.65,,1,,,,,Common/Hit,hit,1.5,3,5,,4,,1,,1,1,1,12,3,2.3,2,8,12,,,,,,1,1,王魔技能1,Skill/skill_002,Icon,,Skill/sound_20200202_1.mp3|0,,,
20200303,,,20200303,王魔被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,王魔被动技能1,Skill/skill_005,Icon,,,,,
20200304,,,20200304,王魔被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,王魔被动技能2,Skill/skill_005,Icon,,,,,
20200400,,attack,20200400,雷震子普攻,,"fx_02,fx_03",,,2,,,,,,,,fx_202004_attack,,20,,0.8,,1,,,,,Common/Hit,hit,0.8,1,,,1,,1,,1,1,5,3.3,,2.1,5,8,8,,,,,,1,1,雷震子普攻,Skill/skill_002,Icon,,,,,Skill/sound_20200400_01.mp3|0
20200401,,skill01_begin,20200401,雷震子必杀,2,"fx_02,fx_03,fx_202004_skill01_begin",,,4,skill01_loop,T:fx_202004_skill01_loop,,3,skill01_loop_release,Common/Cube,,Common/Cube,,,0.1,,"0.1,0.5,0.5,0.5,0.5",,fx_202004_skill01_end,,,3,fx_202004_skill03_hit,hit,1.5,2,5,,12,,3,,1,1,5,11.51,,5,1,-8,12,,,,,,1,1.3,雷震子必杀,Skill/skill_002,Icon,Role/voice_20200401_1.mp3|0,Skill/sound_20200401_1.mp3|0,,,
20200402,,skill02,20200402,雷震子技能1,,"fx_02,fx_03",,,4,,,,,,,,Common/Cube,,,0.1,1.2,,,fx_202004_skill02,,,2.5,Common/Hit,hit,,3,5,,1,,1,,1,1,5,13.2,3.3,2.5,2,8,8,,,,,,1,1,雷震子技能1,Skill/skill_002,Icon,,Skill/sound_20200402_1.mp3|0,,,
20200403,,,20200403,雷震子被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,雷震子被动技能1,Skill/skill_005,Icon,,,,,
20200404,,,20200404,雷震子被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,雷震子被动技能2,Skill/skill_005,Icon,,,,,
20200500,,attack,20200500,云中子普攻,,,,,4,,,,,,,,fx_202005_attack,,15,,0.9,,1,,,,,Common/Hit,hit,0.8,1,,,1,,1,,1,1,5,2.7,,2.1,5,8,12,,,,,,1,1,云中子普攻,Skill/skill_002,Icon,,,,,Skill/sound_20400400_01.mp3|0
20200501,,skill01,20200501,云中子必杀,,"fx_202005_skill01_begin,fx_202005_skill01_loop",,,4,,,,,,,,fx_202005_skill01_fly,,30,,,"1.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1",1,,,,,fx_202005_skill01_hit,hit,0.8,2,4,,1,,1,,1,1,5,11.73,,5,1,16,12,,,,,,1,1.2,云中子必杀,Skill/skill_002,Icon,Role/voice_202005_2.mp3|0,Skill/sound_20200501_1.mp3|0,Skill/sound_20200501_fly.mp3|0,,Skill/sound_20200501_hit.mp3|0
20200502,,skill02,20200502,云中子技能1,,fx_202005_skill02,,,1,,,,,,,,fx_202005_skill02_fly,,15,,0.6,,1,,,,,Common/Hit,hit,0.8,3,5,,1,,1,,1,1,1,10.8,2.7,2,2,16,12,,,,,,1,1,云中子技能1,Skill/skill_002,Icon,,Skill/sound_20200502_fly.mp3|0,,,Skill/sound_20200502_hit.mp3|0
20200503,,,20200503,云中子被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,云中子被动技能1,Skill/skill_005,Icon,,,,,
20200504,,,20200504,云中子被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,云中子被动技能2,Skill/skill_005,Icon,,,,,
20200600,,attack,20200600,燃灯道人普攻,,fx_202006_attack,,,6,,,,,,,,Common/Cube,,,0.1,0.8,,1,,,,,Common/Hit,hit,0.8,1,5,,1,,1,,1,1,5,3.6,,2.1,5,4,6,,,1,,,1,1,燃灯道人普攻,Skill/skill_002,Icon,,,,,Skill/sound_20200602_hit.mp3|0
20200601,,skill01,20200601,燃灯道人必杀,,fx_202006_skill03_begin,,,4,,,,,,,,Common/Cube,,,0.1,2.3,,1,,,,,Common/Hit,hit,0.8,2,5,,1,,1,,1,,5,11.6,,3,1,6,6,1,,,,,1,1,燃灯道人必杀,Skill/skill_002,Icon,Role/voice_20200601_1.mp3|0,Skill/sound_20200601_1.mp3|0,,,
20200602,,skill02,20200602,燃灯道人技能1,,"fx_202006_skill01,fx_202006_skill01_right_hand",,,6,,,,,,,,Common/Cube,,,0.1,1.7,,1,,,,,fx_202006_skill01_Hit,hit,0.8,3,5,,1,,1,,1,1,5,14.4,3.6,4.5,1,6,6,,,,,,1,1,燃灯道人必杀,Skill/skill_002,Icon,,Skill/sound_20200602_1.mp3|0,,,
20200603,,,20200603,燃灯道人被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,燃灯道人被动技能1,Skill/skill_005,Icon,,,,,
20200604,,,20200604,燃灯道人被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,燃灯道人被动技能2,Skill/skill_005,Icon,,,,,
20200605,,skill03,20200605,燃灯道人技能5,,fx_202006_skill02,,,6,,,,,,,,Common/Cube,,,0.15,,"0.2,0.5",1,,,,,fx_202006_skill01_Hit,hit,0.8,3,5,,1,,1,,1,1,5,5.1,2,2.5,2,4,6,,,,,,1,1,燃灯道人技能1,Skill/skill_002,Icon,,Skill/sound_20200603_1.mp3|0,,,Skill/sound_20200603_hit.mp3|0
20200606,,attack,20200606,燃灯道人普攻（变）,,fx_202006_attack,,,6,,,,,,,,Common/Cube,,,0.1,0.8,,1,,,,,Common/Hit,hit,0.8,1,5,,3,,2,3,1,1,5,3.6,,2.1,5,4,6,,,1,,,1,1,燃灯道人普攻,Skill/skill_002,Icon,,,,,Skill/sound_20200602_hit.mp3|0
20200609,,die,20200609,燃灯道人死亡,,fx_202006_die,,,6,,,,,,,,,,,,,,1,,,,,,,,6,,,3,,1,10,1,,5,,,2.2,1,1,1,,,,,,1,1,燃灯道人死亡,,,,,,,
20201000,,attack,20201000,灵宝大法师普攻,,,,,,,,,,,,,fx_202010_attack_fly,,10,,0.5,,1,,,,,fx_202010_hit,hit,0.8,1,,,1,,1,,1,1,1,3.3,,2,5,9,12,,,,,,1,1,灵宝大法师普攻,Skill/skill_002,Icon,,,,,Skill/sound_20400400_01.mp3|0
20201001,,skill01,20201001,灵宝大法师必杀,,"fx_202010_skill01_pre,fx_202010_skill01_pre_fx_04",,,2,,,,,,,,fx_202010_attack_fly 1,,20,,0.5,"1.3,0.4,0.4",1,,,,5,fx_202010_hit,hit,0.8,2,5,,1,,1,,1,1,5,11.69,,6,1,8,12,,,,,,1,0.6,灵宝大法师必杀,Skill/skill_002,Icon,Role/voice_202010_2.mp3|0,Skill/sound_20201001_1.mp3|0,Skill/sound_20201001_fly.mp3|0,,Skill/sound_20201001_hit.mp3|0
20201002,,skill02,20201002,灵宝大法师技能1,,fx_202010_skill02,,,4,,,,,,,,fx_202010_skill02_fly,fx_03,8,,1,,1,,,,,fx_202010_skill02_hit,hit,0.8,3,,,2,,1,1,1,1,1,13.2,3.3,3,2,8,12,,,,,,1,1,灵宝大法师技能1,Skill/skill_002,Icon,,Skill/sound_20201002_1.mp3|0,Skill/sound_20201002_fly.mp3|0,,Skill/sound_20201002_hit.mp3|0
20201003,,skill03,20201003,灵宝大法师被动技能1,,,,,4,,,,,,,,Common/Cube,,,0.2,1,,1,T:fx_202010_skill03,,1,4,fx_202010_hit,hit,0.8,3,,,1,,2,3,1,1,5,13.2,6.6,3,3,8,12,,,,,,1,1,灵宝大法师被动技能1,Skill/skill_005,Icon,,Skill/sound_20201003_1.mp3|0,,,Skill/sound_20201003_hit.mp3|0
20201004,,,20201004,灵宝大法师被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,灵宝大法师被动技能2,Skill/skill_005,Icon,,,,,
20300100,,attack,20300100,琼霄普攻,,,,,2,,,,,,,,203001_attack01_fly,,25,,,"1,0.1,0.1",1,,,,,fx_203001_attack_hit,hit,0.8,1,1,60,8,,1,,1,1,1,2.7,,2.3,5,12,12,,,,,,1,1,琼霄普攻,Skill/skill_004,Icon,,,,,Skill/sound_20300101_01.mp3|0
20300101,,skill01,20300101,琼霄必杀,,fx_203001_skill05,,,4,,,,,,,,Common/Cube,,,0.15,3.4,,1,,,,,fx_203001_skill05_hit,hit,0.8,2,5,,1,,1,,1,1,1,11.51,,3.1,1,16,12,,,,,,1,3,琼霄必杀,Skill/skill_007,Icon,Role/voice_20200202_01.mp3|0,Skill/sound_20300101_1.mp3|0,,,Skill/sound_20300101_hit.mp3|0
20300102,,skill02,20300102,琼霄技能1,,"203001_skill02_attack,fx_203001_skill02_1",,,2,,,,,,,,fx_203001_skill02_1_fly,,20,,1.5,,1,,,,,fx_203001_skill01_Hit,hit,1.5,3,,,6,,1,,,1,5,10.8,2.7,3.1,2,16,12,,20300102,,,,1,1,琼霄普攻,Skill/skill_004,Icon,,Skill/sound_20300102_1.mp3|0,Skill/sound_20300102_fly.mp3|0,,Skill/sound_20300102_hit.mp3|0
20300103,,,20300103,琼霄被动1,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,琼霄被动1,Skill/skill_004,Icon,,,,,
20300104,,,20300104,琼霄被动1,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,琼霄被动1,Skill/skill_004,Icon,,,,,
20300200,,attack,20300200,李兴霸普攻,,,,,,,,,,,,,fx_203002_attack_fly,,18,,0.8,,1,,,,,Common/Hit,hit,0.8,1,,,1,,1,,1,1,5,2.7,,2.1,5,8,12,,,,,,1,1,李兴霸普攻,Skill/skill_002,Icon,,,,,Skill/sound_20300200_01.mp3|0
20300201,,skill01_begin,20300201,李兴霸必杀,2,fx_203002_skill01_begin,,,4,skill01_loop,fx_203002_skill01_loop,,0.6,skill01_loop_release,Common/Cube,,Common/Cube,,,0.15,,,,,,,,fx_203002_skill01_hit,hit,0.8,2,5,,1,,1,,1,1,5,11.78,,5,1,12,12,,,,,,1,1.4,李兴霸必杀,Skill/skill_002,Icon,Role/voice_203002_2.mp3|0,Skill/sound_20300201_1.mp3|0,,,
20300202,,skill03,20300202,李兴霸技能1,,fx_203002_skill03_pre,,,4,,,,,,,,fx_203002_skill03_fly,,,0.4,,"0.5,0.4,0.5",1,,,,,Common/Hit,hit,0.8,3,5,,1,,1,,1,1,5,10.8,2.7,3,2,,12,,20300202,,,,1,1,李兴霸技能1,Skill/skill_002,Icon,,Skill/sound_20300202_1.mp3|0,,,
20300203,,,20300203,李兴霸被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,李兴霸被动技能1,Skill/skill_005,Icon,,,,,
20300204,,,20300204,李兴霸被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,李兴霸被动技能2,Skill/skill_005,Icon,,,,,
20300300,,attack,20300300,魔礼寿普攻,,,,,4,,,,,,,,fx_203003_attack_fly,,10,,0.8,,1,,,,,Common/Hit,hit,1.5,1,,,1,,1,,1,1,5,3.3,,2.6,5,9,12,,,,,,1,1,魔礼寿普攻,Skill/skill_002,Icon,,,,,Skill/sound_20400400_01.mp3|0
20300301,,skill01,20300301,魔礼寿必杀,,fx_203003_skill01_begin,,,4,,,,,,,,Common/Cube,,,0.2,2,,1,fx_203003_skill01,,,4,Common/Hit,hit,0.8,2,5,,1,,3,,1,1,1,11.69,,2.8,1,8,12,,20300301,,,,1,0.8,魔礼寿必杀,Skill/skill_002,Icon,Role/voice_203003_2.mp3|0,Skill/sound_20300301_1.mp3|0,,,
20300302,,skill02,20300302,魔礼寿技能1,,fx_203003_skill02,,,4,,,,,,,,Common/Cube,,,0.18,0.35,,1,,,,,Common/Hit,hit,1.5,3,5,,3,,2,3.5,,1,1,13.2,3.3,3,2,8,12,,,,,,1,1,魔礼寿技能1,Skill/skill_002,Icon,,Skill/sound_20300302_1.mp3|0,,,
20300303,,,20300303,魔礼寿被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,1,,,,,1,1,魔礼寿被动技能1,Skill/skill_005,Icon,,,,,
20300304,,,20300304,魔礼寿被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,1,,,,,1,1,魔礼寿被动技能2,Skill/skill_005,Icon,,,,,
20300400,,attack,20300400,妲己普攻,,,,,2,,,,,,,,fx_203004_attack,,15,,0.6,,1,,,,,Common/Hit,hit,0.8,1,,,1,,1,,1,1,5,3.3,0.2,2.1,5,12,12,,,,,,1,1,普通攻击，近战,,,,,,,Skill/sound_20400101_01.mp3|0
20300401,,skill01,20300401,妲己必杀,,"fx_203004_skill05_pre,fx_203004_skill05203004_skill05_pre_fx_02",,,4,,,,,,,,Common/Cube,,,0.1,,"2.53,0.2,0.2,0.2,0.2",1,,,,,fx_203004_skill05,hit,1.5,2,5,,8,,1,,1,1,1,11.51,,6,1,18,12,,,,,,,2.2,必杀，前方范围攻击,Skill/skill_002,Icon,Role/voice_203004_2.mp3|0,Skill/sound_20300401_1.mp3|0,,,Skill/sound_20300401_end.mp3|0
20300402,,skill03,20300402,妲己技能1,,fx_203004_skill03_begin,,,4,,,,,,,,Common/Cube,,,0.1,0.6,,1,,,,,,,,3,,,2,,1,12,1,1,1,13.2,3.3,5,3,12,12,,,,,,1,,妲己技能2,Skill/skill_004,Icon,,Skill/sound_20300403_1.mp3|0,,,Skill/sound_20300403_loop.mp3|0
20300403,,,20300403,妲己技能1,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,妲己技能2,Skill/skill_004,Icon,,,,,
20300404,,,20300404,妲己被动2,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,妲己被动2,Skill/skill_004,Icon,,,,,
20300700,,attack,20300700,袁天君普攻,,,,,1.2,,,,,,,,fx_203007_attack,,15,,0.6,,1,,,,,fx_203007_Hit,hit,0.8,1,,,1,,1,,1,1,5,3.3,,2.1,5,8,12,,,,,,1,1,袁天君普攻,Skill/skill_002,Icon,,,,,Skill/sound_20400101_01.mp3|0
20300701,,skill01_begin,20300701,袁天君必杀,2,fx_203007_skill01_pre,,,2,skill01_loop,T:fx_203007_skill01,,4,skill01_loop_release,Common/Cube,,Common/Cube,,40,,,"0.4,0.3,0.3",,,,,3,fx_203007_skill02_Hit_ColorChange,hit,1.5,2,,,9,,3,,1,1,5,11.6,,6,1,9.5,12,,,,,,1,1.3,袁天君必杀,Skill/skill_002,Icon,Role/voice_203007_2.mp3|0,Skill/sound_20300701_1.mp3|0,Skill/sound_20300701_loop.mp3|0,,
20300702,,skill02,20300702,袁天君技能1,,,,1,3,,,,,,,,fx_203007_skill02,,10,,1.2,,,,,,,fx_203007_Hit,hit,0.8,3,,,13,,1,,1,1,5,13.2,3.3,1.8,2,8,12,,,,,,1,1,袁天君技能1,Skill/skill_002,Icon,,,Skill/sound_20300702_fly.mp3|0,,Skill/sound_20300702_hit.mp3|0
20300703,,,20300703,袁天君被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,袁天君被动技能1,Skill/skill_005,Icon,,,,,
20300704,,,20300704,袁天君被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,袁天君被动技能2,Skill/skill_005,Icon,,,,,
20300800,,attack,20300800,金光圣母普攻,,fx_203008_attack,,,1.2,,,,,,,,Common/Cube,,,0.25,0.6,,1,,,,,Common/Hit,hit,0.8,1,5,,1,,1,,1,1,5,3.3,,2.5,5,8,12,,,,,,1,1,金光圣母普攻,Skill/skill_002,Icon,,Skill/sound_20300800_1.mp3|0,,,Skill/sound_20300800_hit.mp3|0
20300801,,skill01,20300801,金光圣母必杀,,fx_203008_skill01_pre_R_hand,,,1.5,,,,,,,,Common/Cube,,,0.2,1.5,,1,fx_203008_skill01_begin,,,4,,,,2,5,,6,1,1,,1,1,5,11.6,,6,1,16,16,,,,,,1,0.6,金光圣母必杀,Skill/skill_002,Icon,Role/voice_203008_2.mp3|0,Skill/sound_20300801_1.mp3|0,,Skill/sound_20300801_loop.mp3|0,Skill/sound_20300801_hit.mp3|0
20300802,,skill02,20300802,金光圣母技能1,,fx_203008_skill02,,,3,,,,,,,,Common/Cube,,,0.15,,"0.6,0.3,0.3",,,,,,Common/Hit,hit,0.8,3,5,,3,2,2,2,,1,5,13.2,3.3,4,2,8,12,,,,,,1,1,金光圣母技能1,Skill/skill_002,Icon,,Skill/sound_20300802_1.mp3|0,,,
20300803,,,20300803,金光圣母被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,金光圣母被动技能1,Skill/skill_005,Icon,,,,,
20300804,,,20300804,金光圣母被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,1,金光圣母被动技能2,Skill/skill_005,Icon,,,,,
