key,Remarks,Id,enterStartPosX,camStartPosX,fov,camPosX,camPosY,camPosZ,camRotateX,camRotateY,camRotateZ,BossBattle,LockCamera,BattleOffset,fightBoundary,BGM
111505_1,,111505_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111506_1,,111506_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
111507_1,,111507_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111508_1,,111508_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111509_1,,111509_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111510_1,,111510_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111511_1,,111511_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111512_1,,111512_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
121501_1,,121501_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121502_1,,121502_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121503_1,,121503_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
121504_1,,121504_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121505_1,,121505_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121506_1,,121506_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
111601_1,,111601_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111602_1,,111602_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111603_1,,111603_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111604_1,,111604_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111605_1,,111605_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111606_1,,111606_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
111607_1,,111607_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111608_1,,111608_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111609_1,,111609_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111610_1,,111610_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111611_1,,111611_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111612_1,,111612_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
121601_1,,121601_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121602_1,,121602_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121603_1,,121603_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
121604_1,,121604_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121605_1,,121605_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121606_1,,121606_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
111701_1,,111701_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111702_1,,111702_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111703_1,,111703_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111704_1,,111704_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111705_1,,111705_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111706_1,,111706_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
111707_1,,111707_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111708_1,,111708_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111709_1,,111709_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111710_1,,111710_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111711_1,,111711_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111712_1,,111712_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
121701_1,,121701_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121702_1,,121702_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121703_1,,121703_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
121704_1,,121704_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121705_1,,121705_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121706_1,,121706_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
111801_1,,111801_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111802_1,,111802_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111803_1,,111803_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111804_1,,111804_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111805_1,,111805_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111806_1,,111806_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
111807_1,,111807_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111808_1,,111808_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111809_1,,111809_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111810_1,,111810_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111811_1,,111811_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111812_1,,111812_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
121801_1,,121801_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121802_1,,121802_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121803_1,,121803_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
121804_1,,121804_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121805_1,,121805_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121806_1,,121806_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
111901_1,,111901_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111902_1,,111902_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111903_1,,111903_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111904_1,,111904_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111905_1,,111905_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111906_1,,111906_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
111907_1,,111907_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111908_1,,111908_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111909_1,,111909_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111910_1,,111910_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111911_1,,111911_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
111912_1,,111912_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
121901_1,,121901_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121902_1,,121902_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121903_1,,121903_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
121904_1,,121904_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121905_1,,121905_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
121906_1,,121906_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
112001_1,,112001_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112002_1,,112002_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112003_1,,112003_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112004_1,,112004_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112005_1,,112005_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112006_1,,112006_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
112007_1,,112007_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112008_1,,112008_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112009_1,,112009_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112010_1,,112010_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112011_1,,112011_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112012_1,,112012_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
122001_1,,122001_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
122002_1,,122002_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
122003_1,,122003_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
122004_1,,122004_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
122005_1,,122005_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
122006_1,,122006_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
112101_1,,112101_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112102_1,,112102_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112103_1,,112103_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112104_1,,112104_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112105_1,,112105_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112106_1,,112106_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
112107_1,,112107_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112108_1,,112108_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112109_1,,112109_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112110_1,,112110_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112111_1,,112111_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112112_1,,112112_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
122101_1,,122101_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
122102_1,,122102_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
122103_1,,122103_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
122104_1,,122104_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
122105_1,,122105_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
122106_1,,122106_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
112201_1,,112201_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112202_1,,112202_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112203_1,,112203_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112204_1,,112204_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112205_1,,112205_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112206_1,,112206_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
112207_1,,112207_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112208_1,,112208_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112209_1,,112209_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112210_1,,112210_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112211_1,,112211_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112212_1,,112212_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
122201_1,,122201_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
122202_1,,122202_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
122203_1,,122203_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
122204_1,,122204_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
122205_1,,122205_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
122206_1,,122206_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
112301_1,,112301_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112302_1,,112302_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112303_1,,112303_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112304_1,,112304_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112305_1,,112305_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112306_1,,112306_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
112307_1,,112307_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112308_1,,112308_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112309_1,,112309_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112310_1,,112310_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112311_1,,112311_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
112312_1,,112312_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
122301_1,,122301_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
122302_1,,122302_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
122303_1,,122303_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
122304_1,,122304_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
122305_1,,122305_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
122306_1,,122306_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
140001_1,,140001_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
140002_1,,140002_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
140003_1,,140003_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
140004_1,,140004_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
140005_1,,140005_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
140011_1,,140011_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
140012_1,,140012_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
140013_1,,140013_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
140014_1,,140014_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
140015_1,,140015_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
140021_1,,140021_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
140022_1,,140022_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
140023_1,,140023_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
140024_1,,140024_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
140025_1,,140025_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
140031_1,,140031_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
140032_1,,140032_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
140033_1,,140033_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
140034_1,,140034_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
140035_1,,140035_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
150041_1,,150041_1,,,36,0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
150042_1,,150042_1,,,36,0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
150043_1,,150043_1,,,36,0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
150044_1,,150044_1,,,36,0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
150045_1,,150045_1,,,36,0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
150046_1,,150046_1,,,36,0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
190001_1,,190001_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
190002_1,,190002_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
190003_1,,190003_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
191001_1,,191001,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
191002_1,,191002,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
191003_1,,191003,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
191004_1,,191004,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
191005_1,,191005,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
191006_1,,191006,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
191007_1,,191007,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
191008_1,,191008,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
191009_1,,191009,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
191010_1,,191010,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
191011_1,,191011,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
191012_1,,191012,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
191013_1,,191013,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
191014_1,,191014,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
191015_1,,191015,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
192001_1,,192001,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
192002_1,,192002,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
192003_1,,192003,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
193001_1,,193001,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
193002_1,,193002,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
193003_1,,193003,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
166013_1,,166013_1,,,36,-1,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
195501_1,,195501_1,,,36,-0.25,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195502_1,,195502_1,,,36,-0.25,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195503_1,,195503_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
195504_1,,195504_1,,,36,-0.25,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195505_1,,195505_1,,,36,-0.25,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195506_1,,195506_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
195601_1,,195601_1,,,36,-0.25,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195602_1,,195602_1,,,36,-0.25,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195603_1,,195603_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
195604_1,,195604_1,,,36,-0.25,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195605_1,,195605_1,,,36,-0.25,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195606_1,,195606_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
195701_1,,195701_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195702_1,,195702_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195703_1,,195703_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
195704_1,,195704_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195705_1,,195705_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195706_1,,195706_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
195801_1,,195801_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195802_1,,195802_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195803_1,,195803_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
195804_1,,195804_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195805_1,,195805_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195806_1,,195806_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
195901_1,,195901_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195902_1,,195902_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195903_1,,195903_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
195904_1,,195904_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195905_1,,195905_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
195906_1,,195906_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
