key,Remarks,roleId,nextRoleId,roleType,sex,modelId,camp,name,imageId,atlas,battleIcon,fullEnergyIcon,careerType,soulStoneId,volumeRadius,goodAt,bustImage,summonFlag,summonNumber,risingNumber,title,titleIcon,transform,heroDesc,heroIllustrate,order,group,starLevel,energy,life,attack,physiqueDef,spiritDef,hit,dodge,critical,toughness,lifeReceive,energyReceive,attackVampire,criticalHurt,energyPerSecond,energyTrans,attackEnergy,struckEnergy,attackDistance,attackSpeed,moveSpeed,viewRange,lifeGrowUp,attackGrowUp,physicqueDefGrowUp,spiritDefGrowUp,attackType,attackId,skillId01,skillId02,skillId03,skillId04,skillId05,dieSkillId,qualityId,nameIcon,upNeedCoin,voice,reactionTime,attackHurt,cutHurt,cutCritHurt,resist,addCure,cutCure,doHurt,hardStraight,actionName,soundName,canShow,statInfo,ff1
201005_2,,201005_2,201005_3,,-1,201005,2,魔礼青,head_org/Head_org_MoLiQing,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiQing,Hero_head/head_MoLiQing_NuQi,2,704008,1,,,,,50,增长天王,JiaoBiao_XingZhe_01,21,近战物理攻击，能对敌方群体造成高额的持续伤害,青、海、红、寿，魔家四兄弟,20,,2,1000,813,152,50,40,,,,,72,2,,,5,6,20,200,,,50,"1,000",12342,2314,771,617,,20100500_1,20100501_1,20100502_1,20100503_1,20100504_1,,,201005_1,,100000,Sound_201005_1_01.mp3,,,,,11,,,,0.5,standby,Sound_201005_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,
201005_3,,201005_3,201005_4,,-1,201005,2,魔礼青,head_org/Head_org_MoLiQing,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiQing,Hero_head/head_MoLiQing_NuQi,2,704008,1,,,1,80,100,增长天王,JiaoBiao_XingZhe_02,48,近战物理攻击，能对敌方群体造成高额的持续伤害,青、海、红、寿，魔家四兄弟,20,,3,1000,813,152,50,40,,,,,72,2,,,5,6,20,200,,,50,"1,000",18102,3394,1131,905,,20100500_1,20100501_1,20100502_1,20100503_1,20100504_1,,,201005_1,,300000,Sound_201005_1_01.mp3,,,,,11,,,,0.5,standby,Sound_201005_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,魔礼青
201005_4,,201005_4,201005_5,,-1,201005,2,魔礼青,head_org/Head_org_MoLiQing,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiQing,Hero_head/head_MoLiQing_NuQi,2,704008,1,,,,,150,增长天王,JiaoBiao_XingZhe_02,90,近战物理攻击，能对敌方群体造成高额的持续伤害,青、海、红、寿，魔家四兄弟,20,,4,1000,813,152,50,40,,,,,72,2,,,5,6,20,200,,,50,"1,000",26125,4898,1632,1306,,20100500_1,20100501_1,20100502_1,20100503_1,20100504_1,,,201005_1,,600000,Sound_201005_1_01.mp3,,,,,11,,,,0.5,standby,Sound_201005_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,
201005_5,,201005_5,,,-1,201005,2,魔礼青,head_org/Head_org_MoLiQing,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiQing,Hero_head/head_MoLiQing_NuQi,2,704008,1,,,,,300,增长天王,JiaoBiao_XingZhe_03,132,近战物理攻击，能对敌方群体造成高额的持续伤害,青、海、红、寿，魔家四兄弟,20,,5,1000,813,152,50,40,,,,,72,2,,,5,6,20,200,,,50,"1,000",41142,7714,2571,2057,,20100500_1,20100501_1,20100502_1,20100503_1,20100504_1,,,201005_1,,1000000,Sound_201005_1_01.mp3,,,,,11,,,,0.5,standby,Sound_201005_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,
201004_1,,201004_1,201004_2,,-1,201004,1,木吒,head_org/Head_org_MuZha,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MuZha,Hero_head/head_MuZha_NuQi,2,704009,1,,,1,10,20,惠岸行者,JiaoBiao_XingZhe_01,8,近战物理攻击，能对敌方群体造成高额的持续伤害,昆仑山第三代弟子，陈塘关李靖的次子,18,,1,1000,758,131,46,37,,,,,74,2,,,5,6,20,200,,,50,"1,000",7114,1234,445,356,,20100400_1,20100401_1,20100402_1,20100403_1,20100404_1,,,201004_1,,50000,Sound_201004_1_01.mp3,,,,,11,,,,0.5,standby,Sound_201004_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,木吒
201004_2,,201004_2,201004_3,,-1,201004,1,木吒,head_org/Head_org_MuZha,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MuZha,Hero_head/head_MuZha_NuQi,2,704009,1,,,,,50,惠岸行者,JiaoBiao_XingZhe_01,21,近战物理攻击，能对敌方群体造成高额的持续伤害,昆仑山第三代弟子，陈塘关李靖的次子,18,,2,1000,758,131,46,37,,,,,74,2,,,5,6,20,200,,,50,"1,000",10671,1851,668,534,,20100400_1,20100401_1,20100402_1,20100403_1,20100404_1,,,201004_1,,100000,Sound_201004_1_01.mp3,,,,,11,,,,0.5,standby,Sound_201004_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,
201004_3,,201004_3,201004_4,,-1,201004,1,木吒,head_org/Head_org_MuZha,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MuZha,Hero_head/head_MuZha_NuQi,2,704009,1,,,,,100,惠岸行者,JiaoBiao_XingZhe_02,48,近战物理攻击，能对敌方群体造成高额的持续伤害,昆仑山第三代弟子，陈塘关李靖的次子,18,,3,1000,758,131,46,37,,,,,74,2,,,5,6,20,200,,,50,"1,000",15651,2715,980,784,,20100400_1,20100401_1,20100402_1,20100403_1,20100404_1,,,201004_1,,300000,Sound_201004_1_01.mp3,,,,,11,,,,0.5,standby,Sound_201004_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,
201004_4,,201004_4,201004_5,,-1,201004,1,木吒,head_org/Head_org_MuZha,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MuZha,Hero_head/head_MuZha_NuQi,2,704009,1,,,,,150,惠岸行者,JiaoBiao_XingZhe_02,90,近战物理攻击，能对敌方群体造成高额的持续伤害,昆仑山第三代弟子，陈塘关李靖的次子,18,,4,1000,758,131,46,37,,,,,74,2,,,5,6,20,200,,,50,"1,000",22623,3925,1417,1133,,20100400_1,20100401_1,20100402_1,20100403_1,20100404_1,,,201004_1,,600000,Sound_201004_1_01.mp3,,,,,11,,,,0.5,standby,Sound_201004_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,
201004_5,,201004_5,,,-1,201004,1,木吒,head_org/Head_org_MuZha,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MuZha,Hero_head/head_MuZha_NuQi,2,704009,1,,,,,300,惠岸行者,JiaoBiao_XingZhe_03,132,近战物理攻击，能对敌方群体造成高额的持续伤害,昆仑山第三代弟子，陈塘关李靖的次子,18,,5,1000,758,131,46,37,,,,,74,2,,,5,6,20,200,,,50,"1,000",35571,6171,2228,1782,,20100400_1,20100401_1,20100402_1,20100403_1,20100404_1,,,201004_1,,1000000,Sound_201004_1_01.mp3,,,,,11,,,,0.5,standby,Sound_201004_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,
202004_1,,202004_1,202004_2,,-1,202004,1,雷震子,head_org/Head_org_LeiZhenZi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LeiZhenZi,Hero_head/head_LeiZhenZi_NuQi,3,704010,1,,,,,20,狂暴魔童,JiaoBiao_ShuShi_01,8,中排法术输出，善于对敌方前中排造成大范围伤害,天生双翼，拜云中子为师，在昆仑山修行,33,,1,1000,803,176,33,41,,,,,47,5,,,5,6,25,200,,,50,"1,000",8125,1789,345,432,1,20200400_1,20200401_1,20200402_1,20200403_1,20200404_1,,,202004_1,,50000,sound_202004_1_1.mp3,,,,,11,,,,0.5,standby,Sound_202004_1_01.mp3,1,远程/范围/爆发;1;0.53;0.7,
202004_2,,202004_2,202004_3,,-1,202004,1,雷震子,head_org/Head_org_LeiZhenZi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LeiZhenZi,Hero_head/head_LeiZhenZi_NuQi,3,704010,1,,,,,50,狂暴魔童,JiaoBiao_ShuShi_01,21,中排法术输出，善于对敌方前中排造成大范围伤害,天生双翼，拜云中子为师，在昆仑山修行,33,,2,1000,803,176,33,41,,,,,47,5,,,5,6,25,200,,,50,"1,000",12188,2684,518,648,1,20200400_1,20200401_1,20200402_1,20200403_1,20200404_1,,,202004_1,,100000,sound_202004_1_1.mp3,,,,,11,,,,0.5,standby,Sound_202004_1_01.mp3,1,远程/范围/爆发;1;0.53;0.7,
202004_3,,202004_3,202004_4,,-1,202004,1,雷震子,head_org/Head_org_LeiZhenZi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LeiZhenZi,Hero_head/head_LeiZhenZi_NuQi,3,704010,1,,,1,80,100,狂暴魔童,JiaoBiao_ShuShi_02,48,中排法术输出，善于对敌方前中排造成大范围伤害,天生双翼，拜云中子为师，在昆仑山修行,33,,3,1000,803,176,33,41,,,,,47,5,,,5,6,25,200,,,50,"1,000",17876,3937,760,950,1,20200400_1,20200401_1,20200402_1,20200403_1,20200404_1,,,202004_1,,300000,sound_202004_1_1.mp3,,,,,11,,,,0.5,standby,Sound_202004_1_01.mp3,1,远程/范围/爆发;1;0.53;0.7,雷震子
202004_4,,202004_4,202004_5,,-1,202004,1,雷震子,head_org/Head_org_LeiZhenZi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LeiZhenZi,Hero_head/head_LeiZhenZi_NuQi,3,704010,1,,,,,150,狂暴魔童,JiaoBiao_ShuShi_02,90,中排法术输出，善于对敌方前中排造成大范围伤害,天生双翼，拜云中子为师，在昆仑山修行,33,,4,1000,803,176,33,41,,,,,47,5,,,5,6,25,200,,,50,"1,000",25799,5682,1097,1371,1,20200400_1,20200401_1,20200402_1,20200403_1,20200404_1,,,202004_1,,600000,sound_202004_1_1.mp3,,,,,11,,,,0.5,standby,Sound_202004_1_01.mp3,1,远程/范围/爆发;1;0.53;0.7,
202004_5,,202004_5,,,-1,202004,1,雷震子,head_org/Head_org_LeiZhenZi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LeiZhenZi,Hero_head/head_LeiZhenZi_NuQi,3,704010,1,,,,,300,狂暴魔童,JiaoBiao_ShuShi_03,132,中排法术输出，善于对敌方前中排造成大范围伤害,天生双翼，拜云中子为师，在昆仑山修行,33,,5,1000,803,176,33,41,,,,,47,5,,,5,6,25,200,,,50,"1,000",40628,8948,1728,2160,1,20200400_1,20200401_1,20200402_1,20200403_1,20200404_1,,,202004_1,,1000000,sound_202004_1_1.mp3,,,,,11,,,,0.5,standby,Sound_202004_1_01.mp3,1,远程/范围/爆发;1;0.53;0.7,
204004_1,,204004_1,204004_2,,-1,204004,1,李靖,head_org/Head_org_LiJing,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LiJing,Hero_head/head_LiJing_NuQi,4,704011,1,,,,,20,托塔天王,JiaoBiao_JiSi_01,8,后排辅助，擅长于控制敌人,陈塘关守将，育有三子，皆在昆仑山修行,60,,1,1000,666,130,53,41,,,,,20,7,,,5,6,25,200,,,50,"1,000",6505,1272,518,414,,20400400_1,20400401_1,20400402_1,20400403_1,20400404_1,,,204004_1,,50000,sound_204004_1_1.mp3,,,,,11,,,,0.5,standby,Sound_204004_1_01.mp3,1,远程/控制;0.82;0.37;1,
204004_2,,204004_2,204004_3,,-1,204004,1,李靖,head_org/Head_org_LiJing,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LiJing,Hero_head/head_LiJing_NuQi,4,704011,1,,,,,50,托塔天王,JiaoBiao_JiSi_01,21,后排辅助，擅长于控制敌人,陈塘关守将，育有三子，皆在昆仑山修行,60,,2,1000,666,130,53,41,,,,,20,7,,,5,6,25,200,,,50,"1,000",9758,1909,777,622,,20400400_1,20400401_1,20400402_1,20400403_1,20400404_1,,,204004_1,,100000,sound_204004_1_1.mp3,,,,,11,,,,0.5,standby,Sound_204004_1_01.mp3,1,远程/控制;0.82;0.37;1,
204004_3,,204004_3,204004_4,,-1,204004,1,李靖,head_org/Head_org_LiJing,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LiJing,Hero_head/head_LiJing_NuQi,4,704011,1,,,1,80,100,托塔天王,JiaoBiao_JiSi_02,48,后排辅助，擅长于控制敌人,陈塘关守将，育有三子，皆在昆仑山修行,60,,3,1000,666,130,53,41,,,,,20,7,,,5,6,25,200,,,50,"1,000",14312,2800,1140,912,,20400400_1,20400401_1,20400402_1,20400403_1,20400404_1,,,204004_1,,300000,sound_204004_1_1.mp3,,,,,11,,,,0.5,standby,Sound_204004_1_01.mp3,1,远程/控制;0.82;0.37;1,李靖
204004_4,,204004_4,204004_5,,-1,204004,1,李靖,head_org/Head_org_LiJing,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LiJing,Hero_head/head_LiJing_NuQi,4,704011,1,,,,,150,托塔天王,JiaoBiao_JiSi_02,90,后排辅助，擅长于控制敌人,陈塘关守将，育有三子，皆在昆仑山修行,60,,4,1000,666,130,53,41,,,,,20,7,,,5,6,25,200,,,50,"1,000",20640,4038,1645,1316,,20400400_1,20400401_1,20400402_1,20400403_1,20400404_1,,,204004_1,,600000,sound_204004_1_1.mp3,,,,,11,,,,0.5,standby,Sound_204004_1_01.mp3,1,远程/控制;0.82;0.37;1,
204004_5,,204004_5,,,-1,204004,1,李靖,head_org/Head_org_LiJing,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LiJing,Hero_head/head_LiJing_NuQi,4,704011,1,,,,,300,托塔天王,JiaoBiao_JiSi_03,132,后排辅助，擅长于控制敌人,陈塘关守将，育有三子，皆在昆仑山修行,60,,5,1000,666,130,53,41,,,,,20,7,,,5,6,25,200,,,50,"1,000",32528,6364,2592,2074,,20400400_1,20400401_1,20400402_1,20400403_1,20400404_1,,,204004_1,,1000000,sound_204004_1_1.mp3,,,,,11,,,,0.5,standby,Sound_204004_1_01.mp3,1,远程/控制;0.82;0.37;1,
202006_1,,202006_1,202006_2,,-1,202006,1,燃灯道人,head_org/Head_org_RanDeng,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_RanDeng,Hero_head/head_RanDeng_NuQi,2,704012,1,,,,,20,定光尊者,JiaoBiao_XingZhe_01,8,近战物理攻击，能对敌方群体造成高额的持续伤害,仙界龙吉公主的哥哥，曾拜入昆仑山元始天尊门下，实力强大,19,,1,1000,854,160,42,53,,,,,72,2,,,5,6,25,200,,,50,"1,000",8914,1671,445,557,1,20200600_1,20200601_1,20200602_1,20200603_1,20200604_1,,20200609,202006_1,,50000,sound_202006_1_1.mp3,,,,,11,,,,0.5,standby,Sound_202006_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,
202006_2,,202006_2,202006_3,,-1,202006,1,燃灯道人,head_org/Head_org_RanDeng,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_RanDeng,Hero_head/head_RanDeng_NuQi,2,704012,1,,,,,50,定光尊者,JiaoBiao_XingZhe_01,21,近战物理攻击，能对敌方群体造成高额的持续伤害,仙界龙吉公主的哥哥，曾拜入昆仑山元始天尊门下，实力强大,19,,2,1000,854,160,42,53,,,,,72,2,,,5,6,25,200,,,50,"1,000",13371,2507,668,835,1,20200600_1,20200601_1,20200602_1,20200603_1,20200604_1,,20200609,202006_1,,100000,sound_202006_1_1.mp3,,,,,11,,,,0.5,standby,Sound_202006_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,
202006_3,,202006_3,202006_4,,-1,202006,1,燃灯道人,head_org/Head_org_RanDeng,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_RanDeng,Hero_head/head_RanDeng_NuQi,2,704012,1,,,1,80,100,定光尊者,JiaoBiao_XingZhe_02,48,近战物理攻击，能对敌方群体造成高额的持续伤害,仙界龙吉公主的哥哥，曾拜入昆仑山元始天尊门下，实力强大,19,,3,1000,854,160,42,53,,,,,72,2,,,5,6,25,200,,,50,"1,000",19611,3677,980,1225,1,20200600_1,20200601_1,20200602_1,20200603_1,20200604_1,,20200609,202006_1,,300000,sound_202006_1_1.mp3,,,,,11,,,,0.5,standby,Sound_202006_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,燃灯道人
202006_4,,202006_4,202006_5,,-1,202006,1,燃灯道人,head_org/Head_org_RanDeng,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_RanDeng,Hero_head/head_RanDeng_NuQi,2,704012,1,,,,,150,定光尊者,JiaoBiao_XingZhe_02,90,近战物理攻击，能对敌方群体造成高额的持续伤害,仙界龙吉公主的哥哥，曾拜入昆仑山元始天尊门下，实力强大,19,,4,1000,854,160,42,53,,,,,72,2,,,5,6,25,200,,,50,"1,000",28320,5310,1416,1770,1,20200600_1,20200601_1,20200602_1,20200603_1,20200604_1,,20200609,202006_1,,600000,sound_202006_1_1.mp3,,,,,11,,,,0.5,standby,Sound_202006_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,
202006_5,,202006_5,,,-1,202006,1,燃灯道人,head_org/Head_org_RanDeng,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_RanDeng,Hero_head/head_RanDeng_NuQi,2,704012,1,,,,,300,定光尊者,JiaoBiao_XingZhe_03,132,近战物理攻击，能对敌方群体造成高额的持续伤害,仙界龙吉公主的哥哥，曾拜入昆仑山元始天尊门下，实力强大,19,,5,1000,854,160,42,53,,,,,72,2,,,5,6,25,200,,,50,"1,000",44571,8357,2228,2785,1,20200600_1,20200601_1,20200602_1,20200603_1,20200604_1,,20200609,202006_1,,1000000,sound_202006_1_1.mp3,,,,,11,,,,0.5,standby,Sound_202006_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,
204003_1,,204003_1,204003_2,,-1,204003,1,武吉,head_org/Head_org_WuJi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_WuJi,Hero_head/head_WuJi_NuQi,2,704013,1,,,,,20,神力仙童,JiaoBiao_XingZhe_01,8,后排辅助，擅长于控制敌人,拥有仙人骨的天然道士，拜姜子牙为师,16,,1,1000,884,140,54,43,,,,,78,2,,,5,6,25,200,,,50,"1,000",8948,1419,555,444,,20400300_1,20400301_1,20400302_1,20400303_1,20400304_1,,,204003_1,,50000,Sound_204003_1_01.mp3,,,,,11,,,,0.5,standby,Sound_204003_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,
204003_2,,204003_2,204003_3,,-1,204003,1,武吉,head_org/Head_org_WuJi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_WuJi,Hero_head/head_WuJi_NuQi,2,704013,1,,,1,30,50,神力仙童,JiaoBiao_XingZhe_01,21,后排辅助，擅长于控制敌人,拥有仙人骨的天然道士，拜姜子牙为师,16,,2,1000,884,140,54,43,,,,,78,2,,,5,6,25,200,,,50,"1,000",13422,2129,833,666,,20400300_1,20400301_1,20400302_1,20400303_1,20400304_1,,,204003_1,,100000,Sound_204003_1_01.mp3,,,,,11,,,,0.5,standby,Sound_204003_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,武吉
204003_3,,204003_3,204003_4,,-1,204003,1,武吉,head_org/Head_org_WuJi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_WuJi,Hero_head/head_WuJi_NuQi,2,704013,1,,,,,100,神力仙童,JiaoBiao_XingZhe_02,48,后排辅助，擅长于控制敌人,拥有仙人骨的天然道士，拜姜子牙为师,16,,3,1000,884,140,54,43,,,,,78,2,,,5,6,25,200,,,50,"1,000",19686,3122,1221,977,,20400300_1,20400301_1,20400302_1,20400303_1,20400304_1,,,204003_1,,300000,Sound_204003_1_01.mp3,,,,,11,,,,0.5,standby,Sound_204003_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,
204003_4,,204003_4,204003_5,,-1,204003,1,武吉,head_org/Head_org_WuJi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_WuJi,Hero_head/head_WuJi_NuQi,2,704013,1,,,,,150,神力仙童,JiaoBiao_XingZhe_02,90,后排辅助，擅长于控制敌人,拥有仙人骨的天然道士，拜姜子牙为师,16,,4,1000,884,140,54,43,,,,,78,2,,,5,6,25,200,,,50,"1,000",28411,4506,1763,1410,,20400300_1,20400301_1,20400302_1,20400303_1,20400304_1,,,204003_1,,600000,Sound_204003_1_01.mp3,,,,,11,,,,0.5,standby,Sound_204003_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,
204003_5,,204003_5,,,-1,204003,1,武吉,head_org/Head_org_WuJi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_WuJi,Hero_head/head_WuJi_NuQi,2,704013,1,,,,,300,神力仙童,JiaoBiao_XingZhe_03,132,后排辅助，擅长于控制敌人,拥有仙人骨的天然道士，拜姜子牙为师,16,,5,1000,884,140,54,43,,,,,78,2,,,5,6,25,200,,,50,"1,000",44742,7097,2777,2221,,20400300_1,20400301_1,20400302_1,20400303_1,20400304_1,,,204003_1,,1000000,Sound_204003_1_01.mp3,,,,,11,,,,0.5,standby,Sound_204003_1_01.mp3,1,近战/爆发;0.77;0.6;0.6,
203002_1,,203002_1,203002_2,,-1,203002,3,李兴霸,head_org/Head_org_LiXingBa,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LiXingBa,Hero_head/head_LiXingBa_NuQi,5,704014,1,,,,,20,光之修士,JiaoBiao_FuShi_01,8,后排物理输出，强大的范围伤害和单控技能,与高有乾，杨森，王魔并称九龙岛四圣,77,,1,1000,511,159,43,34,,,,,15,7,,,5,6,25,200,,,50,"1,000",4997,1555,424,339,,20300200_1,20300201_1,20300202_1,20300203_1,20300204_1,,,203002_1,,50000,Sound_203002_1_01.mp3,,,,,11,,,,0.5,standby,Sound_203002_1_01.mp3,1,远程/输出;1;0.37;0.67,
203002_2,,203002_2,203002_3,,-1,203002,3,李兴霸,head_org/Head_org_LiXingBa,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LiXingBa,Hero_head/head_LiXingBa_NuQi,5,704014,1,,,1,30,50,光之修士,JiaoBiao_FuShi_01,21,后排物理输出，强大的范围伤害和单控技能,与高有乾，杨森，王魔并称九龙岛四圣,77,,2,1000,511,159,43,34,,,,,15,7,,,5,6,25,200,,,50,"1,000",7495,2333,636,509,,20300200_1,20300201_1,20300202_1,20300203_1,20300204_1,,,203002_1,,100000,Sound_203002_1_01.mp3,,,,,11,,,,0.5,standby,Sound_203002_1_01.mp3,1,远程/输出;1;0.37;0.67,李兴霸
203002_3,,203002_3,203002_4,,-1,203002,3,李兴霸,head_org/Head_org_LiXingBa,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LiXingBa,Hero_head/head_LiXingBa_NuQi,5,704014,1,,,,,100,光之修士,JiaoBiao_FuShi_02,48,后排物理输出，强大的范围伤害和单控技能,与高有乾，杨森，王魔并称九龙岛四圣,77,,3,1000,511,159,43,34,,,,,15,7,,,5,6,25,200,,,50,"1,000",10993,3422,933,746,,20300200_1,20300201_1,20300202_1,20300203_1,20300204_1,,,203002_1,,300000,Sound_203002_1_01.mp3,,,,,11,,,,0.5,standby,Sound_203002_1_01.mp3,1,远程/输出;1;0.37;0.67,
203002_4,,203002_4,203002_5,,-1,203002,3,李兴霸,head_org/Head_org_LiXingBa,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LiXingBa,Hero_head/head_LiXingBa_NuQi,5,704014,1,,,,,150,光之修士,JiaoBiao_FuShi_02,90,后排物理输出，强大的范围伤害和单控技能,与高有乾，杨森，王魔并称九龙岛四圣,77,,4,1000,511,159,43,34,,,,,15,7,,,5,6,25,200,,,50,"1,000",15854,4935,1346,1076,,20300200_1,20300201_1,20300202_1,20300203_1,20300204_1,,,203002_1,,600000,Sound_203002_1_01.mp3,,,,,11,,,,0.5,standby,Sound_203002_1_01.mp3,1,远程/输出;1;0.37;0.67,
203002_5,,203002_5,,,-1,203002,3,李兴霸,head_org/Head_org_LiXingBa,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_LiXingBa,Hero_head/head_LiXingBa_NuQi,5,704014,1,,,,,300,光之修士,JiaoBiao_FuShi_03,132,后排物理输出，强大的范围伤害和单控技能,与高有乾，杨森，王魔并称九龙岛四圣,77,,5,1000,511,159,43,34,,,,,15,7,,,5,6,25,200,,,50,"1,000",24985,7778,2121,1697,,20300200_1,20300201_1,20300202_1,20300203_1,20300204_1,,,203002_1,,1000000,Sound_203002_1_01.mp3,,,,,11,,,,0.5,standby,Sound_203002_1_01.mp3,1,远程/输出;1;0.37;0.67,
203003_1,,203003_1,203003_2,,-1,203003,2,魔礼寿,head_org/Head_org_MoLiShou,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiShou,Hero_head/head_MoLiShou_NuQi,5,704015,1,,,,,20,广目天王,JiaoBiao_FuShi_01,8,后排物理输出，强大的范围伤害和单控技能,青，海，红，寿，魔家四兄弟,46,,1,1000,691,152,40,50,,,,,40,5,,,5,6,15,200,,,50,"1,000",6994,1542,411,514,1,20300300_1,20300301_1,20300302_1,20300303_1,20300304_1,,,203003_1,,50000,Sound_203003_1_01.mp3,,,,,11,,,,0.5,standby,Sound_203003_1_01.mp3,1,远程/输出;1;0.37;0.67,
203003_2,,203003_2,203003_3,,-1,203003,2,魔礼寿,head_org/Head_org_MoLiShou,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiShou,Hero_head/head_MoLiShou_NuQi,5,704015,1,,,1,30,50,广目天王,JiaoBiao_FuShi_01,21,后排物理输出，强大的范围伤害和单控技能,青，海，红，寿，魔家四兄弟,46,,2,1000,691,152,40,50,,,,,40,5,,,5,6,15,200,,,50,"1,000",10491,2314,617,771,1,20300300_1,20300301_1,20300302_1,20300303_1,20300304_1,,,203003_1,,100000,Sound_203003_1_01.mp3,,,,,11,,,,0.5,standby,Sound_203003_1_01.mp3,1,远程/输出;1;0.37;0.67,魔礼寿
203003_3,,203003_3,203003_4,,-1,203003,2,魔礼寿,head_org/Head_org_MoLiShou,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiShou,Hero_head/head_MoLiShou_NuQi,5,704015,1,,,,,100,广目天王,JiaoBiao_FuShi_02,48,后排物理输出，强大的范围伤害和单控技能,青，海，红，寿，魔家四兄弟,46,,3,1000,691,152,40,50,,,,,40,5,,,5,6,15,200,,,50,"1,000",15387,3394,905,1131,1,20300300_1,20300301_1,20300302_1,20300303_1,20300304_1,,,203003_1,,300000,Sound_203003_1_01.mp3,,,,,11,,,,0.5,standby,Sound_203003_1_01.mp3,1,远程/输出;1;0.37;0.67,
203003_4,,203003_4,203003_5,,-1,203003,2,魔礼寿,head_org/Head_org_MoLiShou,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiShou,Hero_head/head_MoLiShou_NuQi,5,704015,1,,,,,150,广目天王,JiaoBiao_FuShi_02,90,后排物理输出，强大的范围伤害和单控技能,青，海，红，寿，魔家四兄弟,46,,4,1000,691,152,40,50,,,,,40,5,,,5,6,15,200,,,50,"1,000",22206,4898,1306,1632,1,20300300_1,20300301_1,20300302_1,20300303_1,20300304_1,,,203003_1,,600000,Sound_203003_1_01.mp3,,,,,11,,,,0.5,standby,Sound_203003_1_01.mp3,1,远程/输出;1;0.37;0.67,
