key,Remarks,uniqueId,conditionId,conditionLevel,subConditionId,fettersAttrDesc,fettersAttrData,fettersPrecentAttrData,subConditionRestrict,subConditionValue
2000120506,,2000120506,20001205,6,20001205,Lv.6 同时拥有2个紫色品阶羁绊英雄：攻击+8.5%,,5_850,3_2,1_6
2000120507,,2000120507,20001205,7,20001205,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：攻击+9%,,5_900,3_2,1_7
2000120508,,2000120508,20001205,8,20001205,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：攻击+9.5%,,5_950,3_2,1_8
2000120509,,2000120509,20001205,9,20001205,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：攻击+10%,,5_1000,3_2,1_9
2000120510,,2000120510,20001205,10,20001205,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：攻击+10.5%,,5_1050,3_2,1_10
2000120511,,2000120511,20001205,11,20001205,Lv.11 同时拥有2个橙色品阶羁绊英雄：攻击+11%,,5_1100,3_2,1_11
2010010101,,2010010101,20100101,1,20100101,Lv.1 同时拥有2个1星羁绊英雄：攻击+4%,,5_400,3_2,2_1
2010010102,,2010010102,20100101,2,20100101,Lv.2 同时拥有2个2星羁绊英雄：攻击+8%,,5_800,3_2,2_2
2010010103,,2010010103,20100101,3,20100101,Lv.3 同时拥有2个3星羁绊英雄：攻击+12%,,5_1200,3_2,2_3
2010010104,,2010010104,20100101,4,20100101,Lv.4 同时拥有2个4星羁绊英雄：攻击+16%,,5_1600,3_2,2_4
2010010105,,2010010105,20100101,5,20100101,Lv.5 同时拥有2个5星羁绊英雄：攻击+20%,,5_2000,3_2,2_5
2010010201,,2010010201,20100102,1,20100102,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2010010202,,2010010202,20100102,2,20100102,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2010010203,,2010010203,20100102,3,20100102,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2010010204,,2010010204,20100102,4,20100102,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2010010205,,2010010205,20100102,5,20100102,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2010010301,,2010010301,20100103,1,20100103,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2010010302,,2010010302,20100103,2,20100103,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2010010303,,2010010303,20100103,3,20100103,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2010010304,,2010010304,20100103,4,20100103,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2010010305,,2010010305,20100103,5,20100103,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2010010401,,2010010401,20100104,1,20100104,Lv.1 同时拥有2个绿色品阶羁绊英雄：生命+6%,,1_600,3_2,1_1
2010010402,,2010010402,20100104,2,20100104,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：生命+6.5%,,1_650,3_2,1_2
2010010403,,2010010403,20100104,3,20100104,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+7%,,1_700,3_2,1_3
2010010404,,2010010404,20100104,4,20100104,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：生命+7.5%,,1_750,3_2,1_4
2010010405,,2010010405,20100104,5,20100104,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：生命+8%,,1_800,3_2,1_5
2010010406,,2010010406,20100104,6,20100104,Lv.6 同时拥有2个紫色品阶羁绊英雄：生命+8.5%,,1_850,3_2,1_6
2010010407,,2010010407,20100104,7,20100104,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：生命+9%,,1_900,3_2,1_7
2010010408,,2010010408,20100104,8,20100104,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：生命+9.5%,,1_950,3_2,1_8
2010010409,,2010010409,20100104,9,20100104,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：生命+10%,,1_1000,3_2,1_9
2010010410,,2010010410,20100104,10,20100104,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：生命+10.5%,,1_1050,3_2,1_10
2010010411,,2010010411,20100104,11,20100104,Lv.11 同时拥有2个橙色品阶羁绊英雄：生命+11%,,1_1100,3_2,1_11
2010010501,,2010010501,20100105,1,20100105,Lv.1 同时拥有2个绿色品阶羁绊英雄：攻击+6%,,5_600,3_2,1_1
2010010502,,2010010502,20100105,2,20100105,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：攻击+6.5%,,5_650,3_2,1_2
2010010503,,2010010503,20100105,3,20100105,Lv.3 同时拥有2个蓝色品阶羁绊英雄：攻击+7%,,5_700,3_2,1_3
2010010504,,2010010504,20100105,4,20100105,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：攻击+7.5%,,5_750,3_2,1_4
2010010505,,2010010505,20100105,5,20100105,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：攻击+8%,,5_800,3_2,1_5
2010010506,,2010010506,20100105,6,20100105,Lv.6 同时拥有2个紫色品阶羁绊英雄：攻击+8.5%,,5_850,3_2,1_6
2010010507,,2010010507,20100105,7,20100105,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：攻击+9%,,5_900,3_2,1_7
2010010508,,2010010508,20100105,8,20100105,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：攻击+9.5%,,5_950,3_2,1_8
2010010509,,2010010509,20100105,9,20100105,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：攻击+10%,,5_1000,3_2,1_9
2010010510,,2010010510,20100105,10,20100105,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：攻击+10.5%,,5_1050,3_2,1_10
2010010511,,2010010511,20100105,11,20100105,Lv.11 同时拥有2个橙色品阶羁绊英雄：攻击+11%,,5_1100,3_2,1_11
2010050101,,2010050101,20100501,1,20100501,Lv.1 同时拥有2个1星羁绊英雄：攻击+4%,,5_400,3_2,2_1
2010050102,,2010050102,20100501,2,20100501,Lv.2 同时拥有2个2星羁绊英雄：攻击+8%,,5_800,3_2,2_2
2010050103,,2010050103,20100501,3,20100501,Lv.3 同时拥有2个3星羁绊英雄：攻击+12%,,5_1200,3_2,2_3
2010050104,,2010050104,20100501,4,20100501,Lv.4 同时拥有2个4星羁绊英雄：攻击+16%,,5_1600,3_2,2_4
2010050105,,2010050105,20100501,5,20100501,Lv.5 同时拥有2个5星羁绊英雄：攻击+20%,,5_2000,3_2,2_5
2010050201,,2010050201,20100502,1,20100502,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2010050202,,2010050202,20100502,2,20100502,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2010050203,,2010050203,20100502,3,20100502,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2010050204,,2010050204,20100502,4,20100502,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2010050205,,2010050205,20100502,5,20100502,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2010050301,,2010050301,20100503,1,20100503,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2010050302,,2010050302,20100503,2,20100503,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2010050303,,2010050303,20100503,3,20100503,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2010050304,,2010050304,20100503,4,20100503,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2010050305,,2010050305,20100503,5,20100503,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2010050401,,2010050401,20100504,1,20100504,Lv.1 同时拥有2个绿色品阶羁绊英雄：生命+6%,,1_600,3_2,1_1
2010050402,,2010050402,20100504,2,20100504,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：生命+6.5%,,1_650,3_2,1_2
2010050403,,2010050403,20100504,3,20100504,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+7%,,1_700,3_2,1_3
2010050404,,2010050404,20100504,4,20100504,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：生命+7.5%,,1_750,3_2,1_4
2010050405,,2010050405,20100504,5,20100504,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：生命+8%,,1_800,3_2,1_5
2010050501,,2010050501,20100505,1,20100505,Lv.1 同时拥有2个绿色品阶羁绊英雄：攻击+6%,,5_600,3_2,1_1
2010050502,,2010050502,20100505,2,20100505,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：攻击+6.5%,,5_650,3_2,1_2
2010050503,,2010050503,20100505,3,20100505,Lv.3 同时拥有2个蓝色品阶羁绊英雄：攻击+7%,,5_700,3_2,1_3
2010050504,,2010050504,20100505,4,20100505,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：攻击+7.5%,,5_750,3_2,1_4
2010050505,,2010050505,20100505,5,20100505,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：攻击+8%,,5_800,3_2,1_5
2010050506,,2010050506,20100505,6,20100505,Lv.6 同时拥有2个紫色品阶羁绊英雄：攻击+8.5%,,5_850,3_2,1_6
2010050507,,2010050507,20100505,7,20100505,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：攻击+9%,,5_900,3_2,1_7
2010050508,,2010050508,20100505,8,20100505,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：攻击+9.5%,,5_950,3_2,1_8
2010050509,,2010050509,20100505,9,20100505,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：攻击+10%,,5_1000,3_2,1_9
2010050510,,2010050510,20100505,10,20100505,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：攻击+10.5%,,5_1050,3_2,1_10
2010050511,,2010050511,20100505,11,20100505,Lv.11 同时拥有2个橙色品阶羁绊英雄：攻击+11%,,5_1100,3_2,1_11
2010040101,,2010040101,20100401,1,20100401,Lv.1 同时拥有2个1星羁绊英雄：攻击+4%,,5_400,3_2,2_1
2010040102,,2010040102,20100401,2,20100401,Lv.2 同时拥有2个2星羁绊英雄：攻击+8%,,5_800,3_2,2_2
2010040103,,2010040103,20100401,3,20100401,Lv.3 同时拥有2个3星羁绊英雄：攻击+12%,,5_1200,3_2,2_3
2010040104,,2010040104,20100401,4,20100401,Lv.4 同时拥有2个4星羁绊英雄：攻击+16%,,5_1600,3_2,2_4
2010040105,,2010040105,20100401,5,20100401,Lv.5 同时拥有2个5星羁绊英雄：攻击+20%,,5_2000,3_2,2_5
2010040201,,2010040201,20100402,1,20100402,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2010040202,,2010040202,20100402,2,20100402,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2010040203,,2010040203,20100402,3,20100402,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2010040204,,2010040204,20100402,4,20100402,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2010040205,,2010040205,20100402,5,20100402,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2010040301,,2010040301,20100403,1,20100403,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2010040302,,2010040302,20100403,2,20100403,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2010040303,,2010040303,20100403,3,20100403,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2010040304,,2010040304,20100403,4,20100403,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2010040305,,2010040305,20100403,5,20100403,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2010040401,,2010040401,20100404,1,20100404,Lv.1 同时拥有2个绿色品阶羁绊英雄：生命+6%,,1_600,3_2,1_1
2010040402,,2010040402,20100404,2,20100404,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：生命+6.5%,,1_650,3_2,1_2
2010040403,,2010040403,20100404,3,20100404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+7%,,1_700,3_2,1_3
2010040404,,2010040404,20100404,4,20100404,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：生命+7.5%,,1_750,3_2,1_4
2010040405,,2010040405,20100404,5,20100404,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：生命+8%,,1_800,3_2,1_5
2010040406,,2010040406,20100404,6,20100404,Lv.6 同时拥有2个紫色品阶羁绊英雄：生命+8.5%,,1_850,3_2,1_6
2010040407,,2010040407,20100404,7,20100404,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：生命+9%,,1_900,3_2,1_7
2010040408,,2010040408,20100404,8,20100404,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：生命+9.5%,,1_950,3_2,1_8
2010040409,,2010040409,20100404,9,20100404,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：生命+10%,,1_1000,3_2,1_9
2010040410,,2010040410,20100404,10,20100404,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：生命+10.5%,,1_1050,3_2,1_10
2010040411,,2010040411,20100404,11,20100404,Lv.11 同时拥有2个橙色品阶羁绊英雄：生命+11%,,1_1100,3_2,1_11
2010040501,,2010040501,20100405,1,20100405,Lv.1 同时拥有2个绿色品阶羁绊英雄：攻击+6%,,5_600,3_2,1_1
2010040502,,2010040502,20100405,2,20100405,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：攻击+6.5%,,5_650,3_2,1_2
2010040503,,2010040503,20100405,3,20100405,Lv.3 同时拥有2个蓝色品阶羁绊英雄：攻击+7%,,5_700,3_2,1_3
2010040504,,2010040504,20100405,4,20100405,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：攻击+7.5%,,5_750,3_2,1_4
2010040505,,2010040505,20100405,5,20100405,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：攻击+8%,,5_800,3_2,1_5
2020060101,,2020060101,20200601,1,20200601,Lv.1 同时拥有2个1星羁绊英雄：攻击+4%,,5_400,3_2,2_1
2020060102,,2020060102,20200601,2,20200601,Lv.2 同时拥有2个2星羁绊英雄：攻击+8%,,5_800,3_2,2_2
2020060103,,2020060103,20200601,3,20200601,Lv.3 同时拥有2个3星羁绊英雄：攻击+12%,,5_1200,3_2,2_3
2020060104,,2020060104,20200601,4,20200601,Lv.4 同时拥有2个4星羁绊英雄：攻击+16%,,5_1600,3_2,2_4
2020060105,,2020060105,20200601,5,20200601,Lv.5 同时拥有2个5星羁绊英雄：攻击+20%,,5_2000,3_2,2_5
2020060201,,2020060201,20200602,1,20200602,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2020060202,,2020060202,20200602,2,20200602,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2020060203,,2020060203,20200602,3,20200602,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2020060204,,2020060204,20200602,4,20200602,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2020060205,,2020060205,20200602,5,20200602,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2020060301,,2020060301,20200603,1,20200603,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2020060302,,2020060302,20200603,2,20200603,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2020060303,,2020060303,20200603,3,20200603,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2020060304,,2020060304,20200603,4,20200603,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2020060305,,2020060305,20200603,5,20200603,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2020060401,,2020060401,20200604,1,20200604,Lv.1 同时拥有2个绿色品阶羁绊英雄：生命+6%,,1_600,3_2,1_1
2020060402,,2020060402,20200604,2,20200604,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：生命+6.5%,,1_650,3_2,1_2
2020060403,,2020060403,20200604,3,20200604,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+7%,,1_700,3_2,1_3
2020060404,,2020060404,20200604,4,20200604,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：生命+7.5%,,1_750,3_2,1_4
2020060405,,2020060405,20200604,5,20200604,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：生命+8%,,1_800,3_2,1_5
2020060406,,2020060406,20200604,6,20200604,Lv.6 同时拥有2个紫色品阶羁绊英雄：生命+8.5%,,1_850,3_2,1_6
2020060407,,2020060407,20200604,7,20200604,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：生命+9%,,1_900,3_2,1_7
2020060408,,2020060408,20200604,8,20200604,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：生命+9.5%,,1_950,3_2,1_8
2020060409,,2020060409,20200604,9,20200604,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：生命+10%,,1_1000,3_2,1_9
2020060410,,2020060410,20200604,10,20200604,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：生命+10.5%,,1_1050,3_2,1_10
2020060411,,2020060411,20200604,11,20200604,Lv.11 同时拥有2个橙色品阶羁绊英雄：生命+11%,,1_1100,3_2,1_11
2020060501,,2020060501,20200605,1,20200605,Lv.1 同时拥有2个绿色品阶羁绊英雄：攻击+6%,,5_600,3_2,1_1
2020060502,,2020060502,20200605,2,20200605,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：攻击+6.5%,,5_650,3_2,1_2
2020060503,,2020060503,20200605,3,20200605,Lv.3 同时拥有2个蓝色品阶羁绊英雄：攻击+7%,,5_700,3_2,1_3
2020060504,,2020060504,20200605,4,20200605,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：攻击+7.5%,,5_750,3_2,1_4
2020060505,,2020060505,20200605,5,20200605,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：攻击+8%,,5_800,3_2,1_5
2020060506,,2020060506,20200605,6,20200605,Lv.6 同时拥有2个紫色品阶羁绊英雄：攻击+8.5%,,5_850,3_2,1_6
2020060507,,2020060507,20200605,7,20200605,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：攻击+9%,,5_900,3_2,1_7
2020060508,,2020060508,20200605,8,20200605,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：攻击+9.5%,,5_950,3_2,1_8
2020060509,,2020060509,20200605,9,20200605,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：攻击+10%,,5_1000,3_2,1_9
2020060510,,2020060510,20200605,10,20200605,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：攻击+10.5%,,5_1050,3_2,1_10
2020060511,,2020060511,20200605,11,20200605,Lv.11 同时拥有2个橙色品阶羁绊英雄：攻击+11%,,5_1100,3_2,1_11
2040030101,,2040030101,20400301,1,20400301,Lv.1 同时拥有2个1星羁绊英雄：攻击+4%,,5_400,3_2,2_1
2040030102,,2040030102,20400301,2,20400301,Lv.2 同时拥有2个2星羁绊英雄：攻击+8%,,5_800,3_2,2_2
2040030103,,2040030103,20400301,3,20400301,Lv.3 同时拥有2个3星羁绊英雄：攻击+12%,,5_1200,3_2,2_3
2040030104,,2040030104,20400301,4,20400301,Lv.4 同时拥有2个4星羁绊英雄：攻击+16%,,5_1600,3_2,2_4
2040030105,,2040030105,20400301,5,20400301,Lv.5 同时拥有2个5星羁绊英雄：攻击+20%,,5_2000,3_2,2_5
2040030201,,2040030201,20400302,1,20400302,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2040030202,,2040030202,20400302,2,20400302,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2040030203,,2040030203,20400302,3,20400302,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2040030204,,2040030204,20400302,4,20400302,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2040030205,,2040030205,20400302,5,20400302,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2040030301,,2040030301,20400303,1,20400303,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2040030302,,2040030302,20400303,2,20400303,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2040030303,,2040030303,20400303,3,20400303,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2040030304,,2040030304,20400303,4,20400303,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2040030305,,2040030305,20400303,5,20400303,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2040030401,,2040030401,20400304,1,20400304,Lv.1 同时拥有2个绿色品阶羁绊英雄：生命+6%,,1_600,3_2,1_1
2040030402,,2040030402,20400304,2,20400304,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：生命+6.5%,,1_650,3_2,1_2
2040030403,,2040030403,20400304,3,20400304,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+7%,,1_700,3_2,1_3
2040030404,,2040030404,20400304,4,20400304,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：生命+7.5%,,1_750,3_2,1_4
2040030405,,2040030405,20400304,5,20400304,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：生命+8%,,1_800,3_2,1_5
2040030406,,2040030406,20400304,6,20400304,Lv.6 同时拥有2个紫色品阶羁绊英雄：生命+8.5%,,1_850,3_2,1_6
2040030407,,2040030407,20400304,7,20400304,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：生命+9%,,1_900,3_2,1_7
2040030408,,2040030408,20400304,8,20400304,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：生命+9.5%,,1_950,3_2,1_8
2040030409,,2040030409,20400304,9,20400304,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：生命+10%,,1_1000,3_2,1_9
2040030410,,2040030410,20400304,10,20400304,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：生命+10.5%,,1_1050,3_2,1_10
2040030411,,2040030411,20400304,11,20400304,Lv.11 同时拥有2个橙色品阶羁绊英雄：生命+11%,,1_1100,3_2,1_11
2040030501,,2040030501,20400305,1,20400305,Lv.1 同时拥有2个绿色品阶羁绊英雄：攻击+6%,,5_600,3_2,1_1
2040030502,,2040030502,20400305,2,20400305,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：攻击+6.5%,,5_650,3_2,1_2
2040030503,,2040030503,20400305,3,20400305,Lv.3 同时拥有2个蓝色品阶羁绊英雄：攻击+7%,,5_700,3_2,1_3
2040030504,,2040030504,20400305,4,20400305,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：攻击+7.5%,,5_750,3_2,1_4
2040030505,,2040030505,20400305,5,20400305,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：攻击+8%,,5_800,3_2,1_5
2040030506,,2040030506,20400305,6,20400305,Lv.6 同时拥有2个紫色品阶羁绊英雄：攻击+8.5%,,5_850,3_2,1_6
2040030507,,2040030507,20400305,7,20400305,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：攻击+9%,,5_900,3_2,1_7
2040030508,,2040030508,20400305,8,20400305,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：攻击+9.5%,,5_950,3_2,1_8
2040030509,,2040030509,20400305,9,20400305,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：攻击+10%,,5_1000,3_2,1_9
2040030510,,2040030510,20400305,10,20400305,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：攻击+10.5%,,5_1050,3_2,1_10
2040030511,,2040030511,20400305,11,20400305,Lv.11 同时拥有2个橙色品阶羁绊英雄：攻击+11%,,5_1100,3_2,1_11
2010070101,,2010070101,20100701,1,20100701,Lv.1 同时拥有2个1星羁绊英雄：攻击+4%,,5_400,3_2,2_1
2010070102,,2010070102,20100701,2,20100701,Lv.2 同时拥有2个2星羁绊英雄：攻击+8%,,5_800,3_2,2_2
2010070103,,2010070103,20100701,3,20100701,Lv.3 同时拥有2个3星羁绊英雄：攻击+12%,,5_1200,3_2,2_3
2010070104,,2010070104,20100701,4,20100701,Lv.4 同时拥有2个4星羁绊英雄：攻击+16%,,5_1600,3_2,2_4
2010070105,,2010070105,20100701,5,20100701,Lv.5 同时拥有2个5星羁绊英雄：攻击+20%,,5_2000,3_2,2_5
2010070201,,2010070201,20100702,1,20100702,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2010070202,,2010070202,20100702,2,20100702,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2010070203,,2010070203,20100702,3,20100702,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2010070204,,2010070204,20100702,4,20100702,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2010070205,,2010070205,20100702,5,20100702,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2010070301,,2010070301,20100703,1,20100703,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2010070302,,2010070302,20100703,2,20100703,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2010070303,,2010070303,20100703,3,20100703,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2010070304,,2010070304,20100703,4,20100703,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2010070305,,2010070305,20100703,5,20100703,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2010070401,,2010070401,20100704,1,20100704,Lv.1 同时拥有2个绿色品阶羁绊英雄：生命+6%,,1_600,3_2,1_1
2010070402,,2010070402,20100704,2,20100704,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：生命+6.5%,,1_650,3_2,1_2
2010070403,,2010070403,20100704,3,20100704,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+7%,,1_700,3_2,1_3
2010070404,,2010070404,20100704,4,20100704,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：生命+7.5%,,1_750,3_2,1_4
2010070405,,2010070405,20100704,5,20100704,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：生命+8%,,1_800,3_2,1_5
2010070501,,2010070501,20100705,1,20100705,Lv.1 同时拥有2个绿色品阶羁绊英雄：攻击+6%,,5_600,3_2,1_1
2010070502,,2010070502,20100705,2,20100705,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：攻击+6.5%,,5_650,3_2,1_2
2010070503,,2010070503,20100705,3,20100705,Lv.3 同时拥有2个蓝色品阶羁绊英雄：攻击+7%,,5_700,3_2,1_3
2010070504,,2010070504,20100705,4,20100705,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：攻击+7.5%,,5_750,3_2,1_4
2010070505,,2010070505,20100705,5,20100705,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：攻击+8%,,5_800,3_2,1_5
2010070506,,2010070506,20100705,6,20100705,Lv.6 同时拥有2个紫色品阶羁绊英雄：攻击+8.5%,,5_850,3_2,1_6
2010070507,,2010070507,20100705,7,20100705,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：攻击+9%,,5_900,3_2,1_7
