key,Remarks,uniqueId,conditionId,conditionLevel,subConditionId,nextID,fettersAttrDesc,fettersAttrData,fettersPrecentAttrData,subConditionRestrict,subConditionValue
2010050303,,2010050303,20100503,3,20100503,2010050304,Lv.3 同时拥有2个3星羁绊英雄：生命+4800,生命_4800,,3_2,2_3
2010050304,,2010050304,20100503,4,20100503,2010050305,Lv.4 同时拥有2个4星羁绊英雄：生命+6720,生命_6720,,3_2,2_4
2010050305,,2010050305,20100503,5,20100503,,Lv.5 同时拥有2个5星羁绊英雄：生命+8640,生命_8640,,3_2,2_5
2010050401,,2010050401,20100504,1,20100504,2010050402,Lv.1 同时拥有2个白色品阶羁绊英雄：生命+960,生命_960,,3_2,1_0
2010050402,,2010050402,20100504,2,20100504,2010050403,Lv.2 同时拥有2个绿色品阶羁绊英雄：生命+2880,生命_2880,,3_2,1_1
2010050403,,2010050403,20100504,3,20100504,2010050404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+4800,生命_4800,,3_2,1_4
2010050404,,2010050404,20100504,4,20100504,2010050405,Lv.4 同时拥有2个紫色品阶羁绊英雄：生命+6720,生命_6720,,3_2,1_8
2010050405,,2010050405,20100504,5,20100504,,Lv.5 同时拥有2个橙色品阶羁绊英雄：生命+8640,生命_8640,,3_2,1_13
2010050501,,2010050501,20100505,1,20100505,2010050502,Lv.1 同时拥有2个白色品阶羁绊英雄：物理攻击+120,物理攻击_120,,3_2,1_0
2010050502,,2010050502,20100505,2,20100505,2010050503,Lv.2 同时拥有2个绿色品阶羁绊英雄：物理攻击+360,物理攻击_360,,3_2,1_1
2010050503,,2010050503,20100505,3,20100505,2010050504,Lv.3 同时拥有2个蓝色品阶羁绊英雄：物理攻击+600,物理攻击_600,,3_2,1_4
2010050504,,2010050504,20100505,4,20100505,2010050505,Lv.4 同时拥有2个紫色品阶羁绊英雄：物理攻击+840,物理攻击_840,,3_2,1_8
2010050505,,2010050505,20100505,5,20100505,,Lv.5 同时拥有2个橙色品阶羁绊英雄：物理攻击+1080,物理攻击_1080,,3_2,1_13
2010040101,,2010040101,20100401,1,20100401,2010040102,Lv.1 同时拥有2个1星羁绊英雄：物理攻击+120,物理攻击_120,,3_2,2_1
2010040102,,2010040102,20100401,2,20100401,2010040103,Lv.2 同时拥有2个2星羁绊英雄：物理攻击+360,物理攻击_360,,3_2,2_2
2010040103,,2010040103,20100401,3,20100401,2010040104,Lv.3 同时拥有2个3星羁绊英雄：物理攻击+600,物理攻击_600,,3_2,2_3
2010040104,,2010040104,20100401,4,20100401,2010040105,Lv.4 同时拥有2个4星羁绊英雄：物理攻击+840,物理攻击_840,,3_2,2_4
2010040105,,2010040105,20100401,5,20100401,,Lv.5 同时拥有2个5星羁绊英雄：物理攻击+1080,物理攻击_1080,,3_2,2_5
2010040201,,2010040201,20100402,1,20100402,2010040202,Lv.1 同时拥有2个1星羁绊英雄：生命+960,生命_960,,3_2,2_1
2010040202,,2010040202,20100402,2,20100402,2010040203,Lv.2 同时拥有2个2星羁绊英雄：生命+2880,生命_2880,,3_2,2_2
2010040203,,2010040203,20100402,3,20100402,2010040204,Lv.3 同时拥有2个3星羁绊英雄：生命+4800,生命_4800,,3_2,2_3
2010040204,,2010040204,20100402,4,20100402,2010040205,Lv.4 同时拥有2个4星羁绊英雄：生命+6720,生命_6720,,3_2,2_4
2010040205,,2010040205,20100402,5,20100402,,Lv.5 同时拥有2个5星羁绊英雄：生命+8640,生命_8640,,3_2,2_5
2010040301,,2010040301,20100403,1,20100403,2010040302,Lv.1 同时拥有2个1星羁绊英雄：生命+960,生命_960,,3_2,2_1
2010040302,,2010040302,20100403,2,20100403,2010040303,Lv.2 同时拥有2个2星羁绊英雄：生命+2880,生命_2880,,3_2,2_2
2010040303,,2010040303,20100403,3,20100403,2010040304,Lv.3 同时拥有2个3星羁绊英雄：生命+4800,生命_4800,,3_2,2_3
2010040304,,2010040304,20100403,4,20100403,2010040305,Lv.4 同时拥有2个4星羁绊英雄：生命+6720,生命_6720,,3_2,2_4
2010040305,,2010040305,20100403,5,20100403,,Lv.5 同时拥有2个5星羁绊英雄：生命+8640,生命_8640,,3_2,2_5
2010040401,,2010040401,20100404,1,20100404,2010040402,Lv.1 同时拥有2个白色品阶羁绊英雄：生命+960,生命_960,,3_2,1_0
2010040402,,2010040402,20100404,2,20100404,2010040403,Lv.2 同时拥有2个绿色品阶羁绊英雄：生命+2880,生命_2880,,3_2,1_1
2010040403,,2010040403,20100404,3,20100404,2010040404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+4800,生命_4800,,3_2,1_4
2010040404,,2010040404,20100404,4,20100404,2010040405,Lv.4 同时拥有2个紫色品阶羁绊英雄：生命+6720,生命_6720,,3_2,1_8
2010040405,,2010040405,20100404,5,20100404,,Lv.5 同时拥有2个橙色品阶羁绊英雄：生命+8640,生命_8640,,3_2,1_13
2010040501,,2010040501,20100405,1,20100405,2010040502,Lv.1 同时拥有2个白色品阶羁绊英雄：物理攻击+120,物理攻击_120,,3_2,1_0
2010040502,,2010040502,20100405,2,20100405,2010040503,Lv.2 同时拥有2个绿色品阶羁绊英雄：物理攻击+360,物理攻击_360,,3_2,1_1
2010040503,,2010040503,20100405,3,20100405,2010040504,Lv.3 同时拥有2个蓝色品阶羁绊英雄：物理攻击+600,物理攻击_600,,3_2,1_4
2010040504,,2010040504,20100405,4,20100405,2010040505,Lv.4 同时拥有2个紫色品阶羁绊英雄：物理攻击+840,物理攻击_840,,3_2,1_8
2010040505,,2010040505,20100405,5,20100405,,Lv.5 同时拥有2个橙色品阶羁绊英雄：物理攻击+1080,物理攻击_1080,,3_2,1_13
2020060101,,2020060101,20200601,1,20200601,2020060102,Lv.1 同时拥有2个1星羁绊英雄：法术攻击+120,法术攻击_120,,3_2,2_1
2020060102,,2020060102,20200601,2,20200601,2020060103,Lv.2 同时拥有2个2星羁绊英雄：法术攻击+360,法术攻击_360,,3_2,2_2
2020060103,,2020060103,20200601,3,20200601,2020060104,Lv.3 同时拥有2个3星羁绊英雄：法术攻击+600,法术攻击_600,,3_2,2_3
2020060104,,2020060104,20200601,4,20200601,2020060105,Lv.4 同时拥有2个4星羁绊英雄：法术攻击+840,法术攻击_840,,3_2,2_4
2020060105,,2020060105,20200601,5,20200601,,Lv.5 同时拥有2个5星羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,2_5
2020060201,,2020060201,20200602,1,20200602,2020060202,Lv.1 同时拥有2个1星羁绊英雄：生命+960,生命_960,,3_2,2_1
2020060202,,2020060202,20200602,2,20200602,2020060203,Lv.2 同时拥有2个2星羁绊英雄：生命+2880,生命_2880,,3_2,2_2
2020060203,,2020060203,20200602,3,20200602,2020060204,Lv.3 同时拥有2个3星羁绊英雄：生命+4800,生命_4800,,3_2,2_3
2020060204,,2020060204,20200602,4,20200602,2020060205,Lv.4 同时拥有2个4星羁绊英雄：生命+6720,生命_6720,,3_2,2_4
2020060205,,2020060205,20200602,5,20200602,,Lv.5 同时拥有2个5星羁绊英雄：生命+8640,生命_8640,,3_2,2_5
2020060301,,2020060301,20200603,1,20200603,2020060302,Lv.1 同时拥有2个1星羁绊英雄：生命+960,生命_960,,3_2,2_1
2020060302,,2020060302,20200603,2,20200603,2020060303,Lv.2 同时拥有2个2星羁绊英雄：生命+2880,生命_2880,,3_2,2_2
2020060303,,2020060303,20200603,3,20200603,2020060304,Lv.3 同时拥有2个3星羁绊英雄：生命+4800,生命_4800,,3_2,2_3
2020060304,,2020060304,20200603,4,20200603,2020060305,Lv.4 同时拥有2个4星羁绊英雄：生命+6720,生命_6720,,3_2,2_4
2020060305,,2020060305,20200603,5,20200603,,Lv.5 同时拥有2个5星羁绊英雄：生命+8640,生命_8640,,3_2,2_5
2020060401,,2020060401,20200604,1,20200604,2020060402,Lv.1 同时拥有2个白色品阶羁绊英雄：生命+960,生命_960,,3_2,1_0
2020060402,,2020060402,20200604,2,20200604,2020060403,Lv.2 同时拥有2个绿色品阶羁绊英雄：生命+2880,生命_2880,,3_2,1_1
2020060403,,2020060403,20200604,3,20200604,2020060404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+4800,生命_4800,,3_2,1_4
2020060404,,2020060404,20200604,4,20200604,2020060405,Lv.4 同时拥有2个紫色品阶羁绊英雄：生命+6720,生命_6720,,3_2,1_8
2020060405,,2020060405,20200604,5,20200604,,Lv.5 同时拥有2个橙色品阶羁绊英雄：生命+8640,生命_8640,,3_2,1_13
2020060501,,2020060501,20200605,1,20200605,2020060502,Lv.1 同时拥有2个白色品阶羁绊英雄：法术攻击+120,法术攻击_120,,3_2,1_0
2020060502,,2020060502,20200605,2,20200605,2020060503,Lv.2 同时拥有2个绿色品阶羁绊英雄：法术攻击+360,法术攻击_360,,3_2,1_1
2020060503,,2020060503,20200605,3,20200605,2020060504,Lv.3 同时拥有2个蓝色品阶羁绊英雄：法术攻击+600,法术攻击_600,,3_2,1_4
2020060504,,2020060504,20200605,4,20200605,2020060505,Lv.4 同时拥有2个紫色品阶羁绊英雄：法术攻击+840,法术攻击_840,,3_2,1_8
2020060505,,2020060505,20200605,5,20200605,,Lv.5 同时拥有2个橙色品阶羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,1_13
2040030101,,2040030101,20400301,1,20400301,2040030102,Lv.1 同时拥有2个1星羁绊英雄：物理攻击+120,物理攻击_120,,3_2,2_1
2040030102,,2040030102,20400301,2,20400301,2040030103,Lv.2 同时拥有2个2星羁绊英雄：物理攻击+360,物理攻击_360,,3_2,2_2
2040030103,,2040030103,20400301,3,20400301,2040030104,Lv.3 同时拥有2个3星羁绊英雄：物理攻击+600,物理攻击_600,,3_2,2_3
2040030104,,2040030104,20400301,4,20400301,2040030105,Lv.4 同时拥有2个4星羁绊英雄：物理攻击+840,物理攻击_840,,3_2,2_4
2040030105,,2040030105,20400301,5,20400301,,Lv.5 同时拥有2个5星羁绊英雄：物理攻击+1080,物理攻击_1080,,3_2,2_5
2040030201,,2040030201,20400302,1,20400302,2040030202,Lv.1 同时拥有2个1星羁绊英雄：生命+960,生命_960,,3_2,2_1
2040030202,,2040030202,20400302,2,20400302,2040030203,Lv.2 同时拥有2个2星羁绊英雄：生命+2880,生命_2880,,3_2,2_2
2040030203,,2040030203,20400302,3,20400302,2040030204,Lv.3 同时拥有2个3星羁绊英雄：生命+4800,生命_4800,,3_2,2_3
2040030204,,2040030204,20400302,4,20400302,2040030205,Lv.4 同时拥有2个4星羁绊英雄：生命+6720,生命_6720,,3_2,2_4
2040030205,,2040030205,20400302,5,20400302,,Lv.5 同时拥有2个5星羁绊英雄：生命+8640,生命_8640,,3_2,2_5
2040030301,,2040030301,20400303,1,20400303,2040030302,Lv.1 同时拥有2个1星羁绊英雄：生命+960,生命_960,,3_2,2_1
2040030302,,2040030302,20400303,2,20400303,2040030303,Lv.2 同时拥有2个2星羁绊英雄：生命+2880,生命_2880,,3_2,2_2
2040030303,,2040030303,20400303,3,20400303,2040030304,Lv.3 同时拥有2个3星羁绊英雄：生命+4800,生命_4800,,3_2,2_3
2040030304,,2040030304,20400303,4,20400303,2040030305,Lv.4 同时拥有2个4星羁绊英雄：生命+6720,生命_6720,,3_2,2_4
2040030305,,2040030305,20400303,5,20400303,,Lv.5 同时拥有2个5星羁绊英雄：生命+8640,生命_8640,,3_2,2_5
2040030401,,2040030401,20400304,1,20400304,2040030402,Lv.1 同时拥有2个白色品阶羁绊英雄：生命+960,生命_960,,3_2,1_0
2040030402,,2040030402,20400304,2,20400304,2040030403,Lv.2 同时拥有2个绿色品阶羁绊英雄：生命+2880,生命_2880,,3_2,1_1
2040030403,,2040030403,20400304,3,20400304,2040030404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+4800,生命_4800,,3_2,1_4
2040030404,,2040030404,20400304,4,20400304,2040030405,Lv.4 同时拥有2个紫色品阶羁绊英雄：生命+6720,生命_6720,,3_2,1_8
2040030405,,2040030405,20400304,5,20400304,,Lv.5 同时拥有2个橙色品阶羁绊英雄：生命+8640,生命_8640,,3_2,1_13
2040030501,,2040030501,20400305,1,20400305,2040030502,Lv.1 同时拥有2个白色品阶羁绊英雄：物理攻击+120,物理攻击_120,,3_2,1_0
2040030502,,2040030502,20400305,2,20400305,2040030503,Lv.2 同时拥有2个绿色品阶羁绊英雄：物理攻击+360,物理攻击_360,,3_2,1_1
2040030503,,2040030503,20400305,3,20400305,2040030504,Lv.3 同时拥有2个蓝色品阶羁绊英雄：物理攻击+600,物理攻击_600,,3_2,1_4
2040030504,,2040030504,20400305,4,20400305,2040030505,Lv.4 同时拥有2个紫色品阶羁绊英雄：物理攻击+840,物理攻击_840,,3_2,1_8
2040030505,,2040030505,20400305,5,20400305,,Lv.5 同时拥有2个橙色品阶羁绊英雄：物理攻击+1080,物理攻击_1080,,3_2,1_13
2010070101,,2010070101,20100701,1,20100701,2010070102,Lv.1 同时拥有2个1星羁绊英雄：物理攻击+120,物理攻击_120,,3_2,2_1
2010070102,,2010070102,20100701,2,20100701,2010070103,Lv.2 同时拥有2个2星羁绊英雄：物理攻击+360,物理攻击_360,,3_2,2_2
2010070103,,2010070103,20100701,3,20100701,2010070104,Lv.3 同时拥有2个3星羁绊英雄：物理攻击+600,物理攻击_600,,3_2,2_3
2010070104,,2010070104,20100701,4,20100701,2010070105,Lv.4 同时拥有2个4星羁绊英雄：物理攻击+840,物理攻击_840,,3_2,2_4
2010070105,,2010070105,20100701,5,20100701,,Lv.5 同时拥有2个5星羁绊英雄：物理攻击+1080,物理攻击_1080,,3_2,2_5
2010070201,,2010070201,20100702,1,20100702,2010070202,Lv.1 同时拥有2个1星羁绊英雄：生命+960,生命_960,,3_2,2_1
2010070202,,2010070202,20100702,2,20100702,2010070203,Lv.2 同时拥有2个2星羁绊英雄：生命+2880,生命_2880,,3_2,2_2
2010070203,,2010070203,20100702,3,20100702,2010070204,Lv.3 同时拥有2个3星羁绊英雄：生命+4800,生命_4800,,3_2,2_3
2010070204,,2010070204,20100702,4,20100702,2010070205,Lv.4 同时拥有2个4星羁绊英雄：生命+6720,生命_6720,,3_2,2_4
2010070205,,2010070205,20100702,5,20100702,,Lv.5 同时拥有2个5星羁绊英雄：生命+8640,生命_8640,,3_2,2_5
2010070301,,2010070301,20100703,1,20100703,2010070302,Lv.1 同时拥有2个1星羁绊英雄：生命+960,生命_960,,3_2,2_1
2010070302,,2010070302,20100703,2,20100703,2010070303,Lv.2 同时拥有2个2星羁绊英雄：生命+2880,生命_2880,,3_2,2_2
2010070303,,2010070303,20100703,3,20100703,2010070304,Lv.3 同时拥有2个3星羁绊英雄：生命+4800,生命_4800,,3_2,2_3
2010070304,,2010070304,20100703,4,20100703,2010070305,Lv.4 同时拥有2个4星羁绊英雄：生命+6720,生命_6720,,3_2,2_4
2010070305,,2010070305,20100703,5,20100703,,Lv.5 同时拥有2个5星羁绊英雄：生命+8640,生命_8640,,3_2,2_5
2010070401,,2010070401,20100704,1,20100704,2010070402,Lv.1 同时拥有2个白色品阶羁绊英雄：生命+960,生命_960,,3_2,1_0
2010070402,,2010070402,20100704,2,20100704,2010070403,Lv.2 同时拥有2个绿色品阶羁绊英雄：生命+2880,生命_2880,,3_2,1_1
2010070403,,2010070403,20100704,3,20100704,2010070404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+4800,生命_4800,,3_2,1_4
2010070404,,2010070404,20100704,4,20100704,2010070405,Lv.4 同时拥有2个紫色品阶羁绊英雄：生命+6720,生命_6720,,3_2,1_8
2010070405,,2010070405,20100704,5,20100704,,Lv.5 同时拥有2个橙色品阶羁绊英雄：生命+8640,生命_8640,,3_2,1_13
2010070501,,2010070501,20100705,1,20100705,2010070502,Lv.1 同时拥有2个白色品阶羁绊英雄：物理攻击+120,物理攻击_120,,3_2,1_0
2010070502,,2010070502,20100705,2,20100705,2010070503,Lv.2 同时拥有2个绿色品阶羁绊英雄：物理攻击+360,物理攻击_360,,3_2,1_1
2010070503,,2010070503,20100705,3,20100705,2010070504,Lv.3 同时拥有2个蓝色品阶羁绊英雄：物理攻击+600,物理攻击_600,,3_2,1_4
2010070504,,2010070504,20100705,4,20100705,2010070505,Lv.4 同时拥有2个紫色品阶羁绊英雄：物理攻击+840,物理攻击_840,,3_2,1_8
2010070505,,2010070505,20100705,5,20100705,,Lv.5 同时拥有2个橙色品阶羁绊英雄：物理攻击+1080,物理攻击_1080,,3_2,1_13
2010120101,,2010120101,20101201,1,20101201,2010120102,Lv.1 同时拥有2个1星羁绊英雄：法术攻击+120,法术攻击_120,,3_2,2_1
2010120102,,2010120102,20101201,2,20101201,2010120103,Lv.2 同时拥有2个2星羁绊英雄：法术攻击+360,法术攻击_360,,3_2,2_2
2010120103,,2010120103,20101201,3,20101201,2010120104,Lv.3 同时拥有2个3星羁绊英雄：法术攻击+600,法术攻击_600,,3_2,2_3
2010120104,,2010120104,20101201,4,20101201,2010120105,Lv.4 同时拥有2个4星羁绊英雄：法术攻击+840,法术攻击_840,,3_2,2_4
2010120105,,2010120105,20101201,5,20101201,,Lv.5 同时拥有2个5星羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,2_5
2010120201,,2010120201,20101202,1,20101202,2010120202,Lv.1 同时拥有2个1星羁绊英雄：生命+960,生命_960,,3_2,2_1
2010120202,,2010120202,20101202,2,20101202,2010120203,Lv.2 同时拥有2个2星羁绊英雄：生命+2880,生命_2880,,3_2,2_2
2010120203,,2010120203,20101202,3,20101202,2010120204,Lv.3 同时拥有2个3星羁绊英雄：生命+4800,生命_4800,,3_2,2_3
2010120204,,2010120204,20101202,4,20101202,2010120205,Lv.4 同时拥有2个4星羁绊英雄：生命+6720,生命_6720,,3_2,2_4
2010120205,,2010120205,20101202,5,20101202,,Lv.5 同时拥有2个5星羁绊英雄：生命+8640,生命_8640,,3_2,2_5
2010120301,,2010120301,20101203,1,20101203,2010120302,Lv.1 同时拥有2个1星羁绊英雄：生命+960,生命_960,,3_2,2_1
2010120302,,2010120302,20101203,2,20101203,2010120303,Lv.2 同时拥有2个2星羁绊英雄：生命+2880,生命_2880,,3_2,2_2
2010120303,,2010120303,20101203,3,20101203,2010120304,Lv.3 同时拥有2个3星羁绊英雄：生命+4800,生命_4800,,3_2,2_3
2010120304,,2010120304,20101203,4,20101203,2010120305,Lv.4 同时拥有2个4星羁绊英雄：生命+6720,生命_6720,,3_2,2_4
2010120305,,2010120305,20101203,5,20101203,,Lv.5 同时拥有2个5星羁绊英雄：生命+8640,生命_8640,,3_2,2_5
2010120401,,2010120401,20101204,1,20101204,2010120402,Lv.1 同时拥有2个白色品阶羁绊英雄：生命+960,生命_960,,3_2,1_0
2010120402,,2010120402,20101204,2,20101204,2010120403,Lv.2 同时拥有2个绿色品阶羁绊英雄：生命+2880,生命_2880,,3_2,1_1
2010120403,,2010120403,20101204,3,20101204,2010120404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+4800,生命_4800,,3_2,1_4
2010120404,,2010120404,20101204,4,20101204,2010120405,Lv.4 同时拥有2个紫色品阶羁绊英雄：生命+6720,生命_6720,,3_2,1_8
2010120405,,2010120405,20101204,5,20101204,,Lv.5 同时拥有2个橙色品阶羁绊英雄：生命+8640,生命_8640,,3_2,1_13
2010120501,,2010120501,20101205,1,20101205,2010120502,Lv.1 同时拥有2个白色品阶羁绊英雄：法术攻击+120,法术攻击_120,,3_2,1_0
2010120502,,2010120502,20101205,2,20101205,2010120503,Lv.2 同时拥有2个绿色品阶羁绊英雄：法术攻击+360,法术攻击_360,,3_2,1_1
2010120503,,2010120503,20101205,3,20101205,2010120504,Lv.3 同时拥有2个蓝色品阶羁绊英雄：法术攻击+600,法术攻击_600,,3_2,1_4
2010120504,,2010120504,20101205,4,20101205,2010120505,Lv.4 同时拥有2个紫色品阶羁绊英雄：法术攻击+840,法术攻击_840,,3_2,1_8
2010120505,,2010120505,20101205,5,20101205,,Lv.5 同时拥有2个橙色品阶羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,1_13
2040010101,,2040010101,20400101,1,20400101,2040010102,Lv.1 同时拥有2个1星羁绊英雄：法术攻击+120,法术攻击_120,,3_2,2_1
2040010102,,2040010102,20400101,2,20400101,2040010103,Lv.2 同时拥有2个2星羁绊英雄：法术攻击+360,法术攻击_360,,3_2,2_2
2040010103,,2040010103,20400101,3,20400101,2040010104,Lv.3 同时拥有2个3星羁绊英雄：法术攻击+600,法术攻击_600,,3_2,2_3
2040010104,,2040010104,20400101,4,20400101,2040010105,Lv.4 同时拥有2个4星羁绊英雄：法术攻击+840,法术攻击_840,,3_2,2_4
2040010105,,2040010105,20400101,5,20400101,,Lv.5 同时拥有2个5星羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,2_5
2040010201,,2040010201,20400102,1,20400102,2040010202,Lv.1 同时拥有2个1星羁绊英雄：法术攻击+120,法术攻击_120,,3_2,2_1
2040010202,,2040010202,20400102,2,20400102,2040010203,Lv.2 同时拥有2个2星羁绊英雄：法术攻击+360,法术攻击_360,,3_2,2_2
2040010203,,2040010203,20400102,3,20400102,2040010204,Lv.3 同时拥有2个3星羁绊英雄：法术攻击+600,法术攻击_600,,3_2,2_3
2040010204,,2040010204,20400102,4,20400102,2040010205,Lv.4 同时拥有2个4星羁绊英雄：法术攻击+840,法术攻击_840,,3_2,2_4
2040010205,,2040010205,20400102,5,20400102,,Lv.5 同时拥有2个5星羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,2_5
2040010301,,2040010301,20400103,1,20400103,2040010302,Lv.1 同时拥有2个1星羁绊英雄：生命+960,生命_960,,3_2,2_1
2040010302,,2040010302,20400103,2,20400103,2040010303,Lv.2 同时拥有2个2星羁绊英雄：生命+2880,生命_2880,,3_2,2_2
2040010303,,2040010303,20400103,3,20400103,2040010304,Lv.3 同时拥有2个3星羁绊英雄：生命+4800,生命_4800,,3_2,2_3
2040010304,,2040010304,20400103,4,20400103,2040010305,Lv.4 同时拥有2个4星羁绊英雄：生命+6720,生命_6720,,3_2,2_4
2040010305,,2040010305,20400103,5,20400103,,Lv.5 同时拥有2个5星羁绊英雄：生命+8640,生命_8640,,3_2,2_5
2040010401,,2040010401,20400104,1,20400104,2040010402,Lv.1 同时拥有2个白色品阶羁绊英雄：生命+960,生命_960,,3_2,1_0
2040010402,,2040010402,20400104,2,20400104,2040010403,Lv.2 同时拥有2个绿色品阶羁绊英雄：生命+2880,生命_2880,,3_2,1_1
2040010403,,2040010403,20400104,3,20400104,2040010404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+4800,生命_4800,,3_2,1_4
2040010404,,2040010404,20400104,4,20400104,2040010405,Lv.4 同时拥有2个紫色品阶羁绊英雄：生命+6720,生命_6720,,3_2,1_8
2040010405,,2040010405,20400104,5,20400104,,Lv.5 同时拥有2个橙色品阶羁绊英雄：生命+8640,生命_8640,,3_2,1_13
2040010501,,2040010501,20400105,1,20400105,2040010502,Lv.1 同时拥有2个白色品阶羁绊英雄：法术攻击+120,法术攻击_120,,3_2,1_0
2040010502,,2040010502,20400105,2,20400105,2040010503,Lv.2 同时拥有2个绿色品阶羁绊英雄：法术攻击+360,法术攻击_360,,3_2,1_1
2040010503,,2040010503,20400105,3,20400105,2040010504,Lv.3 同时拥有2个蓝色品阶羁绊英雄：法术攻击+600,法术攻击_600,,3_2,1_4
2040010504,,2040010504,20400105,4,20400105,2040010505,Lv.4 同时拥有2个紫色品阶羁绊英雄：法术攻击+840,法术攻击_840,,3_2,1_8
2040010505,,2040010505,20400105,5,20400105,,Lv.5 同时拥有2个橙色品阶羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,1_13
2040020101,,2040020101,20400201,1,20400201,2040020102,Lv.1 同时拥有2个1星羁绊英雄：法术攻击+120,法术攻击_120,,3_2,2_1
2040020102,,2040020102,20400201,2,20400201,2040020103,Lv.2 同时拥有2个2星羁绊英雄：法术攻击+360,法术攻击_360,,3_2,2_2
2040020103,,2040020103,20400201,3,20400201,2040020104,Lv.3 同时拥有2个3星羁绊英雄：法术攻击+600,法术攻击_600,,3_2,2_3
2040020104,,2040020104,20400201,4,20400201,2040020105,Lv.4 同时拥有2个4星羁绊英雄：法术攻击+840,法术攻击_840,,3_2,2_4
2040020105,,2040020105,20400201,5,20400201,,Lv.5 同时拥有2个5星羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,2_5
2040020201,,2040020201,20400202,1,20400202,2040020202,Lv.1 同时拥有2个1星羁绊英雄：法术攻击+120,法术攻击_120,,3_2,2_1
2040020202,,2040020202,20400202,2,20400202,2040020203,Lv.2 同时拥有2个2星羁绊英雄：法术攻击+360,法术攻击_360,,3_2,2_2
2040020203,,2040020203,20400202,3,20400202,2040020204,Lv.3 同时拥有2个3星羁绊英雄：法术攻击+600,法术攻击_600,,3_2,2_3
2040020204,,2040020204,20400202,4,20400202,2040020205,Lv.4 同时拥有2个4星羁绊英雄：法术攻击+840,法术攻击_840,,3_2,2_4
2040020205,,2040020205,20400202,5,20400202,,Lv.5 同时拥有2个5星羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,2_5
2040020301,,2040020301,20400203,1,20400203,2040020302,Lv.1 同时拥有2个1星羁绊英雄：生命+960,生命_960,,3_2,2_1
2040020302,,2040020302,20400203,2,20400203,2040020303,Lv.2 同时拥有2个2星羁绊英雄：生命+2880,生命_2880,,3_2,2_2
2040020303,,2040020303,20400203,3,20400203,2040020304,Lv.3 同时拥有2个3星羁绊英雄：生命+4800,生命_4800,,3_2,2_3
2040020304,,2040020304,20400203,4,20400203,2040020305,Lv.4 同时拥有2个4星羁绊英雄：生命+6720,生命_6720,,3_2,2_4
2040020305,,2040020305,20400203,5,20400203,,Lv.5 同时拥有2个5星羁绊英雄：生命+8640,生命_8640,,3_2,2_5
2040020401,,2040020401,20400204,1,20400204,2040020402,Lv.1 同时拥有2个白色品阶羁绊英雄：生命+960,生命_960,,3_2,1_0
2040020402,,2040020402,20400204,2,20400204,2040020403,Lv.2 同时拥有2个绿色品阶羁绊英雄：生命+2880,生命_2880,,3_2,1_1
2040020403,,2040020403,20400204,3,20400204,2040020404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+4800,生命_4800,,3_2,1_4
2040020404,,2040020404,20400204,4,20400204,2040020405,Lv.4 同时拥有2个紫色品阶羁绊英雄：生命+6720,生命_6720,,3_2,1_8
2040020405,,2040020405,20400204,5,20400204,,Lv.5 同时拥有2个橙色品阶羁绊英雄：生命+8640,生命_8640,,3_2,1_13
2040020501,,2040020501,20400205,1,20400205,2040020502,Lv.1 同时拥有2个白色品阶羁绊英雄：法术攻击+120,法术攻击_120,,3_2,1_0
2040020502,,2040020502,20400205,2,20400205,2040020503,Lv.2 同时拥有2个绿色品阶羁绊英雄：法术攻击+360,法术攻击_360,,3_2,1_1
2040020503,,2040020503,20400205,3,20400205,2040020504,Lv.3 同时拥有2个蓝色品阶羁绊英雄：法术攻击+600,法术攻击_600,,3_2,1_4
2040020504,,2040020504,20400205,4,20400205,2040020505,Lv.4 同时拥有2个紫色品阶羁绊英雄：法术攻击+840,法术攻击_840,,3_2,1_8
2040020505,,2040020505,20400205,5,20400205,,Lv.5 同时拥有2个橙色品阶羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,1_13
2040040101,,2040040101,20400401,1,20400401,2040040102,Lv.1 同时拥有2个1星羁绊英雄：物理攻击+120,物理攻击_120,,3_2,2_1
2040040102,,2040040102,20400401,2,20400401,2040040103,Lv.2 同时拥有2个2星羁绊英雄：物理攻击+360,物理攻击_360,,3_2,2_2
2040040103,,2040040103,20400401,3,20400401,2040040104,Lv.3 同时拥有2个3星羁绊英雄：物理攻击+600,物理攻击_600,,3_2,2_3
