Key,Remarks,id,name,consumeType,enchantExp,quality,property,smeltperc,trainItemId,stackNum,icon,atlas,description,skillId,skillId_passive,Skill_UnLock,upMagic,uplevel,goods,upMagicCost,upMagicMoneyType,itemspit,sellPrice,energyReceive,attackType,struckEnergy,initialEnergy,magicType,composeItemID,composeNeedNum,composeCostCoin,inlayLimit,hideAttr,decomposeGoods,coefficient,conversionGoods
603004,,603004,青云剑,2,,1,6,,"801001,801002,801003,801004",1,Skill/602101,Icon,召唤青云剑群攻击敌方全体,10300101,60210101,"60210202_35_B,60210403_70_S",603005,20,806005_20,20000,1,魔礼青之物，剑上有印符，挥舞此剑如风雷滚动，威势非凡,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_24,0.8,801001
603005,,603005,青云剑,2,,1,6,,"801001,801002,801003,801004",1,Skill/602101,Icon,召唤青云剑群攻击敌方全体,10300101,60210101,"60210202_35_B,60210403_70_S",603006,25,806005_25,25000,1,魔礼青之物，剑上有印符，挥舞此剑如风雷滚动，威势非凡,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_40,0.8,801001
603006,,603006,青云剑,2,,1,6,,"801001,801002,801003,801004",1,Skill/602101,Icon,召唤青云剑群攻击敌方全体,10300101,60210101,"60210202_35_B,60210403_70_S",603007,30,806005_30,30000,1,魔礼青之物，剑上有印符，挥舞此剑如风雷滚动，威势非凡,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_60,0.8,801001
603007,,603007,青云剑,2,,1,6,,"801001,801002,801003,801004",1,Skill/602101,Icon,召唤青云剑群攻击敌方全体,10300101,60210101,"60210202_35_B,60210403_70_S",603008,35,806006_35,35000,1,魔礼青之物，剑上有印符，挥舞此剑如风雷滚动，威势非凡,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_84,0.8,801001
603008,,603008,莫邪剑,2,,4,6,,"801001,801002,801003,801004",1,Skill/602102,Icon,召唤巨型光剑切割敌阵，攻击敌方全体,10300201,"60210201,60210202",60210403_70_S,603009,40,806006_40,40000,1,此剑有雌雄即阴阳双剑，皆以锻造者的名字命名。阳剑干将赠与了王，阴剑莫邪留给了锻造者的儿子,24000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_28",0.8,801001
603009,,603009,莫邪剑,2,,4,6,,"801001,801002,801003,801004",1,Skill/602102,Icon,召唤巨型光剑切割敌阵，攻击敌方全体,10300201,"60210201,60210202",60210403_70_S,603010,45,806006_45,45000,1,此剑有雌雄即阴阳双剑，皆以锻造者的名字命名。阳剑干将赠与了王，阴剑莫邪留给了锻造者的儿子,24000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_60",0.8,801001
603010,,603010,莫邪剑,2,,4,6,,"801001,801002,801003,801004",1,Skill/602102,Icon,召唤巨型光剑切割敌阵，攻击敌方全体,10300201,"60210201,60210202",60210403_70_S,603011,50,806007_50,50000,1,此剑有雌雄即阴阳双剑，皆以锻造者的名字命名。阳剑干将赠与了王，阴剑莫邪留给了锻造者的儿子,24000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96",0.8,801001
603011,,603011,飞焰剑,2,,8,6,,"801001,801002,801003,801004",1,Skill/602103,Icon,召唤飞焰剑从天而降，燃烧敌方全体,10300301,"60210301,60210302",60210403_70_S,603012,55,806007_55,55000,1,元素之剑,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_40",0.8,801001
603012,,603012,飞焰剑,2,,8,6,,"801001,801002,801003,801004",1,Skill/602103,Icon,召唤飞焰剑从天而降，燃烧敌方全体,10300301,"60210301,60210302",60210403_70_S,603013,60,806007_60,60000,1,元素之剑,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_84",0.8,801001
603013,,603013,飞焰剑,2,,8,6,,"801001,801002,801003,801004",1,Skill/602103,Icon,召唤飞焰剑从天而降，燃烧敌方全体,10300301,"60210301,60210302",60210403_70_S,603014,65,806007_65,65000,1,元素之剑,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_132",0.8,801001
603014,,603014,飞焰剑,2,,8,6,,"801001,801002,801003,801004",1,Skill/602103,Icon,召唤飞焰剑从天而降，燃烧敌方全体,10300301,"60210301,60210302",60210403_70_S,603015,70,806008_70,70000,1,元素之剑,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184",0.8,801001
603015,,603015,诛仙剑,2,,13,6,,"801001,801002,801003,801004",1,Skill/602104,Icon,召唤血色剑光划破敌阵，攻击敌方全体,10300401,"60210401,60210402,60210403",,603016,75,806008_75,75000,1,元素之剑,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_56",0.8,801001
603016,,603016,诛仙剑,2,,13,6,,"801001,801002,801003,801004",1,Skill/602104,Icon,召唤血色剑光划破敌阵，攻击敌方全体,10300401,"60210401,60210402,60210403",,603017,80,806008_80,80000,1,元素之剑,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_116",0.8,801001
603017,,603017,诛仙剑,2,,13,6,,"801001,801002,801003,801004",1,Skill/602104,Icon,召唤血色剑光划破敌阵，攻击敌方全体,10300401,"60210401,60210402,60210403",,603018,85,806008_85,85000,1,元素之剑,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_180",0.8,801001
603018,,603018,诛仙剑,2,,13,6,,"801001,801002,801003,801004",1,Skill/602104,Icon,召唤血色剑光划破敌阵，攻击敌方全体,10300401,"60210401,60210402,60210403",,0,90,,,1,元素之剑,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_248",0.8,801001
603101,,603101,赤焰幡,2,,1,6,,"801001,801002,801003,801004",1,Skill/602201,Icon,召唤赤焰幡从天而降，燃烧敌方全体,10310101,60220101,"60220202_35_B,60220403_70_S",603102,5,806005_5,5000,1,降魔神器，可化辟邪真火，降妖伏魔，令群魔闻风丧胆，鬼哭狼嚎。,10000,16,1,80,300,2,,,,1_10_40_70,130_32,806005_1,0.8,801001
603102,,603102,赤焰幡,2,,1,6,,"801001,801002,801003,801004",1,Skill/602201,Icon,召唤赤焰幡从天而降，燃烧敌方全体,10310101,60220101,"60220202_35_B,60220403_70_S",603103,10,806005_10,10000,1,降魔神器，可化辟邪真火，降妖伏魔，令群魔闻风丧胆，鬼哭狼嚎。,10000,16,1,80,300,2,,,,1_10_40_70,130_32,806005_4,0.8,801001
603103,,603103,赤焰幡,2,,1,6,,"801001,801002,801003,801004",1,Skill/602201,Icon,召唤赤焰幡从天而降，燃烧敌方全体,10310101,60220101,"60220202_35_B,60220403_70_S",603104,15,806005_15,15000,1,降魔神器，可化辟邪真火，降妖伏魔，令群魔闻风丧胆，鬼哭狼嚎。,10000,16,1,80,300,2,,,,1_10_40_70,130_32,806005_12,0.8,801001
603104,,603104,赤焰幡,2,,1,6,,"801001,801002,801003,801004",1,Skill/602201,Icon,召唤赤焰幡从天而降，燃烧敌方全体,10310101,60220101,"60220202_35_B,60220403_70_S",603105,20,806005_20,20000,1,降魔神器，可化辟邪真火，降妖伏魔，令群魔闻风丧胆，鬼哭狼嚎。,10000,16,1,80,300,2,,,,1_10_40_70,130_32,806005_24,0.8,801001
603105,,603105,赤焰幡,2,,1,6,,"801001,801002,801003,801004",1,Skill/602201,Icon,召唤赤焰幡从天而降，燃烧敌方全体,10310101,60220101,"60220202_35_B,60220403_70_S",603106,25,806005_25,25000,1,降魔神器，可化辟邪真火，降妖伏魔，令群魔闻风丧胆，鬼哭狼嚎。,10000,16,1,80,300,2,,,,1_10_40_70,130_32,806005_40,0.8,801001
603106,,603106,赤焰幡,2,,1,6,,"801001,801002,801003,801004",1,Skill/602201,Icon,召唤赤焰幡从天而降，燃烧敌方全体,10310101,60220101,"60220202_35_B,60220403_70_S",603107,30,806005_30,30000,1,降魔神器，可化辟邪真火，降妖伏魔，令群魔闻风丧胆，鬼哭狼嚎。,10000,16,1,80,300,2,,,,1_10_40_70,130_32,806005_60,0.8,801001
603107,,603107,赤焰幡,2,,1,6,,"801001,801002,801003,801004",1,Skill/602201,Icon,召唤赤焰幡从天而降，燃烧敌方全体,10310101,60220101,"60220202_35_B,60220403_70_S",603108,35,806006_35,35000,1,降魔神器，可化辟邪真火，降妖伏魔，令群魔闻风丧胆，鬼哭狼嚎。,10000,16,1,80,300,2,,,,1_10_40_70,130_32,806005_84,0.8,801001
603108,,603108,追魂幡,2,,4,6,,"801001,801002,801003,801004",1,Skill/602202,Icon,召唤追魂幡攻击敌方全体,10310201,"60220201,60220202",60220403_70_S,603109,40,806006_40,40000,1,上古妖幡，可吸取万千银魂气息，妖气盖天，阴气十足,24000,16,1,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_28",0.8,801001
603109,,603109,追魂幡,2,,4,6,,"801001,801002,801003,801004",1,Skill/602202,Icon,召唤追魂幡攻击敌方全体,10310201,"60220201,60220202",60220403_70_S,603110,45,806006_45,45000,1,上古妖幡，可吸取万千银魂气息，妖气盖天，阴气十足,24000,16,1,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_60",0.8,801001
603110,,603110,追魂幡,2,,4,6,,"801001,801002,801003,801004",1,Skill/602202,Icon,召唤追魂幡攻击敌方全体,10310201,"60220201,60220202",60220403_70_S,603111,50,806007_50,50000,1,上古妖幡，可吸取万千银魂气息，妖气盖天，阴气十足,24000,16,1,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96",0.8,801001
603111,,603111,坠星幡,2,,8,6,,"801001,801002,801003,801004",1,Skill/602203,Icon,范围攻击，攻击敌方全体,10310301,"60220301,60220302",60220403_70_S,603112,55,806007_55,55000,1,元素之幡,90000,16,1,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_40",0.8,801001
603112,,603112,坠星幡,2,,8,6,,"801001,801002,801003,801004",1,Skill/602203,Icon,范围攻击，攻击敌方全体,10310301,"60220301,60220302",60220403_70_S,603113,60,806007_60,60000,1,元素之幡,90000,16,1,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_84",0.8,801001
603113,,603113,坠星幡,2,,8,6,,"801001,801002,801003,801004",1,Skill/602203,Icon,范围攻击，攻击敌方全体,10310301,"60220301,60220302",60220403_70_S,603114,65,806007_65,65000,1,元素之幡,90000,16,1,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_132",0.8,801001
603114,,603114,坠星幡,2,,8,6,,"801001,801002,801003,801004",1,Skill/602203,Icon,范围攻击，攻击敌方全体,10310301,"60220301,60220302",60220403_70_S,603115,70,806008_70,70000,1,元素之幡,90000,16,1,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184",0.8,801001
603115,,603115,盘古幡,2,,13,6,,"801001,801002,801003,801004",1,Skill/602204,Icon,范围攻击，攻击敌方全体,10310401,"60220401,60220402,60220403",,603116,75,806008_75,75000,1,元素之幡,300000,16,1,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_56",0.8,801001
603116,,603116,盘古幡,2,,13,6,,"801001,801002,801003,801004",1,Skill/602204,Icon,范围攻击，攻击敌方全体,10310401,"60220401,60220402,60220403",,603117,80,806008_80,80000,1,元素之幡,300000,16,1,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_116",0.8,801001
603117,,603117,盘古幡,2,,13,6,,"801001,801002,801003,801004",1,Skill/602204,Icon,范围攻击，攻击敌方全体,10310401,"60220401,60220402,60220403",,603118,85,806008_85,85000,1,元素之幡,300000,16,1,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_180",0.8,801001
603118,,603118,盘古幡,2,,13,6,,"801001,801002,801003,801004",1,Skill/602204,Icon,范围攻击，攻击敌方全体,10310401,"60220401,60220402,60220403",,0,90,,,1,元素之幡,300000,16,1,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_248",0.8,801001
603201,,603201,青莲宝色旗,2,,1,6,,"801001,801002,801003,801004",1,Skill/602105,Icon,召唤法阵，使我方全体免疫伤害,10300501,60210501,60210602_35_B,603202,5,806005_5,5000,1,四方旗之一，接引道人法宝。祭起时，白气悬空，金光万道，呈莲花之像，异香奇彩。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_1,0.8,801001
603202,,603202,青莲宝色旗,2,,1,6,,"801001,801002,801003,801004",1,Skill/602105,Icon,召唤法阵，使我方全体免疫伤害,10300501,60210501,60210602_35_B,603203,10,806005_10,10000,1,四方旗之一，接引道人法宝。祭起时，白气悬空，金光万道，呈莲花之像，异香奇彩。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_4,0.8,801001
603203,,603203,青莲宝色旗,2,,1,6,,"801001,801002,801003,801004",1,Skill/602105,Icon,召唤法阵，使我方全体免疫伤害,10300501,60210501,60210602_35_B,603204,15,806005_15,15000,1,四方旗之一，接引道人法宝。祭起时，白气悬空，金光万道，呈莲花之像，异香奇彩。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_12,0.8,801001
603204,,603204,青莲宝色旗,2,,1,6,,"801001,801002,801003,801004",1,Skill/602105,Icon,召唤法阵，使我方全体免疫伤害,10300501,60210501,60210602_35_B,603205,20,806005_20,20000,1,四方旗之一，接引道人法宝。祭起时，白气悬空，金光万道，呈莲花之像，异香奇彩。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_24,0.8,801001
603205,,603205,青莲宝色旗,2,,1,6,,"801001,801002,801003,801004",1,Skill/602105,Icon,召唤法阵，使我方全体免疫伤害,10300501,60210501,60210602_35_B,603206,25,806005_25,25000,1,四方旗之一，接引道人法宝。祭起时，白气悬空，金光万道，呈莲花之像，异香奇彩。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_40,0.8,801001
603206,,603206,青莲宝色旗,2,,1,6,,"801001,801002,801003,801004",1,Skill/602105,Icon,召唤法阵，使我方全体免疫伤害,10300501,60210501,60210602_35_B,603207,30,806005_30,30000,1,四方旗之一，接引道人法宝。祭起时，白气悬空，金光万道，呈莲花之像，异香奇彩。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_60,0.8,801001
603207,,603207,青莲宝色旗,2,,1,6,,"801001,801002,801003,801004",1,Skill/602105,Icon,召唤法阵，使我方全体免疫伤害,10300501,60210501,60210602_35_B,603208,35,806006_35,35000,1,四方旗之一，接引道人法宝。祭起时，白气悬空，金光万道，呈莲花之像，异香奇彩。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_84,0.8,801001
603208,,603208,素色云界旗,2,,4,6,,"801001,801002,801003,801004",1,Skill/602106,Icon,召唤法阵，使我方全体免疫伤害,10300601,"60210601,60210602",,603209,40,806006_40,40000,1,四方旗之一，瑶池西王母瑶池之宝。瓷器展开氤氲遍地，一派异香笼罩。龙吉公主，曾用该法宝助姜子牙破殷郊的番天印,24000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_28",0.8,801001
603209,,603209,素色云界旗,2,,4,6,,"801001,801002,801003,801004",1,Skill/602106,Icon,召唤法阵，使我方全体免疫伤害,10300601,"60210601,60210602",,603210,45,806006_45,45000,1,四方旗之一，瑶池西王母瑶池之宝。瓷器展开氤氲遍地，一派异香笼罩。龙吉公主，曾用该法宝助姜子牙破殷郊的番天印,24000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_60",0.8,801001
603210,,603210,素色云界旗,2,,4,6,,"801001,801002,801003,801004",1,Skill/602106,Icon,召唤法阵，使我方全体免疫伤害,10300601,"60210601,60210602",,603211,50,806007_50,50000,1,四方旗之一，瑶池西王母瑶池之宝。瓷器展开氤氲遍地，一派异香笼罩。龙吉公主，曾用该法宝助姜子牙破殷郊的番天印,24000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96",0.8,801001
603211,,603211,离地焰光旗,2,,8,6,,"801001,801002,801003,801004",1,Skill/602107,Icon,召唤法阵，使我方全体免疫伤害，并治疗生命,10300701,"60210701,60210702",,603212,55,806007_55,55000,1,四方旗之一,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_40",0.8,801001
603212,,603212,离地焰光旗,2,,8,6,,"801001,801002,801003,801004",1,Skill/602107,Icon,召唤法阵，使我方全体免疫伤害，并治疗生命,10300701,"60210701,60210702",,603213,60,806007_60,60000,1,四方旗之一,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_84",0.8,801001
603213,,603213,离地焰光旗,2,,8,6,,"801001,801002,801003,801004",1,Skill/602107,Icon,召唤法阵，使我方全体免疫伤害，并治疗生命,10300701,"60210701,60210702",,603214,65,806007_65,65000,1,四方旗之一,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_132",0.8,801001
603214,,603214,离地焰光旗,2,,8,6,,"801001,801002,801003,801004",1,Skill/602107,Icon,召唤法阵，使我方全体免疫伤害，并治疗生命,10300701,"60210701,60210702",,603215,70,806008_70,70000,1,四方旗之一,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184",0.8,801001
603215,,603215,戊己杏黄旗,2,,13,6,,"801001,801002,801003,801004",1,Skill/602108,Icon,召唤法阵，使我方全体免疫伤害，并治疗生命,10300801,"60210801,60210802",,603216,75,806008_75,75000,1,四方旗之一,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_56",0.8,801001
603216,,603216,戊己杏黄旗,2,,13,6,,"801001,801002,801003,801004",1,Skill/602108,Icon,召唤法阵，使我方全体免疫伤害，并治疗生命,10300801,"60210801,60210802",,603217,80,806008_80,80000,1,四方旗之一,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_116",0.8,801001
603217,,603217,戊己杏黄旗,2,,13,6,,"801001,801002,801003,801004",1,Skill/602108,Icon,召唤法阵，使我方全体免疫伤害，并治疗生命,10300801,"60210801,60210802",,603218,85,806008_85,85000,1,四方旗之一,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_180",0.8,801001
603218,,603218,戊己杏黄旗,2,,13,6,,"801001,801002,801003,801004",1,Skill/602108,Icon,召唤法阵，使我方全体免疫伤害，并治疗生命,10300801,"60210801,60210802",,0,90,,,1,四方旗之一,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_248",0.8,801001
603301,,603301,天绝阵,2,,1,6,,"801001,801002,801003,801004",1,Skill/602205,Icon,召唤法阵，使我方全体免疫伤害,10310501,60220501,60220602_35_B,603302,5,806005_5,5000,1,截教金鳌岛秦天君秦完主持的阵法，是十绝阵头阵。秦完用次阵杀玉虚宫邓华，后被文殊广法天尊破阵。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_1,0.8,801001
603302,,603302,天绝阵,2,,1,6,,"801001,801002,801003,801004",1,Skill/602205,Icon,召唤法阵，使我方全体免疫伤害,10310501,60220501,60220602_35_B,603303,10,806005_10,10000,1,截教金鳌岛秦天君秦完主持的阵法，是十绝阵头阵。秦完用次阵杀玉虚宫邓华，后被文殊广法天尊破阵。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_4,0.8,801001
603303,,603303,天绝阵,2,,1,6,,"801001,801002,801003,801004",1,Skill/602205,Icon,召唤法阵，使我方全体免疫伤害,10310501,60220501,60220602_35_B,603304,15,806005_15,15000,1,截教金鳌岛秦天君秦完主持的阵法，是十绝阵头阵。秦完用次阵杀玉虚宫邓华，后被文殊广法天尊破阵。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_12,0.8,801001
603304,,603304,天绝阵,2,,1,6,,"801001,801002,801003,801004",1,Skill/602205,Icon,召唤法阵，使我方全体免疫伤害,10310501,60220501,60220602_35_B,603305,20,806005_20,20000,1,截教金鳌岛秦天君秦完主持的阵法，是十绝阵头阵。秦完用次阵杀玉虚宫邓华，后被文殊广法天尊破阵。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_24,0.8,801001
603305,,603305,天绝阵,2,,1,6,,"801001,801002,801003,801004",1,Skill/602205,Icon,召唤法阵，使我方全体免疫伤害,10310501,60220501,60220602_35_B,603306,25,806005_25,25000,1,截教金鳌岛秦天君秦完主持的阵法，是十绝阵头阵。秦完用次阵杀玉虚宫邓华，后被文殊广法天尊破阵。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_40,0.8,801001
603306,,603306,天绝阵,2,,1,6,,"801001,801002,801003,801004",1,Skill/602205,Icon,召唤法阵，使我方全体免疫伤害,10310501,60220501,60220602_35_B,603307,30,806005_30,30000,1,截教金鳌岛秦天君秦完主持的阵法，是十绝阵头阵。秦完用次阵杀玉虚宫邓华，后被文殊广法天尊破阵。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_60,0.8,801001
603307,,603307,天绝阵,2,,1,6,,"801001,801002,801003,801004",1,Skill/602205,Icon,召唤法阵，使我方全体免疫伤害,10310501,60220501,60220602_35_B,603308,35,806006_35,35000,1,截教金鳌岛秦天君秦完主持的阵法，是十绝阵头阵。秦完用次阵杀玉虚宫邓华，后被文殊广法天尊破阵。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_84,0.8,801001
603308,,603308,寒冰阵,2,,4,6,,"801001,801002,801003,801004",1,Skill/602206,Icon,召唤法阵，使我方全体免疫伤害,10310601,"60220601,60220602",,603309,40,806006_40,40000,1,该阵法不是一天功行就能练成，名为寒冰，实为刀山。内藏玄妙，中有风雷，上有冰山如狼牙，下游冰块如刀剑。,24000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_28",0.8,801001
603309,,603309,寒冰阵,2,,4,6,,"801001,801002,801003,801004",1,Skill/602206,Icon,召唤法阵，使我方全体免疫伤害,10310601,"60220601,60220602",,603310,45,806006_45,45000,1,该阵法不是一天功行就能练成，名为寒冰，实为刀山。内藏玄妙，中有风雷，上有冰山如狼牙，下游冰块如刀剑。,24000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_60",0.8,801001
603310,,603310,寒冰阵,2,,4,6,,"801001,801002,801003,801004",1,Skill/602206,Icon,召唤法阵，使我方全体免疫伤害,10310601,"60220601,60220602",,603311,50,806007_50,50000,1,该阵法不是一天功行就能练成，名为寒冰，实为刀山。内藏玄妙，中有风雷，上有冰山如狼牙，下游冰块如刀剑。,24000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96",0.8,801001
603311,,603311,化血阵,2,,8,6,,"801001,801002,801003,801004",1,Skill/602207,Icon,召唤法阵，使我方全体免疫伤害，并治疗生命,10310701,"60220701,60220702",,603312,55,806007_55,55000,1,元素之阵,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_40",0.8,801001
603312,,603312,化血阵,2,,8,6,,"801001,801002,801003,801004",1,Skill/602207,Icon,召唤法阵，使我方全体免疫伤害，并治疗生命,10310701,"60220701,60220702",,603313,60,806007_60,60000,1,元素之阵,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_84",0.8,801001
603313,,603313,化血阵,2,,8,6,,"801001,801002,801003,801004",1,Skill/602207,Icon,召唤法阵，使我方全体免疫伤害，并治疗生命,10310701,"60220701,60220702",,603314,65,806007_65,65000,1,元素之阵,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_132",0.8,801001
603314,,603314,化血阵,2,,8,6,,"801001,801002,801003,801004",1,Skill/602207,Icon,召唤法阵，使我方全体免疫伤害，并治疗生命,10310701,"60220701,60220702",,603315,70,806008_70,70000,1,元素之阵,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184",0.8,801001
603315,,603315,落魂阵,2,,13,6,,"801001,801002,801003,801004",1,Skill/602208,Icon,召唤法阵，使我方全体免疫伤害，并治疗生命,10310801,"60220801,60220802",,603316,75,806008_75,75000,1,元素之阵,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_56",0.8,801001
603316,,603316,落魂阵,2,,13,6,,"801001,801002,801003,801004",1,Skill/602208,Icon,召唤法阵，使我方全体免疫伤害，并治疗生命,10310801,"60220801,60220802",,603317,80,806008_80,80000,1,元素之阵,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_116",0.8,801001
603317,,603317,落魂阵,2,,13,6,,"801001,801002,801003,801004",1,Skill/602208,Icon,召唤法阵，使我方全体免疫伤害，并治疗生命,10310801,"60220801,60220802",,603318,85,806008_85,85000,1,元素之阵,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_180",0.8,801001
603318,,603318,落魂阵,2,,13,6,,"801001,801002,801003,801004",1,Skill/602208,Icon,召唤法阵，使我方全体免疫伤害，并治疗生命,10310801,"60220801,60220802",,0,90,,,1,元素之阵,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_248",0.8,801001
603401,,603401,轮回镜,2,,1,6,,"801001,801002,801003,801004",1,Skill/602309,Icon,全队合体，召唤男武神协助战斗,10202501,60230901,"60231002_35_B,60231203_70_S",603402,5,806005_5,5000,1,轮回，是生与死的不断循环。只有无生，才能涅槃。轮回镜可以看清六道轮回之苦，超越轮回。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_1,0.8,801001
603402,,603402,轮回镜,2,,1,6,,"801001,801002,801003,801004",1,Skill/602309,Icon,全队合体，召唤男武神协助战斗,10202501,60230901,"60231002_35_B,60231203_70_S",603403,10,806005_10,10000,1,轮回，是生与死的不断循环。只有无生，才能涅槃。轮回镜可以看清六道轮回之苦，超越轮回。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_4,0.8,801001
603403,,603403,轮回镜,2,,1,6,,"801001,801002,801003,801004",1,Skill/602309,Icon,全队合体，召唤男武神协助战斗,10202501,60230901,"60231002_35_B,60231203_70_S",603404,15,806005_15,15000,1,轮回，是生与死的不断循环。只有无生，才能涅槃。轮回镜可以看清六道轮回之苦，超越轮回。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_12,0.8,801001
603404,,603404,轮回镜,2,,1,6,,"801001,801002,801003,801004",1,Skill/602309,Icon,全队合体，召唤男武神协助战斗,10202501,60230901,"60231002_35_B,60231203_70_S",603405,20,806005_20,20000,1,轮回，是生与死的不断循环。只有无生，才能涅槃。轮回镜可以看清六道轮回之苦，超越轮回。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_24,0.8,801001
603405,,603405,轮回镜,2,,1,6,,"801001,801002,801003,801004",1,Skill/602309,Icon,全队合体，召唤男武神协助战斗,10202501,60230901,"60231002_35_B,60231203_70_S",603406,25,806005_25,25000,1,轮回，是生与死的不断循环。只有无生，才能涅槃。轮回镜可以看清六道轮回之苦，超越轮回。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_40,0.8,801001
603406,,603406,轮回镜,2,,1,6,,"801001,801002,801003,801004",1,Skill/602309,Icon,全队合体，召唤男武神协助战斗,10202501,60230901,"60231002_35_B,60231203_70_S",603407,30,806005_30,30000,1,轮回，是生与死的不断循环。只有无生，才能涅槃。轮回镜可以看清六道轮回之苦，超越轮回。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_60,0.8,801001
603407,,603407,轮回镜,2,,1,6,,"801001,801002,801003,801004",1,Skill/602309,Icon,全队合体，召唤男武神协助战斗,10202501,60230901,"60231002_35_B,60231203_70_S",603408,35,806006_35,35000,1,轮回，是生与死的不断循环。只有无生，才能涅槃。轮回镜可以看清六道轮回之苦，超越轮回。,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_84,0.8,801001
