Key,Remarks,Id,Type,ModelId,level,HeroAttackRate,HeroPhysicalDefenseRate,HeroMagicDefenseRate,HeroLifeRate,MonsterAttack,MonsterPhysicalDefense,MonsterMagicDefense,MonsterLife,Hide,Enter,Die,Normal,Skill01,Skill02,Skill03,Skill04,Skill05,Scale,AttackType,ViewRange,Speed,AttackRange,ReactionTime,DoHurt,HardStraight,AIGroupId
500004_89,,500004_89,,500004,89,1,,,,,"2,829","2,261","126,225",,50000408,50000409,50000401_89,,,,,,1,1,32,,14,0.1,0.25,0.25,
500004_90,,500004_90,,500004,90,1,,,,,"3,121","2,497","134,685",,50000408,50000409,50000401_90,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_1,,500005_1,,500005,1,1,,,,,10,8,"3,310",,50000508,50000509,50000504_1,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_2,,500005_2,,500005,2,1,,,,,19,15,"3,655",,50000508,50000509,50000504_2,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_3,,500005_3,,500005,3,1,,,,,19,15,"4,575",,50000508,50000509,50000504_3,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_4,,500005_4,,500005,4,1,,,,,20,15,"4,575",,50000508,50000509,50000504_4,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_5,,500005_5,,500005,5,1,,,,,20,16,"5,495",,50000508,50000509,50000504_5,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_6,,500005_6,,500005,6,1,,,,,28,22,"5,840",,50000508,50000509,50000504_6,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_7,,500005_7,,500005,7,1,,,,,35,27,"6,180",,50000508,50000509,50000504_7,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_8,,500005_8,,500005,8,1,,,,,49,39,"7,790",,50000508,50000509,50000504_8,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_9,,500005_9,,500005,9,1,,,,,64,51,"8,475",,50000508,50000509,50000504_9,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_10,,500005_10,,500005,10,1,,,,,80,64,"10,085",,50000508,50000509,50000504_10,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_11,,500005_11,,500005,11,1,,,,,97,77,"10,425",,50000508,50000509,50000504_11,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_12,,500005_12,,500005,12,1,,,,,106,85,"11,690",,50000508,50000509,50000504_12,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_13,,500005_13,,500005,13,1,,,,,115,93,"13,825",,50000508,50000509,50000504_13,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_14,,500005_14,,500005,14,1,,,,,125,99,"14,930",,50000508,50000509,50000504_14,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_15,,500005_15,,500005,15,1,,,,,134,107,"16,035",,50000508,50000509,50000504_15,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_16,,500005_16,,500005,16,1,,,,,154,123,"16,380",,50000508,50000509,50000504_16,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_17,,500005_17,,500005,17,1,,,,,154,123,"17,490",,50000508,50000509,50000504_17,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_18,,500005_18,,500005,18,1,,,,,163,130,"18,590",,50000508,50000509,50000504_18,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_19,,500005_19,,500005,19,1,,,,,174,138,"19,700",,50000508,50000509,50000504_19,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_20,,500005_20,,500005,20,1,,,,,174,138,"22,625",,50000508,50000509,50000504_20,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_21,,500005_21,,500005,21,1,,,,,231,184,"29,370",,50000508,50000509,50000504_21,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_22,,500005_22,,500005,22,1,,,,,240,192,"29,710",,50000508,50000509,50000504_22,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_23,,500005_23,,500005,23,1,,,,,250,200,"30,865",,50000508,50000509,50000504_23,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_24,,500005_24,,500005,24,1,,,,,251,200,"31,210",,50000508,50000509,50000504_24,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_25,,500005_25,,500005,25,1,,,,,261,208,"32,360",,50000508,50000509,50000504_25,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_26,,500005_26,,500005,26,1,,,,,271,216,"32,705",,50000508,50000509,50000504_26,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_27,,500005_27,,500005,27,1,,,,,281,224,"33,045",,50000508,50000509,50000504_27,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_28,,500005_28,,500005,28,1,,,,,281,225,"34,200",,50000508,50000509,50000504_28,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_29,,500005_29,,500005,29,1,,,,,291,232,"34,540",,50000508,50000509,50000504_29,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_30,,500005_30,,500005,30,1,,,,,301,240,"35,695",,50000508,50000509,50000504_30,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_31,,500005_31,,500005,31,1,,,,,312,248,"36,040",,50000508,50000509,50000504_31,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_32,,500005_32,,500005,32,1,,,,,321,257,"37,190",,50000508,50000509,50000504_32,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_33,,500005_33,,500005,33,1,,,,,331,265,"39,885",,50000508,50000509,50000504_33,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_34,,500005_34,,500005,34,1,,,,,342,273,"41,055",,50000508,50000509,50000504_34,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_35,,500005_35,,500005,35,1,,,,,355,283,"41,665",,50000508,50000509,50000504_35,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_36,,500005_36,,500005,36,1,,,,,369,295,"43,105",,50000508,50000509,50000504_36,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_37,,500005_37,,500005,37,1,,,,,378,303,"44,285",,50000508,50000509,50000504_37,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_38,,500005_38,,500005,38,1,,,,,552,441,"44,630",,50000508,50000509,50000504_38,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_39,,500005_39,,500005,39,1,,,,,571,456,"46,070",,50000508,50000509,50000504_39,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_40,,500005_40,,500005,40,1,,,,,585,467,"47,250",,50000508,50000509,50000504_40,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_41,,500005_41,,500005,41,1,,,,,600,480,"49,825",,50000508,50000509,50000504_41,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_42,,500005_42,,500005,42,1,,,,,617,493,"51,290",,50000508,50000509,50000504_42,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_43,,500005_43,,500005,43,1,,,,,805,643,"52,485",,50000508,50000509,50000504_43,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_44,,500005_44,,500005,44,1,,,,,837,670,"53,895",,50000508,50000509,50000504_44,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_45,,500005_45,,500005,45,1,,,,,862,689,"55,635",,50000508,50000509,50000504_45,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_46,,500005_46,,500005,46,1,,,,,898,719,"58,165",,50000508,50000509,50000504_46,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_47,,500005_47,,500005,47,1,,,,,898,719,"59,365",,50000508,50000509,50000504_47,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_48,,500005_48,,500005,48,1,,,,,"1,138",909,"64,225",,50000508,50000509,50000504_48,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_49,,500005_49,,500005,49,1,,,,,"1,139",909,"64,570",,50000508,50000509,50000504_49,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_50,,500005_50,,500005,50,1,,,,,"1,181",944,"67,385",,50000508,50000509,50000504_50,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_51,,500005_51,,500005,51,1,,,,,"1,198",958,"69,060",,50000508,50000509,50000504_51,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_52,,500005_52,,500005,52,1,,,,,"1,244",993,"71,275",,50000508,50000509,50000504_52,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_53,,500005_53,,500005,53,1,,,,,"1,443","1,153","72,495",,50000508,50000509,50000504_53,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_54,,500005_54,,500005,54,1,,,,,"1,490","1,192","74,440",,50000508,50000509,50000504_54,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_55,,500005_55,,500005,55,1,,,,,"1,490","1,192","75,660",,50000508,50000509,50000504_55,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_56,,500005_56,,500005,56,1,,,,,"1,517","1,215","76,005",,50000508,50000509,50000504_56,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_57,,500005_57,,500005,57,1,,,,,"1,537","1,231","77,945",,50000508,50000509,50000504_57,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_58,,500005_58,,500005,58,1,,,,,"1,777","1,419","79,170",,50000508,50000509,50000504_58,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_59,,500005_59,,500005,59,1,,,,,"1,778","1,419","79,515",,50000508,50000509,50000504_59,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_60,,500005_60,,500005,60,1,,,,,"1,828","1,462","82,335",,50000508,50000509,50000504_60,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_61,,500005_61,,500005,61,1,,,,,"1,859","1,488","84,685",,50000508,50000509,50000504_61,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_62,,500005_62,,500005,62,1,,,,,"1,859","1,489","85,025",,50000508,50000509,50000504_62,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_63,,500005_63,,500005,63,1,,,,,"1,912","1,528","87,870",,50000508,50000509,50000504_63,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_64,,500005_64,,500005,64,1,,,,,"1,913","1,528","88,210",,50000508,50000509,50000504_64,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_65,,500005_65,,500005,65,1,,,,,"1,943","1,555","88,555",,50000508,50000509,50000504_65,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_66,,500005_66,,500005,66,1,,,,,"1,964","1,571","91,405",,50000508,50000509,50000504_66,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_67,,500005_67,,500005,67,1,,,,,"1,998","1,597","91,745",,50000508,50000509,50000504_67,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_68,,500005_68,,500005,68,1,,,,,"1,998","1,597","92,090",,50000508,50000509,50000504_68,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_69,,500005_69,,500005,69,1,,,,,"2,049","1,636","94,930",,50000508,50000509,50000504_69,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_70,,500005_70,,500005,70,1,,,,,"2,049","1,637","95,275",,50000508,50000509,50000504_70,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_71,,500005_71,,500005,71,1,,,,,"2,080","1,664","95,615",,50000508,50000509,50000504_71,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_72,,500005_72,,500005,72,1,,,,,"2,100","1,680","98,465",,50000508,50000509,50000504_72,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_73,,500005_73,,500005,73,1,,,,,"2,133","1,706","98,810",,50000508,50000509,50000504_73,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_74,,500005_74,,500005,74,1,,,,,"2,134","1,706","99,150",,50000508,50000509,50000504_74,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_75,,500005_75,,500005,75,1,,,,,"2,184","1,749","101,995",,50000508,50000509,50000504_75,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_76,,500005_76,,500005,76,1,,,,,"2,219","1,775","105,150",,50000508,50000509,50000504_76,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_77,,500005_77,,500005,77,1,,,,,"2,282","1,824","106,420",,50000508,50000509,50000504_77,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_78,,500005_78,,500005,78,1,,,,,"2,399","1,919","109,285",,50000508,50000509,50000504_78,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_79,,500005_79,,500005,79,1,,,,,"2,497","1,998","111,480",,50000508,50000509,50000504_79,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_80,,500005_80,,500005,80,1,,,,,"2,497","1,998","113,600",,50000508,50000509,50000504_80,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_81,,500005_81,,500005,81,1,,,,,"2,552","2,040","116,485",,50000508,50000509,50000504_81,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_82,,500005_82,,500005,82,1,,,,,"2,585","2,067","116,830",,50000508,50000509,50000504_82,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_83,,500005_83,,500005,83,1,,,,,"2,619","2,093","118,120",,50000508,50000509,50000504_83,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_84,,500005_84,,500005,84,1,,,,,"2,673","2,139","120,065",,50000508,50000509,50000504_84,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_85,,500005_85,,500005,85,1,,,,,"2,673","2,139","121,355",,50000508,50000509,50000504_85,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_86,,500005_86,,500005,86,1,,,,,"2,708","2,166","121,700",,50000508,50000509,50000504_86,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_87,,500005_87,,500005,87,1,,,,,"2,761","2,208","124,590",,50000508,50000509,50000504_87,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_88,,500005_88,,500005,88,1,,,,,"2,795","2,235","124,930",,50000508,50000509,50000504_88,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_89,,500005_89,,500005,89,1,,,,,"2,829","2,261","126,225",,50000508,50000509,50000504_89,,,,,,1,1,32,,14,0.1,0.25,0.25,
500005_90,,500005_90,,500005,90,1,,,,,"3,121","2,497","134,685",,50000508,50000509,50000504_90,,,,,,1,1,32,,14,0.1,0.25,0.25,
500006_1,,500006_1,,500006,1,1,,,,,10,8,"3,310",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_2,,500006_2,,500006,2,1,,,,,19,15,"3,655",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_3,,500006_3,,500006,3,1,,,,,19,15,"4,575",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_4,,500006_4,,500006,4,1,,,,,20,15,"4,575",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_5,,500006_5,,500006,5,1,,,,,20,16,"5,495",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_6,,500006_6,,500006,6,1,,,,,28,22,"5,840",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_7,,500006_7,,500006,7,1,,,,,35,27,"6,180",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_8,,500006_8,,500006,8,1,,,,,49,39,"7,790",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_9,,500006_9,,500006,9,1,,,,,64,51,"8,475",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_10,,500006_10,,500006,10,1,,,,,80,64,"10,085",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_11,,500006_11,,500006,11,1,,,,,97,77,"10,425",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_12,,500006_12,,500006,12,1,,,,,106,85,"11,690",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_13,,500006_13,,500006,13,1,,,,,115,93,"13,825",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_14,,500006_14,,500006,14,1,,,,,125,99,"14,930",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_15,,500006_15,,500006,15,1,,,,,134,107,"16,035",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_16,,500006_16,,500006,16,1,,,,,154,123,"16,380",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_17,,500006_17,,500006,17,1,,,,,154,123,"17,490",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_18,,500006_18,,500006,18,1,,,,,163,130,"18,590",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_19,,500006_19,,500006,19,1,,,,,174,138,"19,700",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_20,,500006_20,,500006,20,1,,,,,174,138,"22,625",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_21,,500006_21,,500006,21,1,,,,,231,184,"29,370",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_22,,500006_22,,500006,22,1,,,,,240,192,"29,710",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_23,,500006_23,,500006,23,1,,,,,250,200,"30,865",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_24,,500006_24,,500006,24,1,,,,,251,200,"31,210",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_25,,500006_25,,500006,25,1,,,,,261,208,"32,360",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_26,,500006_26,,500006,26,1,,,,,271,216,"32,705",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_27,,500006_27,,500006,27,1,,,,,281,224,"33,045",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_28,,500006_28,,500006,28,1,,,,,281,225,"34,200",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_29,,500006_29,,500006,29,1,,,,,291,232,"34,540",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_30,,500006_30,,500006,30,1,,,,,301,240,"35,695",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_31,,500006_31,,500006,31,1,,,,,312,248,"36,040",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_32,,500006_32,,500006,32,1,,,,,321,257,"37,190",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_33,,500006_33,,500006,33,1,,,,,331,265,"39,885",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_34,,500006_34,,500006,34,1,,,,,342,273,"41,055",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_35,,500006_35,,500006,35,1,,,,,355,283,"41,665",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_36,,500006_36,,500006,36,1,,,,,369,295,"43,105",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_37,,500006_37,,500006,37,1,,,,,378,303,"44,285",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_38,,500006_38,,500006,38,1,,,,,552,441,"44,630",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_39,,500006_39,,500006,39,1,,,,,571,456,"46,070",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_40,,500006_40,,500006,40,1,,,,,585,467,"47,250",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_41,,500006_41,,500006,41,1,,,,,600,480,"49,825",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_42,,500006_42,,500006,42,1,,,,,617,493,"51,290",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_43,,500006_43,,500006,43,1,,,,,805,643,"52,485",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_44,,500006_44,,500006,44,1,,,,,837,670,"53,895",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_45,,500006_45,,500006,45,1,,,,,862,689,"55,635",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_46,,500006_46,,500006,46,1,,,,,898,719,"58,165",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_47,,500006_47,,500006,47,1,,,,,898,719,"59,365",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_48,,500006_48,,500006,48,1,,,,,"1,138",909,"64,225",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_49,,500006_49,,500006,49,1,,,,,"1,139",909,"64,570",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_50,,500006_50,,500006,50,1,,,,,"1,181",944,"67,385",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_51,,500006_51,,500006,51,1,,,,,"1,198",958,"69,060",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_52,,500006_52,,500006,52,1,,,,,"1,244",993,"71,275",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_53,,500006_53,,500006,53,1,,,,,"1,443","1,153","72,495",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_54,,500006_54,,500006,54,1,,,,,"1,490","1,192","74,440",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_55,,500006_55,,500006,55,1,,,,,"1,490","1,192","75,660",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_56,,500006_56,,500006,56,1,,,,,"1,517","1,215","76,005",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_57,,500006_57,,500006,57,1,,,,,"1,537","1,231","77,945",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_58,,500006_58,,500006,58,1,,,,,"1,777","1,419","79,170",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_59,,500006_59,,500006,59,1,,,,,"1,778","1,419","79,515",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_60,,500006_60,,500006,60,1,,,,,"1,828","1,462","82,335",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_61,,500006_61,,500006,61,1,,,,,"1,859","1,488","84,685",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_62,,500006_62,,500006,62,1,,,,,"1,859","1,489","85,025",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_63,,500006_63,,500006,63,1,,,,,"1,912","1,528","87,870",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_64,,500006_64,,500006,64,1,,,,,"1,913","1,528","88,210",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_65,,500006_65,,500006,65,1,,,,,"1,943","1,555","88,555",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_66,,500006_66,,500006,66,1,,,,,"1,964","1,571","91,405",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_67,,500006_67,,500006,67,1,,,,,"1,998","1,597","91,745",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_68,,500006_68,,500006,68,1,,,,,"1,998","1,597","92,090",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_69,,500006_69,,500006,69,1,,,,,"2,049","1,636","94,930",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_70,,500006_70,,500006,70,1,,,,,"2,049","1,637","95,275",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_71,,500006_71,,500006,71,1,,,,,"2,080","1,664","95,615",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_72,,500006_72,,500006,72,1,,,,,"2,100","1,680","98,465",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_73,,500006_73,,500006,73,1,,,,,"2,133","1,706","98,810",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_74,,500006_74,,500006,74,1,,,,,"2,134","1,706","99,150",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_75,,500006_75,,500006,75,1,,,,,"2,184","1,749","101,995",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_76,,500006_76,,500006,76,1,,,,,"2,219","1,775","105,150",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_77,,500006_77,,500006,77,1,,,,,"2,282","1,824","106,420",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_78,,500006_78,,500006,78,1,,,,,"2,399","1,919","109,285",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_79,,500006_79,,500006,79,1,,,,,"2,497","1,998","111,480",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_80,,500006_80,,500006,80,1,,,,,"2,497","1,998","113,600",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_81,,500006_81,,500006,81,1,,,,,"2,552","2,040","116,485",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_82,,500006_82,,500006,82,1,,,,,"2,585","2,067","116,830",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_83,,500006_83,,500006,83,1,,,,,"2,619","2,093","118,120",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_84,,500006_84,,500006,84,1,,,,,"2,673","2,139","120,065",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_85,,500006_85,,500006,85,1,,,,,"2,673","2,139","121,355",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_86,,500006_86,,500006,86,1,,,,,"2,708","2,166","121,700",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_87,,500006_87,,500006,87,1,,,,,"2,761","2,208","124,590",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_88,,500006_88,,500006,88,1,,,,,"2,795","2,235","124,930",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
